dataset,kir,variant,reference,metric,n_pairs,mean_delta,median_delta,std_delta,ci95_low,ci95_high,wins,ties,losses,paired_t_p,wilcoxon_p,cohen_dz
clinc150,0.5,get_095,single,false_reject_rate,5,0.4507555555555555,0.4488888888888889,0.01008311141476032,0.44320000000000004,0.45813333333333334,5,0,0,6.005310325338921e-08,0.0625,44.70401416924839
clinc150,0.5,get_095,single,effective_cluster_count,5,50.4,52.0,9.44986772394196,42.6,57.2,5,0,0,0.00028320728496628234,0.0625,5.333407987532752
clinc150,0.5,select_085,single,oos_f1,5,-0.07623820404803802,-0.07589095590683781,0.00394647230969502,-0.0793468677818163,-0.07312954031425975,0,0,5,1.7171442799590673e-06,0.0625,-19.318063846729395
clinc150,0.5,select_085,single,f1_all,5,-0.3531553874957094,-0.34976989140714504,0.012239610393997567,-0.3626015257761751,-0.3437092492152437,0,0,5,3.457188390358721e-07,0.0625,-28.853482760276464
clinc150,0.5,select_085,single,id_recall,5,-0.4718222222222222,-0.4702222222222222,0.007507033738804918,-0.4780444444444444,-0.4663111111111111,0,0,5,1.5375334407236376e-08,0.0625,-62.85068625485276
clinc150,0.5,select_085,single,false_accept_rate,5,-0.0791304347826087,-0.08115942028985507,0.004160202925915167,-0.08208695652173914,-0.07553623188405797,0,0,5,1.8268220855552314e-06,0.0625,-19.020811290161163
clinc150,0.5,select_085,single,false_reject_rate,5,0.4718222222222222,0.4702222222222222,0.007507033738804918,0.4663111111111111,0.4780444444444444,5,0,0,1.5375334407236376e-08,0.0625,62.85068625485276
clinc150,0.5,select_085,single,effective_cluster_count,5,60.2,58.0,9.418067742376884,53.6,68.2,5,0,0,0.00013919738425898547,0.0625,6.391969313315539
clinc150,0.5,select_095,single,oos_f1,5,-0.07623820404803802,-0.07589095590683781,0.00394647230969502,-0.0793468677818163,-0.07312954031425975,0,0,5,1.7171442799590673e-06,0.0625,-19.318063846729395
clinc150,0.5,select_095,single,f1_all,5,-0.3531553874957094,-0.34976989140714504,0.012239610393997567,-0.3626015257761751,-0.3437092492152437,0,0,5,3.457188390358721e-07,0.0625,-28.853482760276464
clinc150,0.5,select_095,single,id_recall,5,-0.4718222222222222,-0.4702222222222222,0.007507033738804918,-0.4780444444444444,-0.4663111111111111,0,0,5,1.5375334407236376e-08,0.0625,-62.85068625485276
clinc150,0.5,select_095,single,false_accept_rate,5,-0.0791304347826087,-0.08115942028985507,0.004160202925915167,-0.08208695652173914,-0.07553623188405797,0,0,5,1.8268220855552314e-06,0.0625,-19.020811290161163
clinc150,0.5,select_095,single,false_reject_rate,5,0.4718222222222222,0.4702222222222222,0.007507033738804918,0.4663111111111111,0.4780444444444444,5,0,0,1.5375334407236376e-08,0.0625,62.85068625485276
clinc150,0.5,select_095,single,effective_cluster_count,5,60.2,58.0,9.418067742376884,53.6,68.2,5,0,0,0.00013919738425898547,0.0625,6.391969313315539
clinc150,0.5,select_100,single,oos_f1,5,-0.07623820404803802,-0.07589095590683781,0.00394647230969502,-0.0793468677818163,-0.07312954031425975,0,0,5,1.7171442799590673e-06,0.0625,-19.318063846729395
clinc150,0.5,select_100,single,f1_all,5,-0.3531553874957094,-0.34976989140714504,0.012239610393997567,-0.3626015257761751,-0.3437092492152437,0,0,5,3.457188390358721e-07,0.0625,-28.853482760276464
