dataset,kir,seed,workpoint,target_calibration_coverage,radius_multiplier,calibration_known_recall,selected_using_test_oos,selected_using_test_known,selected_split,selected_balls,mean_balls_per_intent,minimum_ball_size,fit_and_score_seconds,oos_precision,oos_recall,oos_f1,id_recall,oos_rejection,auroc,aupr_oos,fpr95,false_accept_rate,false_reject_rate,accuracy,f1_all,f1_k,f1_u
clinc150,0.25,87,default_radius,,1.0,0.2986842105263158,False,False,paper_default_radius,63,1.6578947368421053,10,0.4466651030234061,0.8616495629038389,0.9942982456140352,0.9232335573203012,0.3614035087719298,0.9942982456140352,0.8917978608802708,0.9544528036783012,0.3263157894736842,0.0057017543859649,0.6385964912280702,0.867719298245614,0.5165800461524818,0.5058786379638549,0.9232335573203012
clinc150,0.25,87,calibration_coverage_0.80,0.8,1.2796994447947716,0.8,False,False,calibration_known,63,1.6578947368421053,10,0.4657750190235674,0.947051442910916,0.8276315789473684,0.8833235810415447,0.8149122807017544,0.8276315789473684,0.8917978608802708,0.9544528036783012,0.3263157894736842,0.1723684210526316,0.1850877192982456,0.8233333333333334,0.7231855940636718,0.7189714365116225,0.8833235810415447
clinc150,0.25,87,calibration_coverage_0.85,0.85,1.3182186940911242,0.85,False,False,calibration_known,63,1.6578947368421053,10,0.4858738050097599,0.952082766131228,0.7668859649122807,0.8495080772500911,0.8456140350877193,0.7668859649122807,0.8917978608802708,0.9544528036783012,0.3263157894736842,0.2331140350877193,0.1543859649122807,0.7803508771929825,0.7046623504233711,0.7008506207700362,0.8495080772500911
clinc150,0.25,87,calibration_coverage_0.90,0.9,1.3885305622673754,0.9,False,False,calibration_known,63,1.6578947368421053,10,0.505419499007985,0.963758389261745,0.6298245614035087,0.7618037135278515,0.9052631578947368,0.6298245614035087,0.8917978608802708,0.9544528036783012,0.3263157894736842,0.3701754385964912,0.0947368421052631,0.6821052631578948,0.6714051140194692,0.6690262035060908,0.7618037135278515
clinc150,0.25,87,calibration_coverage_0.95,0.95,1.5060562808583624,0.95,False,False,calibration_known,63,1.6578947368421053,10,0.526660103991162,0.965625,0.3388157894736842,0.5016233766233766,0.9517543859649122,0.3388157894736842,0.8917978608802708,0.9544528036783012,0.3263157894736842,0.6611842105263158,0.0482456140350877,0.4573684210526316,0.5676528001911044,0.5693904166007814,0.5016233766233766
clinc150,0.25,100,default_radius,,1.0,0.35,False,False,paper_default_radius,67,1.763157894736842,10,0.4548675069818273,0.8655494191582556,0.9967105263157896,0.9265110590153908,0.3807017543859649,0.9967105263157896,0.9144531009541398,0.962490211104767,0.2587719298245614,0.0032894736842105,0.6192982456140351,0.8735087719298246,0.5427412747637941,0.5326420699150679,0.9265110590153908
clinc150,0.25,100,calibration_coverage_0.80,0.8,1.2624955222937306,0.8,False,False,calibration_known,67,1.763157894736842,10,0.4751859459793195,0.9568842305859934,0.8809210526315789,0.9173327243662937,0.8412280701754387,0.8809210526315789,0.9144531009541398,0.962490211104767,0.2587719298245614,0.119078947368421,0.1587719298245614,0.8707017543859649,0.7678939100890592,0.7639613097133425,0.9173327243662937
clinc150,0.25,100,calibration_coverage_0.85,0.85,1.305842239898905,0.85,False,False,calibration_known,67,1.763157894736842,10,0.4960831599892117,0.9650945909938716,0.7942982456140351,0.8714062312041381,0.8850877192982456,0.7942982456140351,0.9144531009541398,0.962490211104767,0.2587719298245614,0.2057017543859649,0.1149122807017543,0.8101754385964912,0.7401182617490099,0.7366633151844012,0.8714062312041381
clinc150,0.25,100,calibration_coverage_0.90,0.9,1.361287555131103,0.9,False,False,calibration_known,67,1.763157894736842,10,0.5165727689745836,0.9688412852969815,0.6546052631578947,0.7813113466823715,0.9157894736842104,0.6546052631578947,0.9144531009541398,0.962490211104767,0.2587719298245614,0.3453947368421052,0.0842105263157894,0.7042105263157895,0.6954905451820101,0.6932321030372638,0.7813113466823715
clinc150,0.25,100,calibration_coverage_0.95,0.95,1.4871542917128324,0.95,False,False,calibration_known,67,1.763157894736842,10,0.5368236050126143,0.9695273631840796,0.3418859649122807,0.5055123216601816,0.9570175438596492,0.3418859649122807,0.9144531009541398,0.962490211104767,0.2587719298245614,0.6581140350877193,0.0429824561403508,0.4605263157894737,0.5882452527389577,0.5904224351357675,0.5055123216601816
clinc150,0.25,123,default_radius,,1.0,0.3473684210526316,False,False,paper_default_radius,66,1.736842105263158,10,0.4623295770143159,0.8650611620795107,0.9925438596491228,0.9244281045751634,0.3807017543859649,0.9925438596491228,0.9146962526931364,0.9693113007148544,0.312280701754386,0.0074561403508771,0.6192982456140351,0.87,0.5308783798214524,0.5205218081174073,0.9244281045751634
clinc150,0.25,123,calibration_coverage_0.80,0.8,1.208171567477577,0.8,False,False,calibration_known,66,1.736842105263158,10,0.482051944010891,0.9484367708819412,0.8914473684210527,0.9190594619036851,0.8061403508771929,0.8914473684210527,0.9146962526931364,0.9693113007148544,0.312280701754386,0.1085526315789473,0.193859649122807,0.8728070175438597,0.7569153606126644,0.7526484105786901,0.9190594619036851
clinc150,0.25,123,calibration_coverage_0.85,0.85,1.2482592219161857,0.85,False,False,calibration_known,66,1.736842105263158,10,0.5013620380195789,0.9580645161290322,0.8467105263157895,0.8989522700814901,0.8517543859649123,0.8467105263157895,0.9146962526931364,0.9693113007148544,0.312280701754386,0.1532894736842105,0.1482456140350877,0.8450877192982457,0.7467602274362861,0.742755173682465,0.8989522700814901
clinc150,0.25,123,calibration_coverage_0.90,0.9,1.3066900215680903,0.9,False,False,calibration_known,66,1.736842105263158,10,0.5215519290068187,0.966173962478681,0.7453947368421052,0.8415449368655608,0.8956140350877193,0.7453947368421052,0.9146962526931364,0.9693113007148544,0.312280701754386,0.2546052631578947,0.1043859649122807,0.7719298245614035,0.7162118573278432,0.7129136183926401,0.8415449368655608
clinc150,0.25,123,calibration_coverage_0.95,0.95,1.3784458388810457,0.95,False,False,calibration_known,66,1.736842105263158,10,0.5413867930183187,0.9742604686899732,0.5561403508771929,0.7080832053608823,0.9412280701754386,0.5561403508771929,0.9146962526931364,0.9693113007148544,0.312280701754386,0.443859649122807,0.0587719298245614,0.6282456140350877,0.6724195555112835,0.6714810384099783,0.7080832053608823
clinc150,0.5,13,default_radius,,1.0,0.3126666666666666,False,False,paper_default_radius,126,1.7027027027027026,10,0.9300619669957086,0.6894184168012925,0.9895652173913044,0.8126636515115448,0.3164444444444444,0.9895652173913044,0.8834571336553945,0.8932833326886456,0.3391111111111111,0.0104347826086956,0.6835555555555556,0.7228070175438597,0.4490273375575833,0.4441788533715305,0.8126636515115448
clinc150,0.5,13,calibration_coverage_0.80,0.8,1.2828163613532373,0.8,False,False,calibration_known,126,1.7027027027027026,10,0.9515718030161224,0.8734681372549019,0.826376811594203,0.84927018170986,0.8164444444444444,0.826376811594203,0.8834571336553945,0.8932833326886456,0.3391111111111111,0.1736231884057971,0.1835555555555555,0.8166666666666667,0.7805674219285226,0.7796513851314381,0.84927018170986
clinc150,0.5,13,calibration_coverage_0.85,0.85,1.3317963462887772,0.85,False,False,calibration_known,126,1.7027027027027026,10,0.9711948959738947,0.8867583212735166,0.7104347826086956,0.7888638558094625,0.8608888888888889,0.7104347826086956,0.8834571336553945,0.8932833326886456,0.3391111111111111,0.2895652173913043,0.1391111111111111,0.7612280701754386,0.7632643831458051,0.762923056843623,0.7888638558094625
clinc150,0.5,13,calibration_coverage_0.90,0.9,1.3919496245225982,0.9,False,False,calibration_known,126,1.7027027027027026,10,0.9913959829718806,0.8962892483349191,0.5460869565217391,0.6786743515850144,0.9031111111111112,0.5460869565217391,0.8834571336553945,0.8932833326886456,0.3391111111111111,0.4539130434782609,0.0968888888888888,0.6754385964912281,0.7346484627094638,0.7353947841911231,0.6786743515850144
clinc150,0.5,13,calibration_coverage_0.95,0.95,1.4970848622576745,0.95,False,False,calibration_known,126,1.7027027027027026,10,1.0130180169944651,0.9061707523245984,0.3107246376811594,0.4627671055471616,0.9506666666666668,0.3107246376811594,0.8834571336553945,0.8932833326886456,0.3391111111111111,0.6892753623188406,0.0493333333333333,0.547719298245614,0.6876792053983177,0.6906780333963332,0.4627671055471616
clinc150,0.5,42,default_radius,,1.0,0.278,False,False,paper_default_radius,129,1.7432432432432432,10,1.0891171909752302,0.6847586621269778,0.9910144927536232,0.8099016937107664,0.3004444444444444,0.9910144927536232,0.8825811272141706,0.8902825110259178,0.3631111111111111,0.0089855072463768,0.6995555555555556,0.7175438596491228,0.4275814690032287,0.4224838660071282,0.8099016937107664
clinc150,0.5,42,calibration_coverage_0.80,0.8,1.2809894388912226,0.8,False,False,calibration_known,129,1.7432432432432432,10,1.1091780730057508,0.8651258045640725,0.8571014492753624,0.861094933022714,0.7951111111111111,0.8571014492753624,0.8825811272141706,0.8902825110259178,0.3631111111111111,0.1428985507246376,0.2048888888888889,0.8217543859649122,0.7636005143150641,0.7623005887322956,0.861094933022714
clinc150,0.5,42,calibration_coverage_0.85,0.85,1.3292725208299414,0.85,False,False,calibration_known,129,1.7432432432432432,10,1.1290590100106783,0.8838201509681655,0.7805797101449276,0.8289979990764968,0.8426666666666667,0.7805797101449276,0.8825811272141706,0.8902825110259178,0.3631111111111111,0.2194202898550724,0.1573333333333333,0.791578947368421,0.75772746721698,0.7567771934588531,0.8289979990764968
clinc150,0.5,42,calibration_coverage_0.90,0.9,1.395872145740407,0.9,False,False,calibration_known,129,1.7432432432432432,10,1.1493757650023326,0.898626817447496,0.644927536231884,0.7509281133985826,0.8884444444444445,0.644927536231884,0.8825811272141706,0.8902825110259178,0.3631111111111111,0.3550724637681159,0.1115555555555555,0.7235087719298245,0.7307956325422399,0.7305271994641555,0.7509281133985826
clinc150,0.5,42,calibration_coverage_0.95,0.95,1.5237142485149404,0.95,False,False,calibration_known,129,1.7432432432432432,10,1.1694599579786882,0.9069020866773676,0.3275362318840579,0.4812606473594548,0.9484444444444444,0.3275362318840579,0.8825811272141706,0.8902825110259178,0.3631111111111111,0.672463768115942,0.0515555555555555,0.5491228070175439,0.666120527833025,0.6685853262393392,0.4812606473594548
clinc150,0.5,87,default_radius,,1.0,0.2986666666666667,False,False,paper_default_radius,138,1.84,10,1.1318751159706153,0.6952284263959391,0.992463768115942,0.8176716417910448,0.3328888888888889,0.992463768115942,0.8735846698872786,0.8785612625227123,0.3795555555555555,0.0075362318840579,0.6671111111111111,0.7321052631578947,0.4714741018932011,0.4668581346945632,0.8176716417910448
clinc150,0.5,87,calibration_coverage_0.80,0.8,1.2977289977576592,0.8,False,False,calibration_known,138,1.84,10,1.1516421069973148,0.8632209265679168,0.7939130434782609,0.8271176204137098,0.8071111111111111,0.7939130434782609,0.8735846698872786,0.8785612625227123,0.3795555555555555,0.2060869565217391,0.1928888888888889,0.7845614035087719,0.7581031860063053,0.7571829935475399,0.8271176204137098
clinc150,0.5,87,calibration_coverage_0.85,0.85,1.3501017461935367,0.85,False,False,calibration_known,138,1.84,10,1.1720590649638325,0.8793352601156069,0.7055072463768116,0.7828883885493728,0.8515555555555556,0.7055072463768116,0.8735846698872786,0.8785612625227123,0.3795555555555555,0.2944927536231884,0.1484444444444444,0.7447368421052631,0.7517354822763896,0.7513201101927498,0.7828883885493728
clinc150,0.5,87,calibration_coverage_0.90,0.9,1.419415297834408,0.9,False,False,calibration_known,138,1.84,10,1.1928089709836058,0.8903792784458835,0.5579710144927537,0.6860299358517462,0.8946666666666667,0.5579710144927537,0.8735846698872786,0.8785612625227123,0.3795555555555555,0.4420289855072464,0.1053333333333333,0.6670175438596492,0.721372396450681,0.7218436292586667,0.6860299358517462
clinc150,0.5,87,calibration_coverage_0.95,0.95,1.5046215638127711,0.95,False,False,calibration_known,138,1.84,10,1.2141651940182785,0.9100204498977504,0.3869565217391304,0.5430140329469189,0.9413333333333334,0.3869565217391304,0.8735846698872786,0.8785612625227123,0.3795555555555555,0.6130434782608696,0.0586666666666666,0.5770175438596491,0.6842841981688064,0.6861678003717648,0.5430140329469189
clinc150,0.5,100,default_radius,,1.0,0.3186666666666666,False,False,paper_default_radius,150,2.0,10,1.1609240580000917,0.6920113544201135,0.9892753623188406,0.814364113576712,0.3248888888888889,0.9892753623188406,0.8646879227053139,0.8739335266061747,0.3924444444444444,0.0107246376811594,0.6751111111111111,0.7266666666666667,0.4621121291551101,0.4574154360294886,0.814364113576712
clinc150,0.5,100,calibration_coverage_0.80,0.8,1.2973433548780593,0.8,False,False,calibration_known,150,2.0,10,1.18177376704989,0.8617195161817588,0.7640579710144928,0.809955446305116,0.812,0.7640579710144928,0.8646879227053139,0.8739335266061747,0.3924444444444444,0.2359420289855072,0.188,0.775438596491228,0.7706575569255252,0.7701335850671306,0.809955446305116
clinc150,0.5,100,calibration_coverage_0.85,0.85,1.3619683954421526,0.85,False,False,calibration_known,150,2.0,10,1.2021866640425287,0.8774167009461127,0.6182608695652174,0.7253868389729637,0.8675555555555555,0.6182608695652174,0.8646879227053139,0.8739335266061747,0.3924444444444444,0.3817391304347826,0.1324444444444444,0.7050877192982457,0.7645985270101344,0.7651213495172967,0.7253868389729637
clinc150,0.5,100,calibration_coverage_0.90,0.9,1.4466829285790934,0.9,False,False,calibration_known,150,2.0,10,1.2233245230163448,0.8881733021077284,0.4397101449275362,0.5882124854594805,0.9151111111111112,0.4397101449275362,0.8646879227053139,0.8739335266061747,0.3924444444444444,0.5602898550724638,0.0848888888888888,0.6129824561403509,0.7363841625723214,0.7383597849338259,0.5882124854594805
clinc150,0.5,100,calibration_coverage_0.95,0.95,1.5870565208157348,0.95,False,False,calibration_known,150,2.0,10,1.2441351960296745,0.8994764397905759,0.2489855072463768,0.3900113507377979,0.9573333333333334,0.2489855072463768,0.8646879227053139,0.8739335266061747,0.3924444444444444,0.7510144927536232,0.0426666666666666,0.5085964912280702,0.6818617591759333,0.6857530979551083,0.3900113507377979
clinc150,0.5,123,default_radius,,1.0,0.2873333333333333,False,False,paper_default_radius,133,1.7972972972972974,10,1.1149486470385457,0.6861723446893787,0.992463768115942,0.8113744075829384,0.304,0.992463768115942,0.8777375845410629,0.8801827937512003,0.3662222222222222,0.0075362318840579,0.696,0.7198245614035088,0.4374949818853867,0.4325099228760861,0.8113744075829384
