dataset,kir,seed,loss_variant,class_count,registered_known_class_count,missing_selected_class_count,missing_selected_classes,excluded_train_row_count,sample_count,selected_balls,temperature,mean_loss,mean_true_probability,median_true_probability,mean_probability_margin,nearest_class_accuracy,mean_gradient_l2,median_gradient_l2,mean_distance_span
banking77,0.5,13,raw_tau_0.20,38,38,0,,0,1024,102,0.2,1.4040906542003766,0.3000910357204038,0.2885017189199681,0.2238924289110767,0.8876953125,3.5766921802032954,3.6332526441271753,0.7478993675303833
banking77,0.5,13,raw_tau_0.50,38,38,0,,0,1024,102,0.5,2.606408078667465,0.0783080256481429,0.076902491788243,0.0332104810565297,0.8876953125,1.8697114141488744,1.8725986363430185,0.7478993675303833
banking77,0.5,13,raw_tau_1.00,38,38,0,,0,1024,102,1.0,3.1072825920682554,0.0454601377303637,0.0456618713465257,0.0106547849571116,0.8876953125,0.9675318002743298,0.9673722260334052,0.7478993675303833
banking77,0.5,42,official_l1,38,38,0,,0,1024,94,,3.625205111287892,0.0266438711439384,0.0266603976353353,0.0001525250318355,0.8603515625,0.0238369741256529,0.0239470297822604,0.7146645257455471
banking77,0.5,42,raw_tau_0.05,38,38,0,,0,1024,94,0.05,0.4108368234714654,0.8154655508430184,0.9896048909190408,0.7082785220589933,0.8603515625,4.429542495286729,0.2462340552622722,0.7146645257455471
banking77,0.5,42,raw_tau_0.10,38,38,0,,0,1024,94,0.1,0.6488690322394668,0.6433066544145349,0.763301740511356,0.5480497809839294,0.8603515625,3.806374711194004,2.5297649799507,0.7146645257455471
banking77,0.5,42,raw_tau_0.20,38,38,0,,0,1024,94,0.2,1.4904441750038493,0.2763933237199045,0.2647992587264255,0.2010816174394296,0.8603515625,3.6951100311815854,3.751683668488445,0.7146645257455471
banking77,0.5,42,raw_tau_0.50,38,38,0,,0,1024,94,0.5,2.655067793429191,0.0743752231037848,0.073587963522047,0.030197090946741,0.8603515625,1.8775776464012075,1.8790328297981005,0.7146645257455471
banking77,0.5,42,raw_tau_1.00,38,38,0,,0,1024,94,1.0,3.132921288957296,0.044261633211128,0.0445725581235463,0.00983907165597,0.8603515625,0.9687360188783968,0.96841315576223,0.7146645257455471
banking77,0.5,87,official_l1,38,38,0,,0,1024,87,,3.625052173721636,0.0266479423637844,0.0266599808641082,0.0001560201434021,0.88671875,0.0236886441487183,0.0238039124913644,0.7319520932060973
banking77,0.5,87,raw_tau_0.05,38,38,0,,0,1024,87,0.05,0.3946710549916797,0.8468704554334778,0.990278150075231,0.7541515777644235,0.88671875,3.70574416745122,0.2337104359965593,0.7319520932060973
banking77,0.5,87,raw_tau_0.10,38,38,0,,0,1024,87,0.1,0.6044365003099886,0.6676104289826883,0.7690284918889971,0.5777689870389205,0.88671875,3.5469385167307736,2.4383456958943657,0.7319520932060973
banking77,0.5,87,raw_tau_0.20,38,38,0,,0,1024,87,0.2,1.4556669527173074,0.2815429322138829,0.270720855688531,0.2061464812076849,0.88671875,3.669550954323169,3.727362478946451,0.7319520932060973
banking77,0.5,87,raw_tau_0.50,38,38,0,,0,1024,87,0.5,2.63877000702828,0.075320042764879,0.0743431933843778,0.0308746371912698,0.88671875,1.8757374695166265,1.8774248167349792,0.7319520932060973
banking77,0.5,87,raw_tau_1.00,38,38,0,,0,1024,87,1.0,3.1242964816031984,0.0446126733422313,0.0447498264528959,0.0100818423488797,0.88671875,0.9683891104907042,0.9682269452908407,0.7319520932060973
banking77,0.5,100,official_l1,38,38,0,,0,1024,105,,3.625039232086734,0.0266482858032076,0.0266603443316558,0.0001453625596568,0.8876953125,0.0237488540608998,0.0238100673543363,0.7397580944206421
banking77,0.5,100,raw_tau_0.05,38,38,0,,0,1024,105,0.05,0.3647132815791473,0.8280176321769077,0.9856450329472912,0.7274602882789063,0.8876953125,4.129046961340494,0.3374101822925506,0.7397580944206421
banking77,0.5,100,raw_tau_0.10,38,38,0,,0,1024,105,0.1,0.6241511708595988,0.647073316630938,0.7512787036409172,0.5507469093992636,0.8876953125,3.771052817481693,2.656114243119519,0.7397580944206421
banking77,0.5,100,raw_tau_0.20,38,38,0,,0,1024,105,0.2,1.4725148643086476,0.2773076583263731,0.263319450659548,0.19706784231544,0.8876953125,3.694727690977256,3.748123181432788,0.7397580944206421
banking77,0.5,100,raw_tau_0.50,38,38,0,,0,1024,105,0.5,2.6421505462732955,0.075139350492905,0.0740730807360184,0.0292355645365543,0.8876953125,1.876269557622075,1.8782931649902084,0.7397580944206421
banking77,0.5,100,raw_tau_1.00,38,38,0,,0,1024,105,1.0,3.125348642601733,0.0445729279151969,0.0446792873103601,0.0094593815371472,0.8876953125,0.9684471028328,0.9683082483241002,0.7397580944206421
banking77,0.5,123,official_l1,38,38,0,,0,1024,87,,3.625407490653549,0.0266384894218993,0.0266558498615139,0.0001490346755239,0.8681640625,0.0237086525201732,0.0237821785219848,0.7196234447397587
banking77,0.5,123,raw_tau_0.05,38,38,0,,0,1024,87,0.05,0.4570375921566291,0.8271790023145746,0.9897063018542628,0.7251435035749063,0.8681640625,4.149971270342718,0.2468166376716241,0.7196234447397587
banking77,0.5,123,raw_tau_0.10,38,38,0,,0,1024,87,0.1,0.6590788118475104,0.6529581081336676,0.763404725977493,0.5602150521279978,0.8681640625,3.698694574777994,2.508194077185405,0.7196234447397587
banking77,0.5,123,raw_tau_0.20,38,38,0,,0,1024,87,0.2,1.5030429264885454,0.2733090539873542,0.265164819087385,0.197550747422758,0.8681640625,3.709496249661292,3.746019774964036,0.7196234447397587
banking77,0.5,123,raw_tau_0.50,38,38,0,,0,1024,87,0.5,2.664901433562568,0.0736112722853545,0.0733505568941161,0.0293986123413575,0.8681640625,1.8790536797080533,1.8792511184941405,0.7196234447397587
banking77,0.5,123,raw_tau_1.00,38,38,0,,0,1024,87,1.0,3.138328361410309,0.0440275046786882,0.0444500752494128,0.0096185304083514,0.8681640625,0.9689653497160978,0.9685402887539454,0.7196234447397587
banking77,0.75,13,official_l1,57,58,1,contactless_not_working,32,1024,133,,4.03466204922073,0.0176917382644706,0.0177008734969404,5.766665354612471e-05,0.853515625,0.0155308998561622,0.0156001450241302,0.7730916621229557
banking77,0.75,13,raw_tau_0.05,57,58,1,contactless_not_working,32,1024,133,0.05,0.6256577756112853,0.8036019822776298,0.9858630189778962,0.6918162729763334,0.853515625,4.688706868428143,0.3289860052339127,0.7730916621229557
banking77,0.75,13,raw_tau_0.10,57,58,1,contactless_not_working,32,1024,133,0.1,0.8103946921391723,0.6095176180086103,0.7094687652130623,0.5133821302814353,0.853515625,4.132090645085032,3.045915634259101,0.7730916621229557
banking77,0.75,13,raw_tau_0.20,57,58,1,contactless_not_working,32,1024,133,0.2,1.7567215941497614,0.2223108366823612,0.211654112513533,0.1556987928459016,0.853515625,3.948009654602846,3.997152578235251,0.7730916621229557
banking77,0.75,13,raw_tau_0.50,57,58,1,contactless_not_working,32,1024,133,0.5,3.012801142458197,0.0524742928295743,0.0525200122530446,0.019583296425127,0.853515625,1.913061385965405,1.9129708817975768,0.7730916621229557
banking77,0.75,13,raw_tau_1.00,57,58,1,contactless_not_working,32,1024,133,1.0,3.515272964495024,0.030274741604158,0.0307493662888426,0.0060543178348038,0.853515625,0.9784753894004312,0.9780251677342762,0.7730916621229557
banking77,0.75,42,official_l1,55,58,3,contactless_not_working|order_physical_card|transfer_not_received_by_recipient,294,1024,129,,3.9988527508604506,0.0183367616931644,0.018345053853185,5.759975005976871e-05,0.8310546875,0.0161963411884001,0.0162229293076247,0.7520211557230765
banking77,0.75,42,raw_tau_0.05,55,58,3,contactless_not_working|order_physical_card|transfer_not_received_by_recipient,294,1024,129,0.05,0.6468907727098103,0.773369621838663,0.9743600193324664,0.6441361481553394,0.8310546875,5.405502133342683,0.6157090429176588,0.7520211557230765
banking77,0.75,42,raw_tau_0.10,55,58,3,contactless_not_working|order_physical_card|transfer_not_received_by_recipient,294,1024,129,0.1,0.8681274214727883,0.5824422656064718,0.661891279759206,0.4762985249009361,0.8310546875,4.42712537613561,3.572989251282079,0.7520211557230765
banking77,0.75,42,raw_tau_0.20,55,58,3,contactless_not_working|order_physical_card|transfer_not_received_by_recipient,294,1024,129,0.2,1.7935754740165248,0.2185782156277689,0.1951804194721659,0.1485113151345511,0.8310546875,3.969050982915733,4.083068271657907,0.7520211557230765
banking77,0.75,42,raw_tau_0.50,55,58,3,contactless_not_working|order_physical_card|transfer_not_received_by_recipient,294,1024,129,0.5,3.009992572296473,0.0528820202782858,0.0518286270565839,0.0187538899670003,0.8310546875,1.9128375117639669,1.9150932450998184,0.7520211557230765
banking77,0.75,42,raw_tau_1.00,55,58,3,contactless_not_working|order_physical_card|transfer_not_received_by_recipient,294,1024,129,1.0,3.4965634849442546,0.0308870463995466,0.0310872505603738,0.0057906474175176,0.8310546875,0.9781714259019424,0.9779890136585434,0.7520211557230765
banking77,0.75,87,official_l1,58,58,0,,0,1024,158,,4.052191197703941,0.0173843126620886,0.0173885501647752,5.895614719221788e-05,0.8564453125,0.0154249002373407,0.015454342727787,0.7547243661950808
banking77,0.75,87,raw_tau_0.05,58,58,0,,0,1024,158,0.05,0.5143801215376151,0.8017290330669411,0.981077663873733,0.6921372438527844,0.8564453125,4.701153122997496,0.4403053825563927,0.7547243661950808
banking77,0.75,87,raw_tau_0.10,58,58,0,,0,1024,158,0.1,0.786477020983364,0.5988016240572631,0.6774921301183838,0.5067091720031953,0.8564453125,4.221173191168762,3.36480821601266,0.7547243661950808
banking77,0.75,87,raw_tau_0.20,58,58,0,,0,1024,158,0.2,1.773859419824602,0.2171173332269111,0.1953563829589816,0.1551259151927034,0.8564453125,3.969990883524521,4.086295207211539,0.7547243661950808
banking77,0.75,87,raw_tau_0.50,58,58,0,,0,1024,158,0.5,3.036973702964141,0.0510792731594316,0.0501521206478718,0.019710054750964,0.8564453125,1.915433125096548,1.9175222416244204,0.7547243661950808
banking77,0.75,87,raw_tau_1.00,58,58,0,,0,1024,158,1.0,3.537056915608599,0.0295927812160993,0.0297385141729163,0.0061572205475304,0.8564453125,0.9789966515599412,0.978861145251271,0.7547243661950808
banking77,0.75,100,official_l1,57,58,1,card_acceptance,53,1024,140,,4.034792579486989,0.017689427507426,0.0176929984694052,5.7082998493175694e-05,0.8359375,0.0156204424308602,0.0156350145592217,0.7355880701703752
banking77,0.75,100,raw_tau_0.05,57,58,1,card_acceptance,53,1024,140,0.05,0.5880863377776786,0.7846341934327704,0.9783588253013972,0.6570144819506774,0.8359375,5.1858992010199145,0.5014432731055314,0.7355880701703752
banking77,0.75,100,raw_tau_0.10,57,58,1,card_acceptance,53,1024,140,0.1,0.8270002452964111,0.5870717877013104,0.6723386253217476,0.4839742745592741,0.8359375,4.372274780986642,3.46129667512284,0.7355880701703752
banking77,0.75,100,raw_tau_0.20,57,58,1,card_acceptance,53,1024,140,0.2,1.7895952012774468,0.2158832392071942,0.1913344120370817,0.1495403230125689,0.8359375,3.979365444858844,4.102561880492914,0.7355880701703752
banking77,0.75,100,raw_tau_0.50,57,58,1,card_acceptance,53,1024,140,0.5,3.032262726866455,0.0514692484710967,0.04949063536537,0.0189481102467492,0.8359375,1.9149796126287424,1.918709921923128,0.7355880701703752
banking77,0.75,100,raw_tau_1.00,57,58,1,card_acceptance,53,1024,140,1.0,3.525987776187356,0.0299451450390161,0.0297587738695727,0.0058950542916241,0.8359375,0.9787940961471808,0.9789629599532024,0.7355880701703752
banking77,0.75,123,official_l1,58,58,0,,0,1024,147,,4.052237587209942,0.0173835248396296,0.0173907705421049,5.351928151910799e-05,0.814453125,0.0153361186795566,0.0153427764389654,0.7715581239242487
banking77,0.75,123,raw_tau_0.05,58,58,0,,0,1024,147,0.05,0.7258478242276011,0.7594476460736943,0.979589187670601,0.6210728233957223,0.814453125,5.754221225232671,0.4835592996156931,0.7715581239242487
banking77,0.75,123,raw_tau_0.10,58,58,0,,0,1024,147,0.1,0.9038971863655308,0.5857355921889964,0.6946719684499603,0.4806644205409925,0.814453125,4.392108978107544,3.29025276007594,0.7715581239242487
banking77,0.75,123,raw_tau_0.20,58,58,0,,0,1024,147,0.2,1.8043506037340344,0.2231951417264942,0.2064424762884134,0.1554692627829086,0.814453125,3.943468405202399,4.0241212323631474,0.7715581239242487
banking77,0.75,123,raw_tau_0.50,58,58,0,,0,1024,147,0.5,3.0395525890506327,0.0517711423935781,0.0513408614197608,0.0190625081173918,0.814453125,1.9141743572583736,1.914855259086656,0.7715581239242487
banking77,0.75,123,raw_tau_1.00,58,58,0,,0,1024,147,1.0,3.537238551655086,0.0297218861173141,0.0300942502022052,0.0057958228298015,0.814453125,0.9788811393167202,0.978481962717646,0.7715581239242487
stackoverflow,0.25,13,official_l1,5,5,0,,0,1024,39,,1.5650360424614005,0.209116382954442,0.2093492113187784,0.008899563846943,0.947265625,0.1675348582353727,0.1672339872319835,0.3689962416864232
stackoverflow,0.25,13,raw_tau_0.05,5,5,0,,0,1024,39,0.05,0.1739756613640837,0.8994290246314858,0.9843855709664132,0.8368034261817591,0.947265625,2.46602459627844,0.3784516953448711,0.3689962416864232
stackoverflow,0.25,13,raw_tau_0.10,5,5,0,,0,1024,39,0.1,0.3384093148455125,0.7555823438520274,0.8206307863067492,0.648564426695225,0.947265625,2.818194675681837,2.086107209904705,0.3689962416864232
stackoverflow,0.25,13,raw_tau_0.20,5,5,0,,0,1024,39,0.2,0.7117028698052414,0.5126980893975657,0.5263158860844851,0.3472396190834819,0.947265625,2.746200505499038,2.668519081542165,0.3689962416864232
stackoverflow,0.25,13,raw_tau_0.50,5,5,0,,0,1024,39,0.5,1.178968718410867,0.3117097892263522,0.3142698310964054,0.1159407099428065,0.947265625,1.5410648274902554,1.5351599792863335,0.3689962416864232
stackoverflow,0.25,13,raw_tau_1.00,5,5,0,,0,1024,39,1.0,1.3833572435980352,0.2517180338617875,0.253129992454835,0.0519686894758363,0.947265625,0.8368763702666089,0.8352446524828661,0.3689962416864232
stackoverflow,0.25,42,official_l1,5,5,0,,0,1024,32,,1.5656863070481817,0.2090022838262717,0.2096838785650256,0.0083353513528277,0.900390625,0.1670816797534083,0.1675338530355458,0.3728301153185666
stackoverflow,0.25,42,raw_tau_0.05,5,5,0,,0,1024,32,0.05,0.2988590540358109,0.8351882610713579,0.985919502543306,0.7276545563680299,0.900390625,4.074583852489095,0.3439435909448695,0.3728301153185666
stackoverflow,0.25,42,raw_tau_0.10,5,5,0,,0,1024,32,0.1,0.4332384417458644,0.7154373511011384,0.8279778697787253,0.5833833965922719,0.900390625,3.300439076769196,1.9739968546335165,0.3728301153185666
stackoverflow,0.25,42,raw_tau_0.20,5,5,0,,0,1024,32,0.2,0.7543026312014933,0.5055731096079408,0.535826482515853,0.3301689881825036,0.900390625,2.792191604541981,2.61839895340774,0.3728301153185666
stackoverflow,0.25,42,raw_tau_0.50,5,5,0,,0,1024,32,0.5,1.1897984146588811,0.3110571085939667,0.3182429249013461,0.1109415487125051,0.900390625,1.543062316829817,1.5271855733028965,0.3728301153185666
stackoverflow,0.25,42,raw_tau_1.00,5,5,0,,0,1024,32,1.0,1.3876753738069936,0.2512832041245534,0.2549598938584055,0.0491946035322525,0.900390625,0.8374342659723255,0.8332827810168619,0.3728301153185666
stackoverflow,0.25,87,official_l1,5,5,0,,0,1024,42,,1.5694018484538144,0.2082089669283013,0.2080753095442104,0.0080217054715128,0.9375,0.1688640005744409,0.1684740609678437,0.3214722702368886
stackoverflow,0.25,87,raw_tau_0.05,5,5,0,,0,1024,42,0.05,0.2163225594881122,0.8673039513393468,0.970148915079468,0.7854491242397923,0.9375,3.2367192570695824,0.720357540755354,0.3214722702368886
stackoverflow,0.25,87,raw_tau_0.10,5,5,0,,0,1024,42,0.1,0.4161413767953875,0.7052086774525246,0.7570801374246958,0.5789448196156346,0.9375,3.384137888437712,2.778783669313136,0.3214722702368886
stackoverflow,0.25,87,raw_tau_0.20,5,5,0,,0,1024,42,0.2,0.7897423951332088,0.4772064725407449,0.4762485448447503,0.3035153944296348,0.9375,2.9412252419569125,2.9440216004856925,0.3214722702368886
stackoverflow,0.25,87,raw_tau_0.50,5,5,0,,0,1024,42,0.5,1.2222056363564513,0.2989634302755268,0.2967534492527267,0.1020104719508427,0.9375,1.5690748307888691,1.5741780909214418,0.3214722702368886
stackoverflow,0.25,87,raw_tau_1.00,5,5,0,,0,1024,42,1.0,1.4068847226649095,0.2459577894421218,0.2455540797899791,0.0460177730541092,0.9375,0.8432432798504692,0.8438585668143354,0.3214722702368886
stackoverflow,0.25,100,official_l1,5,5,0,,0,1024,45,,1.5657118698867736,0.208972644135398,0.2092060528345738,0.0091723831505365,0.94140625,0.1702187328708936,0.1696979863000173,0.3365141923263898
stackoverflow,0.25,100,raw_tau_0.05,5,5,0,,0,1024,45,0.05,0.1748613051037866,0.9016631742771812,0.9855808084229049,0.8391476293542871,0.94140625,2.415428306218783,0.3473680617997694,0.3365141923263898
stackoverflow,0.25,100,raw_tau_0.10,5,5,0,,0,1024,45,0.1,0.3411636859673689,0.7534478710977685,0.8161317526772056,0.6488740969328726,0.94140625,2.8295473069661945,2.079257159414161,0.3365141923263898
stackoverflow,0.25,100,raw_tau_0.20,5,5,0,,0,1024,45,0.2,0.7238036267176539,0.5054920409076682,0.5190914738216066,0.3442593346199623,0.94140625,2.7802035729476344,2.7034063360931224,0.3365141923263898
stackoverflow,0.25,100,raw_tau_0.50,5,5,0,,0,1024,45,0.5,1.1898149437436016,0.3079721860545532,0.3108705047507604,0.1154698511252448,0.94140625,1.5486881149553304,1.542126827272093,0.3365141923263898
stackoverflow,0.25,100,raw_tau_1.00,5,5,0,,0,1024,45,1.0,1.3899236650043614,0.2499709137020751,0.2515731662571307,0.0521429548997884,0.94140625,0.8387236052276037,0.8369213975484361,0.3365141923263898
stackoverflow,0.25,123,official_l1,5,5,0,,0,1024,29,,1.5622132577172605,0.209707135221556,0.2099496738211712,0.0092692330604501,0.94140625,0.1660298765693177,0.1662547577740961,0.3922828223492231
stackoverflow,0.25,123,raw_tau_0.05,5,5,0,,0,1024,29,0.05,0.1504649825216357,0.9153894186080748,0.9896398635417514,0.8584049559215099,0.94140625,2.1033006768945315,0.25019551494442,0.3922828223492231
stackoverflow,0.25,123,raw_tau_0.10,5,5,0,,0,1024,29,0.1,0.2934264809855338,0.7856249779153657,0.8487271265179828,0.684954312665841,0.94140625,2.483865487582141,1.7429019322362571,0.3922828223492231
stackoverflow,0.25,123,raw_tau_0.20,5,5,0,,0,1024,29,0.2,0.6620252885105111,0.5370345774433343,0.553444685946321,0.3727692253894215,0.94140625,2.612344873112655,2.519365922104994,0.3922828223492231
stackoverflow,0.25,123,raw_tau_0.50,5,5,0,,0,1024,29,0.5,1.1497932835452471,0.3208060920137792,0.3243291435372023,0.1237214908209319,0.94140625,1.521008850081221,1.5128672400773748,0.3922828223492231
stackoverflow,0.25,123,raw_tau_1.00,5,5,0,,0,1024,29,1.0,1.3672833392607333,0.2557832579114596,0.257372417317295,0.0550406004704574,0.94140625,0.8323713533103407,0.8303577153220555,0.3922828223492231
stackoverflow,0.5,13,official_l1,10,10,0,,0,1024,74,,2.2778723840195543,0.1025088798525266,0.1026729863303372,0.0019729102430848,0.8857421875,0.0859675390938347,0.0858835230446181,0.3976592637230413
stackoverflow,0.5,13,raw_tau_0.05,10,10,0,,0,1024,74,0.05,0.3595891322900799,0.8196161306720814,0.9771655282644164,0.7408319917446752,0.8857421875,4.107513051986328,0.5232873476987776,0.3976592637230413
stackoverflow,0.5,13,raw_tau_0.10,10,10,0,,0,1024,74,0.1,0.6165019381364502,0.6286757548640273,0.7132430279158325,0.5354994149977222,0.8857421875,3.992888681971145,3.061904007715963,0.3976592637230413
stackoverflow,0.5,13,raw_tau_0.20,10,10,0,,0,1024,74,0.2,1.1697059434116537,0.3439573643527363,0.3519083352373789,0.2320245672195647,0.8857421875,3.4727526290305697,3.4274637343655634,0.3976592637230413
stackoverflow,0.5,13,raw_tau_0.50,10,10,0,,0,1024,74,0.5,1.7878160925052613,0.1717477810156361,0.1746254296198531,0.0619550552464224,0.8857421875,1.7472472961164722,1.741234794218783,0.3976592637230413
stackoverflow,0.5,13,raw_tau_1.00,10,10,0,,0,1024,74,1.0,2.0371494854022103,0.1313470532485597,0.1331251820541277,0.0258377282426469,0.8857421875,0.9157874257071424,0.9139192292275072,0.3976592637230413
stackoverflow,0.5,42,official_l1,10,10,0,,0,1024,78,,2.2794205823271008,0.1023514610596944,0.102556507245843,0.0017469437619561,0.84765625,0.08626436763863,0.0861938838204013,0.3785106944506954
stackoverflow,0.5,42,raw_tau_0.05,10,10,0,,0,1024,78,0.05,0.5130158385353492,0.7888215359902173,0.969797847708671,0.6933349285106443,0.84765625,4.829814981790571,0.6663549844615413,0.3785106944506954
stackoverflow,0.5,42,raw_tau_0.10,10,10,0,,0,1024,78,0.1,0.7203427573428229,0.5994124773966418,0.6858611288548322,0.4953757541962685,0.84765625,4.309131396065352,3.361215864590931,0.3785106944506954
stackoverflow,0.5,42,raw_tau_0.20,10,10,0,,0,1024,78,0.2,1.2421537202663246,0.3267911790033645,0.3374665946215818,0.2091730595377151,0.84765625,3.5633269304637865,3.507911563358673,0.3785106944506954
stackoverflow,0.5,42,raw_tau_0.50,10,10,0,,0,1024,78,0.5,1.8217777043006365,0.1667433024525371,0.170910086046379,0.0551267140432771,0.84765625,1.7577485092510363,1.7487909448207315,0.3785106944506954
stackoverflow,0.5,42,raw_tau_1.00,10,10,0,,0,1024,78,1.0,2.0547642449932315,0.129208062915642,0.1315708896116339,0.0228845048530053,0.84765625,0.9180334770487536,0.9155110110452196,0.3785106944506954
stackoverflow,0.5,87,official_l1,10,10,0,,0,1024,74,,2.2777740397132087,0.1025178440090244,0.102613205735111,0.001953380066375,0.9208984375,0.0865886922209958,0.0866823196010527,0.3974189080159565
stackoverflow,0.5,87,raw_tau_0.05,10,10,0,,0,1024,74,0.05,0.2987357394997098,0.8431323258363851,0.9716034656009056,0.7693539702361447,0.9208984375,3.615717199444559,0.6374935525438623,0.3974189080159565
stackoverflow,0.5,87,raw_tau_0.10,10,10,0,,0,1024,74,0.1,0.5853351831834865,0.6289374313916256,0.6926285059919493,0.5327207985382818,0.9208984375,3.9970301344397554,3.293734584380392,0.3974189080159565
stackoverflow,0.5,87,raw_tau_0.20,10,10,0,,0,1024,74,0.2,1.1649484774796792,0.3391697280296445,0.3427598144200462,0.2248766688972941,0.9208984375,3.498863762283513,3.4827802983056584,0.3974189080159565
stackoverflow,0.5,87,raw_tau_0.50,10,10,0,,0,1024,74,0.5,1.788655946407105,0.1707886221365447,0.1724638921021345,0.0602957610209744,0.9208984375,1.7493128919034904,1.7458916575915386,0.3974189080159565
stackoverflow,0.5,87,raw_tau_1.00,10,10,0,,0,1024,74,1.0,2.037846232269706,0.1310796610300872,0.1321922038297904,0.0252651127786424,0.9208984375,0.9160743826734212,0.9148459045514172,0.3974189080159565
stackoverflow,0.5,100,official_l1,10,10,0,,0,1024,65,,2.279590838806641,0.1023332745965945,0.1024693373613115,0.0017652877467035,0.8662109375,0.0863444608662967,0.0861459104293936,0.3566057268237462
stackoverflow,0.5,100,raw_tau_0.05,10,10,0,,0,1024,65,0.05,0.4395336733794782,0.7852343110727209,0.9643104138861508,0.6889400462747426,0.8662109375,4.909234746497053,0.799009936141958,0.3566057268237462
stackoverflow,0.5,100,raw_tau_0.10,10,10,0,,0,1024,65,0.1,0.7070193213588956,0.5878545162397052,0.6629193834429883,0.4823919036839115,0.8662109375,4.433931863734239,3.6348348970570266,0.3566057268237462
stackoverflow,0.5,100,raw_tau_0.20,10,10,0,,0,1024,65,0.2,1.2456965754506992,0.3217459174763256,0.3256036012238745,0.204859715403787,0.8662109375,3.589714104041441,3.56507241930444,0.3566057268237462
stackoverflow,0.5,100,raw_tau_0.50,10,10,0,,0,1024,65,0.5,1.8256050059618976,0.1656156900683582,0.1674119080440471,0.0546737473257589,0.8662109375,1.7600536913697118,1.7558245558707282,0.3566057268237462
stackoverflow,0.5,100,raw_tau_1.00,10,10,0,,0,1024,65,1.0,2.0570351089870824,0.1288024191785773,0.1301249067598868,0.0228585332077623,0.8662109375,0.918449528292458,0.9170140206610458,0.3566057268237462
stackoverflow,0.5,123,official_l1,8,10,2,drupal|sharepoint,1200,1024,58,,2.047505450674411,0.1290698481874002,0.1292881043429328,0.0034435203098719,0.9208984375,0.1059372668668454,0.1058467072783524,0.4074773340403968
stackoverflow,0.5,123,raw_tau_0.05,8,10,2,drupal|sharepoint,1200,1024,58,0.05,0.2680188793562183,0.8598519811902023,0.9874690774854707,0.7900032856965793,0.9208984375,3.2687528769015817,0.2869167700363875,0.4074773340403968
stackoverflow,0.5,123,raw_tau_0.10,8,10,2,drupal|sharepoint,1200,1024,58,0.1,0.4734980541222822,0.6968523116614664,0.7935928635616767,0.6048208850571152,0.9208984375,3.3226159474939223,2.248717355302164,0.4074773340403968
stackoverflow,0.5,123,raw_tau_0.20,8,10,2,drupal|sharepoint,1200,1024,58,0.2,0.957914460009012,0.4176440832892615,0.4343467880417499,0.2932234581540258,0.9208984375,3.1306812623820486,3.0404383965810737,0.4074773340403968
stackoverflow,0.5,123,raw_tau_0.50,8,10,2,drupal|sharepoint,1200,1024,58,0.5,1.555134855667448,0.2163156686760672,0.2203955320134256,0.0840089648286234,0.9208984375,1.677000106524553,1.66810905306297,0.4074773340403968
stackoverflow,0.5,123,raw_tau_1.00,8,10,2,drupal|sharepoint,1200,1024,58,1.0,1.8070542260146727,0.1652705937393521,0.1675162415148102,0.0355195661151597,0.9208984375,0.8925466024483166,0.8901085571672931,0.4074773340403968
stackoverflow,0.75,13,official_l1,14,15,1,sharepoint,600,1024,100,,2.622307890994965,0.0726383440779624,0.0727704535578785,0.0008196264829512,0.806640625,0.0611717038311616,0.0611269579033213,0.3860105930430934
stackoverflow,0.75,13,raw_tau_0.05,14,15,1,sharepoint,600,1024,100,0.05,0.6750475295504654,0.732856239384521,0.960691954144784,0.6230582057004367,0.806640625,6.0177991893739415,0.8822080916073135,0.3860105930430934
stackoverflow,0.75,13,raw_tau_0.10,14,15,1,sharepoint,600,1024,100,0.1,0.917592620419397,0.5333198130895619,0.6115283528383134,0.4339580050999204,0.806640625,4.937937620434077,4.09325758351166,0.3860105930430934
stackoverflow,0.75,13,raw_tau_0.20,14,15,1,sharepoint,600,1024,100,0.2,1.506882280999411,0.2619151354798052,0.2662276127526295,0.1660853396389625,0.806640625,3.843092168591292,3.820602333978615,0.3860105930430934
stackoverflow,0.75,13,raw_tau_0.50,14,15,1,sharepoint,600,1024,100,0.5,2.135203173677077,0.1228756931302298,0.1261310547452618,0.0395210178086177,0.806640625,1.8213139694901592,1.8144182850966373,0.3860105930430934
stackoverflow,0.75,13,raw_tau_1.00,14,15,1,sharepoint,600,1024,100,1.0,2.3808376325304343,0.0934450116759074,0.0954264261902052,0.0159089061098635,0.806640625,0.9408805790872948,0.938793047755066,0.3860105930430934
stackoverflow,0.75,42,official_l1,13,15,2,magento|sharepoint,1200,1024,98,,2.5469603187656924,0.0783232516986238,0.0784745514020213,0.0010155267182958,0.83203125,0.0658505081742329,0.0657163127817877,0.378218265903242
stackoverflow,0.75,42,raw_tau_0.05,13,15,2,magento|sharepoint,1200,1024,98,0.05,0.5813496348764615,0.7563114968047806,0.962051940198873,0.6617943807940017,0.83203125,5.438695070593321,0.8401133660648261,0.378218265903242
stackoverflow,0.75,42,raw_tau_0.10,13,15,2,magento|sharepoint,1200,1024,98,0.1,0.8505032975187103,0.5502113522080032,0.6328901328686867,0.4573746074637063,0.83203125,4.75797232181079,3.896909490377224,0.378218265903242
