dataset,kir,seed,loss_variant,class_count,registered_known_class_count,missing_selected_class_count,missing_selected_classes,excluded_train_row_count,sample_count,selected_balls,temperature,mean_loss,mean_true_probability,median_true_probability,mean_probability_margin,nearest_class_accuracy,mean_gradient_l2,median_gradient_l2,mean_distance_span
clinc150,0.75,13,raw_tau_0.05,111,112,1,what_is_your_name,100,1024,214,0.05,0.3281740942111288,0.8447214501129632,0.9834513399514644,0.7832590957074234,0.9208984375,3.472370001607346,0.385123446692077,0.695197013168528
clinc150,0.75,13,raw_tau_0.10,111,112,1,what_is_your_name,100,1024,214,0.1,0.8994049675022515,0.5353831874408184,0.5671704037558294,0.4833373733654719,0.9208984375,4.730327416876357,4.414082127672481,0.695197013168528
clinc150,0.75,13,raw_tau_0.20,111,112,1,what_is_your_name,100,1024,214,0.2,2.28510975574826,0.1326715452911723,0.1091407188461659,0.1017324772527884,0.9208984375,4.361811317822211,4.479271688326884,0.695197013168528
clinc150,0.75,13,raw_tau_0.50,111,112,1,what_is_your_name,100,1024,214,0.5,3.679960740061525,0.0267183164408629,0.0255448377148788,0.0113788919181583,0.9208984375,1.9556442392634668,1.9580002366999745,0.695197013168528
clinc150,0.75,13,raw_tau_1.00,111,112,1,what_is_your_name,100,1024,214,1.0,4.188929706056436,0.0153904385383687,0.0152469096858382,0.0036125379918334,0.9208984375,0.9891039208697489,0.9892450101138256,0.695197013168528
clinc150,0.75,42,official_l1,110,112,2,make_call|what_is_your_name,200,1024,201,,4.696537824955494,0.0091268293156709,0.0091277110131425,1.7046517313345283e-05,0.91796875,0.0076506051814643,0.007652297176115,0.6825644170346012
clinc150,0.75,42,raw_tau_0.05,110,112,2,make_call|what_is_your_name,200,1024,201,0.05,0.3577763333280347,0.8327675007505471,0.9803164017081628,0.7690027939977608,0.91796875,3.7123387652561983,0.4376835992845757,0.6825644170346012
clinc150,0.75,42,raw_tau_0.10,110,112,2,make_call|what_is_your_name,200,1024,201,0.1,0.944182589691818,0.5213354026486939,0.5601034758854542,0.4679242820573969,0.91796875,4.871304513205544,4.471837028264707,0.6825644170346012
clinc150,0.75,42,raw_tau_0.20,110,112,2,make_call|what_is_your_name,200,1024,201,0.2,2.3298836876569564,0.1257012741218898,0.1092470423470581,0.0941918472578363,0.91796875,4.397218852339732,4.479562719047847,0.6825644170346012
clinc150,0.75,42,raw_tau_0.50,110,112,2,make_call|what_is_your_name,200,1024,201,0.5,3.6953265222188456,0.0262516978138866,0.0257948916472126,0.0107450380278227,0.91796875,1.956668596832232,1.9575590031590755,0.6825644170346012
clinc150,0.75,42,raw_tau_1.00,110,112,2,make_call|what_is_your_name,200,1024,201,1.0,4.192194943124905,0.0153333250071747,0.01539889475302,0.0034394509783333,0.91796875,0.9892027532817078,0.9891365458497218,0.6825644170346012
clinc150,0.75,87,official_l1,109,112,3,change_user_name|no|pto_used,300,1024,209,,4.687283765968424,0.0092116821315737,0.0092118331180888,1.8061486826740967e-05,0.923828125,0.0077208859558139,0.0077238536093659,0.7073875502197459
clinc150,0.75,87,raw_tau_0.05,109,112,3,change_user_name|no|pto_used,300,1024,209,0.05,0.3406652176545808,0.8402401147994085,0.9838256995791824,0.777643072984524,0.923828125,3.567834612542326,0.361013528597606,0.7073875502197459
clinc150,0.75,87,raw_tau_0.10,109,112,3,change_user_name|no|pto_used,300,1024,209,0.1,0.9011328769052248,0.5371814934322822,0.5751651841163695,0.4838244571280906,0.923828125,4.719644037453876,4.351846304814314,0.7073875502197459
clinc150,0.75,87,raw_tau_0.20,109,112,3,change_user_name|no|pto_used,300,1024,209,0.2,2.276741078038963,0.1335766759565439,0.110904682125518,0.1011863518542903,0.923828125,4.3583418900192585,4.470991914643353,0.7073875502197459
clinc150,0.75,87,raw_tau_0.50,109,112,3,change_user_name|no|pto_used,300,1024,209,0.5,3.665044580036877,0.0271334487766139,0.026026863879217,0.0113886941289788,0.923828125,1.954984249507048,1.9571453180135208,0.7073875502197459
clinc150,0.75,87,raw_tau_1.00,109,112,3,change_user_name|no|pto_used,300,1024,209,1.0,4.172314318484323,0.015651983609936,0.015537379178864,0.0036235536597527,0.923828125,0.98892451370948,0.9890394168477632,0.7073875502197459
clinc150,0.75,100,official_l1,111,112,1,recipe,100,1024,207,,4.705531783481795,0.0090451107374098,0.0090455714583481,1.7642999117159955e-05,0.9287109375,0.0075833361989002,0.0075772594500403,0.6920133164662587
clinc150,0.75,100,raw_tau_0.05,111,112,1,recipe,100,1024,207,0.05,0.3035616694398435,0.850841952286135,0.980950931016152,0.792058258769079,0.9287109375,3.3301434427972207,0.4357077828812472,0.6920133164662587
