dataset,kir,component,metric,n_seeds,mean_delta,median_delta,std_delta,ci95_low,ci95_high,wins,ties,losses,bootstrap_seed,bootstrap_samples
stackoverflow,0.75,euclidean_mean_std,accuracy,5,0.27236666666666665,0.28400000000000003,0.030775034976061013,0.24889999999999998,0.2952666666666667,5,0,0,20260725,10000
stackoverflow,0.75,euclidean_mean_std,auroc,5,0.11924604444444442,0.11053585185185189,0.043646251285724066,0.08665016296296299,0.15184192592592585,5,0,0,20260725,10000
stackoverflow,0.75,euclidean_mean_std,aupr_oos,5,0.277040889589135,0.27971225630761165,0.08646401957841564,0.20678939633770818,0.3452408375536488,5,0,0,20260725,10000
banking77,0.25,mahalanobis_diag_mean,oos_f1,5,0.01592398170089928,0.019677873333125318,0.018082003539782496,0.0007678510651476511,0.02832293900064773,4,0,1,20260725,10000
banking77,0.25,mahalanobis_diag_mean,f1_all,5,0.25376458932675244,0.2620879500628255,0.034300656231693226,0.22752853687468946,0.2800006417788154,5,0,0,20260725,10000
banking77,0.25,mahalanobis_diag_mean,f1_k,5,0.26628251604390263,0.27433007819457833,0.035297948778627325,0.23921493603407162,0.29335009605373363,5,0,0,20260725,10000
banking77,0.25,mahalanobis_diag_mean,id_recall,5,0.44947368421052636,0.45131578947368417,0.02792141227011796,0.4276315789473685,0.47131578947368424,5,0,0,20260725,10000
banking77,0.25,mahalanobis_diag_mean,false_accept_rate,5,0.0918103448275862,0.0931034482758621,0.032837925784036055,0.06982758620689652,0.11887931034482757,5,0,0,20260725,10000
banking77,0.25,mahalanobis_diag_mean,false_reject_rate,5,-0.44947368421052636,-0.45131578947368417,0.02792141227011793,-0.4713157894736842,-0.4276315789473685,0,0,5,20260725,10000
banking77,0.25,mahalanobis_diag_mean,accuracy,5,0.039870129870129854,0.04512987012987013,0.023658340361184266,0.01967532467532467,0.05629870129870129,5,0,0,20260725,10000
banking77,0.25,mahalanobis_diag_mean,auroc,5,0.03383938294010891,0.045348230490018016,0.022056724215564805,0.01482838021778583,0.04876814882032672,4,0,1,20260725,10000
banking77,0.25,mahalanobis_diag_mean,aupr_oos,5,0.017692405332188233,0.02002482979744602,0.012060714833681735,0.0071583490091317705,0.02607127330173311,4,0,1,20260725,10000
banking77,0.5,mahalanobis_diag_mean,oos_f1,5,0.0920138936961388,0.10267158441973423,0.018657581761118387,0.07510770386650927,0.10355322973302077,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean,f1_all,5,0.3660815424645497,0.3735123884814549,0.02443492688723175,0.3449408843008964,0.3837497222830174,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean,f1_k,5,0.3732938490110868,0.38058642442041135,0.024721542136932447,0.352051498330641,0.3912760070750759,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean,id_recall,5,0.5194736842105264,0.5203947368421054,0.021321271224957448,0.5030263157894737,0.535921052631579,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean,false_accept_rate,5,0.15141025641025643,0.1423076923076923,0.03265269092819262,0.1276923076923077,0.17935897435897438,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean,false_reject_rate,5,-0.5194736842105264,-0.5203947368421054,0.021321271224957465,-0.535921052631579,-0.5030263157894737,0,0,5,20260725,10000
banking77,0.5,mahalanobis_diag_mean,accuracy,5,0.16948051948051948,0.17272727272727273,0.01702766542362904,0.1546103896103896,0.1801298701298701,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean,auroc,5,0.05251914642375175,0.05031756072874505,0.012821487301848556,0.04251720647773283,0.061593454790823274,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean,aupr_oos,5,0.07927814599649916,0.07811197307344808,0.021828397950951726,0.06228931581830246,0.09543483756633786,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean,oos_f1,5,0.22034255723956991,0.21484124691898626,0.02683053001472013,0.20125540696157448,0.24279244282353857,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean,f1_all,5,0.45666446623103774,0.46580178635042585,0.015411236433042092,0.4440028041591445,0.4677449360467616,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean,f1_k,5,0.46073898190330437,0.47006122202727435,0.015498920955097138,0.4479676559184595,0.47187620276649317,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean,id_recall,5,0.5687068965517242,0.5715517241379311,0.010161815051295778,0.5607758620689655,0.5763793103448276,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean,false_accept_rate,5,0.19078947368421054,0.2013157894736842,0.04569409303732984,0.15394736842105264,0.22552631578947366,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean,false_reject_rate,5,-0.5687068965517241,-0.5715517241379311,0.010161815051295795,-0.5763793103448276,-0.5604310344827587,0,0,5,20260725,10000
banking77,0.75,mahalanobis_diag_mean,accuracy,5,0.36,0.36071428571428577,0.013442499496514047,0.34818181818181815,0.3704545454545455,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean,auroc,5,0.07643557168784028,0.08345621597096198,0.02234376762749232,0.05595258620689651,0.09011343012704173,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean,aupr_oos,5,0.19010036818551818,0.20771821958085745,0.044116781393775305,0.15386919641893687,0.21839069476319822,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean,oos_f1,5,0.031687234663508757,0.030628149844954433,0.005781967063197323,0.02771220405255719,0.036457917209556934,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean,f1_all,5,0.3226395079553279,0.3077043641716897,0.032873950100026014,0.29857419841659344,0.35069443294729863,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean,f1_k,5,0.3302961467261653,0.31507841298975287,0.03364839563448955,0.3056856317379646,0.35904939897615307,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean,id_recall,5,0.4087719298245614,0.40350877192982465,0.024694189930279383,0.39070175438596494,0.42877192982456147,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean,false_accept_rate,5,0.02732456140350878,0.0324561403508772,0.010445596944985374,0.01820175438596494,0.03456140350877192,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean,false_reject_rate,5,-0.4087719298245614,-0.40350877192982454,0.024694189930279383,-0.4287719298245614,-0.3907017543859649,0,0,5,20260725,10000
clinc150,0.25,mahalanobis_diag_mean,accuracy,5,0.05940350877192979,0.05701754385964908,0.009366351042746357,0.05266666666666662,0.0671228070175438,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean,auroc,5,0.0511526238842722,0.05053670360110818,0.013773123021079197,0.04060749461372737,0.06172237611572813,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean,aupr_oos,5,0.022810348387829027,0.022459081477798737,0.006397100390074108,0.017827905207877092,0.02806997137978202,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean,oos_f1,5,0.09740294124317324,0.09879458697507115,0.0030891596633473416,0.0946872603714686,0.0994768476466554,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean,f1_all,5,0.41083189071010295,0.4157576105305303,0.01138943383286135,0.40060830347331694,0.41645232761373074,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean,f1_k,5,0.41501094336966204,0.4199746053881474,0.011532976024439505,0.4046484971051593,0.42069507255917615,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean,id_recall,5,0.4650666666666667,0.46799999999999997,0.014314285362256107,0.45342222222222217,0.47519999999999996,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean,false_accept_rate,5,0.0312463768115942,0.030144927536231797,0.007576259363573117,0.02585507246376812,0.03733333333333334,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean,false_reject_rate,5,-0.4650666666666667,-0.46799999999999997,0.01431428536225609,-0.4754666666666667,-0.45280000000000004,0,0,5,20260725,10000
clinc150,0.5,mahalanobis_diag_mean,accuracy,5,0.16168421052631582,0.16315789473684217,0.00417860708323338,0.15845614035087716,0.16484210526315793,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean,auroc,5,0.0647365925925926,0.06525565217391316,0.014856383062939384,0.05309500805152985,0.07518956521739129,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean,aupr_oos,5,0.061003109855427916,0.06358178939140202,0.015833317993762065,0.04670167098546592,0.07151408694004269,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean,oos_f1,5,0.1788377439661401,0.18064944233977498,0.0029581714143135087,0.17653003204011514,0.18104609061355376,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean,f1_all,5,0.45608610173203246,0.4548392558426456,0.004818172156691088,0.4526877046740637,0.4599671671896378,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean,f1_k,5,0.45856153349779943,0.45728209375836554,0.00488344811935149,0.4551237335328814,0.462488282509989,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean,id_recall,5,0.4952976190476191,0.4943452380952381,0.0033234867321770755,0.49267857142857147,0.4979166666666668,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean,false_accept_rate,5,0.0352991452991453,0.035042735042735,0.004127860048219909,0.0318803418803419,0.0386324786324786,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean,false_reject_rate,5,-0.4952976190476191,-0.4943452380952381,0.003323486732177073,-0.4979166666666667,-0.49267857142857147,0,0,5,20260725,10000
clinc150,0.75,mahalanobis_diag_mean,accuracy,5,0.27207017543859646,0.2724561403508773,0.0015563687800854188,0.2708771929824561,0.27322807017543865,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean,auroc,5,0.06615572853072853,0.06733007733007723,0.01733275588725269,0.05325971713471718,0.07932794057794064,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean,aupr_oos,5,0.11806413635352583,0.11605799151080098,0.026276363146380332,0.09782451861373034,0.13830375409332135,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean,oos_f1,5,0.059644020288781796,0.06206532335594872,0.011600294379914859,0.0504425723086934,0.06852502945438795,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean,f1_all,5,0.346238541906846,0.35493591607968744,0.03602520842828444,0.31787356805316697,0.37460351576052503,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean,f1_k,5,0.4035574462304588,0.41160016706065544,0.04141278117193301,0.37091370592640927,0.43620118653450835,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean,id_recall,5,0.5277333333333333,0.5306666666666668,0.03689504634018564,0.4974666666666666,0.5530666666666667,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean,false_accept_rate,5,0.0336,0.0331111111111111,0.01999283822389692,0.018711111111111102,0.05066666666666667,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean,false_reject_rate,5,-0.5277333333333333,-0.5306666666666667,0.03689504634018561,-0.5530666666666667,-0.4972,0,0,5,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean,accuracy,5,0.1054999999999999,0.11016666666666652,0.017215948678155603,0.09216666666666659,0.11883333333333321,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean,auroc,5,0.04363484444444447,0.04914548148148146,0.014361016426996363,0.030987792592592676,0.05222382222222224,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean,aupr_oos,5,0.020595226818388303,0.01888972425377633,0.010182829329958407,0.012810555597214491,0.028052791205729656,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean,oos_f1,5,0.15264205999399452,0.15108852001435114,0.016790447944726176,0.1398137317229316,0.16500314948800304,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean,f1_all,5,0.4584160718318261,0.4529171722145766,0.04046043765796046,0.4325449870901865,0.49447559270665337,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean,f1_k,5,0.48899347301560925,0.48120259672464977,0.04336674266007676,0.46000509820339464,0.5279542751139655,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean,id_recall,5,0.5907333333333333,0.5806666666666667,0.02757051565229299,0.5722666666666667,0.6135999999999999,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean,false_accept_rate,5,0.08740000000000002,0.0843333333333334,0.030740310126390474,0.062066666666666694,0.10873333333333335,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean,false_reject_rate,5,-0.5907333333333333,-0.5806666666666667,0.02757051565229299,-0.6135999999999999,-0.5722666666666667,0,0,5,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean,accuracy,5,0.2476,0.2423333333333333,0.02003628652664406,0.2326,0.2618666666666667,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean,auroc,5,0.06158528888888885,0.048382444444444284,0.030746592686320916,0.046943200000000004,0.08935513333333336,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean,aupr_oos,5,0.0808147867835122,0.06740515795619895,0.03198539723276616,0.06295477024309706,0.10903417115776859,5,0,0,20260725,10000
stackoverflow,0.75,mahalanobis_diag_mean,oos_f1,5,0.3149677035975347,0.3193350022932845,0.029785401649508665,0.28914089250648967,0.33621973763333635,5,0,0,20260725,10000
stackoverflow,0.75,mahalanobis_diag_mean,f1_all,5,0.5773798519786153,0.5867590734317352,0.02997626140877497,0.5538280110847065,0.6009316928725241,5,0,0,20260725,10000
stackoverflow,0.75,mahalanobis_diag_mean,f1_k,5,0.5948739952040206,0.6037314601480201,0.030876324859275515,0.5706408830942695,0.6191071073137717,5,0,0,20260725,10000
stackoverflow,0.75,mahalanobis_diag_mean,id_recall,5,0.6560444444444447,0.6617777777777778,0.0238044502530903,0.636888888888889,0.6735555555555557,5,0,0,20260725,10000
stackoverflow,0.75,mahalanobis_diag_mean,false_accept_rate,5,0.0824,0.057999999999999996,0.05715787104347243,0.03933333333333332,0.1290666666666667,5,0,0,20260725,10000
stackoverflow,0.75,mahalanobis_diag_mean,false_reject_rate,5,-0.6560444444444444,-0.6617777777777778,0.023804450253090317,-0.6735555555555557,-0.636888888888889,0,0,5,20260725,10000
stackoverflow,0.75,mahalanobis_diag_mean,accuracy,5,0.4582666666666667,0.4673333333333334,0.020700442829401842,0.44143333333333334,0.4738666666666667,5,0,0,20260725,10000
stackoverflow,0.75,mahalanobis_diag_mean,auroc,5,0.13607585185185184,0.14362162962962965,0.049086618787384934,0.09502471111111106,0.17195348148148143,5,0,0,20260725,10000
stackoverflow,0.75,mahalanobis_diag_mean,aupr_oos,5,0.3056929562101659,0.3311457737068184,0.10130487001213193,0.21979581380482877,0.3782258959342781,5,0,0,20260725,10000
banking77,0.25,mahalanobis_diag_mean_std,oos_f1,5,-0.004021600184011742,-0.0013506360732762346,0.014905978627360674,-0.01718786494075535,0.005937509444496447,2,0,3,20260725,10000
banking77,0.25,mahalanobis_diag_mean_std,f1_all,5,0.07360488878673092,0.07029449507271113,0.024655724368983157,0.05420872358040496,0.09300105399305689,5,0,0,20260725,10000
banking77,0.25,mahalanobis_diag_mean_std,f1_k,5,0.0776904934694016,0.07373670210128247,0.025366242479539183,0.05772120264705305,0.09765978429175015,5,0,0,20260725,10000
banking77,0.25,mahalanobis_diag_mean_std,id_recall,5,0.201578947368421,0.20394736842105265,0.03749884578094433,0.17342105263157892,0.23263157894736836,5,0,0,20260725,10000
banking77,0.25,mahalanobis_diag_mean_std,false_accept_rate,5,0.06310344827586206,0.0573275862068966,0.030300835077946727,0.04146551724137933,0.08844827586206896,5,0,0,20260725,10000
banking77,0.25,mahalanobis_diag_mean_std,false_reject_rate,5,-0.201578947368421,-0.2039473684210526,0.037498845780944326,-0.22999999999999998,-0.17342105263157892,0,0,5,20260725,10000
banking77,0.25,mahalanobis_diag_mean_std,accuracy,5,0.0009740259740259827,0.0051948051948051965,0.019019157947542373,-0.015974025974025974,0.013636363636363646,3,0,2,20260725,10000
banking77,0.25,mahalanobis_diag_mean_std,auroc,5,0.031328153357531696,0.034462908348457444,0.017528792181288694,0.01739019963702364,0.04445905172413787,5,0,0,20260725,10000
banking77,0.25,mahalanobis_diag_mean_std,aupr_oos,5,0.01658151516974917,0.019628487634596348,0.009288740851711786,0.009277256749396301,0.023397510567779965,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean_std,oos_f1,5,0.04166585883096015,0.048132883637863055,0.01580660197293649,0.027767778858110347,0.052354409998875376,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean_std,f1_all,5,0.16863831395599443,0.1711582019841157,0.01857762231682928,0.1535740781700775,0.18296286027213543,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean_std,f1_k,5,0.1719796943540217,0.1746760295277613,0.018715296822767673,0.1569699764024982,0.1858331047505967,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean_std,id_recall,5,0.3002631578947369,0.3013157894736842,0.018877108401623578,0.28578947368421054,0.31473684210526315,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean_std,false_accept_rate,5,0.12243589743589745,0.11282051282051281,0.026402942726434633,0.10256410256410256,0.1441025641025642,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean_std,false_reject_rate,5,-0.3002631578947369,-0.3013157894736843,0.018877108401623592,-0.31473684210526315,-0.28578947368421054,0,0,5,20260725,10000
banking77,0.5,mahalanobis_diag_mean_std,accuracy,5,0.07785714285714287,0.07857142857142863,0.01452427725519583,0.06590909090909089,0.08792207792207793,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean_std,auroc,5,0.046827766531713964,0.05262651821862363,0.010131411244213922,0.038032135627530404,0.0536573886639677,5,0,0,20260725,10000
banking77,0.5,mahalanobis_diag_mean_std,aupr_oos,5,0.07230938533199685,0.07672362593854631,0.01816893979770202,0.05844438922784889,0.08563557100696792,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean_std,oos_f1,5,0.15520265696899074,0.1551941025126723,0.027705375581473998,0.13654789376200294,0.17840360261279806,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean_std,f1_all,5,0.25523982364564174,0.2547110866636074,0.02340309025324332,0.23697984466095418,0.2734998026303293,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean_std,f1_k,5,0.25696460238144614,0.25642689673517527,0.02355897661917394,0.2385652661815087,0.2753639385813835,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean_std,id_recall,5,0.36551724137931035,0.3599137931034483,0.0256872684612204,0.3464655172413794,0.3847413793103448,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean_std,false_accept_rate,5,0.15552631578947368,0.1447368421052632,0.04826813668861253,0.11736842105263154,0.19368421052631576,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean_std,false_reject_rate,5,-0.36551724137931035,-0.3599137931034483,0.025687268461220422,-0.3847413793103448,-0.34655172413793106,0,0,5,20260725,10000
banking77,0.75,mahalanobis_diag_mean_std,accuracy,5,0.2187012987012987,0.21980519480519478,0.01827809620309455,0.205,0.23344155844155842,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean_std,auroc,5,0.07858541288566245,0.08633847549909257,0.023905505947241244,0.05762375226860261,0.09367740471869328,5,0,0,20260725,10000
banking77,0.75,mahalanobis_diag_mean_std,aupr_oos,5,0.1939707088525714,0.21230535182965027,0.048484700845894735,0.15220184871442224,0.2282238418855532,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean_std,oos_f1,5,0.01032880531290301,0.008633265599209627,0.00436005119575545,0.0069844013223247185,0.013717154133126819,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean_std,f1_all,5,0.09527641905276044,0.09207783788078783,0.030111278140090705,0.07272266189729396,0.11901151747053444,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean_std,f1_k,5,0.09751188257223034,0.09430470275653802,0.030809565405887033,0.0744464251071777,0.12179092567043133,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean_std,id_recall,5,0.13456140350877194,0.14210526315789473,0.04109534440160603,0.10438596491228073,0.1649122807017544,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean_std,false_accept_rate,5,0.01,0.010964912280701799,0.007184486317350649,0.004385964912280681,0.01561403508771932,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean_std,false_reject_rate,5,-0.13456140350877194,-0.1421052631578948,0.04109534440160604,-0.1649122807017544,-0.10438596491228067,0,0,5,20260725,10000
clinc150,0.25,mahalanobis_diag_mean_std,accuracy,5,0.01912280701754381,0.015789473684210353,0.007569316492913906,0.013333333333333286,0.02491228070175433,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean_std,auroc,5,0.03139188981225001,0.033011311172668534,0.0080117933255233,0.02463446445060018,0.037251308094798465,5,0,0,20260725,10000
clinc150,0.25,mahalanobis_diag_mean_std,aupr_oos,5,0.014100570241785414,0.014689227342178368,0.0031641329036010716,0.0113420356844826,0.016203338855761105,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean_std,oos_f1,5,0.04883975328188104,0.04901625498090545,0.0015476565346521265,0.04764431571393981,0.05003519084982226,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean_std,f1_all,5,0.1721844564526416,0.16562604200726727,0.01299545446173445,0.1633151195490073,0.1835299804380468,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean_std,f1_k,5,0.17382905249491848,0.16717089682105324,0.01317374448158788,0.16484539585726038,0.185337851209677,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean_std,id_recall,5,0.21102222222222222,0.20399999999999996,0.017145420149379982,0.19777777777777777,0.22426666666666667,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean_std,false_accept_rate,5,0.011942028985507261,0.006956521739130396,0.008235149382993525,0.0062608695652173986,0.019072463768115964,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean_std,false_reject_rate,5,-0.21102222222222222,-0.20400000000000001,0.01714542014937996,-0.22426666666666667,-0.19777777777777777,0,0,5,20260725,10000
clinc150,0.5,mahalanobis_diag_mean_std,accuracy,5,0.07487719298245617,0.07526315789473681,0.0011329041607693548,0.074,0.07575438596491232,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean_std,auroc,5,0.047990492753623104,0.048501513687600584,0.009883576993359075,0.04025110466988726,0.05533147826086946,5,0,0,20260725,10000
clinc150,0.5,mahalanobis_diag_mean_std,aupr_oos,5,0.045230666924403765,0.04662853488024876,0.01006606986063208,0.03711854085907114,0.05207107191636336,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean_std,oos_f1,5,0.10874981752645278,0.11025462066827685,0.004012978682807476,0.10570382310411888,0.11177854825514774,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean_std,f1_all,5,0.2331106491564773,0.23043101192222093,0.019056807440524154,0.2178721957464509,0.24755141095403127,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean_std,f1_k,5,0.23422101372460252,0.23155711352912445,0.019203137763029204,0.21885596792250245,0.2487835100615489,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean_std,id_recall,5,0.27029761904761906,0.27142857142857146,0.013385249161846665,0.2594047619047619,0.2802976190476191,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean_std,false_accept_rate,5,0.02128205128205128,0.0192307692307692,0.006650759017935225,0.016153846153846164,0.026495726495726502,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean_std,false_reject_rate,5,-0.2702976190476191,-0.2714285714285715,0.013385249161846646,-0.2801785714285715,-0.25869047619047625,0,0,5,20260725,10000
clinc150,0.75,mahalanobis_diag_mean_std,accuracy,5,0.14792982456140352,0.14877192982456144,0.007582926181068135,0.14192982456140352,0.1536842105263158,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean_std,auroc,5,0.05328607041107043,0.05673929080179074,0.010464193472178744,0.04482783882783896,0.06108407102157094,5,0,0,20260725,10000
clinc150,0.75,mahalanobis_diag_mean_std,aupr_oos,5,0.0987187894558392,0.10399080499886904,0.016294854842159853,0.08507583950088075,0.11088192097620302,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean_std,oos_f1,5,0.028800829501088976,0.02989177302997381,0.01222467583576215,0.019282228458535843,0.03811839745763661,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean_std,f1_all,5,0.14186338138724225,0.14453776314309053,0.04293184293356094,0.10823071269196231,0.17549605008252217,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean_std,f1_k,5,0.1644758917644729,0.16475073679532382,0.049932844478196334,0.1254369580473685,0.20351482548157723,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean_std,id_recall,5,0.2518666666666666,0.2366666666666667,0.052250252524642306,0.21266666666666662,0.2933333333333333,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean_std,false_accept_rate,5,0.0181777777777778,0.0151111111111111,0.023458605517794665,-0.0005333333333333009,0.03613333333333336,4,0,1,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean_std,false_reject_rate,5,-0.25186666666666674,-0.23666666666666672,0.0522502525246423,-0.29333333333333333,-0.2126666666666667,0,0,5,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean_std,accuracy,5,0.04843333333333322,0.05166666666666653,0.01812479884945848,0.03419999999999992,0.06233333333333317,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean_std,auroc,5,0.036505185185185286,0.04033407407407419,0.014521953987340132,0.023337185185185304,0.04487451851851867,5,0,0,20260725,10000
stackoverflow,0.25,mahalanobis_diag_mean_std,aupr_oos,5,0.01696412086274124,0.017642056190660727,0.009450334997967123,0.009097875708006974,0.023944779419910002,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean_std,oos_f1,5,0.0842360401744714,0.07884032924650308,0.022986660089490827,0.06731129397107402,0.1019461261950451,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean_std,f1_all,5,0.23206595555377652,0.20581168513461479,0.06257109511903576,0.193252479722903,0.2855303626959115,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean_std,f1_k,5,0.24684894709170702,0.2188487671487227,0.06675015074148032,0.20575323646449198,0.3041899612400961,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean_std,id_recall,5,0.33506666666666673,0.31633333333333336,0.05008847727327669,0.3058,0.38000000000000006,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean_std,false_accept_rate,5,0.0748,0.0736666666666667,0.02568354423447907,0.053200000000000025,0.09366666666666668,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean_std,false_reject_rate,5,-0.3350666666666666,-0.31633333333333324,0.05008847727327668,-0.3801333333333333,-0.3056666666666667,0,0,5,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean_std,accuracy,5,0.1274,0.1166666666666667,0.031301978993170484,0.10580000000000003,0.15156666666666666,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean_std,auroc,5,0.05717917777777772,0.04245633333333321,0.03518937307639728,0.038539799999999944,0.08898933333333325,5,0,0,20260725,10000
stackoverflow,0.5,mahalanobis_diag_mean_std,aupr_oos,5,0.0770228980039744,0.06290306673520996,0.037650029083557225,0.05568924468743801,0.11097481453095173,5,0,0,20260725,10000
