run_id,dataset,kir,seed,representation,k_gate,distance,boundary,oos_precision,oos_recall,oos_f1,id_recall,auroc,aupr_oos,fpr95,false_accept_rate,false_reject_rate,scoring_seconds,samples_per_second,peak_rss_kib,effective_cluster_count,minimum_cluster_size,run_relative_path,manifest_sha256
protocol_v2__clinc150__kir_0.25__seed_42__repr_frozen_minilm__k_1__dist_euclidean__boundary_mean_std,clinc150,0.25,42,frozen_minilm,1,euclidean,mean_std,0.9502454261490406,0.9339912280701754,0.9420482194204822,0.8043859649122806,0.9439923822714681,0.9821435688237518,0.23859649122807017,0.06600877192982456,0.1956140350877193,0.3066991789964959,18584.986169999247,1669344,38,100,artifacts/s2c/runs/protocol_v2/smoke_gate/protocol_v2__clinc150__kir_0.25__seed_42__repr_frozen_minilm__k_1__dist_euclidean__boundary_mean_std,c3195d04aad49d7b46bf555c8a3cb4c5e5390ede20a63f185364db0a59103950
protocol_v2__clinc150__kir_0.25__seed_42__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std,clinc150,0.25,42,frozen_minilm,1,mahalanobis_diag,mean_std,0.9450501526384649,0.9504385964912281,0.9477367155040455,0.7789473684210526,0.9436205370883349,0.9812372993060701,0.21929824561403508,0.04956140350877193,0.22105263157894736,0.6014680309453979,9476.81290897646,1732052,38,100,artifacts/s2c/runs/protocol_v2/smoke_gate/protocol_v2__clinc150__kir_0.25__seed_42__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std,fe80e0739ce1ff8d27296282e4ac8ea71990af291c6047490996b76ae2e81333
protocol_v2__clinc150__kir_0.25__seed_42__repr_frozen_minilm__k_2__dist_euclidean__boundary_mean_std,clinc150,0.25,42,frozen_minilm,2,euclidean,mean_std,0.9461521691737519,0.9517543859649122,0.9489450092926642,0.7833333333333333,0.9433500692520775,0.9807476796596272,0.21140350877192982,0.04824561403508772,0.21666666666666667,0.6407283169683069,8896.1262504681,1732052,76,13,artifacts/s2c/runs/protocol_v2/smoke_gate/protocol_v2__clinc150__kir_0.25__seed_42__repr_frozen_minilm__k_2__dist_euclidean__boundary_mean_std,d16b6ba4c4e0e7753fa84c71887685aa2431f850d4a57e4c2e4dbd7d38879970
protocol_v2__clinc150__kir_0.25__seed_42__repr_frozen_minilm__k_2__dist_mahalanobis_diag__boundary_mean_std,clinc150,0.25,42,frozen_minilm,2,mahalanobis_diag,mean_std,0.9351339855380689,0.9642543859649123,0.9494709565968473,0.7324561403508771,0.9450781009541398,0.9816908234607826,0.2219298245614035,0.03574561403508772,0.2675438596491228,1.2431342829950154,4585.1844631517215,1737128,76,13,artifacts/s2c/runs/protocol_v2/smoke_gate/protocol_v2__clinc150__kir_0.25__seed_42__repr_frozen_minilm__k_2__dist_mahalanobis_diag__boundary_mean_std,c5c4c9ef8fb2633d0e2b59245bb86d800e95475c63cee181e52966668235963e
protocol_v2__clinc150__kir_0.50__seed_42__repr_frozen_minilm__k_1__dist_euclidean__boundary_mean_std,clinc150,0.50,42,frozen_minilm,1,euclidean,mean_std,0.8755209780494582,0.9133333333333333,0.8940275216342743,0.8008888888888889,0.9344117230273753,0.9481811557427025,0.2946666666666667,0.08666666666666667,0.1991111111111111,0.5621401109965518,10139.820817794238,1741828,75,100,artifacts/s2c/runs/protocol_v2/smoke_gate/protocol_v2__clinc150__kir_0.50__seed_42__repr_frozen_minilm__k_1__dist_euclidean__boundary_mean_std,0d891e94388899671c85d2b21f8d666d3b2a38ace6eef4cce12aedb91962fbb3
protocol_v2__clinc150__kir_0.50__seed_42__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std,clinc150,0.50,42,frozen_minilm,1,mahalanobis_diag,mean_std,0.8583576933297901,0.936231884057971,0.8956051573547761,0.7631111111111111,0.9265898872785829,0.9342267563148512,0.2777777777777778,0.06376811594202898,0.2368888888888889,1.1365209079813212,5015.305886562432,1756492,75,100,artifacts/s2c/runs/protocol_v2/smoke_gate/protocol_v2__clinc150__kir_0.50__seed_42__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std,9f225d5d4738c02b4aa66aadb9ebbf537dcacbce1809cfec29d798b92f770549
protocol_v2__clinc150__kir_0.50__seed_42__repr_frozen_minilm__k_2__dist_euclidean__boundary_mean_std,clinc150,0.50,42,frozen_minilm,2,euclidean,mean_std,0.8611702127659574,0.9385507246376812,0.8981969486823855,0.768,0.929368115942029,0.9401146611092566,0.2742222222222222,0.06144927536231884,0.232,1.1991445620078593,4753.3885242792285,1759544,150,10,artifacts/s2c/runs/protocol_v2/smoke_gate/protocol_v2__clinc150__kir_0.50__seed_42__repr_frozen_minilm__k_2__dist_euclidean__boundary_mean_std,68ec669451d7547b03bc30fe74a7999a36db5651b9bce3ae59edfb891fec7bba
protocol_v2__clinc150__kir_0.50__seed_42__repr_frozen_minilm__k_2__dist_mahalanobis_diag__boundary_mean_std,clinc150,0.50,42,frozen_minilm,2,mahalanobis_diag,mean_std,0.8385866802236909,0.956231884057971,0.8935536294691224,0.7177777777777778,0.9192788405797102,0.9279282746553073,0.25422222222222224,0.043768115942028986,0.2822222222222222,2.406407675007358,2368.6759559485577,1764408,150,10,artifacts/s2c/runs/protocol_v2/smoke_gate/protocol_v2__clinc150__kir_0.50__seed_42__repr_frozen_minilm__k_2__dist_mahalanobis_diag__boundary_mean_std,14eef4d4ce4e6a5692178acaaec3c29dcc021074be2cbfe0be98dc9b618d2d72
protocol_v2__clinc150__kir_0.75__seed_42__repr_frozen_minilm__k_1__dist_euclidean__boundary_mean_std,clinc150,0.75,42,frozen_minilm,1,euclidean,mean_std,0.7455068296189792,0.8863247863247863,0.8098399062866068,0.7892857142857143,0.9118331552706553,0.8671183678494923,0.3854166666666667,0.11367521367521367,0.21071428571428572,0.8417785749770701,6771.376902952498,1816548,112,100,artifacts/s2c/runs/protocol_v2/smoke_gate/protocol_v2__clinc150__kir_0.75__seed_42__repr_frozen_minilm__k_1__dist_euclidean__boundary_mean_std,75c083f6ffbd0c4d3c016969dd83469c265a9c46eab2c07d5dd1850df016eabb
protocol_v2__clinc150__kir_0.75__seed_42__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std,clinc150,0.75,42,frozen_minilm,1,mahalanobis_diag,mean_std,0.7223921168875297,0.9085470085470085,0.8048457315918985,0.7568452380952381,0.9116950295075295,0.85358886542193,0.381547619047619,0.09145299145299145,0.2431547619047619,1.740844490006566,3274.2729363370654,1816548,112,100,artifacts/s2c/runs/protocol_v2/smoke_gate/protocol_v2__clinc150__kir_0.75__seed_42__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std,844012ee7389dc6bc97a47b41d83d4ebed3aefab6a10a3512d9372ed63792e90
