dataset,kir,representation,k_gate,distance,boundary,seed_count,oos_precision_mean,oos_precision_std,oos_recall_mean,oos_recall_std,oos_f1_mean,oos_f1_std,id_recall_mean,id_recall_std,auroc_mean,auroc_std,aupr_oos_mean,aupr_oos_std,fpr95_mean,fpr95_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std,scoring_seconds_mean,scoring_seconds_std,samples_per_second_mean,samples_per_second_std,peak_rss_kib_mean,peak_rss_kib_std,effective_cluster_count_mean,effective_cluster_count_std,minimum_cluster_size_mean,minimum_cluster_size_std
banking77,0.25,frozen_minilm,1,euclidean,mean_std,1,0.933799784714747,0.0,0.7478448275862069,0.0,0.8305409286740068,0.0,0.8381578947368421,0.0,0.8740902903811252,0.0,0.9448640043513232,0.0,0.43026315789473685,0.0,0.2521551724137931,0.0,0.1618421052631579,0.0,0.0862816299777478,0.0,35697.05394757074,0.0,1816548.0,0.0,19.0,0.0,37.0,0.0
banking77,0.25,frozen_minilm,1,mahalanobis_diag,mean_std,1,0.9389946315275745,0.0,0.8293103448275863,0.0,0.8807507438773174,0.0,0.8355263157894737,0.0,0.8951565335753177,0.0,0.9538199166654344,0.0,0.3605263157894737,0.0,0.1706896551724138,0.0,0.16447368421052633,0.0,0.1640912649454549,0.0,18770.042396978377,0.0,1850388.0,0.0,19.0,0.0,37.0,0.0
banking77,0.25,frozen_minilm,2,euclidean,mean_std,1,0.9286068418443233,0.0,0.8073275862068966,0.0,0.8637306894166474,0.0,0.8105263157894737,0.0,0.8910157667876588,0.0,0.9509217377324066,0.0,0.3605263157894737,0.0,0.19267241379310346,0.0,0.18947368421052632,0.0,0.22301115200389177,0.0,13810.968520292881,0.0,1858932.0,0.0,38.0,0.0,16.0,0.0
banking77,0.25,frozen_minilm,2,mahalanobis_diag,mean_std,1,0.9267063673843335,0.0,0.8719827586206896,0.0,0.8985121030424161,0.0,0.7894736842105263,0.0,0.9019776542649727,0.0,0.9561198156943544,0.0,0.33421052631578946,0.0,0.12801724137931034,0.0,0.21052631578947367,0.0,0.39297225803602487,0.0,7837.7033925831165,0.0,1858932.0,0.0,38.0,0.0,16.0,0.0
banking77,0.50,frozen_minilm,1,euclidean,mean_std,1,0.8356877323420074,0.0,0.7205128205128205,0.0,0.7738382099827883,0.0,0.8546052631578948,0.0,0.8773304655870444,0.0,0.8497814596475093,0.0,0.43223684210526314,0.0,0.2794871794871795,0.0,0.14539473684210527,0.0,0.16506720706820488,0.0,18659.066538439463,0.0,1858932.0,0.0,38.0,0.0,37.0,0.0
banking77,0.50,frozen_minilm,1,mahalanobis_diag,mean_std,1,0.8457943925233645,0.0,0.8121794871794872,0.0,0.828646173969915,0.0,0.8480263157894736,0.0,0.8936930668016194,0.0,0.8716482117008572,0.0,0.41118421052631576,0.0,0.18782051282051282,0.0,0.15197368421052632,0.0,0.31677340902388096,0.0,9723.03833674311,0.0,1858932.0,0.0,38.0,0.0,37.0,0.0
banking77,0.50,frozen_minilm,2,euclidean,mean_std,1,0.8308196721311475,0.0,0.8121794871794872,0.0,0.8213938411669368,0.0,0.8302631578947368,0.0,0.8958835188933874,0.0,0.8686110999710643,0.0,0.3539473684210526,0.0,0.18782051282051282,0.0,0.16973684210526316,0.0,0.38917305902577937,0.0,7914.216898030386,0.0,1858932.0,0.0,76.0,0.0,9.0,0.0
banking77,0.50,frozen_minilm,2,mahalanobis_diag,mean_std,1,0.8282019704433498,0.0,0.8621794871794872,0.0,0.8448492462311558,0.0,0.8164473684210527,0.0,0.9064161605937922,0.0,0.8798618600978043,0.0,0.32763157894736844,0.0,0.13782051282051283,0.0,0.18355263157894736,0.0,0.6977021748898551,0.0,4414.491040516297,0.0,1858932.0,0.0,76.0,0.0,9.0,0.0
banking77,0.75,frozen_minilm,1,euclidean,mean_std,1,0.5577190542420027,0.0,0.5276315789473685,0.0,0.5422582826233941,0.0,0.8629310344827587,0.0,0.8062840290381126,0.0,0.5604805292097631,0.0,0.6232758620689656,0.0,0.4723684210526316,0.0,0.13706896551724138,0.0,0.23471547092776746,0.0,13122.270925838779,0.0,1858932.0,0.0,58.0,0.0,32.0,0.0
banking77,0.75,frozen_minilm,1,mahalanobis_diag,mean_std,1,0.5978260869565217,0.0,0.6513157894736842,0.0,0.6234256926952141,0.0,0.8564655172413793,0.0,0.8354191243194193,0.0,0.6142363068255166,0.0,0.5758620689655173,0.0,0.34868421052631576,0.0,0.14353448275862069,0.0,0.49021128297317773,0.0,6283.005118363472,0.0,1858932.0,0.0,58.0,0.0,32.0,0.0
