dataset,kir,data_seed,label_ratio,representation,k_variant,requested_k,effective_cluster_count,train_known_count,minimum_cluster_size,minimum_cluster_ratio,invalid_cluster_ratio,covariance_condition_median,oos_f1,id_recall,auroc,aupr_oos,fpr95,near_oos_f1,medium_oos_f1,far_oos_f1,status
banking77_oos,50,42,0.2,ce_recon,k2,2,50,597,1,0.0016750418760469012,0.08,1328.3167308849045,0.9193954659949622,0.648,0.9123048701298702,0.9633644460980915,0.361,0.5935483870967742,0.8933017190278602,0.8558558558558559,complete
banking77_oos,50,42,0.2,ce_recon,frozen_selected_k,5,125,597,1,0.0016750418760469012,0.32,545.2209323361075,0.9021884769986601,0.393,0.912174025974026,0.9627406671693342,0.336,0.588603631809643,0.8331042067638164,0.774935113088617,complete
banking77_oos,50,42,0.4,frozen,k1,1,25,1184,39,0.032939189189189186,0.0,3697.5769527125562,0.871866295264624,0.84,0.908422077922078,0.9667114946514546,0.394,0.18345864661654135,0.8794810515534313,0.9352226720647774,complete
banking77_oos,50,42,0.4,frozen,k2,2,50,1184,4,0.0033783783783783786,0.0,3487.944260903123,0.9044021024967148,0.745,0.9078792207792208,0.9654940570418067,0.372,0.45695364238410596,0.8896706108090822,0.9005847953216374,complete
banking77_oos,50,42,0.4,frozen,frozen_selected_k,5,125,1184,1,0.0008445945945945946,0.024,2882.114898126413,0.910227099527511,0.505,0.9055363636363636,0.9648925046753914,0.393,0.5620214395099541,0.8511627906976744,0.8235294117647058,complete
banking77_oos,50,42,0.4,ce_recon,k1,1,25,1184,39,0.032939189189189186,0.0,1984.4322620481594,0.9157912289478073,0.829,0.929747077922078,0.9736425048608606,0.312,0.4429378531073446,0.9426512065183328,0.9244365885992046,complete
banking77_oos,50,42,0.4,ce_recon,k2,2,50,1184,1,0.0008445945945945946,0.02,1622.8265896580606,0.9148797920727745,0.74,0.9101545454545455,0.9596934664465888,0.36,0.5802919708029197,0.8996282527881041,0.8894557823129252,complete
banking77_oos,50,42,0.4,ce_recon,frozen_selected_k,5,125,1184,1,0.0008445945945945946,0.16,900.3090304234477,0.9154798761609907,0.577,0.9144146103896102,0.9631373417591695,0.353,0.5976154992548435,0.8756161206146709,0.8318091451292247,complete
banking77_oos,50,42,0.6,frozen,k1,1,25,1769,58,0.03278688524590164,0.0,3725.892804588022,0.8679245283018868,0.87,0.9133012987012987,0.9683179060536118,0.381,0.1589825119236884,0.8784722222222222,0.9463253509496284,complete
banking77_oos,50,42,0.6,frozen,k2,2,50,1769,6,0.0033917467495760316,0.0,3505.561419900606,0.8930581613508443,0.835,0.9158357142857142,0.9693049628283861,0.368,0.3713527851458886,0.8937311431444854,0.9324104234527687,complete
