term,coefficient,n,r2
intercept,1.6497331961110169,18,0.8910105875320212
near_collision_rate,-1.494965809301037,18,0.8910105875320212
invalid_cluster_ratio_k2,10.625458862609987,18,0.8910105875320212
k2_minus_k1_id_recall,1.4666543776343552,18,0.8910105875320212
clinc150,-0.6679876603909038,18,0.8910105875320212
stackoverflow,-0.6092753394417274,18,0.8910105875320212
frozen,0.11616087579260533,18,0.8910105875320212
