stage,dataset,kir,method,seed_count,oos_f1_mean,oos_f1_std,f1_all_mean,f1_all_std,f1_k_mean,f1_k_std,accuracy_mean,accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std,auroc_mean,auroc_std,aupr_oos_mean,aupr_oos_std,mean_k_y,accepted_split_count,decision
joint_adaptive_multicenter_contract_repair_v1,stackoverflow,0.50,joint_adaptive_contract_repair,3,0.8660831780,0.0090814960,0.8562778085,0.0041077612,0.8552972716,0.0038442630,0.8576666667,0.0073042352,0.8387777778,0.0036548632,0.1128888889,0.0186514488,0.1612222222,0.0036548632,0.8977234444,0.0024448508,0.8396364869,0.0021260671,1.0,0,complete_negative
