dataset,kir,seed,intent,n_known,n_oos,trainable_correct,trainable_wrong,trainable_rejected,adb_correct,adb_wrong,adb_rejected,trainable_oos_false_accept,adb_oos_false_accept,trainable_known_rejected_rate,adb_known_rejected_rate,delta_known_rejected_pp,trainable_oos_false_accept_rate,adb_oos_false_accept_rate,delta_oos_false_accept_pp,delta_known_acceptance_pp
clinc150,0.25,87,confirm_reservation,30,4560,14,0,16,28,0,2,2,10,0.5333333333333333,0.06666666666666667,46.666666666666664,0.0004385964912280702,0.0021929824561403508,-0.17543859649122806,-46.666666666666664
clinc150,0.25,87,credit_limit,30,4560,16,0,14,25,0,5,0,9,0.4666666666666667,0.16666666666666666,30.000000000000004,0.0,0.001973684210526316,-0.19736842105263158,-30.000000000000004
clinc150,0.25,87,credit_limit_change,30,4560,25,0,5,29,0,1,0,0,0.16666666666666666,0.03333333333333333,13.333333333333334,0.0,0.0,0.0,-13.333333333333334
clinc150,0.25,87,damaged_card,30,4560,21,0,9,28,1,1,17,29,0.3,0.03333333333333333,26.666666666666668,0.0037280701754385964,0.006359649122807017,-0.2631578947368421,-26.666666666666668
clinc150,0.25,87,date,30,4560,28,1,1,27,1,2,0,22,0.03333333333333333,0.06666666666666667,-3.3333333333333335,0.0,0.004824561403508772,-0.4824561403508772,3.3333333333333335
clinc150,0.25,87,distance,30,4560,20,0,10,26,0,4,2,12,0.3333333333333333,0.13333333333333333,20.0,0.0004385964912280702,0.002631578947368421,-0.21929824561403508,-20.0
clinc150,0.25,87,do_you_have_pets,30,4560,25,0,5,28,0,2,0,2,0.16666666666666666,0.06666666666666667,10.0,0.0,0.0004385964912280702,-0.043859649122807015,-10.0
clinc150,0.25,87,freeze_account,30,4560,25,0,5,29,0,1,1,4,0.16666666666666666,0.03333333333333333,13.333333333333334,0.0002192982456140351,0.0008771929824561404,-0.06578947368421052,-13.333333333333334
clinc150,0.25,87,greeting,30,4560,27,0,3,30,0,0,3,10,0.1,0.0,10.0,0.0006578947368421052,0.0021929824561403508,-0.15350877192982457,-10.0
clinc150,0.25,87,improve_credit_score,30,4560,22,0,8,26,0,4,0,7,0.26666666666666666,0.13333333333333333,13.333333333333334,0.0,0.0015350877192982456,-0.15350877192982457,-13.333333333333334
clinc150,0.25,87,ingredients_list,30,4560,20,0,10,25,0,5,10,72,0.3333333333333333,0.16666666666666666,16.666666666666664,0.0021929824561403508,0.015789473684210527,-1.3596491228070176,-16.666666666666664
clinc150,0.25,87,measurement_conversion,30,4560,25,0,5,27,0,3,0,21,0.16666666666666666,0.1,6.666666666666665,0.0,0.004605263157894736,-0.4605263157894736,-6.666666666666665
clinc150,0.25,87,no,30,4560,28,0,2,30,0,0,17,25,0.06666666666666667,0.0,6.666666666666667,0.0037280701754385964,0.005482456140350877,-0.17543859649122806,-6.666666666666667
clinc150,0.25,87,oil_change_how,30,4560,25,0,5,29,0,1,0,33,0.16666666666666666,0.03333333333333333,13.333333333333334,0.0,0.007236842105263158,-0.7236842105263158,-13.333333333333334
clinc150,0.25,87,order,30,4560,18,0,12,24,0,6,12,27,0.4,0.2,20.0,0.002631578947368421,0.0059210526315789476,-0.32894736842105265,-20.0
clinc150,0.25,87,order_checks,30,4560,27,0,3,30,0,0,0,0,0.1,0.0,10.0,0.0,0.0,0.0,-10.0
clinc150,0.25,87,pay_bill,30,4560,22,0,8,28,0,2,1,7,0.26666666666666666,0.06666666666666667,20.0,0.0002192982456140351,0.0015350877192982456,-0.13157894736842105,-20.0
clinc150,0.25,87,plug_type,30,4560,24,0,6,29,0,1,0,1,0.2,0.03333333333333333,16.666666666666668,0.0,0.0002192982456140351,-0.021929824561403508,-16.666666666666668
clinc150,0.25,87,pto_balance,30,4560,26,0,4,26,0,4,7,25,0.13333333333333333,0.13333333333333333,0.0,0.0015350877192982456,0.005482456140350877,-0.39473684210526316,-0.0
clinc150,0.25,87,redeem_rewards,30,4560,25,0,5,16,1,13,4,15,0.16666666666666666,0.43333333333333335,-26.66666666666667,0.0008771929824561404,0.003289473684210526,-0.24122807017543857,26.66666666666667
clinc150,0.25,87,shopping_list,30,4560,16,2,12,24,1,5,5,10,0.4,0.16666666666666666,23.333333333333336,0.0010964912280701754,0.0021929824561403508,-0.10964912280701754,-23.333333333333336
clinc150,0.25,87,sync_device,30,4560,25,0,5,30,0,0,0,24,0.16666666666666666,0.0,16.666666666666664,0.0,0.005263157894736842,-0.5263157894736842,-16.666666666666664
clinc150,0.25,87,thank_you,30,4560,23,0,7,27,0,3,0,11,0.23333333333333334,0.1,13.333333333333334,0.0,0.002412280701754386,-0.2412280701754386,-13.333333333333334
clinc150,0.25,87,timer,30,4560,26,0,4,28,0,2,0,8,0.13333333333333333,0.06666666666666667,6.666666666666667,0.0,0.0017543859649122807,-0.17543859649122806,-6.666666666666667
clinc150,0.25,87,todo_list,30,4560,28,0,2,26,0,4,24,15,0.06666666666666667,0.13333333333333333,-6.666666666666667,0.005263157894736842,0.003289473684210526,0.19736842105263158,6.666666666666667
clinc150,0.25,87,traffic,30,4560,25,0,5,29,0,1,0,1,0.16666666666666666,0.03333333333333333,13.333333333333334,0.0,0.0002192982456140351,-0.021929824561403508,-13.333333333333334
clinc150,0.25,87,transfer,30,4560,22,0,8,27,0,3,0,1,0.26666666666666666,0.1,16.666666666666664,0.0,0.0002192982456140351,-0.021929824561403508,-16.666666666666664
clinc150,0.25,87,translate,30,4560,16,0,14,26,1,3,13,35,0.4666666666666667,0.1,36.66666666666667,0.0028508771929824563,0.007675438596491228,-0.48245614035087714,-36.66666666666667
clinc150,0.25,87,travel_alert,30,4560,14,0,16,28,0,2,0,31,0.5333333333333333,0.06666666666666667,46.666666666666664,0.0,0.006798245614035088,-0.6798245614035088,-46.666666666666664
clinc150,0.25,87,what_song,30,4560,24,0,6,29,0,1,1,11,0.2,0.03333333333333333,16.666666666666668,0.0002192982456140351,0.002412280701754386,-0.21929824561403513,-16.666666666666668
clinc150,0.25,100,account_blocked,30,4560,16,0,14,26,1,3,0,7,0.4666666666666667,0.1,36.66666666666667,0.0,0.0015350877192982456,-0.15350877192982457,-36.66666666666667
clinc150,0.25,100,calculator,30,4560,25,1,4,26,0,4,2,17,0.13333333333333333,0.13333333333333333,0.0,0.0004385964912280702,0.0037280701754385964,-0.3289473684210526,-0.0
clinc150,0.25,100,calendar,30,4560,21,0,9,26,0,4,6,19,0.3,0.13333333333333333,16.666666666666664,0.0013157894736842105,0.004166666666666667,-0.2850877192982456,-16.666666666666664
clinc150,0.25,100,cancel,30,4560,22,0,8,29,0,1,0,6,0.26666666666666666,0.03333333333333333,23.333333333333332,0.0,0.0013157894736842105,-0.13157894736842105,-23.333333333333332
clinc150,0.25,100,cancel_reservation,30,4560,29,0,1,30,0,0,0,0,0.03333333333333333,0.0,3.3333333333333335,0.0,0.0,0.0,-3.3333333333333335
clinc150,0.25,100,change_accent,30,4560,17,0,13,26,0,4,0,6,0.43333333333333335,0.13333333333333333,30.000000000000004,0.0,0.0013157894736842105,-0.13157894736842105,-30.000000000000004
clinc150,0.25,100,confirm_reservation,30,4560,14,0,16,29,0,1,2,14,0.5333333333333333,0.03333333333333333,50.0,0.0004385964912280702,0.0030701754385964912,-0.2631578947368421,-50.0
clinc150,0.25,100,credit_limit,30,4560,18,0,12,25,0,5,0,34,0.4,0.16666666666666666,23.333333333333336,0.0,0.007456140350877193,-0.7456140350877193,-23.333333333333336
clinc150,0.25,100,credit_limit_change,30,4560,25,0,5,28,0,2,0,10,0.16666666666666666,0.06666666666666667,10.0,0.0,0.0021929824561403508,-0.21929824561403508,-10.0
clinc150,0.25,100,current_location,30,4560,25,0,5,29,0,1,2,21,0.16666666666666666,0.03333333333333333,13.333333333333334,0.0004385964912280702,0.004605263157894736,-0.4166666666666667,-13.333333333333334
clinc150,0.25,100,damaged_card,30,4560,21,0,9,28,0,2,1,6,0.3,0.06666666666666667,23.333333333333332,0.0002192982456140351,0.0013157894736842105,-0.10964912280701754,-23.333333333333332
clinc150,0.25,100,expiration_date,30,4560,23,1,6,25,2,3,0,1,0.2,0.1,10.0,0.0,0.0002192982456140351,-0.021929824561403508,-10.0
clinc150,0.25,100,freeze_account,30,4560,23,0,7,29,0,1,1,5,0.23333333333333334,0.03333333333333333,20.0,0.0002192982456140351,0.0010964912280701754,-0.08771929824561403,-20.0
clinc150,0.25,100,fun_fact,30,4560,23,0,7,25,0,5,0,13,0.23333333333333334,0.16666666666666666,6.666666666666668,0.0,0.0028508771929824563,-0.2850877192982456,-6.666666666666668
clinc150,0.25,100,how_busy,30,4560,20,0,10,24,0,6,2,4,0.3333333333333333,0.2,13.33333333333333,0.0004385964912280702,0.0008771929824561404,-0.043859649122807015,-13.33333333333333
clinc150,0.25,100,jump_start,30,4560,27,0,3,29,0,1,0,13,0.1,0.03333333333333333,6.666666666666668,0.0,0.0028508771929824563,-0.2850877192982456,-6.666666666666668
clinc150,0.25,100,measurement_conversion,30,4560,24,0,6,27,0,3,0,4,0.2,0.1,10.0,0.0,0.0008771929824561404,-0.08771929824561403,-10.0
clinc150,0.25,100,new_card,30,4560,19,0,11,26,0,4,0,8,0.36666666666666664,0.13333333333333333,23.333333333333332,0.0,0.0017543859649122807,-0.17543859649122806,-23.333333333333332
clinc150,0.25,100,next_song,30,4560,20,0,10,25,0,5,0,31,0.3333333333333333,0.16666666666666666,16.666666666666664,0.0,0.006798245614035088,-0.6798245614035088,-16.666666666666664
clinc150,0.25,100,nutrition_info,30,4560,25,0,5,30,0,0,2,48,0.16666666666666666,0.0,16.666666666666664,0.0004385964912280702,0.010526315789473684,-1.0087719298245614,-16.666666666666664
clinc150,0.25,100,order_checks,30,4560,25,0,5,30,0,0,0,1,0.16666666666666666,0.0,16.666666666666664,0.0,0.0002192982456140351,-0.021929824561403508,-16.666666666666664
clinc150,0.25,100,pto_request,30,4560,19,0,11,20,0,10,2,5,0.36666666666666664,0.3333333333333333,3.3333333333333326,0.0004385964912280702,0.0010964912280701754,-0.06578947368421051,-3.3333333333333326
clinc150,0.25,100,replacement_card_duration,30,4560,21,1,8,22,1,7,0,4,0.26666666666666666,0.23333333333333334,3.3333333333333326,0.0,0.0008771929824561404,-0.08771929824561403,-3.3333333333333326
clinc150,0.25,100,report_lost_card,30,4560,25,0,5,23,1,6,0,2,0.16666666666666666,0.2,-3.3333333333333353,0.0,0.0004385964912280702,-0.043859649122807015,3.3333333333333353
clinc150,0.25,100,shopping_list_update,30,4560,20,0,10,26,0,4,13,23,0.3333333333333333,0.13333333333333333,20.0,0.0028508771929824563,0.005043859649122807,-0.21929824561403508,-20.0
clinc150,0.25,100,spending_history,30,4560,22,0,8,26,0,4,8,36,0.26666666666666666,0.13333333333333333,13.333333333333334,0.0017543859649122807,0.007894736842105263,-0.6140350877192983,-13.333333333333334
clinc150,0.25,100,sync_device,30,4560,25,0,5,29,0,1,0,21,0.16666666666666666,0.03333333333333333,13.333333333333334,0.0,0.004605263157894736,-0.4605263157894736,-13.333333333333334
clinc150,0.25,100,tell_joke,30,4560,21,0,9,26,0,4,0,0,0.3,0.13333333333333333,16.666666666666664,0.0,0.0,0.0,-16.666666666666664
clinc150,0.25,100,text,30,4560,23,0,7,27,0,3,2,7,0.23333333333333334,0.1,13.333333333333334,0.0004385964912280702,0.0015350877192982456,-0.10964912280701754,-13.333333333333334
clinc150,0.25,100,thank_you,30,4560,22,0,8,27,1,2,0,15,0.26666666666666666,0.06666666666666667,20.0,0.0,0.003289473684210526,-0.3289473684210526,-20.0
clinc150,0.25,100,timer,30,4560,26,0,4,28,0,2,0,3,0.13333333333333333,0.06666666666666667,6.666666666666667,0.0,0.0006578947368421052,-0.06578947368421052,-6.666666666666667
clinc150,0.25,100,timezone,30,4560,22,0,8,30,0,0,5,7,0.26666666666666666,0.0,26.666666666666668,0.0010964912280701754,0.0015350877192982456,-0.04385964912280702,-26.666666666666668
clinc150,0.25,100,tire_pressure,30,4560,27,0,3,30,0,0,0,37,0.1,0.0,10.0,0.0,0.008114035087719297,-0.8114035087719298,-10.0
