dataset,kir,seed,intent,n_known,n_oos,trainable_correct,trainable_wrong,trainable_rejected,adb_correct,adb_wrong,adb_rejected,trainable_oos_false_accept,adb_oos_false_accept,trainable_known_rejected_rate,adb_known_rejected_rate,delta_known_rejected_pp,trainable_oos_false_accept_rate,adb_oos_false_accept_rate,delta_oos_false_accept_pp,delta_known_acceptance_pp
clinc150,0.5,87,what_can_i_ask_you,30,3450,21,0,9,28,0,2,0,12,0.3,0.06666666666666667,23.333333333333332,0.0,0.0034782608695652175,-0.34782608695652173,-23.333333333333332
clinc150,0.5,87,what_song,30,3450,24,0,6,29,0,1,0,6,0.2,0.03333333333333333,16.666666666666668,0.0,0.0017391304347826088,-0.17391304347826086,-16.666666666666668
clinc150,0.5,87,where_are_you_from,30,3450,21,0,9,26,0,4,3,4,0.3,0.13333333333333333,16.666666666666664,0.0008695652173913044,0.0011594202898550724,-0.028985507246376805,-16.666666666666664
clinc150,0.5,87,who_do_you_work_for,30,3450,16,0,14,21,0,9,0,5,0.4666666666666667,0.3,16.666666666666668,0.0,0.0014492753623188406,-0.14492753623188406,-16.666666666666668
clinc150,0.5,100,account_blocked,30,3450,17,0,13,26,1,3,0,2,0.43333333333333335,0.1,33.333333333333336,0.0,0.0005797101449275362,-0.057971014492753624,-33.333333333333336
clinc150,0.5,100,are_you_a_bot,30,3450,24,0,6,26,0,4,0,1,0.2,0.13333333333333333,6.666666666666668,0.0,0.0002898550724637681,-0.028985507246376812,-6.666666666666668
clinc150,0.5,100,balance,30,3450,22,0,8,29,0,1,7,11,0.26666666666666666,0.03333333333333333,23.333333333333332,0.002028985507246377,0.003188405797101449,-0.11594202898550722,-23.333333333333332
clinc150,0.5,100,book_flight,30,3450,19,0,11,25,0,5,0,5,0.36666666666666664,0.16666666666666666,20.0,0.0,0.0014492753623188406,-0.14492753623188406,-20.0
clinc150,0.5,100,calculator,30,3450,25,1,4,27,0,3,2,13,0.13333333333333333,0.1,3.3333333333333326,0.0005797101449275362,0.0037681159420289855,-0.3188405797101449,-3.3333333333333326
clinc150,0.5,100,calendar,30,3450,17,0,13,26,1,3,1,12,0.43333333333333335,0.1,33.333333333333336,0.0002898550724637681,0.0034782608695652175,-0.31884057971014496,-33.333333333333336
clinc150,0.5,100,cancel,30,3450,24,0,6,28,0,2,0,5,0.2,0.06666666666666667,13.333333333333336,0.0,0.0014492753623188406,-0.14492753623188406,-13.333333333333336
clinc150,0.5,100,cancel_reservation,30,3450,30,0,0,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
clinc150,0.5,100,change_accent,30,3450,19,0,11,25,0,5,0,0,0.36666666666666664,0.16666666666666666,20.0,0.0,0.0,0.0,-20.0
clinc150,0.5,100,change_ai_name,30,3450,18,0,12,29,0,1,42,39,0.4,0.03333333333333333,36.66666666666667,0.01217391304347826,0.011304347826086957,0.08695652173913038,-36.66666666666667
clinc150,0.5,100,change_language,30,3450,23,0,7,28,0,2,0,1,0.23333333333333334,0.06666666666666667,16.666666666666668,0.0,0.0002898550724637681,-0.028985507246376812,-16.666666666666668
clinc150,0.5,100,change_speed,30,3450,26,0,4,24,1,5,0,0,0.13333333333333333,0.16666666666666666,-3.3333333333333326,0.0,0.0,0.0,3.3333333333333326
clinc150,0.5,100,change_volume,30,3450,19,0,11,21,0,9,0,1,0.36666666666666664,0.3,6.666666666666665,0.0,0.0002898550724637681,-0.028985507246376812,-6.666666666666665
clinc150,0.5,100,confirm_reservation,30,3450,18,0,12,29,0,1,0,0,0.4,0.03333333333333333,36.66666666666667,0.0,0.0,0.0,-36.66666666666667
clinc150,0.5,100,credit_limit,30,3450,17,0,13,26,1,3,0,7,0.43333333333333335,0.1,33.333333333333336,0.0,0.002028985507246377,-0.2028985507246377,-33.333333333333336
clinc150,0.5,100,credit_limit_change,30,3450,25,0,5,28,0,2,0,3,0.16666666666666666,0.06666666666666667,10.0,0.0,0.0008695652173913044,-0.08695652173913043,-10.0
clinc150,0.5,100,current_location,30,3450,23,0,7,29,0,1,0,1,0.23333333333333334,0.03333333333333333,20.0,0.0,0.0002898550724637681,-0.028985507246376812,-20.0
clinc150,0.5,100,damaged_card,30,3450,22,0,8,28,0,2,2,12,0.26666666666666666,0.06666666666666667,20.0,0.0005797101449275362,0.0034782608695652175,-0.2898550724637681,-20.0
clinc150,0.5,100,date,30,3450,27,1,2,28,1,1,0,7,0.06666666666666667,0.03333333333333333,3.3333333333333335,0.0,0.002028985507246377,-0.2028985507246377,-3.3333333333333335
clinc150,0.5,100,direct_deposit,30,3450,21,0,9,29,0,1,0,2,0.3,0.03333333333333333,26.666666666666668,0.0,0.0005797101449275362,-0.057971014492753624,-26.666666666666668
clinc150,0.5,100,directions,30,3450,19,0,11,29,0,1,2,5,0.36666666666666664,0.03333333333333333,33.33333333333333,0.0005797101449275362,0.0014492753623188406,-0.08695652173913043,-33.33333333333333
clinc150,0.5,100,distance,30,3450,17,1,12,22,2,6,1,1,0.4,0.2,20.0,0.0002898550724637681,0.0002898550724637681,0.0,-20.0
clinc150,0.5,100,expiration_date,30,3450,22,1,7,27,1,2,0,0,0.23333333333333334,0.06666666666666667,16.666666666666668,0.0,0.0,0.0,-16.666666666666668
clinc150,0.5,100,find_phone,30,3450,27,0,3,30,0,0,0,0,0.1,0.0,10.0,0.0,0.0,0.0,-10.0
clinc150,0.5,100,flight_status,30,3450,19,0,11,30,0,0,0,1,0.36666666666666664,0.0,36.666666666666664,0.0,0.0002898550724637681,-0.028985507246376812,-36.666666666666664
clinc150,0.5,100,flip_coin,30,3450,25,0,5,30,0,0,0,17,0.16666666666666666,0.0,16.666666666666664,0.0,0.004927536231884058,-0.49275362318840576,-16.666666666666664
clinc150,0.5,100,freeze_account,30,3450,23,0,7,28,0,2,1,5,0.23333333333333334,0.06666666666666667,16.666666666666668,0.0002898550724637681,0.0014492753623188406,-0.11594202898550725,-16.666666666666668
clinc150,0.5,100,fun_fact,30,3450,26,0,4,26,0,4,0,11,0.13333333333333333,0.13333333333333333,0.0,0.0,0.003188405797101449,-0.3188405797101449,-0.0
clinc150,0.5,100,how_busy,30,3450,20,1,9,25,1,4,1,2,0.3,0.13333333333333333,16.666666666666664,0.0002898550724637681,0.0005797101449275362,-0.028985507246376812,-16.666666666666664
clinc150,0.5,100,how_old_are_you,30,3450,27,0,3,26,0,4,0,2,0.1,0.13333333333333333,-3.3333333333333326,0.0,0.0005797101449275362,-0.057971014492753624,3.3333333333333326
clinc150,0.5,100,income,30,3450,23,0,7,25,0,5,0,9,0.23333333333333334,0.16666666666666666,6.666666666666668,0.0,0.0026086956521739132,-0.26086956521739135,-6.666666666666668
clinc150,0.5,100,jump_start,30,3450,24,0,6,28,0,2,0,6,0.2,0.06666666666666667,13.333333333333336,0.0,0.0017391304347826088,-0.17391304347826086,-13.333333333333336
clinc150,0.5,100,measurement_conversion,30,3450,23,0,7,26,0,4,0,6,0.23333333333333334,0.13333333333333333,10.0,0.0,0.0017391304347826088,-0.17391304347826086,-10.0
clinc150,0.5,100,new_card,30,3450,19,0,11,24,0,6,0,1,0.36666666666666664,0.2,16.666666666666664,0.0,0.0002898550724637681,-0.028985507246376812,-16.666666666666664
clinc150,0.5,100,next_song,30,3450,20,0,10,22,0,8,0,0,0.3333333333333333,0.26666666666666666,6.666666666666665,0.0,0.0,0.0,-6.666666666666665
clinc150,0.5,100,nutrition_info,30,3450,25,0,5,30,0,0,2,34,0.16666666666666666,0.0,16.666666666666664,0.0005797101449275362,0.009855072463768115,-0.927536231884058,-16.666666666666664
clinc150,0.5,100,order_checks,30,3450,27,0,3,30,0,0,0,0,0.1,0.0,10.0,0.0,0.0,0.0,-10.0
clinc150,0.5,100,order_status,30,3450,22,0,8,27,0,3,1,2,0.26666666666666666,0.1,16.666666666666664,0.0002898550724637681,0.0005797101449275362,-0.028985507246376812,-16.666666666666664
clinc150,0.5,100,payday,30,3450,21,0,9,26,0,4,0,1,0.3,0.13333333333333333,16.666666666666664,0.0,0.0002898550724637681,-0.028985507246376812,-16.666666666666664
clinc150,0.5,100,pto_request,30,3450,18,1,11,23,1,6,0,0,0.36666666666666664,0.2,16.666666666666664,0.0,0.0,0.0,-16.666666666666664
clinc150,0.5,100,pto_request_status,30,3450,20,0,10,27,0,3,1,4,0.3333333333333333,0.1,23.333333333333332,0.0002898550724637681,0.0011594202898550724,-0.08695652173913043,-23.333333333333332
clinc150,0.5,100,recipe,30,3450,19,0,11,28,0,2,7,31,0.36666666666666664,0.06666666666666667,30.0,0.002028985507246377,0.008985507246376812,-0.6956521739130435,-30.0
clinc150,0.5,100,repeat,30,3450,22,0,8,25,0,5,0,0,0.26666666666666666,0.16666666666666666,10.0,0.0,0.0,0.0,-10.0
clinc150,0.5,100,replacement_card_duration,30,3450,21,1,8,22,1,7,0,1,0.26666666666666666,0.23333333333333334,3.3333333333333326,0.0,0.0002898550724637681,-0.028985507246376812,-3.3333333333333326
clinc150,0.5,100,report_lost_card,30,3450,26,0,4,24,2,4,0,0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,-0.0
clinc150,0.5,100,restaurant_reservation,30,3450,22,0,8,24,0,6,0,4,0.26666666666666666,0.2,6.666666666666665,0.0,0.0011594202898550724,-0.11594202898550725,-6.666666666666665
clinc150,0.5,100,restaurant_reviews,30,3450,16,0,14,19,0,11,1,8,0.4666666666666667,0.36666666666666664,10.000000000000004,0.0002898550724637681,0.002318840579710145,-0.2028985507246377,-10.000000000000004
clinc150,0.5,100,rewards_balance,30,3450,24,0,6,30,0,0,3,11,0.2,0.0,20.0,0.0008695652173913044,0.003188405797101449,-0.2318840579710145,-20.0
clinc150,0.5,100,schedule_meeting,30,3450,22,0,8,30,0,0,5,5,0.26666666666666666,0.0,26.666666666666668,0.0014492753623188406,0.0014492753623188406,0.0,-26.666666666666668
clinc150,0.5,100,share_location,30,3450,26,1,3,27,2,1,0,2,0.1,0.03333333333333333,6.666666666666668,0.0,0.0005797101449275362,-0.057971014492753624,-6.666666666666668
clinc150,0.5,100,shopping_list,30,3450,15,2,13,25,1,4,1,3,0.43333333333333335,0.13333333333333333,30.000000000000004,0.0002898550724637681,0.0008695652173913044,-0.05797101449275363,-30.000000000000004
clinc150,0.5,100,shopping_list_update,30,3450,18,0,12,27,0,3,0,2,0.4,0.1,30.000000000000004,0.0,0.0005797101449275362,-0.057971014492753624,-30.000000000000004
clinc150,0.5,100,spelling,30,3450,27,0,3,25,0,5,0,4,0.1,0.16666666666666666,-6.666666666666665,0.0,0.0011594202898550724,-0.11594202898550725,6.666666666666665
clinc150,0.5,100,spending_history,30,3450,23,0,7,24,0,6,7,9,0.23333333333333334,0.2,3.3333333333333326,0.002028985507246377,0.0026086956521739132,-0.05797101449275363,-3.3333333333333326
clinc150,0.5,100,sync_device,30,3450,25,0,5,28,0,2,0,4,0.16666666666666666,0.06666666666666667,10.0,0.0,0.0011594202898550724,-0.11594202898550725,-10.0
clinc150,0.5,100,taxes,30,3450,27,0,3,28,0,2,0,0,0.1,0.06666666666666667,3.333333333333334,0.0,0.0,0.0,-3.333333333333334
clinc150,0.5,100,tell_joke,30,3450,22,0,8,29,0,1,0,0,0.26666666666666666,0.03333333333333333,23.333333333333332,0.0,0.0,0.0,-23.333333333333332
clinc150,0.5,100,text,30,3450,22,0,8,27,0,3,0,3,0.26666666666666666,0.1,16.666666666666664,0.0,0.0008695652173913044,-0.08695652173913043,-16.666666666666664
clinc150,0.5,100,thank_you,30,3450,25,0,5,27,0,3,0,14,0.16666666666666666,0.1,6.666666666666665,0.0,0.004057971014492754,-0.4057971014492754,-6.666666666666665
clinc150,0.5,100,timer,30,3450,26,0,4,28,0,2,0,9,0.13333333333333333,0.06666666666666667,6.666666666666667,0.0,0.0026086956521739132,-0.26086956521739135,-6.666666666666667
clinc150,0.5,100,timezone,30,3450,22,0,8,30,0,0,5,9,0.26666666666666666,0.0,26.666666666666668,0.0014492753623188406,0.0026086956521739132,-0.11594202898550726,-26.666666666666668
clinc150,0.5,100,tire_change,30,3450,26,0,4,28,1,1,0,4,0.13333333333333333,0.03333333333333333,10.0,0.0,0.0011594202898550724,-0.11594202898550725,-10.0
clinc150,0.5,100,tire_pressure,30,3450,27,0,3,30,0,0,0,19,0.1,0.0,10.0,0.0,0.0055072463768115944,-0.5507246376811594,-10.0
clinc150,0.5,100,todo_list_update,30,3450,19,1,10,27,1,2,17,7,0.3333333333333333,0.06666666666666667,26.666666666666668,0.004927536231884058,0.002028985507246377,0.28985507246376807,-26.666666666666668
clinc150,0.5,100,traffic,30,3450,25,0,5,29,0,1,0,0,0.16666666666666666,0.03333333333333333,13.333333333333334,0.0,0.0,0.0,-13.333333333333334
clinc150,0.5,100,translate,30,3450,15,0,15,27,0,3,0,3,0.5,0.1,40.0,0.0,0.0008695652173913044,-0.08695652173913043,-40.0
clinc150,0.5,100,travel_notification,30,3450,16,0,14,26,0,4,0,0,0.4666666666666667,0.13333333333333333,33.333333333333336,0.0,0.0,0.0,-33.333333333333336
clinc150,0.5,100,travel_suggestion,30,3450,28,0,2,29,0,1,4,11,0.06666666666666667,0.03333333333333333,3.3333333333333335,0.0011594202898550724,0.003188405797101449,-0.20289855072463764,-3.3333333333333335
clinc150,0.5,100,uber,30,3450,25,0,5,28,0,2,1,1,0.16666666666666666,0.06666666666666667,10.0,0.0002898550724637681,0.0002898550724637681,0.0,-10.0
clinc150,0.5,100,update_playlist,30,3450,21,0,9,29,0,1,0,2,0.3,0.03333333333333333,26.666666666666668,0.0,0.0005797101449275362,-0.057971014492753624,-26.666666666666668
clinc150,0.5,100,w2,30,3450,28,0,2,28,0,2,0,0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,-0.0
clinc150,0.5,100,what_song,30,3450,23,0,7,29,0,1,0,9,0.23333333333333334,0.03333333333333333,20.0,0.0,0.0026086956521739132,-0.26086956521739135,-20.0
clinc150,0.5,100,where_are_you_from,30,3450,21,0,9,28,0,2,0,16,0.3,0.06666666666666667,23.333333333333332,0.0,0.00463768115942029,-0.463768115942029,-23.333333333333332
clinc150,0.5,100,whisper_mode,30,3450,26,1,3,28,0,2,0,0,0.1,0.06666666666666667,3.333333333333334,0.0,0.0,0.0,-3.333333333333334
clinc150,0.5,100,yes,30,3450,18,0,12,23,0,7,15,26,0.4,0.23333333333333334,16.666666666666668,0.004347826086956522,0.007536231884057971,-0.3188405797101449,-16.666666666666668
clinc150,0.5,123,accept_reservations,30,3450,23,0,7,25,0,5,3,5,0.23333333333333334,0.16666666666666666,6.666666666666668,0.0008695652173913044,0.0014492753623188406,-0.057971014492753624,-6.666666666666668
clinc150,0.5,123,apr,30,3450,22,0,8,24,0,6,0,18,0.26666666666666666,0.2,6.666666666666665,0.0,0.0052173913043478265,-0.5217391304347827,-6.666666666666665
clinc150,0.5,123,are_you_a_bot,30,3450,22,0,8,25,0,5,0,0,0.26666666666666666,0.16666666666666666,10.0,0.0,0.0,0.0,-10.0
clinc150,0.5,123,bill_due,30,3450,24,0,6,27,0,3,2,42,0.2,0.1,10.0,0.0005797101449275362,0.01217391304347826,-1.1594202898550725,-10.0
clinc150,0.5,123,book_flight,30,3450,18,0,12,26,0,4,0,0,0.4,0.13333333333333333,26.66666666666667,0.0,0.0,0.0,-26.66666666666667
clinc150,0.5,123,calculator,30,3450,25,1,4,26,0,4,3,15,0.13333333333333333,0.13333333333333333,0.0,0.0008695652173913044,0.004347826086956522,-0.34782608695652173,-0.0
clinc150,0.5,123,calendar,30,3450,16,1,13,21,2,7,0,1,0.43333333333333335,0.23333333333333334,20.0,0.0,0.0002898550724637681,-0.028985507246376812,-20.0
clinc150,0.5,123,calendar_update,30,3450,25,0,5,27,0,3,0,1,0.16666666666666666,0.1,6.666666666666665,0.0,0.0002898550724637681,-0.028985507246376812,-6.666666666666665
clinc150,0.5,123,cancel_reservation,30,3450,29,0,1,30,0,0,0,8,0.03333333333333333,0.0,3.3333333333333335,0.0,0.002318840579710145,-0.2318840579710145,-3.3333333333333335
clinc150,0.5,123,carry_on,30,3450,22,0,8,25,0,5,0,0,0.26666666666666666,0.16666666666666666,10.0,0.0,0.0,0.0,-10.0
clinc150,0.5,123,change_accent,30,3450,18,0,12,30,0,0,0,4,0.4,0.0,40.0,0.0,0.0011594202898550724,-0.11594202898550725,-40.0
clinc150,0.5,123,change_ai_name,30,3450,12,9,9,29,0,1,1,0,0.3,0.03333333333333333,26.666666666666668,0.0002898550724637681,0.0,0.028985507246376812,-26.666666666666668
clinc150,0.5,123,change_speed,30,3450,25,0,5,26,0,4,0,11,0.16666666666666666,0.13333333333333333,3.3333333333333326,0.0,0.003188405797101449,-0.3188405797101449,-3.3333333333333326
clinc150,0.5,123,change_user_name,30,3450,16,6,8,29,0,1,1,1,0.26666666666666666,0.03333333333333333,23.333333333333332,0.0002898550724637681,0.0002898550724637681,0.0,-23.333333333333332
clinc150,0.5,123,credit_limit,30,3450,17,0,13,25,0,5,0,1,0.43333333333333335,0.16666666666666666,26.66666666666667,0.0,0.0002898550724637681,-0.028985507246376812,-26.66666666666667
clinc150,0.5,123,credit_limit_change,30,3450,26,0,4,28,0,2,0,0,0.13333333333333333,0.06666666666666667,6.666666666666667,0.0,0.0,0.0,-6.666666666666667
clinc150,0.5,123,current_location,30,3450,25,0,5,29,0,1,0,2,0.16666666666666666,0.03333333333333333,13.333333333333334,0.0,0.0005797101449275362,-0.057971014492753624,-13.333333333333334
clinc150,0.5,123,date,30,3450,27,0,3,28,1,1,0,1,0.1,0.03333333333333333,6.666666666666668,0.0,0.0002898550724637681,-0.028985507246376812,-6.666666666666668
clinc150,0.5,123,direct_deposit,30,3450,23,0,7,29,0,1,0,1,0.23333333333333334,0.03333333333333333,20.0,0.0,0.0002898550724637681,-0.028985507246376812,-20.0
clinc150,0.5,123,directions,30,3450,18,0,12,28,1,1,2,9,0.4,0.03333333333333333,36.66666666666667,0.0005797101449275362,0.0026086956521739132,-0.2028985507246377,-36.66666666666667
clinc150,0.5,123,distance,30,3450,18,1,11,23,1,6,0,18,0.36666666666666664,0.2,16.666666666666664,0.0,0.0052173913043478265,-0.5217391304347827,-16.666666666666664
clinc150,0.5,123,do_you_have_pets,30,3450,26,0,4,30,0,0,0,1,0.13333333333333333,0.0,13.333333333333334,0.0,0.0002898550724637681,-0.028985507246376812,-13.333333333333334
clinc150,0.5,123,find_phone,30,3450,25,0,5,30,0,0,0,0,0.16666666666666666,0.0,16.666666666666664,0.0,0.0,0.0,-16.666666666666664
clinc150,0.5,123,flight_status,30,3450,22,0,8,29,0,1,0,0,0.26666666666666666,0.03333333333333333,23.333333333333332,0.0,0.0,0.0,-23.333333333333332
clinc150,0.5,123,food_last,30,3450,23,0,7,25,0,5,0,45,0.23333333333333334,0.16666666666666666,6.666666666666668,0.0,0.013043478260869565,-1.3043478260869565,-6.666666666666668
clinc150,0.5,123,freeze_account,30,3450,24,0,6,29,0,1,1,22,0.2,0.03333333333333333,16.666666666666668,0.0002898550724637681,0.006376811594202898,-0.6086956521739131,-16.666666666666668
clinc150,0.5,123,fun_fact,30,3450,23,0,7,25,0,5,0,6,0.23333333333333334,0.16666666666666666,6.666666666666668,0.0,0.0017391304347826088,-0.17391304347826086,-6.666666666666668
clinc150,0.5,123,how_busy,30,3450,18,1,11,24,1,5,0,3,0.36666666666666664,0.16666666666666666,20.0,0.0,0.0008695652173913044,-0.08695652173913043,-20.0
clinc150,0.5,123,improve_credit_score,30,3450,21,0,9,27,0,3,0,1,0.3,0.1,20.0,0.0,0.0002898550724637681,-0.028985507246376812,-20.0
clinc150,0.5,123,interest_rate,30,3450,19,1,10,24,1,5,0,3,0.3333333333333333,0.16666666666666666,16.666666666666664,0.0,0.0008695652173913044,-0.08695652173913043,-16.666666666666664
clinc150,0.5,123,international_fees,30,3450,21,0,9,30,0,0,0,0,0.3,0.0,30.0,0.0,0.0,0.0,-30.0
clinc150,0.5,123,jump_start,30,3450,24,0,6,29,0,1,0,2,0.2,0.03333333333333333,16.666666666666668,0.0,0.0005797101449275362,-0.057971014492753624,-16.666666666666668
clinc150,0.5,123,last_maintenance,30,3450,26,0,4,29,0,1,0,4,0.13333333333333333,0.03333333333333333,10.0,0.0,0.0011594202898550724,-0.11594202898550725,-10.0
clinc150,0.5,123,make_call,30,3450,22,0,8,29,0,1,1,0,0.26666666666666666,0.03333333333333333,23.333333333333332,0.0002898550724637681,0.0,0.028985507246376812,-23.333333333333332
clinc150,0.5,123,mpg,30,3450,29,0,1,30,0,0,0,32,0.03333333333333333,0.0,3.3333333333333335,0.0,0.00927536231884058,-0.927536231884058,-3.3333333333333335
clinc150,0.5,123,next_holiday,30,3450,26,1,3,29,0,1,1,3,0.1,0.03333333333333333,6.666666666666668,0.0002898550724637681,0.0008695652173913044,-0.05797101449275363,-6.666666666666668
clinc150,0.5,123,oil_change_when,30,3450,23,0,7,28,0,2,0,25,0.23333333333333334,0.06666666666666667,16.666666666666668,0.0,0.007246376811594203,-0.7246376811594203,-16.666666666666668
clinc150,0.5,123,order_checks,30,3450,28,0,2,30,0,0,0,0,0.06666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,-6.666666666666667
clinc150,0.5,123,order_status,30,3450,19,0,11,27,0,3,1,5,0.36666666666666664,0.1,26.66666666666666,0.0002898550724637681,0.0014492753623188406,-0.11594202898550725,-26.66666666666666
clinc150,0.5,123,play_music,30,3450,15,0,15,27,0,3,11,36,0.5,0.1,40.0,0.003188405797101449,0.010434782608695653,-0.7246376811594204,-40.0
clinc150,0.5,123,plug_type,30,3450,24,0,6,26,0,4,0,0,0.2,0.13333333333333333,6.666666666666668,0.0,0.0,0.0,-6.666666666666668
clinc150,0.5,123,pto_balance,30,3450,26,1,3,27,1,2,0,0,0.1,0.06666666666666667,3.333333333333334,0.0,0.0,0.0,-3.333333333333334
clinc150,0.5,123,pto_request,30,3450,18,1,11,19,2,9,0,0,0.36666666666666664,0.3,6.666666666666665,0.0,0.0,0.0,-6.666666666666665
clinc150,0.5,123,pto_request_status,30,3450,21,0,9,26,1,3,0,0,0.3,0.1,20.0,0.0,0.0,0.0,-20.0
clinc150,0.5,123,pto_used,30,3450,23,1,6,27,2,1,0,0,0.2,0.03333333333333333,16.666666666666668,0.0,0.0,0.0,-16.666666666666668
clinc150,0.5,123,redeem_rewards,30,3450,22,2,6,17,6,7,0,12,0.2,0.23333333333333334,-3.3333333333333326,0.0,0.0034782608695652175,-0.34782608695652173,3.3333333333333326
clinc150,0.5,123,reminder_update,30,3450,24,2,4,26,1,3,17,5,0.13333333333333333,0.1,3.3333333333333326,0.004927536231884058,0.0014492753623188406,0.34782608695652173,-3.3333333333333326
clinc150,0.5,123,restaurant_reservation,30,3450,21,1,8,26,2,2,1,8,0.26666666666666666,0.06666666666666667,20.0,0.0002898550724637681,0.002318840579710145,-0.2028985507246377,-20.0
clinc150,0.5,123,restaurant_suggestion,30,3450,20,0,10,27,0,3,0,18,0.3333333333333333,0.1,23.333333333333332,0.0,0.0052173913043478265,-0.5217391304347827,-23.333333333333332
clinc150,0.5,123,rewards_balance,30,3450,24,0,6,29,0,1,0,0,0.2,0.03333333333333333,16.666666666666668,0.0,0.0,0.0,-16.666666666666668
clinc150,0.5,123,share_location,30,3450,25,1,4,28,1,1,0,1,0.13333333333333333,0.03333333333333333,10.0,0.0,0.0002898550724637681,-0.028985507246376812,-10.0
clinc150,0.5,123,shopping_list_update,30,3450,17,1,12,26,1,3,6,7,0.4,0.1,30.000000000000004,0.0017391304347826088,0.002028985507246377,-0.028985507246376815,-30.000000000000004
clinc150,0.5,123,spelling,30,3450,26,0,4,27,0,3,0,8,0.13333333333333333,0.1,3.3333333333333326,0.0,0.002318840579710145,-0.2318840579710145,-3.3333333333333326
clinc150,0.5,123,spending_history,30,3450,21,0,9,22,1,7,3,3,0.3,0.23333333333333334,6.666666666666665,0.0008695652173913044,0.0008695652173913044,0.0,-6.666666666666665
clinc150,0.5,123,sync_device,30,3450,24,0,6,30,0,0,0,3,0.2,0.0,20.0,0.0,0.0008695652173913044,-0.08695652173913043,-20.0
clinc150,0.5,123,taxes,30,3450,27,0,3,30,0,0,0,4,0.1,0.0,10.0,0.0,0.0011594202898550724,-0.11594202898550725,-10.0
clinc150,0.5,123,tell_joke,30,3450,21,0,9,29,0,1,0,0,0.3,0.03333333333333333,26.666666666666668,0.0,0.0,0.0,-26.666666666666668
clinc150,0.5,123,text,30,3450,20,0,10,27,0,3,0,3,0.3333333333333333,0.1,23.333333333333332,0.0,0.0008695652173913044,-0.08695652173913043,-23.333333333333332
clinc150,0.5,123,time,30,3450,24,0,6,26,0,4,7,29,0.2,0.13333333333333333,6.666666666666668,0.002028985507246377,0.008405797101449276,-0.6376811594202898,-6.666666666666668
clinc150,0.5,123,timer,30,3450,26,0,4,29,0,1,0,6,0.13333333333333333,0.03333333333333333,10.0,0.0,0.0017391304347826088,-0.17391304347826086,-10.0
clinc150,0.5,123,tire_change,30,3450,24,0,6,27,0,3,0,10,0.2,0.1,10.0,0.0,0.002898550724637681,-0.2898550724637681,-10.0
clinc150,0.5,123,todo_list_update,30,3450,21,1,8,26,3,1,22,9,0.26666666666666666,0.03333333333333333,23.333333333333332,0.006376811594202898,0.0026086956521739132,0.3768115942028985,-23.333333333333332
clinc150,0.5,123,transactions,30,3450,20,4,6,22,3,5,0,15,0.2,0.16666666666666666,3.3333333333333353,0.0,0.004347826086956522,-0.43478260869565216,-3.3333333333333353
clinc150,0.5,123,transfer,30,3450,22,0,8,27,0,3,0,3,0.26666666666666666,0.1,16.666666666666664,0.0,0.0008695652173913044,-0.08695652173913043,-16.666666666666664
clinc150,0.5,123,translate,30,3450,15,0,15,27,0,3,11,18,0.5,0.1,40.0,0.003188405797101449,0.0052173913043478265,-0.20289855072463775,-40.0
clinc150,0.5,123,travel_alert,30,3450,14,0,16,29,0,1,0,2,0.5333333333333333,0.03333333333333333,50.0,0.0,0.0005797101449275362,-0.057971014492753624,-50.0
clinc150,0.5,123,travel_notification,30,3450,19,0,11,28,0,2,0,0,0.36666666666666664,0.06666666666666667,30.0,0.0,0.0,0.0,-30.0
clinc150,0.5,123,uber,30,3450,24,0,6,28,0,2,1,1,0.2,0.06666666666666667,13.333333333333336,0.0002898550724637681,0.0002898550724637681,0.0,-13.333333333333336
clinc150,0.5,123,update_playlist,30,3450,19,4,7,29,0,1,0,0,0.23333333333333334,0.03333333333333333,20.0,0.0,0.0,0.0,-20.0
clinc150,0.5,123,vaccines,30,3450,16,0,14,28,0,2,0,2,0.4666666666666667,0.06666666666666667,40.0,0.0,0.0005797101449275362,-0.057971014492753624,-40.0
clinc150,0.5,123,what_are_your_hobbies,30,3450,19,0,11,27,0,3,0,0,0.36666666666666664,0.1,26.66666666666666,0.0,0.0,0.0,-26.66666666666666
clinc150,0.5,123,what_can_i_ask_you,30,3450,23,0,7,25,0,5,0,0,0.23333333333333334,0.16666666666666666,6.666666666666668,0.0,0.0,0.0,-6.666666666666668
clinc150,0.5,123,what_is_your_name,30,3450,24,0,6,27,0,3,23,17,0.2,0.1,10.0,0.006666666666666667,0.004927536231884058,0.17391304347826095,-10.0
clinc150,0.5,123,where_are_you_from,30,3450,21,0,9,27,0,3,0,11,0.3,0.1,20.0,0.0,0.003188405797101449,-0.3188405797101449,-20.0
clinc150,0.5,123,yes,30,3450,19,0,11,23,0,7,16,32,0.36666666666666664,0.23333333333333334,13.33333333333333,0.00463768115942029,0.00927536231884058,-0.463768115942029,-13.33333333333333
clinc150,0.75,13,accept_reservations,30,2340,24,0,6,25,2,3,0,0,0.2,0.1,10.0,0.0,0.0,0.0,-10.0
