dataset,kir,intent,n_known,n_oos,delta_known_rejected_pp,delta_known_rejected_std_pp,delta_oos_false_accept_pp,delta_oos_false_accept_std_pp,trainable_known_rejected_rate,adb_known_rejected_rate,trainable_oos_false_accept_rate,adb_oos_false_accept_rate,n_seeds
clinc150,0.5,book_flight,30.0,3450.0,21.666666666666668,3.3333333333333357,-0.050724637681159424,0.06849008153989287,0.36666666666666664,0.15,0.0,0.0005072463768115942,4
clinc150,0.5,book_hotel,30.0,3450.0,23.333333333333332,,0.0,,0.23333333333333334,0.0,0.0,0.0,1
clinc150,0.5,calculator,30.0,3450.0,3.333333333333333,4.714045207910317,-0.32608695652173914,0.014492753623188406,0.15833333333333333,0.125,0.0006521739130434783,0.00391304347826087,4
clinc150,0.5,calendar,30.0,3450.0,23.333333333333332,6.666666666666668,-0.24927536231884057,0.13377368996190525,0.4066666666666666,0.17333333333333334,0.00034782608695652176,0.0028405797101449274,5
clinc150,0.5,calendar_update,30.0,3450.0,6.666666666666665,,-0.028985507246376812,,0.16666666666666666,0.1,0.0,0.0002898550724637681,1
clinc150,0.5,calories,30.0,3450.0,13.333333333333336,,-0.057971014492753624,,0.2,0.06666666666666667,0.0,0.0005797101449275362,1
clinc150,0.5,cancel,30.0,3450.0,12.222222222222223,1.924500897298754,-0.14492753623188406,0.08695652173913045,0.20000000000000004,0.07777777777777778,0.0001932367149758454,0.0016425120772946861,3
clinc150,0.5,cancel_reservation,30.0,3450.0,0.8333333333333334,1.6666666666666667,-0.10144927536231885,0.1195103079889177,0.008333333333333333,0.0,0.0,0.0010144927536231885,4
clinc150,0.5,car_rental,30.0,3450.0,26.66666666666666,,-0.028985507246376812,,0.36666666666666664,0.1,0.0,0.0002898550724637681,1
clinc150,0.5,card_declined,30.0,3450.0,21.11111111111111,1.9245008972987507,-0.07729468599033816,0.07294526024416184,0.4222222222222222,0.2111111111111111,0.0,0.0007729468599033816,3
clinc150,0.5,carry_on,30.0,3450.0,10.0,0.0,0.0,0.0,0.25,0.15,0.0,0.0,2
clinc150,0.5,change_accent,30.0,3450.0,33.333333333333336,11.547005383792515,-0.057971014492753624,0.057971014492753624,0.3888888888888889,0.05555555555555555,0.0,0.0005797101449275362,3
clinc150,0.5,change_ai_name,30.0,3450.0,28.333333333333336,5.77350269189626,-0.043478260869565265,0.18559780398356082,0.325,0.041666666666666664,0.006231884057971014,0.006666666666666667,4
clinc150,0.5,change_language,30.0,3450.0,17.77777777777778,1.9245008972987512,-0.0966183574879227,0.07294526024416183,0.22222222222222224,0.044444444444444446,0.0003864734299516908,0.001352657004830918,3
clinc150,0.5,change_speed,30.0,3450.0,4.666666666666667,6.912147117775907,-0.09275362318840578,0.1318760946791574,0.16666666666666666,0.12,0.0,0.0009275362318840579,5
clinc150,0.5,change_user_name,30.0,3450.0,25.0,2.3570226039551603,0.1884057971014493,0.26644603349058316,0.26666666666666666,0.016666666666666666,0.002173913043478261,0.0002898550724637681,2
clinc150,0.5,change_volume,30.0,3450.0,8.888888888888888,1.9245008972987525,-0.106280193236715,0.13387832329034802,0.35555555555555557,0.26666666666666666,0.0,0.0010628019323671498,3
clinc150,0.5,confirm_reservation,30.0,3450.0,33.333333333333336,3.333333333333335,-0.03864734299516908,0.06693916164517401,0.3666666666666667,0.03333333333333333,9.66183574879227e-05,0.0004830917874396135,3
clinc150,0.5,cook_time,30.0,3450.0,7.777777777777778,1.9245008972987532,-0.01932367149758454,0.016734790411293502,0.16666666666666666,0.08888888888888889,0.0,0.0001932367149758454,3
clinc150,0.5,credit_limit,30.0,3450.0,24.166666666666668,7.391185942027817,-0.06521739130434782,0.09279890199178041,0.44166666666666665,0.2,0.0,0.0006521739130434782,4
clinc150,0.5,credit_limit_change,30.0,3450.0,10.666666666666668,2.7888667551135855,-0.028985507246376812,0.04099169746008971,0.15999999999999998,0.05333333333333333,0.0,0.0002898550724637681,5
clinc150,0.5,credit_score,30.0,3450.0,23.333333333333332,0.0,-0.2463768115942029,0.061487546190134565,0.2833333333333333,0.05,0.0,0.0024637681159420293,2
clinc150,0.5,current_location,30.0,3450.0,15.0,4.303314829119352,0.0,0.05292005386523344,0.19166666666666665,0.041666666666666664,0.0002898550724637681,0.0002898550724637681,4
clinc150,0.5,damaged_card,30.0,3450.0,22.5,1.6666666666666663,-0.2898550724637681,0.170662045726142,0.26666666666666666,0.041666666666666664,0.0015942028985507246,0.004492753623188406,4
clinc150,0.5,date,30.0,3450.0,6.666666666666667,4.08248290463863,-0.19130434782608696,0.10165610386521846,0.09333333333333334,0.026666666666666665,0.0,0.0019130434782608694,5
clinc150,0.5,direct_deposit,30.0,3450.0,20.0,6.666666666666668,-0.03864734299516908,0.016734790411293502,0.25555555555555554,0.05555555555555556,0.0,0.0003864734299516908,3
clinc150,0.5,directions,30.0,3450.0,34.44444444444445,1.924500897298758,-0.2028985507246377,0.11594202898550723,0.39999999999999997,0.05555555555555556,0.0014492753623188406,0.0034782608695652175,3
clinc150,0.5,distance,30.0,3450.0,22.222222222222225,6.938886664887111,-0.2415458937198068,0.26300787611239035,0.3888888888888889,0.16666666666666666,0.0002898550724637681,0.002705314009661836,3
clinc150,0.5,do_you_have_pets,30.0,3450.0,15.0,2.3570226039551567,-0.028985507246376812,0.0,0.15,0.0,0.0,0.0002898550724637681,2
clinc150,0.5,exchange_rate,30.0,3450.0,21.666666666666664,2.357022603955159,0.0,0.0,0.25,0.03333333333333333,0.0002898550724637681,0.0002898550724637681,2
clinc150,0.5,expiration_date,30.0,3450.0,13.333333333333334,4.714045207910318,0.0,0.0,0.2,0.06666666666666667,0.0,0.0,2
clinc150,0.5,find_phone,30.0,3450.0,13.333333333333332,4.714045207910315,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,2
clinc150,0.5,flight_status,30.0,3450.0,32.5,6.309898162000305,-0.036231884057971016,0.036472630122080914,0.3416666666666667,0.016666666666666666,0.0,0.00036231884057971015,4
clinc150,0.5,flip_coin,30.0,3450.0,15.555555555555555,1.9245008972987507,-0.6183574879227053,0.10973735933913574,0.15555555555555556,0.0,0.0,0.006183574879227053,3
clinc150,0.5,food_last,30.0,3450.0,7.5,4.194352464039306,-0.34782608695652173,0.6376811594202899,0.2583333333333333,0.18333333333333335,0.0,0.003478260869565217,4
clinc150,0.5,freeze_account,30.0,3450.0,15.0,5.773502691896258,-0.427536231884058,0.3752289319638915,0.20833333333333331,0.058333333333333334,0.0002898550724637681,0.004565217391304348,4
clinc150,0.5,fun_fact,30.0,3450.0,3.3333333333333335,3.333333333333334,-0.21256038647342992,0.0931753696714295,0.19999999999999998,0.16666666666666666,0.0,0.0021256038647342996,3
clinc150,0.5,gas,30.0,3450.0,20.0,,-0.927536231884058,,0.3333333333333333,0.13333333333333333,0.0034782608695652175,0.012753623188405797,1
clinc150,0.5,gas_type,30.0,3450.0,0.0,,-0.463768115942029,,0.1,0.1,0.0,0.00463768115942029,1
clinc150,0.5,goodbye,30.0,3450.0,0.0,,0.0,,0.13333333333333333,0.13333333333333333,0.0002898550724637681,0.0002898550724637681,1
clinc150,0.5,greeting,30.0,3450.0,13.333333333333334,0.0,-0.2898550724637681,0.40991697460089715,0.13333333333333333,0.0,0.0,0.002898550724637681,2
clinc150,0.5,how_busy,30.0,3450.0,17.777777777777775,1.9245008972987545,-0.03864734299516908,0.04427609367107092,0.3333333333333333,0.15555555555555556,0.0001932367149758454,0.0005797101449275362,3
clinc150,0.5,how_old_are_you,30.0,3450.0,-3.3333333333333326,,-0.057971014492753624,,0.1,0.13333333333333333,0.0,0.0005797101449275362,1
clinc150,0.5,improve_credit_score,30.0,3450.0,18.333333333333332,2.3570226039551603,-0.02898550724637681,4.9065389333867974e-18,0.3,0.11666666666666667,0.0004347826086956522,0.0007246376811594203,2
clinc150,0.5,income,30.0,3450.0,4.444444444444444,3.849001794597505,-0.7922705314009661,0.8462245909042513,0.2222222222222222,0.17777777777777778,0.0,0.007922705314009662,3
clinc150,0.5,ingredient_substitution,30.0,3450.0,23.333333333333332,0.0,-0.057971014492753624,0.04099169746008971,0.31666666666666665,0.08333333333333334,0.0,0.0005797101449275362,2
clinc150,0.5,ingredients_list,30.0,3450.0,15.555555555555555,3.849001794597506,-0.7149758454106281,0.4783340596903021,0.3111111111111111,0.15555555555555556,0.0007729468599033816,0.007922705314009662,3
clinc150,0.5,insurance,30.0,3450.0,-3.3333333333333335,,-0.028985507246376812,,0.0,0.03333333333333333,0.0,0.0002898550724637681,1
clinc150,0.5,insurance_change,30.0,3450.0,6.666666666666668,,-0.05797101449275363,,0.23333333333333334,0.16666666666666666,0.0002898550724637681,0.0008695652173913044,1
clinc150,0.5,interest_rate,30.0,3450.0,18.333333333333332,2.3570226039551603,-0.11594202898550725,0.04099169746008972,0.3333333333333333,0.15,0.0,0.0011594202898550724,2
clinc150,0.5,international_fees,30.0,3450.0,25.555555555555554,3.8490017945975064,0.0,0.0,0.26666666666666666,0.011111111111111112,0.0,0.0,3
clinc150,0.5,jump_start,30.0,3450.0,14.444444444444445,1.9245008972987518,-0.07729468599033816,0.08855218734214183,0.18888888888888888,0.044444444444444446,0.0,0.0007729468599033816,3
clinc150,0.5,last_maintenance,30.0,3450.0,13.333333333333334,4.714045207910318,-0.08695652173913043,0.04099169746008972,0.16666666666666669,0.03333333333333333,0.0004347826086956522,0.0013043478260869566,2
clinc150,0.5,lost_luggage,30.0,3450.0,4.4444444444444455,1.9245008972987532,0.0,0.0,0.07777777777777778,0.03333333333333333,0.0,0.0,3
clinc150,0.5,make_call,30.0,3450.0,25.555555555555554,3.849001794597506,0.019323671497584544,0.10179375606621004,0.2888888888888889,0.03333333333333333,0.001352657004830918,0.0011594202898550724,3
clinc150,0.5,maybe,30.0,3450.0,12.222222222222223,1.9245008972987534,-0.1932367149758454,0.3600897614219174,0.19999999999999998,0.07777777777777778,0.0008695652173913043,0.0028019323671497585,3
clinc150,0.5,meal_suggestion,30.0,3450.0,25.0,7.071067811865476,-0.30434782608695654,0.10247924365022426,0.45,0.2,0.00043478260869565214,0.0034782608695652175,2
clinc150,0.5,meaning_of_life,30.0,3450.0,8.888888888888888,1.9245008972987538,-0.028985507246376812,0.028985507246376812,0.16666666666666666,0.07777777777777778,0.0,0.0002898550724637681,3
clinc150,0.5,measurement_conversion,30.0,3450.0,10.0,0.0,-0.13768115942028986,0.043478260869565216,0.18333333333333335,0.08333333333333334,0.0,0.0013768115942028986,4
clinc150,0.5,meeting_schedule,30.0,3450.0,40.0,,0.0,,0.4,0.0,0.0,0.0,1
clinc150,0.5,min_payment,30.0,3450.0,13.333333333333334,,0.0,,0.13333333333333333,0.0,0.0,0.0,1
clinc150,0.5,mpg,30.0,3450.0,3.3333333333333335,,-0.927536231884058,,0.03333333333333333,0.0,0.0,0.00927536231884058,1
clinc150,0.5,new_card,30.0,3450.0,21.666666666666664,7.071067811865475,-0.043478260869565216,0.020495848730044855,0.36666666666666664,0.15000000000000002,0.0,0.00043478260869565214,2
clinc150,0.5,next_holiday,30.0,3450.0,6.666666666666668,,-0.05797101449275363,,0.1,0.03333333333333333,0.0002898550724637681,0.0008695652173913044,1
clinc150,0.5,next_song,30.0,3450.0,9.999999999999998,4.714045207910316,-0.043478260869565216,0.061487546190134565,0.3333333333333333,0.23333333333333334,0.0,0.0004347826086956522,2
clinc150,0.5,no,30.0,3450.0,5.000000000000001,2.357022603955159,-0.14492753623188406,0.08198339492017943,0.08333333333333334,0.03333333333333333,0.003043478260869565,0.004492753623188406,2
clinc150,0.5,nutrition_info,30.0,3450.0,16.666666666666664,0.0,-0.4782608695652174,0.6353713106313905,0.16666666666666666,0.0,0.0002898550724637681,0.005072463768115942,2
clinc150,0.5,oil_change_how,30.0,3450.0,16.666666666666664,0.0,-0.15458937198067635,0.13698016307978578,0.16666666666666666,0.0,0.0,0.0015458937198067635,3
clinc150,0.5,oil_change_when,30.0,3450.0,20.0,4.714045207910315,-0.5217391304347826,0.286941882220628,0.23333333333333334,0.03333333333333333,0.00014492753623188405,0.0053623188405797105,2
clinc150,0.5,order,30.0,3450.0,25.0,7.0710678118654755,-0.34782608695652173,0.16396678984035884,0.48333333333333334,0.23333333333333334,0.0010144927536231885,0.004492753623188406,2
clinc150,0.5,order_checks,30.0,3450.0,9.166666666666666,1.6666666666666663,-0.021739130434782608,0.043478260869565216,0.10833333333333334,0.016666666666666666,0.0,0.0002173913043478261,4
clinc150,0.5,order_status,30.0,3450.0,17.777777777777775,8.388704928078608,-0.04830917874396135,0.06033814491206182,0.3,0.12222222222222223,0.0002898550724637681,0.0007729468599033816,3
clinc150,0.5,pay_bill,30.0,3450.0,20.0,,-0.14492753623188406,,0.26666666666666666,0.06666666666666667,0.0002898550724637681,0.0017391304347826088,1
clinc150,0.5,payday,30.0,3450.0,15.0,2.357022603955156,-0.014492753623188406,0.020495848730044855,0.26666666666666666,0.11666666666666667,0.0,0.00014492753623188405,2
clinc150,0.5,pin_change,30.0,3450.0,10.000000000000004,,0.0,,0.43333333333333335,0.3333333333333333,0.0,0.0,1
clinc150,0.5,play_music,30.0,3450.0,31.666666666666664,11.785113019775794,-0.5072463768115942,0.3074377309506729,0.48333333333333334,0.16666666666666669,0.00536231884057971,0.010434782608695653,2
clinc150,0.5,plug_type,30.0,3450.0,7.777777777777779,1.9245008972987518,0.0,0.0,0.2111111111111111,0.13333333333333333,0.0,0.0,3
clinc150,0.5,pto_balance,30.0,3450.0,3.333333333333333,1.0877919644084146e-15,-0.07246376811594203,0.10247924365022429,0.13333333333333333,0.1,0.0,0.0007246376811594203,2
clinc150,0.5,pto_request,30.0,3450.0,11.666666666666664,7.071067811865475,0.0,0.0,0.36666666666666664,0.25,0.0,0.0,2
clinc150,0.5,pto_request_status,30.0,3450.0,18.88888888888889,5.091750772173155,-0.057971014492753624,0.050204371233880496,0.3,0.11111111111111112,0.0002898550724637681,0.0008695652173913044,3
clinc150,0.5,pto_used,30.0,3450.0,15.555555555555557,1.9245008972987518,-0.05797101449275365,0.10040874246776105,0.20000000000000004,0.044444444444444446,0.002028985507246377,0.0026086956521739132,3
clinc150,0.5,recipe,30.0,3450.0,25.0,7.0710678118654755,-0.37681159420289856,0.45090867206098684,0.3333333333333333,0.08333333333333334,0.0010144927536231885,0.004782608695652174,2
clinc150,0.5,redeem_rewards,30.0,3450.0,1.1111111111111105,17.105338131489614,-0.1932367149758454,0.13698016307978575,0.27777777777777773,0.26666666666666666,0.0004830917874396135,0.0024154589371980675,3
clinc150,0.5,reminder,30.0,3450.0,30.0,,0.0,,0.3,0.0,0.0,0.0,1
clinc150,0.5,reminder_update,30.0,3450.0,4.444444444444445,8.38870492807861,0.1932367149758454,0.13698016307978572,0.17777777777777778,0.13333333333333333,0.003671497584541063,0.0017391304347826088,3
clinc150,0.5,repeat,30.0,3450.0,11.111111111111109,5.091750772173153,-0.057971014492753624,0.057971014492753624,0.25555555555555554,0.14444444444444446,0.0,0.0005797101449275362,3
clinc150,0.5,replacement_card_duration,30.0,3450.0,6.666666666666665,3.333333333333333,-0.14492753623188406,0.20081748493552204,0.2888888888888889,0.22222222222222224,9.66183574879227e-05,0.0015458937198067632,3
clinc150,0.5,report_fraud,30.0,3450.0,20.0,,0.0,,0.5,0.3,0.0,0.0,1
clinc150,0.5,report_lost_card,30.0,3450.0,3.3333333333333326,4.714045207910315,0.0,0.0,0.15,0.11666666666666667,0.0,0.0,2
clinc150,0.5,reset_settings,30.0,3450.0,16.666666666666668,,0.0,,0.23333333333333334,0.06666666666666667,0.0,0.0,1
clinc150,0.5,restaurant_reservation,30.0,3450.0,15.833333333333332,7.391185942027817,-0.4057971014492754,0.5840417878147792,0.2833333333333333,0.125,0.00021739130434782607,0.00427536231884058,4
clinc150,0.5,restaurant_reviews,30.0,3450.0,10.000000000000004,,-0.2028985507246377,,0.4666666666666667,0.36666666666666664,0.0002898550724637681,0.002318840579710145,1
clinc150,0.5,restaurant_suggestion,30.0,3450.0,30.0,9.428090415820636,-0.46376811594202905,0.08198339492017948,0.3833333333333333,0.08333333333333334,0.0,0.004637681159420291,2
clinc150,0.5,rewards_balance,30.0,3450.0,18.333333333333336,1.9245008972987525,-0.11594202898550725,0.13387832329034802,0.20833333333333334,0.025,0.0005797101449275362,0.0017391304347826085,4
clinc150,0.5,roll_dice,30.0,3450.0,23.333333333333332,,-0.4057971014492754,,0.23333333333333334,0.0,0.0,0.004057971014492754,1
clinc150,0.5,rollover_401k,30.0,3450.0,13.333333333333334,,0.0,,0.16666666666666666,0.03333333333333333,0.0,0.0,1
clinc150,0.5,routing,30.0,3450.0,36.666666666666664,,-0.028985507246376812,,0.36666666666666664,0.0,0.0,0.0002898550724637681,1
clinc150,0.5,schedule_maintenance,30.0,3450.0,33.333333333333336,,-0.23188405797101452,,0.4666666666666667,0.13333333333333333,0.0011594202898550724,0.0034782608695652175,1
clinc150,0.5,schedule_meeting,30.0,3450.0,22.5,4.194352464039305,-0.043478260869565216,0.09011960437766971,0.23333333333333334,0.008333333333333333,0.0013043478260869566,0.0017391304347826085,4
clinc150,0.5,share_location,30.0,3450.0,8.333333333333334,1.9245008972987518,-0.036231884057971016,0.014492753623188408,0.11666666666666667,0.03333333333333333,0.0,0.00036231884057971015,4
clinc150,0.5,shopping_list,30.0,3450.0,23.333333333333332,5.773502691896259,-0.028985507246376815,0.028985507246376815,0.39999999999999997,0.16666666666666666,0.0002898550724637681,0.0005797101449275362,3
clinc150,0.5,shopping_list_update,30.0,3450.0,27.5,3.1914236925211306,-0.036231884057971016,0.027751510369748933,0.375,0.1,0.0005072463768115942,0.0008695652173913044,4
clinc150,0.5,smart_home,30.0,3450.0,23.333333333333336,4.714045207910319,-0.2318840579710145,0.3279335796807177,0.3,0.06666666666666667,0.002028985507246377,0.004347826086956522,2
clinc150,0.5,spelling,30.0,3450.0,1.111111111111111,6.938886664887107,-0.15458937198067632,0.06693916164517401,0.13333333333333333,0.12222222222222223,0.0,0.0015458937198067632,3
clinc150,0.5,spending_history,30.0,3450.0,10.0,8.81917103688197,-0.03864734299516909,0.033469580822587004,0.2888888888888889,0.18888888888888888,0.000966183574879227,0.001352657004830918,3
clinc150,0.5,sync_device,30.0,3450.0,15.833333333333332,6.871842709362768,-0.26811594202898553,0.20547024461967867,0.18333333333333335,0.024999999999999998,0.0,0.0026811594202898552,4
clinc150,0.5,taxes,30.0,3450.0,7.5,3.1914236925211266,-0.14492753623188406,0.21947471867827145,0.1,0.024999999999999998,0.0,0.0014492753623188406,4
clinc150,0.5,tell_joke,30.0,3450.0,20.833333333333332,7.3911859420278185,-0.036231884057971016,0.07246376811594203,0.2833333333333333,0.075,0.0,0.00036231884057971015,4
clinc150,0.5,text,30.0,3450.0,18.888888888888886,3.8490017945975064,-0.08695652173913043,0.0,0.3,0.11111111111111112,9.66183574879227e-05,0.000966183574879227,3
clinc150,0.5,thank_you,30.0,3450.0,3.3333333333333326,4.714045207910315,-0.2318840579710145,0.2459501847605383,0.16666666666666666,0.13333333333333333,0.0,0.002318840579710145,2
clinc150,0.5,time,30.0,3450.0,6.666666666666668,,-0.6376811594202898,,0.2,0.13333333333333333,0.002028985507246377,0.008405797101449276,1
clinc150,0.5,timer,30.0,3450.0,10.0,2.7216552697590872,-0.10869565217391305,0.13043478260869568,0.15,0.049999999999999996,0.0,0.0010869565217391304,4
clinc150,0.5,timezone,30.0,3450.0,26.666666666666668,0.0,-0.11594202898550725,0.05797101449275362,0.2888888888888889,0.022222222222222223,0.0014492753623188406,0.0026086956521739132,3
clinc150,0.5,tire_change,30.0,3450.0,13.333333333333334,5.773502691896258,-0.2898550724637681,0.17391304347826086,0.18888888888888888,0.05555555555555556,0.0,0.002898550724637681,3
clinc150,0.5,tire_pressure,30.0,3450.0,10.0,0.0,-0.36231884057971014,0.2664460334905831,0.1,0.0,0.0,0.0036231884057971015,2
clinc150,0.5,todo_list,30.0,3450.0,0.0,,-0.17391304347826086,,0.06666666666666667,0.06666666666666667,0.003188405797101449,0.004927536231884058,1
clinc150,0.5,todo_list_update,30.0,3450.0,28.333333333333332,5.773502691896256,0.06521739130434784,0.37746134986700586,0.31666666666666665,0.03333333333333333,0.004565217391304348,0.003913043478260869,4
clinc150,0.5,traffic,30.0,3450.0,11.111111111111112,3.849001794597506,0.0,0.0,0.15555555555555556,0.044444444444444446,0.0,0.0,3
clinc150,0.5,transactions,30.0,3450.0,8.333333333333334,7.071067811865475,-0.21739130434782608,0.30743773095067284,0.21666666666666667,0.13333333333333333,0.0,0.002173913043478261,2
clinc150,0.5,transfer,30.0,3450.0,11.111111111111109,5.091750772173153,-0.03864734299516908,0.04427609367107092,0.22222222222222224,0.11111111111111112,0.0,0.0003864734299516908,3
clinc150,0.5,translate,30.0,3450.0,36.66666666666667,9.0267093384844,-0.10869565217391305,0.07246376811594206,0.4666666666666667,0.1,0.0007971014492753623,0.001884057971014493,4
clinc150,0.5,travel_alert,30.0,3450.0,50.0,2.721655269759089,-0.2318840579710145,0.31038412375283114,0.55,0.05,0.0,0.002318840579710145,4
clinc150,0.5,travel_notification,30.0,3450.0,31.333333333333332,5.577733510227171,0.0,0.0,0.4,0.08666666666666667,0.0,0.0,5
clinc150,0.5,travel_suggestion,30.0,3450.0,1.6666666666666667,2.3570226039551585,-0.24637681159420288,0.06148754619013461,0.08333333333333334,0.06666666666666667,0.0005797101449275362,0.003043478260869565,2
clinc150,0.5,uber,30.0,3450.0,11.111111111111112,1.9245008972987536,0.0,0.0,0.17777777777777778,0.06666666666666667,0.0002898550724637681,0.0002898550724637681,3
clinc150,0.5,update_playlist,30.0,3450.0,25.555555555555557,5.091750772173157,-0.028985507246376812,0.028985507246376812,0.27777777777777773,0.022222222222222223,0.0,0.0002898550724637681,3
clinc150,0.5,user_name,30.0,3450.0,18.33333333333333,11.785113019775787,-0.01449275362318841,0.06148754619013457,0.3,0.11666666666666667,0.0002898550724637681,0.0004347826086956522,2
clinc150,0.5,vaccines,30.0,3450.0,41.111111111111114,1.9245008972987534,-0.028985507246376812,0.028985507246376812,0.4666666666666666,0.05555555555555555,0.0,0.0002898550724637681,3
clinc150,0.5,w2,30.0,3450.0,3.333333333333334,4.714045207910318,0.0,0.0,0.08333333333333334,0.05,0.0,0.0,2
clinc150,0.5,what_are_your_hobbies,30.0,3450.0,25.555555555555554,1.92450089729875,-0.04830917874396135,0.08367395205646751,0.35555555555555557,0.10000000000000002,0.0,0.0004830917874396135,3
clinc150,0.5,what_can_i_ask_you,30.0,3450.0,14.444444444444445,8.38870492807861,-0.13526570048309178,0.18635073934285903,0.27777777777777773,0.13333333333333333,0.0,0.001352657004830918,3
clinc150,0.5,what_is_your_name,30.0,3450.0,8.888888888888888,5.091750772173156,-0.06763285024154587,0.22138046835535466,0.19999999999999998,0.11111111111111112,0.002318840579710145,0.002995169082125604,3
clinc150,0.5,what_song,30.0,3450.0,16.666666666666668,3.333333333333332,-0.3285024154589372,0.19730026914649407,0.2111111111111111,0.044444444444444446,9.66183574879227e-05,0.0033816425120772944,3
clinc150,0.5,where_are_you_from,30.0,3450.0,19.166666666666664,3.1914236925211283,-0.2536231884057971,0.18389242812245682,0.29166666666666663,0.1,0.0002173913043478261,0.0027536231884057972,4
clinc150,0.5,whisper_mode,30.0,3450.0,6.666666666666667,3.3333333333333326,-0.1642512077294686,0.14874207070860535,0.11111111111111112,0.044444444444444446,0.0,0.0016425120772946861,3
clinc150,0.5,who_do_you_work_for,30.0,3450.0,16.666666666666668,,-0.14492753623188406,,0.4666666666666667,0.3,0.0,0.0014492753623188406,1
clinc150,0.5,yes,30.0,3450.0,15.0,2.357022603955162,-0.3913043478260869,0.10247924365022432,0.3833333333333333,0.23333333333333334,0.004492753623188406,0.008405797101449276,2
clinc150,0.75,accept_reservations,30.0,2340.0,12.666666666666666,5.47722557505166,-0.042735042735042736,0.042735042735042736,0.24,0.11333333333333333,0.0,0.0004273504273504274,5
clinc150,0.75,account_blocked,30.0,2340.0,36.666666666666664,3.333333333333334,-0.07122507122507123,0.06527885605350199,0.4444444444444445,0.07777777777777778,0.0,0.0007122507122507123,3
clinc150,0.75,alarm,30.0,2340.0,0.0,0.0,-0.021367521367521368,0.030218238512245622,0.06666666666666667,0.06666666666666667,0.0,0.00021367521367521368,2
clinc150,0.75,application_status,30.0,2340.0,9.333333333333332,1.4907119849998598,-0.05128205128205128,0.07644676846153127,0.09333333333333334,0.0,0.0,0.0005128205128205128,5
clinc150,0.75,apr,30.0,2340.0,4.999999999999999,1.9245008972987523,-0.010683760683760684,0.021367521367521368,0.2833333333333333,0.23333333333333334,0.00010683760683760684,0.00021367521367521368,4
clinc150,0.75,are_you_a_bot,30.0,2340.0,16.0,2.7888667551135846,-0.02564102564102564,0.023406946901930178,0.24,0.08,0.0,0.0002564102564102564,5
clinc150,0.75,balance,30.0,2340.0,23.333333333333332,3.3333333333333335,-0.24216524216524216,0.1927029808898673,0.2888888888888889,0.05555555555555555,0.001851851851851852,0.004273504273504273,3
clinc150,0.75,bill_balance,30.0,2340.0,35.0,7.0710678118654755,-0.5769230769230769,0.634583008757158,0.5333333333333333,0.18333333333333335,0.000641025641025641,0.00641025641025641,2
clinc150,0.75,bill_due,30.0,2340.0,17.5,3.191423692521126,-0.42735042735042733,0.46422138851282974,0.275,0.09999999999999999,0.0,0.004273504273504274,4
clinc150,0.75,book_flight,30.0,2340.0,20.833333333333332,5.69275042553311,0.0,0.0,0.35833333333333334,0.15,0.0,0.0,4
clinc150,0.75,book_hotel,30.0,2340.0,16.666666666666664,6.085806194501845,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,4
clinc150,0.75,calculator,30.0,2340.0,5.0,3.3333333333333326,-0.38461538461538464,0.034893016278962616,0.175,0.125,0.0008547008547008547,0.004700854700854701,4
clinc150,0.75,calendar,30.0,2340.0,12.666666666666664,8.944271909999157,-0.017094017094017096,0.023406946901930178,0.3,0.17333333333333334,0.0,0.00017094017094017094,5
clinc150,0.75,calendar_update,30.0,2340.0,13.333333333333332,4.082482904638629,0.0,0.0,0.24,0.10666666666666666,0.0,0.0,5
clinc150,0.75,calories,30.0,2340.0,16.666666666666668,4.714045207910315,-0.08547008547008547,0.0,0.23333333333333334,0.06666666666666667,0.0,0.0008547008547008547,2
clinc150,0.75,cancel,30.0,2340.0,15.000000000000002,3.3333333333333326,-0.16025641025641027,0.07298397981452708,0.20833333333333334,0.058333333333333334,0.00021367521367521368,0.0018162393162393163,4
clinc150,0.75,cancel_reservation,30.0,2340.0,0.8333333333333334,1.6666666666666667,-0.042735042735042736,0.08547008547008547,0.008333333333333333,0.0,0.0,0.00042735042735042735,4
clinc150,0.75,car_rental,30.0,2340.0,27.5,3.191423692521128,-0.08547008547008547,0.17094017094017094,0.3583333333333333,0.08333333333333334,0.0,0.0008547008547008547,4
clinc150,0.75,card_declined,30.0,2340.0,18.0,5.055250296034369,-0.25641025641025644,0.5047440944879367,0.39333333333333337,0.21333333333333332,0.0,0.0025641025641025645,5
clinc150,0.75,carry_on,30.0,2340.0,7.500000000000001,1.666666666666666,0.0,0.0,0.23333333333333334,0.15833333333333333,0.0,0.0,4
clinc150,0.75,change_accent,30.0,2340.0,27.777777777777775,3.8490017945975064,-0.014245014245014245,0.024673088426907085,0.3,0.022222222222222223,0.0,0.00014245014245014244,3
clinc150,0.75,change_ai_name,30.0,2340.0,28.333333333333332,4.30331482911935,-0.17094017094017092,0.21224593199075978,0.31666666666666665,0.03333333333333333,0.0035256410256410257,0.005235042735042735,4
clinc150,0.75,change_language,30.0,2340.0,15.833333333333334,3.1914236925211266,-0.17094017094017094,0.13514007094736666,0.20833333333333331,0.05,0.0,0.0017094017094017094,4
