dataset,kir,intent,n_known,n_oos,delta_known_rejected_pp,delta_known_rejected_std_pp,delta_oos_false_accept_pp,delta_oos_false_accept_std_pp,trainable_known_rejected_rate,adb_known_rejected_rate,trainable_oos_false_accept_rate,adb_oos_false_accept_rate,n_seeds
banking77,0.75,declined_cash_withdrawal,40.0,760.0,9.0,2.8504385627478457,-0.9473684210526315,1.1218986182785369,0.16499999999999998,0.075,0.008157894736842105,0.017631578947368422,5
banking77,0.75,declined_transfer,40.0,760.0,1.9999999999999993,4.107919181288747,-0.5526315789473684,1.0945597022676536,0.22000000000000003,0.2,0.0007894736842105263,0.00631578947368421,5
banking77,0.75,direct_debit_payment_not_recognised,40.0,760.0,6.666666666666667,5.204164998665332,-0.2192982456140351,0.40198032411893336,0.27499999999999997,0.20833333333333334,0.0021929824561403508,0.004385964912280702,3
banking77,0.75,disposable_card_limits,40.0,760.0,9.375,2.3935677693908457,-0.03289473684210526,0.06578947368421052,0.1875,0.09375,0.0,0.0003289473684210526,4
banking77,0.75,edit_personal_details,40.0,760.0,11.0,2.850438562747845,0.0,0.0,0.16,0.05,0.0,0.0,5
banking77,0.75,exchange_charge,40.0,760.0,12.5,1.7763568394002505e-15,-0.06578947368421052,0.09304036594559835,0.16249999999999998,0.037500000000000006,0.0,0.0006578947368421052,2
banking77,0.75,exchange_rate,40.0,760.0,6.0,1.3693063937629153,-0.13157894736842107,0.22790142204853653,0.11000000000000001,0.05,0.002368421052631579,0.003684210526315789,5
banking77,0.75,exchange_via_app,40.0,760.0,19.375,4.732423621500227,-1.1842105263157894,1.611506409725775,0.29375,0.1,0.003289473684210526,0.015131578947368421,4
banking77,0.75,extra_charge_on_statement,40.0,760.0,17.5,2.0412414523193148,0.13157894736842102,0.5684860261761281,0.28125,0.10625000000000001,0.004276315789473684,0.0029605263157894738,4
banking77,0.75,failed_transfer,40.0,760.0,7.5,2.041241452319315,-0.36184210526315785,0.4728916371238557,0.14375,0.06875,0.009539473684210526,0.013157894736842105,4
banking77,0.75,fiat_currency_support,40.0,760.0,15.0,2.8867513459481295,-1.019736842105263,0.4966996338993913,0.2,0.05,0.009210526315789473,0.019407894736842103,4
banking77,0.75,get_disposable_virtual_card,40.0,760.0,14.5,2.09165006633519,-0.5263157894736843,1.1768778828946262,0.19,0.045,0.0015789473684210526,0.006842105263157895,5
banking77,0.75,get_physical_card,40.0,760.0,6.875,4.732423621500227,-0.5263157894736842,0.6171599683978197,0.15,0.08125,0.003289473684210526,0.008552631578947367,4
banking77,0.75,getting_spare_card,40.0,760.0,14.375,5.543389456520863,-0.19736842105263155,0.07596714068284548,0.2375,0.09375,0.0,0.001973684210526316,4
banking77,0.75,getting_virtual_card,40.0,760.0,7.0,2.091650066335189,-0.15789473684210525,0.23537557657892522,0.135,0.065,0.0,0.0015789473684210526,5
banking77,0.75,lost_or_stolen_card,40.0,760.0,15.625,4.269562819149833,-0.756578947368421,0.8752720194506625,0.25,0.09375,0.000986842105263158,0.008552631578947369,4
banking77,0.75,lost_or_stolen_phone,40.0,760.0,16.5,1.3693063937629146,-0.02631578947368421,0.058843894144731304,0.265,0.1,0.0,0.0002631578947368421,5
banking77,0.75,order_physical_card,40.0,760.0,-1.0,2.8504385627478452,-1.5789473684210527,1.6591473964366439,0.075,0.08499999999999999,0.0015789473684210526,0.017368421052631578,5
banking77,0.75,passcode_forgotten,40.0,760.0,11.5,2.850438562747845,0.0,0.0,0.125,0.01,0.0,0.0,5
banking77,0.75,pending_card_payment,40.0,760.0,12.5,6.6143782776614755,-0.30701754385964913,0.30386856273138196,0.25833333333333336,0.13333333333333333,0.0,0.003070175438596491,3
banking77,0.75,pending_cash_withdrawal,40.0,760.0,10.625,4.732423621500227,0.0,0.107433760648385,0.24375,0.13749999999999998,0.0003289473684210526,0.0003289473684210526,4
banking77,0.75,pending_top_up,40.0,760.0,1.2499999999999998,1.7677669529663687,0.7236842105263158,1.7677669529663687,0.0875,0.07500000000000001,0.025,0.017763157894736842,2
banking77,0.75,pending_transfer,40.0,760.0,1.8749999999999996,3.749999999999999,-1.085526315789474,1.25,0.11249999999999999,0.09375,0.005592105263157895,0.01644736842105263,4
banking77,0.75,pin_blocked,40.0,760.0,12.500000000000004,3.061862178478971,-0.3684210526315789,0.46890867582119633,0.275,0.15,0.0002631578947368421,0.003947368421052632,5
banking77,0.75,receiving_money,40.0,760.0,2.4999999999999996,2.4999999999999996,9.25185853854297e-18,0.13157894736842105,0.15833333333333333,0.13333333333333333,0.0035087719298245615,0.0035087719298245615,3
banking77,0.75,request_refund,40.0,760.0,7.5,3.5355339059327378,-0.5921052631578948,0.8373632935103853,0.16249999999999998,0.0875,0.0,0.0059210526315789476,2
banking77,0.75,reverted_card_payment?,40.0,760.0,-0.8333333333333343,7.216878364870324,-0.7894736842105262,1.482819430208506,0.16666666666666666,0.17500000000000002,0.0021929824561403508,0.010087719298245614,3
banking77,0.75,supported_cards_and_currencies,40.0,760.0,9.166666666666666,1.443375672974065,-1.4473684210526316,1.1694992654362617,0.17499999999999996,0.08333333333333333,0.003070175438596491,0.017543859649122806,3
banking77,0.75,terminate_account,40.0,760.0,13.125,3.750000000000001,0.0,0.0,0.2,0.06875,0.0,0.0,4
banking77,0.75,top_up_by_bank_transfer_charge,40.0,760.0,6.875,4.732423621500229,-0.03289473684210526,0.7549085297394081,0.1875,0.11875000000000001,0.00625,0.006578947368421052,4
banking77,0.75,top_up_by_card_charge,40.0,760.0,1.6666666666666667,3.8188130791298667,0.08771929824561403,0.07596714068284549,0.049999999999999996,0.03333333333333333,0.0017543859649122807,0.0008771929824561404,3
banking77,0.75,top_up_by_cash_or_cheque,40.0,760.0,8.333333333333334,1.4433756729740648,-0.2631578947368421,0.13157894736842107,0.16666666666666666,0.08333333333333333,0.0008771929824561404,0.0035087719298245615,3
banking77,0.75,top_up_failed,40.0,760.0,2.5,3.5355339059327378,-1.5789473684210527,1.1164843913471805,0.1125,0.0875,0.017105263157894738,0.03289473684210526,2
banking77,0.75,top_up_limits,40.0,760.0,8.75,5.303300858899107,0.0,0.0,0.1375,0.05,0.0,0.0,2
banking77,0.75,top_up_reverted,40.0,760.0,8.333333333333334,2.886751345948129,-1.1842105263157894,0.3481251725084989,0.16666666666666666,0.08333333333333333,0.02236842105263158,0.034210526315789476,3
banking77,0.75,topping_up_by_card,40.0,760.0,2.5000000000000004,5.5901699437494745,-0.6842105263157896,1.544021622284838,0.255,0.22999999999999998,0.012894736842105261,0.019736842105263157,5
banking77,0.75,transaction_charged_twice,40.0,760.0,7.5,2.886751345948129,-0.06578947368421052,0.07596714068284549,0.13125,0.05625,0.0,0.0006578947368421052,4
banking77,0.75,transfer_fee_charged,40.0,760.0,1.8749999999999996,4.269562819149831,-0.4605263157894737,0.31322054511152847,0.14375,0.125,0.001644736842105263,0.00625,4
banking77,0.75,transfer_into_account,40.0,760.0,8.125000000000002,4.269562819149832,-0.4605263157894737,0.3132205451115284,0.2625,0.18125,0.0006578947368421052,0.005263157894736842,4
banking77,0.75,transfer_not_received_by_recipient,40.0,760.0,12.5,,0.13157894736842105,,0.2,0.075,0.002631578947368421,0.0013157894736842105,1
banking77,0.75,transfer_timing,40.0,760.0,22.5,2.5,-0.3508771929824561,0.7246803351692238,0.27499999999999997,0.05000000000000001,0.006578947368421052,0.010087719298245612,3
banking77,0.75,unable_to_verify_identity,40.0,760.0,11.25,1.443375672974064,-0.032894736842105234,0.06578947368421047,0.21250000000000002,0.1,0.00625,0.006578947368421052,4
banking77,0.75,verify_my_identity,40.0,760.0,8.5,3.791437722025775,-0.7894736842105263,1.048511674375607,0.13999999999999999,0.05500000000000001,0.00631578947368421,0.014210526315789474,5
banking77,0.75,verify_source_of_funds,40.0,760.0,2.0,1.118033988749895,0.0,0.0,0.04,0.02,0.0,0.0,5
banking77,0.75,verify_top_up,40.0,760.0,3.125,1.25,0.0,0.0,0.05,0.018750000000000003,0.0,0.0,4
banking77,0.75,virtual_card_not_working,40.0,760.0,19.375,8.260094833999588,0.0,0.0,0.3,0.10625,0.0,0.0,4
banking77,0.75,visa_or_mastercard,40.0,760.0,13.75,1.4433756729740659,-0.09868421052631579,0.06578947368421052,0.2125,0.075,0.0,0.000986842105263158,4
banking77,0.75,why_verify_identity,40.0,760.0,2.5,0.0,-0.1315789473684211,0.2279014220485366,0.05000000000000001,0.025000000000000005,0.010087719298245614,0.011403508771929825,3
banking77,0.75,wrong_amount_of_cash_received,40.0,760.0,6.874999999999999,3.750000000000001,0.625,0.9984695120905448,0.15,0.08125,0.009868421052631578,0.003618421052631579,4
banking77,0.75,wrong_exchange_rate_for_cash_withdrawal,40.0,760.0,9.0,1.3693063937629157,-0.05263157894736842,0.11768778828946261,0.21000000000000002,0.12,0.0,0.0005263157894736842,5
clinc150,0.25,accept_reservations,30.0,4560.0,16.666666666666668,,-0.04385964912280702,,0.23333333333333334,0.06666666666666667,0.003289473684210526,0.0037280701754385964,1
clinc150,0.25,account_blocked,30.0,4560.0,38.333333333333336,2.357022603955155,-0.13157894736842105,0.031013455315199466,0.48333333333333334,0.1,0.0,0.0013157894736842105,2
clinc150,0.25,application_status,30.0,4560.0,13.333333333333334,,-0.06578947368421051,,0.13333333333333333,0.0,0.0004385964912280702,0.0010964912280701754,1
clinc150,0.25,apr,30.0,4560.0,9.999999999999998,,-0.043859649122807015,,0.3333333333333333,0.23333333333333334,0.0,0.0004385964912280702,1
clinc150,0.25,are_you_a_bot,30.0,4560.0,6.666666666666668,,-0.08771929824561403,,0.2,0.13333333333333333,0.0,0.0008771929824561404,1
clinc150,0.25,bill_balance,30.0,4560.0,40.0,,-2.1710526315789473,,0.5333333333333333,0.13333333333333333,0.0013157894736842105,0.023026315789473683,1
clinc150,0.25,bill_due,30.0,4560.0,16.666666666666668,4.714045207910317,-1.030701754385965,0.3721614637823935,0.2833333333333333,0.11666666666666667,0.0004385964912280702,0.010745614035087718,2
clinc150,0.25,book_flight,30.0,4560.0,16.666666666666664,,0.0,,0.3,0.13333333333333333,0.0,0.0,1
clinc150,0.25,calculator,30.0,4560.0,3.333333333333334,4.714045207910318,-0.3070175438596491,0.031013455315199452,0.16666666666666669,0.13333333333333333,0.0006578947368421052,0.0037280701754385964,2
clinc150,0.25,calendar,30.0,4560.0,21.11111111111111,5.091750772173152,-0.38011695906432746,0.14601596751051293,0.3444444444444444,0.13333333333333333,0.0010233918128654971,0.004824561403508772,3
clinc150,0.25,calendar_update,30.0,4560.0,0.0,,-0.32894736842105265,,0.13333333333333333,0.13333333333333333,0.002412280701754386,0.005701754385964913,1
clinc150,0.25,calories,30.0,4560.0,16.666666666666668,,-0.06578947368421052,,0.2,0.03333333333333333,0.0,0.0006578947368421052,1
clinc150,0.25,cancel,30.0,4560.0,20.0,5.773502691896256,-0.25584795321637427,0.12078005586153735,0.26666666666666666,0.06666666666666667,0.0002192982456140351,0.002777777777777778,3
clinc150,0.25,cancel_reservation,30.0,4560.0,5.0,2.3570226039551585,-0.06578947368421052,0.09304036594559835,0.05,0.0,0.0,0.0006578947368421052,2
clinc150,0.25,car_rental,30.0,4560.0,23.333333333333332,,-0.021929824561403508,,0.3333333333333333,0.1,0.0,0.0002192982456140351,1
clinc150,0.25,card_declined,30.0,4560.0,23.333333333333332,0.0,-0.36184210526315785,0.4186816467551926,0.43333333333333335,0.2,0.0,0.003618421052631579,2
clinc150,0.25,carry_on,30.0,4560.0,13.333333333333334,,-0.021929824561403508,,0.26666666666666666,0.13333333333333333,0.0,0.0002192982456140351,1
clinc150,0.25,change_accent,30.0,4560.0,38.333333333333336,11.785113019775787,-0.2192982456140351,0.12405382126079781,0.4666666666666667,0.08333333333333333,0.0,0.0021929824561403508,2
clinc150,0.25,change_ai_name,30.0,4560.0,36.666666666666664,4.714045207910321,0.06578947368421054,0.4652018297279918,0.41666666666666663,0.05,0.007894736842105263,0.007236842105263158,2
clinc150,0.25,change_language,30.0,4560.0,26.666666666666668,,-0.13157894736842105,,0.3,0.03333333333333333,0.0004385964912280702,0.0017543859649122807,1
clinc150,0.25,change_speed,30.0,4560.0,10.0,,-0.30701754385964913,,0.16666666666666666,0.06666666666666667,0.0,0.0030701754385964912,1
clinc150,0.25,change_user_name,30.0,4560.0,20.0,,0.307017543859649,,0.26666666666666666,0.06666666666666667,0.01206140350877193,0.008991228070175439,1
clinc150,0.25,change_volume,30.0,4560.0,6.666666666666665,,-0.5701754385964912,,0.3333333333333333,0.26666666666666666,0.0,0.005701754385964913,1
clinc150,0.25,confirm_reservation,30.0,4560.0,47.77777777777777,1.924500897298753,-0.3435672514619883,0.21966343861574156,0.5111111111111111,0.03333333333333333,0.0007309941520467836,0.004166666666666667,3
clinc150,0.25,cook_time,30.0,4560.0,3.3333333333333326,,-0.2412280701754386,,0.13333333333333333,0.1,0.0,0.002412280701754386,1
clinc150,0.25,credit_limit,30.0,4560.0,25.555555555555557,3.8490017945975077,-0.3216374269005848,0.3775073489378759,0.43333333333333335,0.17777777777777778,0.0,0.003216374269005848,3
clinc150,0.25,credit_limit_change,30.0,4560.0,10.833333333333334,1.666666666666667,-0.12609649122807018,0.11092098615126841,0.15833333333333333,0.05,0.0,0.0012609649122807018,4
clinc150,0.25,credit_score,30.0,4560.0,28.333333333333336,2.3570226039551563,-0.4605263157894737,0.24810764252159562,0.2833333333333333,0.0,0.0,0.004605263157894737,2
clinc150,0.25,current_location,30.0,4560.0,15.0,4.303314829119352,-0.2850877192982456,0.20804458290581443,0.19166666666666665,0.041666666666666664,0.000493421052631579,0.003344298245614035,4
clinc150,0.25,damaged_card,30.0,4560.0,26.666666666666668,3.3333333333333353,-0.4312865497076024,0.43103868385396404,0.3111111111111111,0.044444444444444446,0.002412280701754386,0.006725146198830409,3
clinc150,0.25,date,30.0,4560.0,1.1111111111111112,5.091750772173156,-0.24853801169590642,0.2037625711223151,0.08888888888888889,0.07777777777777778,0.0,0.002485380116959064,3
clinc150,0.25,directions,30.0,4560.0,38.333333333333336,7.0710678118654755,-0.1425438596491228,0.015506727657599705,0.4666666666666667,0.08333333333333334,0.0020833333333333333,0.0035087719298245615,2
clinc150,0.25,distance,30.0,4560.0,13.333333333333332,9.428090415820636,-0.19736842105263158,0.03101345531519946,0.3333333333333333,0.2,0.0003289473684210526,0.0023026315789473686,2
clinc150,0.25,do_you_have_pets,30.0,4560.0,10.0,,-0.043859649122807015,,0.16666666666666666,0.06666666666666667,0.0,0.0004385964912280702,1
clinc150,0.25,expiration_date,30.0,4560.0,10.0,,-0.021929824561403508,,0.2,0.1,0.0,0.0002192982456140351,1
clinc150,0.25,flight_status,30.0,4560.0,25.0,7.0710678118654755,-0.06578947368421052,0.09304036594559835,0.3333333333333333,0.08333333333333333,0.0,0.0006578947368421052,2
clinc150,0.25,food_last,30.0,4560.0,13.333333333333334,,-0.6359649122807017,,0.3,0.16666666666666666,0.0,0.006359649122807017,1
clinc150,0.25,freeze_account,30.0,4560.0,13.333333333333334,4.714045207910317,-0.4989035087719298,0.4888514852154098,0.16666666666666666,0.03333333333333333,0.0003289473684210526,0.005317982456140351,4
clinc150,0.25,fun_fact,30.0,4560.0,7.777777777777779,1.9245008972987518,-0.27777777777777773,0.077015012813251,0.22222222222222224,0.14444444444444446,0.00029239766081871346,0.0030701754385964917,3
clinc150,0.25,greeting,30.0,4560.0,10.0,,-0.15350877192982457,,0.1,0.0,0.0006578947368421052,0.0021929824561403508,1
clinc150,0.25,how_busy,30.0,4560.0,18.333333333333332,7.071067811865478,-0.1425438596491228,0.13956054891839753,0.3666666666666667,0.18333333333333335,0.0008771929824561404,0.002302631578947368,2
clinc150,0.25,improve_credit_score,30.0,4560.0,13.333333333333334,,-0.15350877192982457,,0.26666666666666666,0.13333333333333333,0.0,0.0015350877192982456,1
clinc150,0.25,ingredient_substitution,30.0,4560.0,31.66666666666667,7.071067811865476,-0.2192982456140351,0.27912109783679506,0.3666666666666667,0.05,0.00010964912280701755,0.002302631578947368,2
clinc150,0.25,ingredients_list,30.0,4560.0,16.666666666666664,0.0,-1.2609649122807016,0.13956054891839764,0.31666666666666665,0.15,0.0021929824561403508,0.01480263157894737,2
clinc150,0.25,interest_rate,30.0,4560.0,16.666666666666664,,-0.06578947368421052,,0.3333333333333333,0.16666666666666666,0.0,0.0006578947368421052,1
clinc150,0.25,jump_start,30.0,4560.0,5.000000000000001,2.357022603955159,-0.2850877192982456,0.0,0.1,0.05,0.0,0.0028508771929824563,2
clinc150,0.25,last_maintenance,30.0,4560.0,5.0,2.3570226039551594,-0.021929824561403508,8.498374721940739e-18,0.15,0.1,0.000986842105263158,0.0012061403508771928,2
clinc150,0.25,lost_luggage,30.0,4560.0,5.000000000000001,2.3570226039551594,0.0,0.0,0.08333333333333334,0.03333333333333333,0.0,0.0,2
clinc150,0.25,make_call,30.0,4560.0,30.0,,0.10964912280701754,,0.3333333333333333,0.03333333333333333,0.005263157894736842,0.004166666666666667,1
clinc150,0.25,maybe,30.0,4560.0,16.666666666666668,,-0.5482456140350876,,0.23333333333333334,0.06666666666666667,0.0017543859649122807,0.007236842105263158,1
clinc150,0.25,meaning_of_life,30.0,4560.0,13.333333333333334,,-0.021929824561403508,,0.16666666666666666,0.03333333333333333,0.0,0.0002192982456140351,1
clinc150,0.25,measurement_conversion,30.0,4560.0,7.777777777777776,1.9245008972987534,-0.23391812865497075,0.19898622205871633,0.17777777777777778,0.10000000000000002,0.0,0.002339181286549707,3
clinc150,0.25,mpg,30.0,4560.0,3.3333333333333335,,-0.9210526315789472,,0.03333333333333333,0.0,0.0,0.009210526315789473,1
clinc150,0.25,new_card,30.0,4560.0,26.666666666666664,4.714045207910316,-0.17543859649122806,0.0,0.36666666666666664,0.1,0.00010964912280701755,0.0018640350877192984,2
clinc150,0.25,next_song,30.0,4560.0,16.666666666666664,,-0.6798245614035088,,0.3333333333333333,0.16666666666666666,0.0,0.006798245614035088,1
clinc150,0.25,no,30.0,4560.0,6.666666666666667,0.0,-0.35087719298245607,0.24810764252159553,0.06666666666666667,0.0,0.003618421052631579,0.00712719298245614,2
clinc150,0.25,nutrition_info,30.0,4560.0,16.666666666666664,,-1.0087719298245614,,0.16666666666666666,0.0,0.0004385964912280702,0.010526315789473684,1
clinc150,0.25,oil_change_how,30.0,4560.0,14.444444444444443,1.9245008972987514,-0.672514619883041,0.1915985734222392,0.16666666666666666,0.022222222222222223,0.0,0.006725146198830409,3
clinc150,0.25,order,30.0,4560.0,20.0,,-0.32894736842105265,,0.4,0.2,0.002631578947368421,0.0059210526315789476,1
clinc150,0.25,order_checks,30.0,4560.0,13.333333333333332,4.714045207910315,-0.010964912280701754,0.015506727657599726,0.13333333333333333,0.0,0.0,0.00010964912280701755,2
clinc150,0.25,order_status,30.0,4560.0,23.333333333333332,,-0.08771929824561403,,0.3,0.06666666666666667,0.0002192982456140351,0.0010964912280701754,1
clinc150,0.25,pay_bill,30.0,4560.0,20.0,,-0.13157894736842105,,0.26666666666666666,0.06666666666666667,0.0002192982456140351,0.0015350877192982456,1
clinc150,0.25,payday,30.0,4560.0,26.666666666666668,,-0.15350877192982457,,0.3333333333333333,0.06666666666666667,0.0,0.0015350877192982456,1
clinc150,0.25,plug_type,30.0,4560.0,16.666666666666668,0.0,-0.007309941520467836,0.012661190113807582,0.2111111111111111,0.044444444444444446,0.0,7.309941520467836e-05,3
clinc150,0.25,pto_balance,30.0,4560.0,3.333333333333334,4.714045207910318,-0.2741228070175439,0.170574004233597,0.11666666666666667,0.08333333333333333,0.002631578947368421,0.005372807017543859,2
clinc150,0.25,pto_request,30.0,4560.0,3.3333333333333326,,-0.06578947368421051,,0.36666666666666664,0.3333333333333333,0.0004385964912280702,0.0010964912280701754,1
clinc150,0.25,pto_request_status,30.0,4560.0,16.666666666666664,0.0,-0.1754385964912281,0.06202691063039894,0.31666666666666665,0.15,0.0004385964912280702,0.0021929824561403508,2
clinc150,0.25,pto_used,30.0,4560.0,10.0,,-0.10964912280701754,,0.2,0.1,0.005263157894736842,0.006359649122807017,1
clinc150,0.25,redeem_rewards,30.0,4560.0,-10.000000000000004,23.570226039551585,-0.31798245614035087,0.10854709360319811,0.26666666666666666,0.3666666666666667,0.0004385964912280702,0.003618421052631579,2
clinc150,0.25,replacement_card_duration,30.0,4560.0,9.999999999999998,9.428090415820632,-0.3070175438596491,0.3101345531519945,0.3,0.2,0.00010964912280701755,0.0031798245614035087,2
clinc150,0.25,report_lost_card,30.0,4560.0,-3.3333333333333353,,-0.043859649122807015,,0.16666666666666666,0.2,0.0,0.0004385964912280702,1
clinc150,0.25,restaurant_reservation,30.0,4560.0,20.0,,-0.7675438596491228,,0.36666666666666664,0.16666666666666666,0.0006578947368421052,0.008333333333333333,1
clinc150,0.25,rewards_balance,30.0,4560.0,14.444444444444445,5.091750772173156,-0.16081871345029242,0.09888705598295824,0.2111111111111111,0.06666666666666667,0.0009502923976608188,0.002558479532163743,3
clinc150,0.25,schedule_maintenance,30.0,4560.0,30.000000000000004,,-1.074561403508772,,0.4,0.1,0.0010964912280701754,0.011842105263157895,1
clinc150,0.25,share_location,30.0,4560.0,10.0,,-0.043859649122807015,,0.16666666666666666,0.06666666666666667,0.0,0.0004385964912280702,1
clinc150,0.25,shopping_list,30.0,4560.0,23.333333333333336,,-0.10964912280701754,,0.4,0.16666666666666666,0.0010964912280701754,0.0021929824561403508,1
clinc150,0.25,shopping_list_update,30.0,4560.0,25.555555555555557,5.0917507721731585,-0.29239766081871343,0.09130114032746198,0.37777777777777777,0.12222222222222223,0.0025584795321637425,0.005482456140350877,3
clinc150,0.25,spelling,30.0,4560.0,-6.666666666666665,,-0.30701754385964913,,0.1,0.16666666666666666,0.0,0.0030701754385964912,1
clinc150,0.25,spending_history,30.0,4560.0,13.333333333333334,,-0.6140350877192983,,0.26666666666666666,0.13333333333333333,0.0017543859649122807,0.007894736842105263,1
clinc150,0.25,sync_device,30.0,4560.0,14.444444444444443,1.9245008972987514,-0.5409356725146198,0.08862833079665311,0.15555555555555556,0.011111111111111112,0.0,0.005409356725146198,3
clinc150,0.25,taxes,30.0,4560.0,10.0,,-0.19736842105263158,,0.1,0.0,0.0,0.001973684210526316,1
clinc150,0.25,tell_joke,30.0,4560.0,16.666666666666668,3.3333333333333326,-0.03654970760233918,0.06330595056903791,0.2888888888888889,0.12222222222222223,0.0,0.0003654970760233918,3
clinc150,0.25,text,30.0,4560.0,13.333333333333334,0.0,-0.13157894736842105,0.031013455315199466,0.25,0.11666666666666667,0.0003289473684210526,0.001644736842105263,2
clinc150,0.25,thank_you,30.0,4560.0,16.666666666666668,4.714045207910315,-0.2850877192982456,0.06202691063039887,0.25,0.08333333333333334,0.0,0.0028508771929824563,2
clinc150,0.25,time,30.0,4560.0,10.0,,-0.4824561403508772,,0.16666666666666666,0.06666666666666667,0.0021929824561403508,0.007017543859649123,1
clinc150,0.25,timer,30.0,4560.0,6.666666666666667,0.0,-0.12061403508771928,0.07753363828799863,0.13333333333333333,0.06666666666666667,0.0,0.001206140350877193,2
clinc150,0.25,timezone,30.0,4560.0,28.333333333333336,2.357022603955159,-0.09868421052631579,0.07753363828799863,0.2833333333333333,0.0,0.0010964912280701754,0.0020833333333333333,2
clinc150,0.25,tire_pressure,30.0,4560.0,10.0,,-0.8114035087719298,,0.1,0.0,0.0,0.008114035087719297,1
clinc150,0.25,todo_list,30.0,4560.0,-6.666666666666667,,0.19736842105263158,,0.06666666666666667,0.13333333333333333,0.005263157894736842,0.003289473684210526,1
clinc150,0.25,todo_list_update,30.0,4560.0,25.555555555555554,6.938886664887107,0.029239766081871347,0.1586442574138209,0.3,0.044444444444444446,0.005482456140350877,0.005190058479532164,3
clinc150,0.25,traffic,30.0,4560.0,10.0,3.333333333333334,-0.014619883040935672,0.012661190113807582,0.14444444444444446,0.044444444444444446,0.0,0.00014619883040935673,3
clinc150,0.25,transfer,30.0,4560.0,15.555555555555557,1.924500897298751,-0.21198830409356728,0.19777411196591643,0.2333333333333333,0.07777777777777778,0.00014619883040935673,0.002266081871345029,3
clinc150,0.25,translate,30.0,4560.0,36.66666666666667,0.0,-0.3362573099415204,0.154030025626502,0.45555555555555555,0.08888888888888889,0.001973684210526316,0.005336257309941521,3
clinc150,0.25,travel_alert,30.0,4560.0,44.166666666666664,3.1914236925211275,-0.37280701754385964,0.28704903386069974,0.5333333333333333,0.09166666666666667,0.0,0.003728070175438597,4
clinc150,0.25,travel_notification,30.0,4560.0,35.0,2.3570226039551625,0.0,0.0,0.4166666666666667,0.06666666666666667,0.0,0.0,2
clinc150,0.25,uber,30.0,4560.0,12.222222222222223,5.091750772173157,-0.03654970760233918,0.06330595056903791,0.19999999999999998,0.07777777777777778,0.0002192982456140351,0.0005847953216374269,3
clinc150,0.25,user_name,30.0,4560.0,6.666666666666665,,-0.15350877192982457,,0.26666666666666666,0.2,0.0021929824561403508,0.0037280701754385964,1
clinc150,0.25,vaccines,30.0,4560.0,36.66666666666667,0.0,-0.06578947368421052,0.031013455315199452,0.43333333333333335,0.06666666666666667,0.0,0.0006578947368421052,2
clinc150,0.25,what_are_your_hobbies,30.0,4560.0,19.999999999999996,6.666666666666665,-0.2704678362573099,0.2597859012268547,0.3444444444444444,0.14444444444444446,0.0,0.0027046783625731,3
clinc150,0.25,what_is_your_name,30.0,4560.0,10.0,,-0.21929824561403508,,0.16666666666666666,0.06666666666666667,0.007236842105263158,0.009429824561403509,1
clinc150,0.25,what_song,30.0,4560.0,15.0,2.3570226039551594,-0.2960526315789474,0.10854709360319806,0.18333333333333335,0.03333333333333333,0.00010964912280701755,0.0030701754385964912,2
clinc150,0.25,where_are_you_from,30.0,4560.0,21.666666666666664,2.357022603955159,-0.5153508771929824,0.4186816467551926,0.3,0.08333333333333334,0.0,0.005153508771929824,2
clinc150,0.25,whisper_mode,30.0,4560.0,3.333333333333334,0.0,-0.5994152046783626,0.24452819712979135,0.08888888888888889,0.05555555555555555,0.0,0.005994152046783626,3
clinc150,0.25,yes,30.0,4560.0,13.33333333333333,,-0.2850877192982456,,0.36666666666666664,0.23333333333333334,0.003289473684210526,0.0061403508771929825,1
clinc150,0.5,accept_reservations,30.0,3450.0,11.111111111111112,10.715167512214393,-0.057971014492753624,0.0,0.24444444444444446,0.13333333333333333,0.0004830917874396135,0.0010628019323671498,3
clinc150,0.5,account_blocked,30.0,3450.0,35.0,2.3570226039551576,-0.028985507246376812,0.04099169746008971,0.4666666666666667,0.11666666666666667,0.0,0.0002898550724637681,2
clinc150,0.5,alarm,30.0,3450.0,3.333333333333334,,-0.057971014492753624,,0.1,0.06666666666666667,0.0,0.0005797101449275362,1
clinc150,0.5,application_status,30.0,3450.0,8.333333333333334,2.3570226039551576,-0.07246376811594203,0.020495848730044855,0.08333333333333334,0.0,0.0,0.0007246376811594203,2
clinc150,0.5,apr,30.0,3450.0,7.777777777777778,5.091750772173156,-0.19323671497584546,0.28449143699198953,0.2888888888888889,0.2111111111111111,0.0,0.001932367149758454,3
clinc150,0.5,are_you_a_bot,30.0,3450.0,8.333333333333334,2.3570226039551576,-0.014492753623188406,0.020495848730044855,0.23333333333333334,0.15,0.0,0.00014492753623188405,2
clinc150,0.5,balance,30.0,3450.0,23.333333333333332,,-0.11594202898550722,,0.26666666666666666,0.03333333333333333,0.002028985507246377,0.003188405797101449,1
clinc150,0.5,bill_balance,30.0,3450.0,33.33333333333333,,-0.23188405797101452,,0.5666666666666667,0.23333333333333334,0.0002898550724637681,0.0026086956521739132,1
clinc150,0.5,bill_due,30.0,3450.0,15.0,7.0710678118654755,-0.7681159420289856,0.553387915711211,0.25,0.1,0.00043478260869565214,0.008115942028985508,2
