k,distance,boundary,rule,fusion_weight,threshold,utility,known_coverage,correct_accept_rate
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.4,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.45,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.5,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.55,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.6,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.65,0.006108202443280977,0.010471204188481676,0.009598603839441536
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.7,0.02617801047120419,0.034904013961605584,0.03315881326352531
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.75,0.06282722513089005,0.07591623036649214,0.07329842931937172
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.8,0.1273996509598604,0.14485165794066318,0.14136125654450263
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.85,0.19458987783595114,0.23821989528795812,0.22949389179755672
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.9,0.2661431064572426,0.3403141361256545,0.3254799301919721
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.95,0.32111692844677137,0.4432809773123909,0.418848167539267
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.0,0.38394415357766143,0.56282722513089,0.5270506108202443
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.05,0.418848167539267,0.6675392670157068,0.6178010471204188
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.1,0.4336823734729494,0.7609075043630017,0.6954624781849913
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.15,0.44589877835951136,0.8298429319371727,0.7530541012216405
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.2,0.41972076788830714,0.8909249563699826,0.7966841186736475
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.25,0.41535776614310643,0.9258289703315882,0.8237347294938918
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.3,0.40575916230366493,0.9554973821989529,0.8455497382198953
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.35,0.4005235602094241,0.9677137870855148,0.8542757417102966
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.4,0.38830715532286214,0.9773123909249564,0.8595113438045375
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.45,0.38219895287958117,0.9842931937172775,0.8638743455497382
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.5,0.38394415357766143,0.9904013961605584,0.8691099476439791
