k,distance,boundary,rule,fusion_weight,threshold,utility,known_coverage,correct_accept_rate
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.4,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.45,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.5,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.55,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.6,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.65,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.7,0.032,0.032,0.032
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.75,0.076,0.076,0.076
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.8,0.10933333333333334,0.116,0.11466666666666667
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.85,0.19333333333333333,0.21333333333333335,0.20933333333333334
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.9,0.2813333333333333,0.328,0.31866666666666665
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.95,0.3893333333333333,0.46266666666666667,0.448
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.0,0.492,0.5853333333333334,0.5666666666666667
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.05,0.5586666666666666,0.692,0.6653333333333333
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.1,0.5773333333333334,0.764,0.7266666666666667
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.15,0.616,0.8426666666666667,0.7973333333333333
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.2,0.612,0.8853333333333333,0.8306666666666667
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.25,0.6173333333333333,0.924,0.8626666666666667
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.3,0.6093333333333333,0.9493333333333334,0.8813333333333333
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.35,0.62,0.9666666666666667,0.8973333333333333
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.4,0.6106666666666667,0.9773333333333334,0.904
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.45,0.6093333333333333,0.9826666666666667,0.908
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.5,0.5986666666666667,0.9853333333333333,0.908
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.55,0.604,0.9906666666666667,0.9133333333333333
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.6,0.6,0.9933333333333333,0.9146666666666666
