k,distance,boundary,rule,fusion_weight,threshold,utility,known_coverage,correct_accept_rate
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.4,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.45,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.5,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.55,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.6,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.65,0.001002004008016032,0.001002004008016032,0.001002004008016032
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.7,0.01002004008016032,0.01002004008016032,0.01002004008016032
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.75,0.025050100200400802,0.03507014028056112,0.033066132264529056
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.8,0.09118236472945891,0.1062124248496994,0.10320641282565131
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.85,0.17935871743486975,0.22444889779559118,0.2154308617234469
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.9,0.3026052104208417,0.36773547094188375,0.35470941883767537
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.95,0.4248496993987976,0.5200400801603207,0.501002004008016
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.0,0.5320641282565131,0.6422845691382766,0.6202404809619239
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.05,0.5951903807615231,0.7254509018036072,0.6993987975951904
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.1,0.6402805611222445,0.7855711422845691,0.7565130260521042
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.15,0.6593186372745491,0.8296593186372746,0.7955911823647295
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.2,0.656312625250501,0.8617234468937875,0.8206412825651302
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.25,0.6362725450901804,0.8817635270541082,0.8326653306613226
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.3,0.6332665330661322,0.9038076152304609,0.8496993987975952
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.35,0.6062124248496994,0.9318637274549099,0.8667334669338678
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.4,0.593186372745491,0.9488977955911824,0.8777555110220441
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.45,0.5791583166332666,0.9599198396793587,0.8837675350701403
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.5,0.5731462925851704,0.9739478957915831,0.8937875751503006
