k,distance,boundary,rule,fusion_weight,threshold,utility,known_coverage,correct_accept_rate
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.4,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.45,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.5,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.55,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.6,0.006008010680907877,0.006008010680907877,0.006008010680907877
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.65,0.0267022696929239,0.0267022696929239,0.0267022696929239
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.7,0.06742323097463285,0.06742323097463285,0.06742323097463285
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.75,0.13684913217623498,0.14018691588785046,0.13951935914552738
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.8,0.25033377837116155,0.2570093457943925,0.25567423230974634
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.85,0.3638184245660881,0.38384512683578104,0.37983978638184246
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.9,0.4672897196261682,0.49732977303070763,0.49132176234979974
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.95,0.5580774365821095,0.6048064085447263,0.595460614152203
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.0,0.6148197596795728,0.671562082777036,0.6602136181575434
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.05,0.6608811748998665,0.7309746328437917,0.7169559412550067
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.1,0.6862483311081442,0.7663551401869159,0.7503337783711616
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.15,0.7029372496662216,0.7997329773030708,0.780373831775701
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.2,0.7309746328437917,0.8311081441922563,0.8110814419225634
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.25,0.7229639519359146,0.8464619492656876,0.821762349799733
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.3,0.7209612817089452,0.8644859813084113,0.835781041388518
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.35,0.7109479305740988,0.8811748998664887,0.8471295060080107
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.4,0.7049399198931909,0.8918558077436582,0.8544726301735648
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.45,0.6962616822429907,0.9065420560747663,0.8644859813084113
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.5,0.6862483311081442,0.9165554072096128,0.8704939919893191
