k,distance,boundary,rule,fusion_weight,threshold,utility,known_coverage,correct_accept_rate
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.4,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.45,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.5,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.55,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.6,0.0,0.0,0.0
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.65,0.002770083102493075,0.002770083102493075,0.002770083102493075
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.7,0.019390581717451522,0.019390581717451522,0.019390581717451522
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.75,0.06371191135734072,0.06371191135734072,0.06371191135734072
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.8,0.11634349030470914,0.11634349030470914,0.11634349030470914
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.85,0.2299168975069252,0.2299168975069252,0.2299168975069252
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.9,0.3628808864265928,0.3628808864265928,0.3628808864265928
1,euclidean,mean_std_0.0,nearest_sphere,0.0,0.95,0.4515235457063712,0.4792243767313019,0.47368421052631576
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.0,0.554016620498615,0.5955678670360111,0.5872576177285319
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.05,0.5983379501385041,0.6814404432132964,0.6648199445983379
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.1,0.6759002770083102,0.7590027700831025,0.7423822714681441
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.15,0.7091412742382271,0.8060941828254847,0.7867036011080333
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.2,0.7257617728531855,0.850415512465374,0.8254847645429363
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.25,0.7423822714681441,0.8947368421052632,0.8642659279778393
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.3,0.7174515235457064,0.925207756232687,0.8836565096952909
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.35,0.7202216066481995,0.9418282548476454,0.8975069252077562
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.4,0.7174515235457064,0.9529085872576177,0.9058171745152355
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.45,0.7229916897506925,0.9722991689750693,0.9224376731301939
1,euclidean,mean_std_0.0,nearest_sphere,0.0,1.5,0.7174515235457064,0.9806094182825484,0.9279778393351801
