dataset,kir,intent,known_count_mean,trainable_correct_rate,mogb_correct_rate,trainable_reject_rate,mogb_reject_rate,trainable_wrong_intent_rate,mogb_wrong_intent_rate,n_seeds,correct_rate_delta
clinc150,0.25,application_status,30.0,0.8666666666666667,0.5666666666666667,0.13333333333333333,0.43333333333333335,0.0,0.0,1,0.30000000000000004
clinc150,0.25,apr,30.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,1,0.3333333333333333
clinc150,0.25,are_you_a_bot,30.0,0.8,0.4,0.2,0.6,0.0,0.0,1,0.4
clinc150,0.25,bill_balance,30.0,0.4666666666666667,0.2,0.5333333333333333,0.8,0.0,0.0,1,0.26666666666666666
clinc150,0.25,bill_due,30.0,0.7166666666666666,0.35,0.2833333333333333,0.6499999999999999,0.0,0.0,2,0.3666666666666666
clinc150,0.25,book_flight,30.0,0.7,0.2,0.3,0.8,0.0,0.0,1,0.49999999999999994
clinc150,0.25,calculator,30.0,0.8166666666666667,0.33333333333333337,0.16666666666666669,0.6666666666666666,0.016666666666666666,0.0,2,0.4833333333333333
clinc150,0.25,calendar,30.0,0.6555555555555556,0.35555555555555557,0.3444444444444444,0.6444444444444444,0.0,0.0,3,0.3
clinc150,0.25,calendar_update,30.0,0.8666666666666667,0.5,0.13333333333333333,0.5,0.0,0.0,1,0.3666666666666667
clinc150,0.25,calories,30.0,0.8,0.16666666666666666,0.2,0.8333333333333334,0.0,0.0,1,0.6333333333333334
clinc150,0.25,cancel,30.0,0.7333333333333334,0.24444444444444446,0.26666666666666666,0.7555555555555555,0.0,0.0,3,0.48888888888888893
clinc150,0.25,cancel_reservation,30.0,0.95,0.4666666666666667,0.05,0.5333333333333333,0.0,0.0,2,0.4833333333333333
clinc150,0.25,car_rental,30.0,0.6666666666666666,0.26666666666666666,0.3333333333333333,0.7333333333333333,0.0,0.0,1,0.39999999999999997
clinc150,0.25,card_declined,30.0,0.55,0.26666666666666666,0.43333333333333335,0.7333333333333333,0.016666666666666666,0.0,2,0.2833333333333334
clinc150,0.25,carry_on,30.0,0.7333333333333333,0.36666666666666664,0.26666666666666666,0.6333333333333333,0.0,0.0,1,0.36666666666666664
clinc150,0.25,change_accent,30.0,0.5333333333333333,0.36666666666666664,0.4666666666666667,0.6333333333333333,0.0,0.0,2,0.16666666666666669
clinc150,0.25,change_ai_name,30.0,0.5833333333333333,0.18333333333333335,0.41666666666666663,0.8166666666666667,0.0,0.0,2,0.3999999999999999
clinc150,0.25,change_language,30.0,0.7,0.06666666666666667,0.3,0.9333333333333333,0.0,0.0,1,0.6333333333333333
clinc150,0.25,change_speed,30.0,0.8333333333333334,0.43333333333333335,0.16666666666666666,0.5666666666666667,0.0,0.0,1,0.4
clinc150,0.25,change_user_name,30.0,0.7333333333333333,0.26666666666666666,0.26666666666666666,0.7333333333333333,0.0,0.0,1,0.4666666666666666
clinc150,0.25,change_volume,30.0,0.6666666666666666,0.36666666666666664,0.3333333333333333,0.6333333333333333,0.0,0.0,1,0.3
clinc150,0.25,confirm_reservation,30.0,0.48888888888888893,0.17777777777777778,0.5111111111111111,0.8222222222222223,0.0,0.0,3,0.3111111111111111
clinc150,0.25,cook_time,30.0,0.8666666666666667,0.2,0.13333333333333333,0.8,0.0,0.0,1,0.6666666666666667
clinc150,0.25,credit_limit,30.0,0.5666666666666667,0.17777777777777778,0.43333333333333335,0.8222222222222223,0.0,0.0,3,0.38888888888888884
clinc150,0.25,credit_limit_change,30.0,0.8416666666666667,0.525,0.15833333333333333,0.475,0.0,0.0,4,0.31666666666666665
clinc150,0.25,credit_score,30.0,0.7166666666666666,0.3,0.2833333333333333,0.7,0.0,0.0,2,0.4166666666666666
clinc150,0.25,current_location,30.0,0.8083333333333333,0.475,0.19166666666666665,0.525,0.0,0.0,4,0.33333333333333337
clinc150,0.25,damaged_card,30.0,0.6888888888888888,0.35555555555555557,0.3111111111111111,0.6444444444444444,0.0,0.0,3,0.3333333333333332
clinc150,0.25,date,30.0,0.9,0.39999999999999997,0.08888888888888889,0.6,0.011111111111111112,0.0,3,0.5
clinc150,0.25,directions,30.0,0.5333333333333333,0.06666666666666667,0.4666666666666667,0.9333333333333333,0.0,0.0,2,0.4666666666666667
clinc150,0.25,distance,30.0,0.6499999999999999,0.2,0.3333333333333333,0.8,0.016666666666666666,0.0,2,0.4499999999999999
clinc150,0.25,do_you_have_pets,30.0,0.8333333333333334,0.6,0.16666666666666666,0.4,0.0,0.0,1,0.2333333333333334
clinc150,0.25,expiration_date,30.0,0.7666666666666667,0.4666666666666667,0.2,0.5333333333333333,0.03333333333333333,0.0,1,0.30000000000000004
clinc150,0.25,flight_status,30.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.0,0.0,2,0.5
clinc150,0.25,food_last,30.0,0.7,0.26666666666666666,0.3,0.7333333333333333,0.0,0.0,1,0.4333333333333333
clinc150,0.25,freeze_account,30.0,0.8250000000000001,0.49166666666666664,0.16666666666666666,0.5083333333333333,0.008333333333333333,0.0,4,0.3333333333333334
clinc150,0.25,fun_fact,30.0,0.7777777777777778,0.4222222222222222,0.22222222222222224,0.5777777777777778,0.0,0.0,3,0.35555555555555557
clinc150,0.25,greeting,30.0,0.9,0.5333333333333333,0.1,0.4666666666666667,0.0,0.0,1,0.3666666666666667
clinc150,0.25,how_busy,30.0,0.6333333333333333,0.16666666666666669,0.3666666666666667,0.8333333333333334,0.0,0.0,2,0.4666666666666666
clinc150,0.25,improve_credit_score,30.0,0.7333333333333333,0.6,0.26666666666666666,0.4,0.0,0.0,1,0.1333333333333333
clinc150,0.25,ingredient_substitution,30.0,0.6333333333333333,0.11666666666666667,0.3666666666666667,0.8833333333333333,0.0,0.0,2,0.5166666666666666
clinc150,0.25,ingredients_list,30.0,0.6833333333333333,0.3333333333333333,0.31666666666666665,0.6666666666666666,0.0,0.0,2,0.35000000000000003
clinc150,0.25,interest_rate,30.0,0.6666666666666666,0.4,0.3333333333333333,0.6,0.0,0.0,1,0.2666666666666666
clinc150,0.25,jump_start,30.0,0.9,0.6166666666666667,0.1,0.3833333333333333,0.0,0.0,2,0.2833333333333333
clinc150,0.25,last_maintenance,30.0,0.8500000000000001,0.5833333333333333,0.15,0.41666666666666663,0.0,0.0,2,0.26666666666666683
clinc150,0.25,lost_luggage,30.0,0.9166666666666667,0.7666666666666667,0.08333333333333334,0.23333333333333334,0.0,0.0,2,0.15000000000000002
clinc150,0.25,make_call,30.0,0.6666666666666666,0.43333333333333335,0.3333333333333333,0.5666666666666667,0.0,0.0,1,0.23333333333333328
clinc150,0.25,maybe,30.0,0.7666666666666667,0.4666666666666667,0.23333333333333334,0.5333333333333333,0.0,0.0,1,0.30000000000000004
clinc150,0.25,meaning_of_life,30.0,0.8333333333333334,0.5666666666666667,0.16666666666666666,0.43333333333333335,0.0,0.0,1,0.2666666666666667
clinc150,0.25,measurement_conversion,30.0,0.8222222222222223,0.2333333333333333,0.17777777777777778,0.7666666666666666,0.0,0.0,3,0.588888888888889
clinc150,0.25,mpg,30.0,0.9666666666666667,0.7333333333333333,0.03333333333333333,0.26666666666666666,0.0,0.0,1,0.2333333333333334
clinc150,0.25,new_card,30.0,0.6333333333333333,0.4,0.36666666666666664,0.6,0.0,0.0,2,0.23333333333333328
clinc150,0.25,next_song,30.0,0.6666666666666666,0.23333333333333334,0.3333333333333333,0.7666666666666667,0.0,0.0,1,0.4333333333333333
clinc150,0.25,no,30.0,0.9333333333333333,0.4,0.06666666666666667,0.6,0.0,0.0,2,0.5333333333333333
clinc150,0.25,nutrition_info,30.0,0.8333333333333334,0.4,0.16666666666666666,0.6,0.0,0.0,1,0.43333333333333335
clinc150,0.25,oil_change_how,30.0,0.8333333333333334,0.6888888888888888,0.16666666666666666,0.3111111111111111,0.0,0.0,3,0.1444444444444446
clinc150,0.25,order,30.0,0.6,0.06666666666666667,0.4,0.9333333333333333,0.0,0.0,1,0.5333333333333333
clinc150,0.25,order_checks,30.0,0.8666666666666667,0.43333333333333335,0.13333333333333333,0.5666666666666667,0.0,0.0,2,0.43333333333333335
clinc150,0.25,order_status,30.0,0.7,0.3,0.3,0.7,0.0,0.0,1,0.39999999999999997
clinc150,0.25,pay_bill,30.0,0.7333333333333333,0.23333333333333334,0.26666666666666666,0.7666666666666667,0.0,0.0,1,0.49999999999999994
clinc150,0.25,payday,30.0,0.6333333333333333,0.3,0.3333333333333333,0.7,0.03333333333333333,0.0,1,0.3333333333333333
clinc150,0.25,plug_type,30.0,0.7888888888888889,0.45555555555555555,0.2111111111111111,0.5444444444444444,0.0,0.0,3,0.3333333333333333
clinc150,0.25,pto_balance,30.0,0.8666666666666667,0.43333333333333335,0.11666666666666667,0.5666666666666667,0.016666666666666666,0.0,2,0.43333333333333335
clinc150,0.25,pto_request,30.0,0.6333333333333333,0.2,0.36666666666666664,0.8,0.0,0.0,1,0.4333333333333333
clinc150,0.25,pto_request_status,30.0,0.6833333333333333,0.5833333333333333,0.31666666666666665,0.4166666666666667,0.0,0.0,2,0.10000000000000009
clinc150,0.25,pto_used,30.0,0.8,0.6,0.2,0.4,0.0,0.0,1,0.20000000000000007
clinc150,0.25,redeem_rewards,30.0,0.7,0.18333333333333335,0.26666666666666666,0.8,0.03333333333333333,0.016666666666666666,2,0.5166666666666666
clinc150,0.25,replacement_card_duration,30.0,0.6833333333333333,0.2833333333333333,0.3,0.7166666666666667,0.016666666666666666,0.0,2,0.4
clinc150,0.25,report_lost_card,30.0,0.8333333333333334,0.7,0.16666666666666666,0.3,0.0,0.0,1,0.13333333333333341
clinc150,0.25,restaurant_reservation,30.0,0.6333333333333333,0.23333333333333334,0.36666666666666664,0.7666666666666667,0.0,0.0,1,0.39999999999999997
clinc150,0.25,rewards_balance,30.0,0.7888888888888889,0.3888888888888889,0.2111111111111111,0.611111111111111,0.0,0.0,3,0.39999999999999997
clinc150,0.25,schedule_maintenance,30.0,0.6,0.06666666666666667,0.4,0.9333333333333333,0.0,0.0,1,0.5333333333333333
clinc150,0.25,share_location,30.0,0.8,0.1,0.16666666666666666,0.8666666666666667,0.03333333333333333,0.03333333333333333,1,0.7000000000000001
clinc150,0.25,shopping_list,30.0,0.5333333333333333,0.3,0.4,0.7,0.06666666666666667,0.0,1,0.23333333333333334
clinc150,0.25,shopping_list_update,30.0,0.6222222222222222,0.24444444444444446,0.37777777777777777,0.7555555555555555,0.0,0.0,3,0.37777777777777777
clinc150,0.25,spelling,30.0,0.9,0.36666666666666664,0.1,0.6333333333333333,0.0,0.0,1,0.5333333333333334
clinc150,0.25,spending_history,30.0,0.7333333333333333,0.5,0.26666666666666666,0.5,0.0,0.0,1,0.23333333333333328
clinc150,0.25,sync_device,30.0,0.8444444444444444,0.3,0.15555555555555556,0.6999999999999998,0.0,0.0,3,0.5444444444444445
clinc150,0.25,taxes,30.0,0.9,0.5666666666666667,0.1,0.43333333333333335,0.0,0.0,1,0.33333333333333337
clinc150,0.25,tell_joke,30.0,0.7111111111111111,0.36666666666666664,0.2888888888888889,0.6333333333333333,0.0,0.0,3,0.3444444444444445
clinc150,0.25,text,30.0,0.75,0.26666666666666666,0.25,0.7333333333333334,0.0,0.0,2,0.48333333333333334
clinc150,0.25,thank_you,30.0,0.75,0.21666666666666667,0.25,0.7833333333333334,0.0,0.0,2,0.5333333333333333
clinc150,0.25,time,30.0,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0,1,0.5
clinc150,0.25,timer,30.0,0.8666666666666667,0.6833333333333333,0.13333333333333333,0.31666666666666665,0.0,0.0,2,0.18333333333333335
clinc150,0.25,timezone,30.0,0.7166666666666666,0.4666666666666667,0.2833333333333333,0.5333333333333333,0.0,0.0,2,0.2499999999999999
clinc150,0.25,tire_pressure,30.0,0.9,0.3333333333333333,0.1,0.6666666666666666,0.0,0.0,1,0.5666666666666667
clinc150,0.25,todo_list,30.0,0.9333333333333333,0.4,0.06666666666666667,0.6,0.0,0.0,1,0.5333333333333333
clinc150,0.25,todo_list_update,30.0,0.6888888888888888,0.43333333333333335,0.3,0.5666666666666667,0.011111111111111112,0.0,3,0.2555555555555554
clinc150,0.25,traffic,30.0,0.8555555555555556,0.4000000000000001,0.14444444444444446,0.6,0.0,0.0,3,0.45555555555555555
clinc150,0.25,transfer,30.0,0.7666666666666666,0.5444444444444444,0.2333333333333333,0.45555555555555555,0.0,0.0,3,0.2222222222222222
clinc150,0.25,translate,30.0,0.5444444444444444,0.07777777777777778,0.45555555555555555,0.9222222222222222,0.0,0.0,3,0.4666666666666666
clinc150,0.25,travel_alert,30.0,0.4666666666666667,0.29166666666666663,0.5333333333333333,0.7083333333333333,0.0,0.0,4,0.17500000000000004
clinc150,0.25,travel_notification,30.0,0.5833333333333333,0.16666666666666666,0.4166666666666667,0.8333333333333334,0.0,0.0,2,0.41666666666666663
clinc150,0.25,uber,30.0,0.8000000000000002,0.48888888888888893,0.19999999999999998,0.5111111111111111,0.0,0.0,3,0.3111111111111112
clinc150,0.25,user_name,30.0,0.7333333333333333,0.5,0.26666666666666666,0.5,0.0,0.0,1,0.23333333333333328
clinc150,0.25,vaccines,30.0,0.5666666666666667,0.36666666666666664,0.43333333333333335,0.6333333333333333,0.0,0.0,2,0.2
clinc150,0.25,what_are_your_hobbies,30.0,0.6555555555555556,0.4666666666666666,0.3444444444444444,0.5333333333333333,0.0,0.0,3,0.18888888888888894
clinc150,0.25,what_is_your_name,30.0,0.8333333333333334,0.3,0.16666666666666666,0.7,0.0,0.0,1,0.5333333333333334
clinc150,0.25,what_song,30.0,0.8166666666666667,0.43333333333333335,0.18333333333333335,0.5666666666666667,0.0,0.0,2,0.3833333333333333
clinc150,0.25,where_are_you_from,30.0,0.7,0.43333333333333335,0.3,0.5666666666666667,0.0,0.0,2,0.2666666666666666
clinc150,0.25,whisper_mode,30.0,0.9111111111111111,0.5888888888888889,0.08888888888888889,0.41111111111111115,0.0,0.0,3,0.3222222222222222
clinc150,0.25,yes,30.0,0.6333333333333333,0.23333333333333334,0.36666666666666664,0.7666666666666667,0.0,0.0,1,0.39999999999999997
clinc150,0.5,accept_reservations,30.0,0.7555555555555555,0.5,0.24444444444444446,0.5,0.0,0.0,3,0.25555555555555554
clinc150,0.5,account_blocked,30.0,0.5333333333333333,0.2833333333333333,0.4666666666666667,0.7166666666666667,0.0,0.0,2,0.25
clinc150,0.5,alarm,30.0,0.8666666666666667,0.36666666666666664,0.1,0.6333333333333333,0.03333333333333333,0.0,1,0.5
clinc150,0.5,application_status,30.0,0.9166666666666667,0.6,0.08333333333333334,0.4,0.0,0.0,2,0.31666666666666676
clinc150,0.5,apr,30.0,0.7111111111111111,0.36666666666666664,0.2888888888888889,0.6333333333333333,0.0,0.0,3,0.3444444444444445
clinc150,0.5,are_you_a_bot,30.0,0.7666666666666666,0.2,0.23333333333333334,0.8,0.0,0.0,2,0.5666666666666667
clinc150,0.5,balance,30.0,0.7333333333333333,0.36666666666666664,0.26666666666666666,0.6333333333333333,0.0,0.0,1,0.36666666666666664
clinc150,0.5,bill_balance,30.0,0.43333333333333335,0.1,0.5666666666666667,0.9,0.0,0.0,1,0.33333333333333337
clinc150,0.5,bill_due,30.0,0.75,0.26666666666666666,0.25,0.7333333333333334,0.0,0.0,2,0.48333333333333334
clinc150,0.5,book_flight,30.0,0.6333333333333333,0.11666666666666667,0.36666666666666664,0.8833333333333333,0.0,0.0,4,0.5166666666666666
clinc150,0.5,book_hotel,30.0,0.7666666666666667,0.16666666666666666,0.23333333333333334,0.8333333333333334,0.0,0.0,1,0.6000000000000001
clinc150,0.5,calculator,30.0,0.8250000000000001,0.13333333333333333,0.15833333333333333,0.8666666666666667,0.016666666666666666,0.0,4,0.6916666666666668
clinc150,0.5,calendar,30.0,0.5733333333333334,0.22666666666666666,0.4066666666666666,0.7666666666666667,0.02,0.006666666666666666,5,0.3466666666666667
clinc150,0.5,calendar_update,30.0,0.8333333333333334,0.06666666666666667,0.16666666666666666,0.9333333333333333,0.0,0.0,1,0.7666666666666667
clinc150,0.5,calories,30.0,0.8,0.0,0.2,1.0,0.0,0.0,1,0.8
clinc150,0.5,cancel,30.0,0.8000000000000002,0.19999999999999998,0.20000000000000004,0.8000000000000002,0.0,0.0,3,0.6000000000000002
clinc150,0.5,cancel_reservation,30.0,0.9916666666666667,0.49166666666666664,0.008333333333333333,0.5083333333333333,0.0,0.0,4,0.5
clinc150,0.5,car_rental,30.0,0.6333333333333333,0.23333333333333334,0.36666666666666664,0.7666666666666667,0.0,0.0,1,0.39999999999999997
clinc150,0.5,card_declined,30.0,0.5555555555555555,0.22222222222222224,0.4222222222222222,0.7777777777777778,0.022222222222222223,0.0,3,0.33333333333333326
clinc150,0.5,carry_on,30.0,0.75,0.43333333333333335,0.25,0.5666666666666667,0.0,0.0,2,0.31666666666666665
clinc150,0.5,change_accent,30.0,0.611111111111111,0.26666666666666666,0.3888888888888889,0.7333333333333334,0.0,0.0,3,0.3444444444444444
clinc150,0.5,change_ai_name,30.0,0.6,0.09166666666666667,0.325,0.9083333333333333,0.075,0.0,4,0.5083333333333333
clinc150,0.5,change_language,30.0,0.7777777777777778,0.08888888888888889,0.22222222222222224,0.9111111111111111,0.0,0.0,3,0.6888888888888889
clinc150,0.5,change_speed,30.0,0.8333333333333334,0.4,0.16666666666666666,0.6,0.0,0.0,5,0.43333333333333335
clinc150,0.5,change_user_name,30.0,0.6166666666666667,0.016666666666666666,0.26666666666666666,0.95,0.11666666666666667,0.03333333333333333,2,0.6
clinc150,0.5,change_volume,30.0,0.6333333333333333,0.2222222222222222,0.35555555555555557,0.7777777777777778,0.011111111111111112,0.0,3,0.4111111111111111
clinc150,0.5,confirm_reservation,30.0,0.6,0.13333333333333333,0.3666666666666667,0.8666666666666667,0.03333333333333333,0.0,3,0.4666666666666667
clinc150,0.5,cook_time,30.0,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0,3,0.5
clinc150,0.5,credit_limit,30.0,0.5583333333333333,0.125,0.44166666666666665,0.875,0.0,0.0,4,0.43333333333333335
clinc150,0.5,credit_limit_change,30.0,0.8400000000000001,0.5266666666666666,0.15999999999999998,0.47333333333333333,0.0,0.0,5,0.31333333333333346
clinc150,0.5,credit_score,30.0,0.7166666666666666,0.3333333333333333,0.2833333333333333,0.6666666666666666,0.0,0.0,2,0.38333333333333325
clinc150,0.5,current_location,30.0,0.8083333333333333,0.45,0.19166666666666665,0.55,0.0,0.0,4,0.35833333333333334
clinc150,0.5,damaged_card,30.0,0.7333333333333333,0.375,0.26666666666666666,0.625,0.0,0.0,4,0.3583333333333333
clinc150,0.5,date,30.0,0.8800000000000001,0.35333333333333333,0.09333333333333334,0.6466666666666667,0.026666666666666665,0.0,5,0.5266666666666668
clinc150,0.5,direct_deposit,30.0,0.7444444444444445,0.43333333333333335,0.25555555555555554,0.5666666666666667,0.0,0.0,3,0.3111111111111111
clinc150,0.5,directions,30.0,0.6,0.011111111111111112,0.39999999999999997,0.9888888888888889,0.0,0.0,3,0.5888888888888889
clinc150,0.5,distance,30.0,0.5888888888888889,0.13333333333333333,0.3888888888888889,0.8666666666666667,0.022222222222222223,0.0,3,0.4555555555555556
clinc150,0.5,do_you_have_pets,30.0,0.8500000000000001,0.6333333333333333,0.15,0.3666666666666667,0.0,0.0,2,0.21666666666666679
clinc150,0.5,exchange_rate,30.0,0.75,0.2,0.25,0.8,0.0,0.0,2,0.55
clinc150,0.5,expiration_date,30.0,0.7666666666666666,0.48333333333333334,0.2,0.5166666666666666,0.03333333333333333,0.0,2,0.28333333333333327
clinc150,0.5,find_phone,30.0,0.8666666666666667,0.4,0.13333333333333333,0.6,0.0,0.0,2,0.4666666666666667
clinc150,0.5,flight_status,30.0,0.6583333333333333,0.15833333333333333,0.3416666666666667,0.8416666666666667,0.0,0.0,4,0.5
clinc150,0.5,flip_coin,30.0,0.8444444444444444,0.5888888888888889,0.15555555555555556,0.41111111111111115,0.0,0.0,3,0.25555555555555554
clinc150,0.5,food_last,30.0,0.7416666666666667,0.16666666666666666,0.2583333333333333,0.8333333333333333,0.0,0.0,4,0.5750000000000001
clinc150,0.5,freeze_account,30.0,0.7916666666666667,0.5416666666666666,0.20833333333333331,0.4583333333333333,0.0,0.0,4,0.2500000000000001
clinc150,0.5,fun_fact,30.0,0.8000000000000002,0.3,0.19999999999999998,0.6999999999999998,0.0,0.0,3,0.5000000000000002
clinc150,0.5,gas,30.0,0.6666666666666666,0.36666666666666664,0.3333333333333333,0.6333333333333333,0.0,0.0,1,0.3
clinc150,0.5,gas_type,30.0,0.9,0.6,0.1,0.4,0.0,0.0,1,0.30000000000000004
clinc150,0.5,goodbye,30.0,0.8666666666666667,0.2,0.13333333333333333,0.8,0.0,0.0,1,0.6666666666666667
clinc150,0.5,greeting,30.0,0.8666666666666667,0.3333333333333333,0.13333333333333333,0.6666666666666666,0.0,0.0,2,0.5333333333333334
clinc150,0.5,how_busy,30.0,0.6333333333333333,0.17777777777777778,0.3333333333333333,0.8000000000000002,0.03333333333333333,0.022222222222222223,3,0.4555555555555555
clinc150,0.5,how_old_are_you,30.0,0.9,0.5,0.1,0.5,0.0,0.0,1,0.4
clinc150,0.5,improve_credit_score,30.0,0.7,0.44999999999999996,0.3,0.55,0.0,0.0,2,0.25
clinc150,0.5,income,30.0,0.7666666666666666,0.4666666666666666,0.2222222222222222,0.5333333333333333,0.011111111111111112,0.0,3,0.3
clinc150,0.5,ingredient_substitution,30.0,0.6833333333333333,0.08333333333333333,0.31666666666666665,0.9166666666666667,0.0,0.0,2,0.6
clinc150,0.5,ingredients_list,30.0,0.6555555555555556,0.16666666666666666,0.3111111111111111,0.8333333333333334,0.03333333333333333,0.0,3,0.48888888888888893
clinc150,0.5,insurance,30.0,1.0,0.5666666666666667,0.0,0.43333333333333335,0.0,0.0,1,0.43333333333333335
clinc150,0.5,insurance_change,30.0,0.7666666666666667,0.5666666666666667,0.23333333333333334,0.43333333333333335,0.0,0.0,1,0.20000000000000007
clinc150,0.5,interest_rate,30.0,0.6499999999999999,0.4,0.3333333333333333,0.6,0.016666666666666666,0.0,2,0.2499999999999999
clinc150,0.5,international_fees,30.0,0.7333333333333334,0.3222222222222222,0.26666666666666666,0.6777777777777777,0.0,0.0,3,0.4111111111111112
clinc150,0.5,jump_start,30.0,0.8111111111111112,0.6333333333333333,0.18888888888888888,0.3666666666666667,0.0,0.0,3,0.17777777777777792
clinc150,0.5,last_maintenance,30.0,0.8333333333333334,0.6333333333333333,0.16666666666666669,0.36666666666666664,0.0,0.0,2,0.20000000000000007
clinc150,0.5,lost_luggage,30.0,0.9222222222222222,0.7666666666666667,0.07777777777777778,0.2333333333333333,0.0,0.0,3,0.15555555555555545
clinc150,0.5,make_call,30.0,0.7111111111111111,0.25555555555555554,0.2888888888888889,0.7444444444444445,0.0,0.0,3,0.4555555555555556
clinc150,0.5,maybe,30.0,0.8000000000000002,0.16666666666666666,0.19999999999999998,0.8333333333333334,0.0,0.0,3,0.6333333333333335
clinc150,0.5,meal_suggestion,30.0,0.55,0.18333333333333335,0.45,0.8166666666666667,0.0,0.0,2,0.3666666666666667
clinc150,0.5,meaning_of_life,30.0,0.8333333333333334,0.4666666666666666,0.16666666666666666,0.5333333333333333,0.0,0.0,3,0.36666666666666675
clinc150,0.5,measurement_conversion,30.0,0.8166666666666667,0.26666666666666666,0.18333333333333335,0.7333333333333334,0.0,0.0,4,0.55
clinc150,0.5,meeting_schedule,30.0,0.6,0.1,0.4,0.9,0.0,0.0,1,0.5
clinc150,0.5,min_payment,30.0,0.8666666666666667,0.23333333333333334,0.13333333333333333,0.7666666666666667,0.0,0.0,1,0.6333333333333333
clinc150,0.5,mpg,30.0,0.9666666666666667,0.6333333333333333,0.03333333333333333,0.36666666666666664,0.0,0.0,1,0.33333333333333337
clinc150,0.5,new_card,30.0,0.6333333333333333,0.3,0.36666666666666664,0.7,0.0,0.0,2,0.3333333333333333
clinc150,0.5,next_holiday,30.0,0.8666666666666667,0.3333333333333333,0.1,0.6666666666666666,0.03333333333333333,0.0,1,0.5333333333333334
clinc150,0.5,next_song,30.0,0.6666666666666666,0.26666666666666666,0.3333333333333333,0.7333333333333334,0.0,0.0,2,0.39999999999999997
clinc150,0.5,no,30.0,0.9,0.4,0.08333333333333334,0.6,0.016666666666666666,0.0,2,0.5
clinc150,0.5,nutrition_info,30.0,0.8333333333333334,0.35,0.16666666666666666,0.6499999999999999,0.0,0.0,2,0.4833333333333334
clinc150,0.5,oil_change_how,30.0,0.8333333333333334,0.6888888888888888,0.16666666666666666,0.3111111111111111,0.0,0.0,3,0.1444444444444446
clinc150,0.5,oil_change_when,30.0,0.7666666666666667,0.4,0.23333333333333334,0.6,0.0,0.0,2,0.3666666666666667
clinc150,0.5,order,30.0,0.5166666666666666,0.06666666666666667,0.48333333333333334,0.9333333333333333,0.0,0.0,2,0.44999999999999996
clinc150,0.5,order_checks,30.0,0.8916666666666667,0.4166666666666667,0.10833333333333334,0.5833333333333333,0.0,0.0,4,0.47500000000000003
clinc150,0.5,order_status,30.0,0.6999999999999998,0.2333333333333333,0.3,0.7666666666666666,0.0,0.0,3,0.46666666666666656
clinc150,0.5,pay_bill,30.0,0.7333333333333333,0.3333333333333333,0.26666666666666666,0.6666666666666666,0.0,0.0,1,0.39999999999999997
clinc150,0.5,payday,30.0,0.7166666666666666,0.33333333333333337,0.26666666666666666,0.6666666666666667,0.016666666666666666,0.0,2,0.3833333333333332
clinc150,0.5,pin_change,30.0,0.5666666666666667,0.36666666666666664,0.43333333333333335,0.6333333333333333,0.0,0.0,1,0.2
clinc150,0.5,play_music,30.0,0.5166666666666666,0.11666666666666667,0.48333333333333334,0.8833333333333333,0.0,0.0,2,0.3999999999999999
clinc150,0.5,plug_type,30.0,0.7888888888888889,0.5333333333333333,0.2111111111111111,0.4666666666666666,0.0,0.0,3,0.25555555555555554
clinc150,0.5,pto_balance,30.0,0.8500000000000001,0.11666666666666667,0.13333333333333333,0.8833333333333333,0.016666666666666666,0.0,2,0.7333333333333334
clinc150,0.5,pto_request,30.0,0.6,0.26666666666666666,0.36666666666666664,0.7333333333333334,0.03333333333333333,0.0,2,0.3333333333333333
clinc150,0.5,pto_request_status,30.0,0.6999999999999998,0.4777777777777778,0.3,0.5222222222222223,0.0,0.0,3,0.22222222222222204
clinc150,0.5,pto_used,30.0,0.7888888888888889,0.41111111111111115,0.20000000000000004,0.5888888888888889,0.011111111111111112,0.0,3,0.3777777777777777
clinc150,0.5,recipe,30.0,0.6666666666666666,0.18333333333333332,0.3333333333333333,0.8166666666666667,0.0,0.0,2,0.4833333333333333
clinc150,0.5,redeem_rewards,30.0,0.6888888888888888,0.1111111111111111,0.27777777777777773,0.888888888888889,0.03333333333333333,0.0,3,0.5777777777777777
clinc150,0.5,reminder,30.0,0.6666666666666666,0.26666666666666666,0.3,0.7,0.03333333333333333,0.03333333333333333,1,0.39999999999999997
clinc150,0.5,reminder_update,30.0,0.7666666666666666,0.05555555555555556,0.17777777777777778,0.9444444444444445,0.05555555555555556,0.0,3,0.711111111111111
clinc150,0.5,repeat,30.0,0.7444444444444445,0.4444444444444444,0.25555555555555554,0.5555555555555555,0.0,0.0,3,0.30000000000000004
clinc150,0.5,replacement_card_duration,30.0,0.6888888888888888,0.22222222222222224,0.2888888888888889,0.7777777777777778,0.022222222222222223,0.0,3,0.46666666666666656
clinc150,0.5,report_fraud,30.0,0.5,0.16666666666666666,0.5,0.8333333333333334,0.0,0.0,1,0.33333333333333337
clinc150,0.5,report_lost_card,30.0,0.8500000000000001,0.6333333333333333,0.15,0.3666666666666667,0.0,0.0,2,0.21666666666666679
