dataset,seed,split,k,radius_lambda,threshold,acceptance_mode,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos
banking77_oos,13,val,1,0.5,1.05,normalized_union,0.9110738255033557,0.7008409802175403,0.8542039355992844,0.7810810810810811,0.1270096463022508,0.21891891891891893,0.9105834129949886,0.9772478143047905
banking77_oos,13,test,1,0.5,1.05,normalized_union,0.9397659973999711,0.7177002615133659,0.8950980392156863,0.8541666666666666,0.09638888888888889,0.14583333333333334,0.9386267361111111,0.9906812779149923
banking77_oos,13,val,1,0.5,1.1,normalized_union,0.8799069496946786,0.6846522022481055,0.8108228980322003,0.8378378378378378,0.18917470525187566,0.16216216216216217,0.9105834129949886,0.9772478143047905
banking77_oos,13,test,1,0.5,1.1,normalized_union,0.9114226066209364,0.6708315753585531,0.850735294117647,0.8958333333333334,0.1511111111111111,0.10416666666666667,0.9386267361111111,0.9906812779149923
banking77_oos,13,val,1,0.5,1.2,normalized_union,0.739551989301237,0.5981958637956062,0.6431127012522362,0.9486486486486486,0.40728831725616294,0.051351351351351354,0.9105834129949886,0.9772478143047905
banking77_oos,13,test,1,0.5,1.2,normalized_union,0.8190693133745526,0.5534622239513823,0.721078431372549,0.9395833333333333,0.30083333333333334,0.06041666666666667,0.9386267361111111,0.9906812779149923
banking77_oos,13,val,1,0.75,0.2,nearest_sphere,0.9098000975134081,0.0,0.8345259391771019,0.0,0.0,1.0,0.9141348744242636,0.978338892124127
banking77_oos,13,test,1,0.75,0.2,nearest_sphere,0.9375,0.0,0.8823529411764706,0.0,0.0,1.0,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,0.3,nearest_sphere,0.9098000975134081,0.0,0.8345259391771019,0.0,0.0,1.0,0.9141348744242636,0.978338892124127
banking77_oos,13,test,1,0.75,0.3,nearest_sphere,0.9375,0.0,0.8823529411764706,0.0,0.0,1.0,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,0.4,nearest_sphere,0.9098000975134081,0.0,0.8345259391771019,0.0,0.0,1.0,0.9141348744242636,0.978338892124127
banking77_oos,13,test,1,0.75,0.4,nearest_sphere,0.9375,0.0,0.8823529411764706,0.0,0.0,1.0,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,0.5,nearest_sphere,0.9100219458668617,0.006410256410256411,0.8349731663685152,0.002702702702702703,0.0,0.9972972972972973,0.9141348744242636,0.978338892124127
banking77_oos,13,test,1,0.75,0.5,nearest_sphere,0.9378663540445487,0.01200154858691444,0.8830882352941176,0.00625,0.0,0.99375,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,0.6,nearest_sphere,0.9135862913096695,0.08372308452566862,0.842128801431127,0.04594594594594595,0.0,0.9540540540540541,0.9141348744242636,0.978338892124127
