dataset,seed,k,radius_lambda,threshold,acceptance_mode,split,full_pipeline_evaluation_mode,direct_pipeline_verified,oos_f1,f1_all,known_macro_f1,overall_accuracy,known_recall,false_accept_rate,false_reject_rate,router_error_rate,expert_error_rate,stage_count_correct_oos_rejection,stage_count_oos_accepted_by_gate,stage_count_known_rejected_by_gate,stage_count_known_wrong_domain,stage_count_known_wrong_expert,stage_count_correct_known_prediction,selected_by_validation,paper_known_f1,paper_accuracy
banking77_oos,13,1,1.5,0.8,normalized_union,test,direct_pipeline,True,0.9593023255813954,0.6946801681328765,0.7653442470112887,0.9254901960784314,0.66875,0.0375,0.33125,0.0,0.03115264797507788,3465,135,159,0,10,311,True,79.95,89.07
banking77_oos,42,1,1.5,0.8,normalized_union,test,direct_pipeline,True,0.9654609736197988,0.6606317519303133,0.6762387497609956,0.933578431372549,0.575,0.013888888888888888,0.425,0.0,0.06159420289855073,3550,50,204,0,17,259,True,79.95,89.07
banking77_oos,87,1,1.5,0.8,normalized_union,test,direct_pipeline,True,0.9537739754381124,0.6421372453867379,0.7141542253477834,0.9149509803921568,0.6020833333333333,0.04,0.39791666666666664,0.0,0.04152249134948097,3456,144,191,0,12,277,True,79.95,89.07
