run_id,contract,run_manifest,run_manifest_sha256,status,seed,known_labels,train_sha256,dev_sha256,test_sha256,packages,n_samples,oos_f1,f1_all,f1_known,accuracy,known_recall,false_acceptance,false_rejection,predicted_labels,finite,shape_equal,y_true_sha256,y_pred_sha256
historical_seed0,旧兼容：textoir/data + textoir-py39,/home/bo/bo01/llmpy311/artifacts/s2c/external/da_adb_compat_single_cell_v3/stackoverflow/DA-ADB/kir50/seed0/run_manifest.json,0881959160d2caf449e4e3efada3e9db66549b1a780badd23f3962dc82dbcffe,complete,0,visual-studio|apache|wordpress|linq|matlab|svn|haskell|qt|drupal|bash,b3e51761676a93b71bd4572c6f5789693a885d2ea001601c014fdf3f3d85800b,5d254ef1e451ca1800002e9c8b6bcd5934346830f74a52f661c76d26ae84ede5,cb32a79f7aa316c67742d3df534a45775961446eda09627081baa06099095a74,"{""easydict"": ""1.13"", ""numpy"": ""1.26.4"", ""pandas"": ""2.3.3"", ""scikit-learn"": ""0.24.2"", ""scipy"": ""1.5.4"", ""torch"": ""2.8.0+cu128"", ""transformers"": ""4.16.2""}",6000,0.9089777501166952,0.8922558730064142,0.8905836852953859,0.9006666666666666,0.8313333333333334,0.026333333333333334,0.16866666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",True,True,b4335ac5394d7d260a97f6dcc8530c064752b4769e21d31bf590b767b334a68a,ed6d4750a57a572ccbb4938294bea915345e4d616710e0ab51f8029ffe879a16
isolated_seed0_same_contract,同旧 split/Known list + 新隔离 CUDA,/home/bo/bo01/llmpy311/artifacts/s2c/external/da_adb_gpu_runtime_v1_legacy/stackoverflow/DA-ADB/kir_0.50/seed_0/run_manifest.json,f55c9f7bddbc7a98a95bcdb465429c002338dffbbf87b6644e388d88ebf5d5e6,complete,0,visual-studio|apache|wordpress|linq|matlab|svn|haskell|qt|drupal|bash,b3e51761676a93b71bd4572c6f5789693a885d2ea001601c014fdf3f3d85800b,5d254ef1e451ca1800002e9c8b6bcd5934346830f74a52f661c76d26ae84ede5,cb32a79f7aa316c67742d3df534a45775961446eda09627081baa06099095a74,"{""easydict"": ""1.13"", ""numpy"": ""2.4.6"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""scipy"": ""1.17.1"", ""torch"": ""2.9.1+cu128"", ""transformers"": ""4.46.3""}",6000,0.8404681244225439,0.80980076940515,0.8067340339034106,0.8238333333333333,0.745,0.09033333333333333,0.255,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",True,True,b4335ac5394d7d260a97f6dcc8530c064752b4769e21d31bf590b767b334a68a,7117854d0edb11de808e916561b7167571499afdf62bef752a1fc502241855ec
isolated_seed42_protocol_v2,protocol_v2 split/Known list + 新隔离 CUDA,/home/bo/bo01/llmpy311/artifacts/s2c/external/da_adb_gpu_runtime_v1/stackoverflow/DA-ADB/kir_0.50/seed_42/run_manifest.json,1a605f236645ce02da6a824996cdbfb27bbc5bca478594da083a2523da2cdaa6,complete,42,ajax|svn|sharepoint|apache|linq|excel|oracle|cocoa|visual-studio|spring,c6258605b94ae0fd2bda09bfd8aefa5f60086306dc1993ecbb97eed19b4c23b0,067d8b39d448f101b5078e95f4d5794b87021b1fd7513d1c37529dbe340a7f6b,a488d555cf47920ad8a41ffa5df37dcbf4cb92862bbcbe6f907191a7a6e94c12,"{""easydict"": ""1.13"", ""numpy"": ""2.4.6"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""scipy"": ""1.17.1"", ""torch"": ""2.9.1+cu128"", ""transformers"": ""4.46.3""}",6000,0.7082344967807523,0.7202993185217192,0.7215058006958159,0.7015,0.7293333333333333,0.30333333333333334,0.27066666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",True,True,ebc4a64b14beaafaa06004aaccada70ab4b334b22a9e41561b69bd9149e01b57,743cdea9b4d68d34ca21a2df691c9895c5e9a9de25b0f055bd747b096831705d
