epoch,phase,loss,classification_ce,intra_compactness,inter_margin,selection_score,calibration_f1_k,calibration_known_recall,dataset,kir,seed,test_oos_f1,test_known_recall,best_epoch_manifest
2,finetune,0.330544765364556,0.2722575225290798,0.5365152733666556,0.0463571502339272,0.9063307004514588,0.8646191101549627,0.8342318059299192,banking77,0.75,123,0.6666666666666666,0.8206896551724138,4
3,finetune,0.2568197825125285,0.2027414377246584,0.5052381501311347,0.0355452974726046,0.9055940112048496,0.8640845772425856,0.8301886792452831,banking77,0.75,123,0.6666666666666666,0.8206896551724138,4
4,finetune,0.2113307988359814,0.1602067269030071,0.4819094067528134,0.0293313020574195,0.9082260859712704,0.8667840374537502,0.8288409703504043,banking77,0.75,123,0.6666666666666666,0.8206896551724138,4
1,warmup,0.2766892185553591,0.1717128530144691,1.02355949295328,0.0262041178710283,0.918168035368547,0.877568035368547,0.812,stackoverflow,0.25,13,0.9348581679560489,0.8333333333333334,1
2,finetune,0.2217887944363533,0.131999494309755,0.8761672440995562,0.0217257432659414,0.9095408063168672,0.8694408063168673,0.802,stackoverflow,0.25,13,0.9348581679560489,0.8333333333333334,1
3,finetune,0.1472558116025113,0.0809420222376889,0.6472918137590936,0.0158460523606218,0.91579997901147,0.8753999790114702,0.808,stackoverflow,0.25,13,0.9348581679560489,0.8333333333333334,1
1,warmup,0.3137756360972181,0.207542839202475,1.0294893650298422,0.0328385935739633,0.8509796797392983,0.8110796797392983,0.798,stackoverflow,0.25,42,0.9546207353428288,0.844,4
2,finetune,0.2257190029671851,0.135651591650032,0.8768500977374137,0.0238239881483481,0.9084274676859592,0.867227467685959,0.8240000000000001,stackoverflow,0.25,42,0.9546207353428288,0.844,4
3,finetune,0.1353583498362531,0.0725382421799796,0.6140545314930855,0.0141465357514692,0.933167609799654,0.891567609799654,0.832,stackoverflow,0.25,42,0.9546207353428288,0.844,4
4,finetune,0.0884492054106073,0.0496893014679563,0.3772450203591205,0.01035400972444,0.9372923963729384,0.8958923963729385,0.8280000000000001,stackoverflow,0.25,42,0.9546207353428288,0.844,4
1,warmup,0.2959931480123641,0.1861786190816696,1.0709610137533634,0.0271842505862104,0.9537441058059768,0.9109441058059768,0.856,stackoverflow,0.25,87,0.9619058074431881,0.848,4
2,finetune,0.2195064495218561,0.1279535160518865,0.895315149997143,0.0202141882296889,0.9677677383015554,0.9243677383015554,0.868,stackoverflow,0.25,87,0.9619058074431881,0.848,4
3,finetune,0.1407651595295743,0.0796231924595826,0.5969827327322452,0.0144369360753037,0.9712069441003996,0.9275069441003996,0.874,stackoverflow,0.25,87,0.9619058074431881,0.848,4
4,finetune,0.0925901579730054,0.054648679245184,0.3688328063234369,0.0105819756739792,0.9751341895343738,0.9311341895343738,0.88,stackoverflow,0.25,87,0.9619058074431881,0.848,4
1,warmup,0.2214972557539635,0.1192756383977037,1.0040866998915976,0.0181294511954121,0.944259945940166,0.902559945940166,0.834,stackoverflow,0.25,100,0.9664517539066768,0.8473333333333333,4
2,finetune,0.1676254838388017,0.0856051240710819,0.8058136270401326,0.0143899759723547,0.9525465740336472,0.9100465740336472,0.85,stackoverflow,0.25,100,0.9664517539066768,0.8473333333333333,4
3,finetune,0.0934487961708231,0.0463032540766165,0.4622063256324605,0.0092490878094859,0.9657178570914235,0.9225178570914236,0.864,stackoverflow,0.25,100,0.9664517539066768,0.8473333333333333,4
4,finetune,0.0596916523781862,0.0333971986249881,0.2565319595184732,0.0064125668673597,0.9685388296484612,0.9249388296484612,0.872,stackoverflow,0.25,100,0.9664517539066768,0.8473333333333333,4
1,warmup,0.2110363850568203,0.1115884741253041,0.9771837731625173,0.0172953050821385,0.9686151808343298,0.9255151808343298,0.862,stackoverflow,0.25,123,0.9561480828558836,0.842,4
2,finetune,0.1563119415907149,0.0753221708013022,0.7976938410008207,0.0122038476971631,0.9824544338986604,0.9382544338986604,0.884,stackoverflow,0.25,123,0.9561480828558836,0.842,4
3,finetune,0.0865195601227435,0.0329084760866108,0.5294779184016776,0.0066329022681221,0.9861926526059652,0.9416926526059652,0.89,stackoverflow,0.25,123,0.9561480828558836,0.842,4
