dataset,kir,selection,selection_objective,configuration,known_f1,oos_f1,oos_f1_std,accuracy,known_recall,false_acceptance,delta_oos_vs_paper_pp,delta_oos_vs_balanced_pp,source
banking77_oos,0.5,paper_ours,historical reference,Historical Ours,74.9,88.23,,78.98,,,0.0,-3.2998132181729147,fulltex.tex / historical paper reference
banking77_oos,0.5,balanced_parameter_search,validation OOS F1 with Known F1 and Accuracy <=1 pp guard,"K=1,lambda=0.75,threshold=0.95,normalized_union",75.83715554102808,91.52981321817292,0.04749029638264776,85.58823529411764,71.63333333333334,7.846320346320345,3.2998132181729147,0.0,historical_trainable_parameter_full_pipeline/full_pipeline_selected_summary.csv
banking77_oos,0.5,current_adaptive_default,current H1 adaptive-centers selected workpoint,adaptive_centers_overall,71.1944528417361,91.88696032622391,0.19243076326872147,85.95588235294117,65.03333333333333,5.357142857142857,3.65696032622391,0.35714710805099514,historical_paper_ablation/current_h1_full_pipeline_summary.csv
banking77_oos,0.5,oos_priority,validation OOS F1 only; no Known guard,"K=1,lambda=0.5,threshold=0.95,normalized_union",71.29883144881117,91.72811398384796,0.08057266514517307,85.84150326797385,63.96666666666667,5.367965367965368,3.498113983847958,0.19830076567504307,historical_trainable_oos_priority_search/kir50/full_pipeline_selected_summary.csv
