dataset,kir,configuration,paper_known_f1,paper_oos_f1,paper_accuracy,default_oos_f1_mean,default_oos_f1_std,default_known_f1_mean,default_accuracy_mean,oos_priority_known_f1_mean,oos_priority_oos_f1_mean,oos_priority_oos_f1_std,oos_priority_accuracy_mean,oos_priority_known_recall_mean,oos_priority_false_acceptance_mean,delta_oos_priority_vs_default_pp,delta_oos_priority_vs_paper_pp,delta_known_f1_vs_default_pp,delta_accuracy_vs_default_pp,candidate_count_per_seed,selection_guard,device
banking77_oos,0.25,"K=1,lambda=1.5,threshold=0.8,normalized_union",75.83,93.99,89.07,92.57821477215701,0.8930484584661571,85.29816438862112,86.91176470588235,71.85790740400225,95.95124248797688,0.47735093946395474,92.4673202614379,61.52777777777777,3.046296296296296,3.373027715819873,1.9612424879768895,-13.44025698461887,5.555555555555557,960,none_oos_f1_only,cuda
banking77_oos,0.5,"K=1,lambda=0.5,threshold=0.95,normalized_union",74.9,88.23,78.98,91.88696032622391,0.19243076326872147,71.1944528417361,85.95588235294117,71.29883144881117,91.72811398384796,0.08057266514517307,85.84150326797385,63.96666666666667,5.367965367965368,-0.15884634237595208,3.498113983847958,0.10437860707507696,-0.11437908496732518,960,none_oos_f1_only,cuda
banking77_oos,0.75,"K=1,lambda=0.25,threshold=1.05,nearest_sphere",70.28,86.49,77.84,86.60493396225402,0.42358731337971284,79.63459500246834,79.44444444444444,75.38120911577448,88.56335515043598,0.4771003050700195,81.7892156862745,75.5701754385965,8.997395833333332,1.9584211881819584,2.0733551504359866,-4.253385886693863,2.3447712418300597,960,none_oos_f1_only,cuda
