dataset,kir,seed,method,selected_balls,predictor,outcome,spearman_rho
banking77,0.25,42,mogb_partition_ours_boundary,40,tree_depth,oos_assignment,-0.43533693809470675
banking77,0.25,42,mogb_partition_ours_boundary,40,tree_depth,oos_false_accept,-0.2584601778317816
banking77,0.25,42,mogb_partition_ours_boundary,40,tree_depth,known_false_reject,-0.5226965791920377
banking77,0.25,87,mogb_minilm,35,train_support,oos_assignment,0.4835318898226357
banking77,0.25,87,mogb_minilm,35,train_support,oos_false_accept,-0.029013127254158104
banking77,0.25,87,mogb_minilm,35,train_support,known_false_reject,0.6972412187727249
banking77,0.25,87,mogb_minilm,35,structural_radius,oos_assignment,0.26411659892532147
banking77,0.25,87,mogb_minilm,35,structural_radius,oos_false_accept,0.26426777039060234
banking77,0.25,87,mogb_minilm,35,structural_radius,known_false_reject,0.3808072473292105
banking77,0.25,87,mogb_minilm,35,tree_depth,oos_assignment,-0.28918386707117527
banking77,0.25,87,mogb_minilm,35,tree_depth,oos_false_accept,-0.23153133823969632
banking77,0.25,87,mogb_minilm,35,tree_depth,known_false_reject,-0.2386989275443224
banking77,0.25,87,mogb_partition_ours_boundary,35,train_support,oos_assignment,0.6269138462921465
banking77,0.25,87,mogb_partition_ours_boundary,35,train_support,oos_false_accept,0.3860523244334227
banking77,0.25,87,mogb_partition_ours_boundary,35,train_support,known_false_reject,0.5922350946138546
banking77,0.25,87,mogb_partition_ours_boundary,35,structural_radius,oos_assignment,0.7767244250428262
banking77,0.25,87,mogb_partition_ours_boundary,35,structural_radius,oos_false_accept,0.4012579693918564
banking77,0.25,87,mogb_partition_ours_boundary,35,structural_radius,known_false_reject,0.6952635938695255
banking77,0.25,87,mogb_partition_ours_boundary,35,tree_depth,oos_assignment,-0.4408664061877354
banking77,0.25,87,mogb_partition_ours_boundary,35,tree_depth,oos_false_accept,-0.33541025198525354
banking77,0.25,87,mogb_partition_ours_boundary,35,tree_depth,known_false_reject,-0.23345127619808492
banking77,0.25,100,mogb_minilm,47,train_support,oos_assignment,0.3063978072642642
banking77,0.25,100,mogb_minilm,47,train_support,oos_false_accept,-0.03157869977175128
banking77,0.25,100,mogb_minilm,47,train_support,known_false_reject,0.47062423463526337
banking77,0.25,100,mogb_minilm,47,structural_radius,oos_assignment,0.4799745767827144
banking77,0.25,100,mogb_minilm,47,structural_radius,oos_false_accept,0.27986721466897185
banking77,0.25,100,mogb_minilm,47,structural_radius,known_false_reject,0.219768897343942
banking77,0.25,100,mogb_minilm,47,tree_depth,oos_assignment,-0.1728676611031048
banking77,0.25,100,mogb_minilm,47,tree_depth,oos_false_accept,-0.26264210769633584
banking77,0.25,100,mogb_minilm,47,tree_depth,known_false_reject,-0.3203199247507727
banking77,0.25,100,mogb_partition_ours_boundary,47,train_support,oos_assignment,0.5910997788954848
banking77,0.25,100,mogb_partition_ours_boundary,47,train_support,oos_false_accept,0.22470234052265203
banking77,0.25,100,mogb_partition_ours_boundary,47,train_support,known_false_reject,0.5601741740065854
banking77,0.25,100,mogb_partition_ours_boundary,47,structural_radius,oos_assignment,0.7041403037518582
banking77,0.25,100,mogb_partition_ours_boundary,47,structural_radius,oos_false_accept,0.3598613623893665
banking77,0.25,100,mogb_partition_ours_boundary,47,structural_radius,known_false_reject,0.6334318777515482
banking77,0.25,100,mogb_partition_ours_boundary,47,tree_depth,oos_assignment,-0.48818606545051135
banking77,0.25,100,mogb_partition_ours_boundary,47,tree_depth,oos_false_accept,-0.39629127317841617
banking77,0.25,100,mogb_partition_ours_boundary,47,tree_depth,known_false_reject,-0.4000597950229958
banking77,0.25,123,mogb_minilm,48,train_support,oos_assignment,0.12524498723463998
banking77,0.25,123,mogb_minilm,48,train_support,oos_false_accept,0.10580220624974286
banking77,0.25,123,mogb_minilm,48,train_support,known_false_reject,0.46902820493351527
banking77,0.25,123,mogb_minilm,48,structural_radius,oos_assignment,0.2891972112861478
banking77,0.25,123,mogb_minilm,48,structural_radius,oos_false_accept,0.07481672012527724
banking77,0.25,123,mogb_minilm,48,structural_radius,known_false_reject,0.37153582616180747
banking77,0.25,123,mogb_minilm,48,tree_depth,oos_assignment,0.2040708022952456
banking77,0.25,123,mogb_minilm,48,tree_depth,oos_false_accept,0.2058144869046581
banking77,0.25,123,mogb_minilm,48,tree_depth,known_false_reject,-0.13553963709227776
banking77,0.25,123,mogb_partition_ours_boundary,48,train_support,oos_assignment,0.577287437376801
banking77,0.25,123,mogb_partition_ours_boundary,48,train_support,oos_false_accept,0.36338279181565447
banking77,0.25,123,mogb_partition_ours_boundary,48,train_support,known_false_reject,0.6022372500400931
banking77,0.25,123,mogb_partition_ours_boundary,48,structural_radius,oos_assignment,0.6291490731753829
banking77,0.25,123,mogb_partition_ours_boundary,48,structural_radius,oos_false_accept,0.13231237202103074
banking77,0.25,123,mogb_partition_ours_boundary,48,structural_radius,known_false_reject,0.6801117606789855
banking77,0.25,123,mogb_partition_ours_boundary,48,tree_depth,oos_assignment,-0.10930184748585943
banking77,0.25,123,mogb_partition_ours_boundary,48,tree_depth,oos_false_accept,0.13510778885556013
banking77,0.25,123,mogb_partition_ours_boundary,48,tree_depth,known_false_reject,-0.27028643682361564
banking77,0.5,13,mogb_minilm,102,train_support,oos_assignment,0.217423418668543
banking77,0.5,13,mogb_minilm,102,train_support,oos_false_accept,0.05479066895433584
banking77,0.5,13,mogb_minilm,102,train_support,known_false_reject,0.3822178885466207
banking77,0.5,13,mogb_minilm,102,structural_radius,oos_assignment,0.4223729165665458
banking77,0.5,13,mogb_minilm,102,structural_radius,oos_false_accept,0.17216550979126646
banking77,0.5,13,mogb_minilm,102,structural_radius,known_false_reject,0.3762366004577857
banking77,0.5,13,mogb_minilm,102,tree_depth,oos_assignment,0.037062161118816175
banking77,0.5,13,mogb_minilm,102,tree_depth,oos_false_accept,-0.08322565500657914
banking77,0.5,13,mogb_minilm,102,tree_depth,known_false_reject,-0.1055752078956017
banking77,0.5,13,mogb_partition_ours_boundary,102,train_support,oos_assignment,0.5872081699948649
banking77,0.5,13,mogb_partition_ours_boundary,102,train_support,oos_false_accept,0.23342114862597418
banking77,0.5,13,mogb_partition_ours_boundary,102,train_support,known_false_reject,0.5720416567408744
banking77,0.5,13,mogb_partition_ours_boundary,102,structural_radius,oos_assignment,0.7336788461728041
banking77,0.5,13,mogb_partition_ours_boundary,102,structural_radius,oos_false_accept,0.15490389053517167
banking77,0.5,13,mogb_partition_ours_boundary,102,structural_radius,known_false_reject,0.7118075902533196
banking77,0.5,13,mogb_partition_ours_boundary,102,tree_depth,oos_assignment,-0.1711627590050652
banking77,0.5,13,mogb_partition_ours_boundary,102,tree_depth,oos_false_accept,0.049374670233274805
banking77,0.5,13,mogb_partition_ours_boundary,102,tree_depth,known_false_reject,-0.21890392364603442
banking77,0.5,42,mogb_minilm,94,train_support,oos_assignment,0.10119623016423822
banking77,0.5,42,mogb_minilm,94,train_support,oos_false_accept,0.1670404577314034
banking77,0.5,42,mogb_minilm,94,train_support,known_false_reject,0.3543619067293532
banking77,0.5,42,mogb_minilm,94,structural_radius,oos_assignment,0.40957224722291075
banking77,0.5,42,mogb_minilm,94,structural_radius,oos_false_accept,0.1509895067336882
banking77,0.5,42,mogb_minilm,94,structural_radius,known_false_reject,0.1529006514813513
banking77,0.5,42,mogb_minilm,94,tree_depth,oos_assignment,-0.07667987507994066
banking77,0.5,42,mogb_minilm,94,tree_depth,oos_false_accept,0.03812805261581917
banking77,0.5,42,mogb_minilm,94,tree_depth,known_false_reject,-0.02862710098076092
banking77,0.5,42,mogb_partition_ours_boundary,94,train_support,oos_assignment,0.4847732870844966
banking77,0.5,42,mogb_partition_ours_boundary,94,train_support,oos_false_accept,0.3108811717127064
banking77,0.5,42,mogb_partition_ours_boundary,94,train_support,known_false_reject,0.5472664717669952
banking77,0.5,42,mogb_partition_ours_boundary,94,structural_radius,oos_assignment,0.7856653147728838
banking77,0.5,42,mogb_partition_ours_boundary,94,structural_radius,oos_false_accept,0.25689491508212337
banking77,0.5,42,mogb_partition_ours_boundary,94,structural_radius,known_false_reject,0.6046586224911256
banking77,0.5,42,mogb_partition_ours_boundary,94,tree_depth,oos_assignment,-0.2946048091442487
banking77,0.5,42,mogb_partition_ours_boundary,94,tree_depth,oos_false_accept,0.07661525026192115
banking77,0.5,42,mogb_partition_ours_boundary,94,tree_depth,known_false_reject,-0.2503086453814856
banking77,0.5,87,mogb_minilm,87,train_support,oos_assignment,0.2189666539612259
banking77,0.5,87,mogb_minilm,87,train_support,oos_false_accept,-0.09297303570588962
banking77,0.5,87,mogb_minilm,87,train_support,known_false_reject,0.552376181932279
banking77,0.5,87,mogb_minilm,87,structural_radius,oos_assignment,0.3187198125015042
banking77,0.5,87,mogb_minilm,87,structural_radius,oos_false_accept,-0.08811927878328855
banking77,0.5,87,mogb_minilm,87,structural_radius,known_false_reject,0.3602027428271719
banking77,0.5,87,mogb_minilm,87,tree_depth,oos_assignment,-0.29408764514557595
banking77,0.5,87,mogb_minilm,87,tree_depth,oos_false_accept,0.1247645399123185
banking77,0.5,87,mogb_minilm,87,tree_depth,known_false_reject,-0.2534768870666208
banking77,0.5,87,mogb_partition_ours_boundary,87,train_support,oos_assignment,0.5866640230068351
banking77,0.5,87,mogb_partition_ours_boundary,87,train_support,oos_false_accept,0.17894023978568446
banking77,0.5,87,mogb_partition_ours_boundary,87,train_support,known_false_reject,0.5313048399581425
banking77,0.5,87,mogb_partition_ours_boundary,87,structural_radius,oos_assignment,0.7083259372938016
banking77,0.5,87,mogb_partition_ours_boundary,87,structural_radius,oos_false_accept,0.06515432880890647
banking77,0.5,87,mogb_partition_ours_boundary,87,structural_radius,known_false_reject,0.7509080707488042
banking77,0.5,87,mogb_partition_ours_boundary,87,tree_depth,oos_assignment,-0.40178251454181346
banking77,0.5,87,mogb_partition_ours_boundary,87,tree_depth,oos_false_accept,0.016752569577239914
banking77,0.5,87,mogb_partition_ours_boundary,87,tree_depth,known_false_reject,-0.2809529905218134
banking77,0.5,100,mogb_minilm,105,train_support,oos_assignment,0.26512300464748206
banking77,0.5,100,mogb_minilm,105,train_support,oos_false_accept,0.1377158680442113
banking77,0.5,100,mogb_minilm,105,train_support,known_false_reject,0.319905706249505
banking77,0.5,100,mogb_minilm,105,structural_radius,oos_assignment,0.5016916375789824
banking77,0.5,100,mogb_minilm,105,structural_radius,oos_false_accept,0.13795935672346224
banking77,0.5,100,mogb_minilm,105,structural_radius,known_false_reject,0.3062524896130409
banking77,0.5,100,mogb_minilm,105,tree_depth,oos_assignment,-0.2658373199351361
banking77,0.5,100,mogb_minilm,105,tree_depth,oos_false_accept,-0.10518725420774978
banking77,0.5,100,mogb_minilm,105,tree_depth,known_false_reject,-0.14414176552618088
banking77,0.5,100,mogb_partition_ours_boundary,105,train_support,oos_assignment,0.34619564038209166
banking77,0.5,100,mogb_partition_ours_boundary,105,train_support,oos_false_accept,0.11566563247331281
banking77,0.5,100,mogb_partition_ours_boundary,105,train_support,known_false_reject,0.3497090805036517
banking77,0.5,100,mogb_partition_ours_boundary,105,structural_radius,oos_assignment,0.722081579024168
banking77,0.5,100,mogb_partition_ours_boundary,105,structural_radius,oos_false_accept,0.19707072002362505
banking77,0.5,100,mogb_partition_ours_boundary,105,structural_radius,known_false_reject,0.593830630641089
banking77,0.5,100,mogb_partition_ours_boundary,105,tree_depth,oos_assignment,-0.32450257297069285
banking77,0.5,100,mogb_partition_ours_boundary,105,tree_depth,oos_false_accept,-0.036388125517990456
banking77,0.5,100,mogb_partition_ours_boundary,105,tree_depth,known_false_reject,-0.28210217828942546
banking77,0.5,123,mogb_minilm,87,train_support,oos_assignment,0.04732212646001445
banking77,0.5,123,mogb_minilm,87,train_support,oos_false_accept,0.13151922724662374
banking77,0.5,123,mogb_minilm,87,train_support,known_false_reject,0.5228153711645401
banking77,0.5,123,mogb_minilm,87,structural_radius,oos_assignment,0.3366950987911412
banking77,0.5,123,mogb_minilm,87,structural_radius,oos_false_accept,0.30315182631262066
banking77,0.5,123,mogb_minilm,87,structural_radius,known_false_reject,0.37836379725196223
banking77,0.5,123,mogb_minilm,87,tree_depth,oos_assignment,-0.07967186619606426
banking77,0.5,123,mogb_minilm,87,tree_depth,oos_false_accept,-0.08892021845039229
banking77,0.5,123,mogb_minilm,87,tree_depth,known_false_reject,-0.3138666599357606
banking77,0.5,123,mogb_partition_ours_boundary,87,train_support,oos_assignment,0.5152971161776085
banking77,0.5,123,mogb_partition_ours_boundary,87,train_support,oos_false_accept,0.12036572491975298
banking77,0.5,123,mogb_partition_ours_boundary,87,train_support,known_false_reject,0.6182012003947419
banking77,0.5,123,mogb_partition_ours_boundary,87,structural_radius,oos_assignment,0.72399021633343
banking77,0.5,123,mogb_partition_ours_boundary,87,structural_radius,oos_false_accept,0.2627968551670953
banking77,0.5,123,mogb_partition_ours_boundary,87,structural_radius,known_false_reject,0.6826084041223589
banking77,0.5,123,mogb_partition_ours_boundary,87,tree_depth,oos_assignment,-0.4309067099828945
banking77,0.5,123,mogb_partition_ours_boundary,87,tree_depth,oos_false_accept,-0.07224778972817902
banking77,0.5,123,mogb_partition_ours_boundary,87,tree_depth,known_false_reject,-0.46290093908222757
banking77,0.75,13,mogb_minilm,133,train_support,oos_assignment,0.07328670967957154
banking77,0.75,13,mogb_minilm,133,train_support,oos_false_accept,0.1664402743064046
banking77,0.75,13,mogb_minilm,133,train_support,known_false_reject,0.4525813745744228
banking77,0.75,13,mogb_minilm,133,structural_radius,oos_assignment,0.29613756337045166
banking77,0.75,13,mogb_minilm,133,structural_radius,oos_false_accept,0.21055268185464807
banking77,0.75,13,mogb_minilm,133,structural_radius,known_false_reject,0.2170270768505476
banking77,0.75,13,mogb_minilm,133,tree_depth,oos_assignment,0.023924358745487515
banking77,0.75,13,mogb_minilm,133,tree_depth,oos_false_accept,-0.006510876680284388
banking77,0.75,13,mogb_minilm,133,tree_depth,known_false_reject,-0.18095756278042405
banking77,0.75,13,mogb_partition_ours_boundary,133,train_support,oos_assignment,0.40830993478744526
banking77,0.75,13,mogb_partition_ours_boundary,133,train_support,oos_false_accept,0.22096671278759994
banking77,0.75,13,mogb_partition_ours_boundary,133,train_support,known_false_reject,0.5631762919209148
banking77,0.75,13,mogb_partition_ours_boundary,133,structural_radius,oos_assignment,0.6294398132404315
banking77,0.75,13,mogb_partition_ours_boundary,133,structural_radius,oos_false_accept,0.20542840629764397
banking77,0.75,13,mogb_partition_ours_boundary,133,structural_radius,known_false_reject,0.6262213915407084
banking77,0.75,13,mogb_partition_ours_boundary,133,tree_depth,oos_assignment,-0.15479979350254386
banking77,0.75,13,mogb_partition_ours_boundary,133,tree_depth,oos_false_accept,0.06220593392887155
banking77,0.75,13,mogb_partition_ours_boundary,133,tree_depth,known_false_reject,-0.3662978237863509
banking77,0.75,42,mogb_minilm,129,train_support,oos_assignment,0.11577058504604473
banking77,0.75,42,mogb_minilm,129,train_support,oos_false_accept,0.15877531356335609
banking77,0.75,42,mogb_minilm,129,train_support,known_false_reject,0.33395492092018575
banking77,0.75,42,mogb_minilm,129,structural_radius,oos_assignment,0.18182450125939775
banking77,0.75,42,mogb_minilm,129,structural_radius,oos_false_accept,0.10196967167906856
banking77,0.75,42,mogb_minilm,129,structural_radius,known_false_reject,0.17941407529393155
banking77,0.75,42,mogb_minilm,129,tree_depth,oos_assignment,-0.10449203385843382
banking77,0.75,42,mogb_minilm,129,tree_depth,oos_false_accept,0.08350583454052504
banking77,0.75,42,mogb_minilm,129,tree_depth,known_false_reject,-0.01108648584490499
banking77,0.75,42,mogb_partition_ours_boundary,129,train_support,oos_assignment,0.4252819342193013
banking77,0.75,42,mogb_partition_ours_boundary,129,train_support,oos_false_accept,0.22443545195145873
banking77,0.75,42,mogb_partition_ours_boundary,129,train_support,known_false_reject,0.5461638938839215
banking77,0.75,42,mogb_partition_ours_boundary,129,structural_radius,oos_assignment,0.6454945138270705
banking77,0.75,42,mogb_partition_ours_boundary,129,structural_radius,oos_false_accept,0.1877121601010789
banking77,0.75,42,mogb_partition_ours_boundary,129,structural_radius,known_false_reject,0.7036463853144544
banking77,0.75,42,mogb_partition_ours_boundary,129,tree_depth,oos_assignment,-0.37088800134577515
banking77,0.75,42,mogb_partition_ours_boundary,129,tree_depth,oos_false_accept,0.05567974804530455
banking77,0.75,42,mogb_partition_ours_boundary,129,tree_depth,known_false_reject,-0.24590258337702312
banking77,0.75,87,mogb_minilm,158,train_support,oos_assignment,0.10757706907610429
banking77,0.75,87,mogb_minilm,158,train_support,oos_false_accept,0.05054600603176297
banking77,0.75,87,mogb_minilm,158,train_support,known_false_reject,0.410159857758206
banking77,0.75,87,mogb_minilm,158,structural_radius,oos_assignment,0.18056191748033515
banking77,0.75,87,mogb_minilm,158,structural_radius,oos_false_accept,-0.007994734721128464
banking77,0.75,87,mogb_minilm,158,structural_radius,known_false_reject,0.20362613253909384
banking77,0.75,87,mogb_minilm,158,tree_depth,oos_assignment,0.1014454724227699
banking77,0.75,87,mogb_minilm,158,tree_depth,oos_false_accept,0.06507231388924585
banking77,0.75,87,mogb_minilm,158,tree_depth,known_false_reject,0.06314208856590568
banking77,0.75,87,mogb_partition_ours_boundary,158,train_support,oos_assignment,0.4148327512838597
banking77,0.75,87,mogb_partition_ours_boundary,158,train_support,oos_false_accept,0.07778743810003579
banking77,0.75,87,mogb_partition_ours_boundary,158,train_support,known_false_reject,0.464447880485396
banking77,0.75,87,mogb_partition_ours_boundary,158,structural_radius,oos_assignment,0.6512279573344213
banking77,0.75,87,mogb_partition_ours_boundary,158,structural_radius,oos_false_accept,0.08800619749485601
banking77,0.75,87,mogb_partition_ours_boundary,158,structural_radius,known_false_reject,0.6597064555807801
banking77,0.75,87,mogb_partition_ours_boundary,158,tree_depth,oos_assignment,-0.22706067446016806
banking77,0.75,87,mogb_partition_ours_boundary,158,tree_depth,oos_false_accept,0.12734217725997102
banking77,0.75,87,mogb_partition_ours_boundary,158,tree_depth,known_false_reject,-0.21879100193951317
banking77,0.75,100,mogb_minilm,140,train_support,oos_assignment,0.19390358760385648
banking77,0.75,100,mogb_minilm,140,train_support,oos_false_accept,-0.013999269300959809
banking77,0.75,100,mogb_minilm,140,train_support,known_false_reject,0.43498854748043714
banking77,0.75,100,mogb_minilm,140,structural_radius,oos_assignment,0.27163196509224163
banking77,0.75,100,mogb_minilm,140,structural_radius,oos_false_accept,0.15969699050623956
banking77,0.75,100,mogb_minilm,140,structural_radius,known_false_reject,0.3172179518708886
banking77,0.75,100,mogb_minilm,140,tree_depth,oos_assignment,-0.10062993308097799
banking77,0.75,100,mogb_minilm,140,tree_depth,oos_false_accept,0.06050863448762971
banking77,0.75,100,mogb_minilm,140,tree_depth,known_false_reject,-0.05062539294797217
banking77,0.75,100,mogb_partition_ours_boundary,140,train_support,oos_assignment,0.44019322257168314
banking77,0.75,100,mogb_partition_ours_boundary,140,train_support,oos_false_accept,0.16685651995005704
banking77,0.75,100,mogb_partition_ours_boundary,140,train_support,known_false_reject,0.5122843329269189
banking77,0.75,100,mogb_partition_ours_boundary,140,structural_radius,oos_assignment,0.5924280383619773
banking77,0.75,100,mogb_partition_ours_boundary,140,structural_radius,oos_false_accept,0.17846140676932398
banking77,0.75,100,mogb_partition_ours_boundary,140,structural_radius,known_false_reject,0.656755825176652
banking77,0.75,100,mogb_partition_ours_boundary,140,tree_depth,oos_assignment,-0.2905055535206425
banking77,0.75,100,mogb_partition_ours_boundary,140,tree_depth,oos_false_accept,-0.09801258463417102
banking77,0.75,100,mogb_partition_ours_boundary,140,tree_depth,known_false_reject,-0.2946561833422164
banking77,0.75,123,mogb_minilm,147,train_support,oos_assignment,-0.06308286249650294
banking77,0.75,123,mogb_minilm,147,train_support,oos_false_accept,0.14344331824222378
banking77,0.75,123,mogb_minilm,147,train_support,known_false_reject,0.19392564699184775
banking77,0.75,123,mogb_minilm,147,structural_radius,oos_assignment,0.2649646052308633
banking77,0.75,123,mogb_minilm,147,structural_radius,oos_false_accept,0.0013838350888623872
banking77,0.75,123,mogb_minilm,147,structural_radius,known_false_reject,0.17228906633426536
banking77,0.75,123,mogb_minilm,147,tree_depth,oos_assignment,0.18147826341580686
banking77,0.75,123,mogb_minilm,147,tree_depth,oos_false_accept,0.17038796244538015
banking77,0.75,123,mogb_minilm,147,tree_depth,known_false_reject,0.29044689002803575
banking77,0.75,123,mogb_partition_ours_boundary,147,train_support,oos_assignment,0.29288986784024335
banking77,0.75,123,mogb_partition_ours_boundary,147,train_support,oos_false_accept,0.1548826247570715
banking77,0.75,123,mogb_partition_ours_boundary,147,train_support,known_false_reject,0.3347519774017627
banking77,0.75,123,mogb_partition_ours_boundary,147,structural_radius,oos_assignment,0.5524501642066092
banking77,0.75,123,mogb_partition_ours_boundary,147,structural_radius,oos_false_accept,0.06566877868805257
banking77,0.75,123,mogb_partition_ours_boundary,147,structural_radius,known_false_reject,0.5903621546175237
banking77,0.75,123,mogb_partition_ours_boundary,147,tree_depth,oos_assignment,-0.009002920616812439
banking77,0.75,123,mogb_partition_ours_boundary,147,tree_depth,oos_false_accept,0.1695971821322129
banking77,0.75,123,mogb_partition_ours_boundary,147,tree_depth,known_false_reject,0.047574758429044545
stackoverflow,0.25,13,mogb_minilm,39,train_support,oos_assignment,0.31466332221412724
stackoverflow,0.25,13,mogb_minilm,39,train_support,oos_false_accept,0.4241820252493723
stackoverflow,0.25,13,mogb_minilm,39,train_support,known_false_reject,0.5390986723028444
stackoverflow,0.25,13,mogb_minilm,39,structural_radius,oos_assignment,0.833974505856948
stackoverflow,0.25,13,mogb_minilm,39,structural_radius,oos_false_accept,0.34046340116578633
stackoverflow,0.25,13,mogb_minilm,39,structural_radius,known_false_reject,0.3647418285440833
stackoverflow,0.25,13,mogb_minilm,39,tree_depth,oos_assignment,-0.5308934596906022
stackoverflow,0.25,13,mogb_minilm,39,tree_depth,oos_false_accept,-0.39460622525880135
stackoverflow,0.25,13,mogb_minilm,39,tree_depth,known_false_reject,-0.35905513232443453
stackoverflow,0.25,13,mogb_partition_ours_boundary,39,train_support,oos_assignment,0.5851983585835686
stackoverflow,0.25,13,mogb_partition_ours_boundary,39,train_support,oos_false_accept,0.6875934794628412
stackoverflow,0.25,13,mogb_partition_ours_boundary,39,train_support,known_false_reject,0.6954933655472468
stackoverflow,0.25,13,mogb_partition_ours_boundary,39,structural_radius,oos_assignment,0.8791201730785732
stackoverflow,0.25,13,mogb_partition_ours_boundary,39,structural_radius,oos_false_accept,0.46349957153957916
stackoverflow,0.25,13,mogb_partition_ours_boundary,39,structural_radius,known_false_reject,0.6770922557843849
stackoverflow,0.25,13,mogb_partition_ours_boundary,39,tree_depth,oos_assignment,-0.5625663507184605
stackoverflow,0.25,13,mogb_partition_ours_boundary,39,tree_depth,oos_false_accept,-0.4012731832216919
stackoverflow,0.25,13,mogb_partition_ours_boundary,39,tree_depth,known_false_reject,-0.5217619625511395
stackoverflow,0.25,42,mogb_minilm,32,train_support,oos_assignment,-0.10497800166066308
stackoverflow,0.25,42,mogb_minilm,32,train_support,oos_false_accept,0.38280485504988193
stackoverflow,0.25,42,mogb_minilm,32,train_support,known_false_reject,0.437155523977352
stackoverflow,0.25,42,mogb_minilm,32,structural_radius,oos_assignment,0.7979827412020841
stackoverflow,0.25,42,mogb_minilm,32,structural_radius,oos_false_accept,0.3102047980139696
stackoverflow,0.25,42,mogb_minilm,32,structural_radius,known_false_reject,0.6166409891135904
stackoverflow,0.25,42,mogb_minilm,32,tree_depth,oos_assignment,-0.6723034962623271
stackoverflow,0.25,42,mogb_minilm,32,tree_depth,oos_false_accept,-0.23637264507552233
stackoverflow,0.25,42,mogb_minilm,32,tree_depth,known_false_reject,-0.4255960634090407
stackoverflow,0.25,42,mogb_partition_ours_boundary,32,train_support,oos_assignment,0.3204406694202768
stackoverflow,0.25,42,mogb_partition_ours_boundary,32,train_support,oos_false_accept,0.5589190873076173
stackoverflow,0.25,42,mogb_partition_ours_boundary,32,train_support,known_false_reject,0.3339801228749313
stackoverflow,0.25,42,mogb_partition_ours_boundary,32,structural_radius,oos_assignment,0.7066945804616651
stackoverflow,0.25,42,mogb_partition_ours_boundary,32,structural_radius,oos_false_accept,0.4149151920305768
stackoverflow,0.25,42,mogb_partition_ours_boundary,32,structural_radius,known_false_reject,0.7183506807361209
stackoverflow,0.25,42,mogb_partition_ours_boundary,32,tree_depth,oos_assignment,-0.47676443504714605
stackoverflow,0.25,42,mogb_partition_ours_boundary,32,tree_depth,oos_false_accept,-0.1867615635304295
stackoverflow,0.25,42,mogb_partition_ours_boundary,32,tree_depth,known_false_reject,-0.4845691964252878
stackoverflow,0.25,87,mogb_minilm,42,train_support,oos_assignment,0.31971948172436304
stackoverflow,0.25,87,mogb_minilm,42,train_support,oos_false_accept,0.3168892356230126
stackoverflow,0.25,87,mogb_minilm,42,train_support,known_false_reject,0.5437059437230487
stackoverflow,0.25,87,mogb_minilm,42,structural_radius,oos_assignment,0.9407378494352107
stackoverflow,0.25,87,mogb_minilm,42,structural_radius,oos_false_accept,0.3466841239200511
stackoverflow,0.25,87,mogb_minilm,42,structural_radius,known_false_reject,0.6626643936208173
stackoverflow,0.25,87,mogb_minilm,42,tree_depth,oos_assignment,-0.6844789260424282
stackoverflow,0.25,87,mogb_minilm,42,tree_depth,oos_false_accept,-0.224587265546792
stackoverflow,0.25,87,mogb_minilm,42,tree_depth,known_false_reject,-0.4682346466744006
stackoverflow,0.25,87,mogb_partition_ours_boundary,42,train_support,oos_assignment,0.5866765614783648
stackoverflow,0.25,87,mogb_partition_ours_boundary,42,train_support,oos_false_accept,0.6088213589961577
stackoverflow,0.25,87,mogb_partition_ours_boundary,42,train_support,known_false_reject,0.6730708542683106
stackoverflow,0.25,87,mogb_partition_ours_boundary,42,structural_radius,oos_assignment,0.8375874548723875
stackoverflow,0.25,87,mogb_partition_ours_boundary,42,structural_radius,oos_false_accept,0.5212873835080216
stackoverflow,0.25,87,mogb_partition_ours_boundary,42,structural_radius,known_false_reject,0.7510583930216249
stackoverflow,0.25,87,mogb_partition_ours_boundary,42,tree_depth,oos_assignment,-0.5574755955119721
stackoverflow,0.25,87,mogb_partition_ours_boundary,42,tree_depth,oos_false_accept,-0.3602851543389325
stackoverflow,0.25,87,mogb_partition_ours_boundary,42,tree_depth,known_false_reject,-0.5549106472950891
stackoverflow,0.25,100,mogb_minilm,45,train_support,oos_assignment,0.020949494399817414
stackoverflow,0.25,100,mogb_minilm,45,train_support,oos_false_accept,0.24725536831438852
stackoverflow,0.25,100,mogb_minilm,45,train_support,known_false_reject,0.5813777020782928
stackoverflow,0.25,100,mogb_minilm,45,structural_radius,oos_assignment,0.8774428490031757
stackoverflow,0.25,100,mogb_minilm,45,structural_radius,oos_false_accept,0.5232222710711559
stackoverflow,0.25,100,mogb_minilm,45,structural_radius,known_false_reject,0.39345901733541655
stackoverflow,0.25,100,mogb_minilm,45,tree_depth,oos_assignment,-0.6882064028330463
stackoverflow,0.25,100,mogb_minilm,45,tree_depth,oos_false_accept,-0.370690024946441
stackoverflow,0.25,100,mogb_minilm,45,tree_depth,known_false_reject,-0.21850010847149534
stackoverflow,0.25,100,mogb_partition_ours_boundary,45,train_support,oos_assignment,0.5258135746785861
stackoverflow,0.25,100,mogb_partition_ours_boundary,45,train_support,oos_false_accept,0.47707546715950144
stackoverflow,0.25,100,mogb_partition_ours_boundary,45,train_support,known_false_reject,0.6744255724623717
stackoverflow,0.25,100,mogb_partition_ours_boundary,45,structural_radius,oos_assignment,0.5750149558576191
stackoverflow,0.25,100,mogb_partition_ours_boundary,45,structural_radius,oos_false_accept,0.44526869180662676
stackoverflow,0.25,100,mogb_partition_ours_boundary,45,structural_radius,known_false_reject,0.4594751463864958
