dataset,kir,seed,method,method_label,ball_id,depth,majority_label,parent_id,purity,radius,sample_count,selected,split_reason,stop_reason,test_known_false_reject_count,test_oos_assignment_count,test_oos_false_accept_count,test_assignment_count,test_known_assignment_count,test_oos_assignment_count_calc,test_known_correct_count,test_known_wrong_known_count,test_known_false_reject_count_calc,test_oos_false_accept_count_calc,scoring_radius,score_median,zero_test_assignment,tiny_support_lt_20,oos_assignment_per_train,known_assignment_per_train,oos_accept_rate_within_assignment,known_reject_rate_within_assignment,false_accept_share_cell,known_false_reject_share_cell,oos_assignment_share_cell,support_quartile,risk_type,risk_rank_within_cell
banking77,0.25,42,mogb_partition_ours_boundary,MOGB partition + S2C boundary,302,5,why_verify_identity,268,1.0,0.4195952263517521,17,True,,purity_reached,5,13,11,27,14,13,9,0,5,11,24.570213869862165,0.9307593439649788,False,True,0.7647058823529411,0.8235294117647058,0.8461538461538461,0.35714285714285715,0.11458333333333333,0.018656716417910446,0.005603448275862069,Q2,oos_false_accept,2.0
banking77,0.25,87,mogb_minilm,MOGB-Fair,17,1,unable_to_verify_identity,0,1.0,0.6239870468333446,88,True,,purity_reached,17,134,30,174,40,134,23,0,17,30,0.6239870468333446,1.2339684625401999,False,False,1.5227272727272727,0.45454545454545453,0.22388059701492538,0.425,0.6521739130434783,0.038202247191011236,0.05775862068965517,Q4-large,oos_false_accept,1.0
banking77,0.25,87,mogb_minilm,MOGB-Fair,69,2,Refund_not_showing_up,9,1.0,0.5816995987672013,26,True,,purity_reached,7,63,7,81,18,63,11,0,7,7,0.5816995987672013,1.219005902023347,False,False,2.423076923076923,0.6923076923076923,0.1111111111111111,0.3888888888888889,0.15217391304347827,0.015730337078651686,0.027155172413793102,Q2,oos_false_accept,2.0
banking77,0.25,87,mogb_minilm,MOGB-Fair,91,2,pending_transfer,14,1.0,0.5999725395419347,73,True,,purity_reached,14,164,7,189,25,164,11,0,14,7,0.5999725395419347,1.305296160380072,False,False,2.2465753424657535,0.3424657534246575,0.042682926829268296,0.56,0.15217391304347827,0.03146067415730337,0.0706896551724138,Q3,oos_false_accept,3.0
banking77,0.25,87,mogb_minilm,MOGB-Fair,168,3,card_arrival,63,1.0,0.41111230393520176,11,True,,purity_reached,5,29,1,35,6,29,1,0,5,1,0.4111123039352017,1.655091807498498,False,True,2.6363636363636362,0.5454545454545454,0.034482758620689655,0.8333333333333334,0.021739130434782608,0.011235955056179775,0.0125,Q1-small,oos_false_accept,4.0
banking77,0.25,87,mogb_minilm,MOGB-Fair,248,4,exchange_via_app,176,1.0,0.5143111082358189,25,True,,purity_reached,14,79,1,101,22,79,8,0,14,1,0.5143111082358189,1.492507896361604,False,False,3.16,0.88,0.012658227848101266,0.6363636363636364,0.021739130434782608,0.03146067415730337,0.03405172413793103,Q2,oos_false_accept,5.0
banking77,0.25,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,17,1,unable_to_verify_identity,0,1.0,0.6239870468333446,88,True,,purity_reached,13,328,44,371,43,328,30,0,13,44,23.248547735638528,1.4175194691010418,False,False,3.727272727272727,0.48863636363636365,0.13414634146341464,0.3023255813953488,0.4731182795698925,0.04905660377358491,0.1413793103448276,Q4-large,oos_false_accept,1.0
banking77,0.25,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,69,2,Refund_not_showing_up,9,1.0,0.5816995987672013,26,True,,purity_reached,7,97,14,117,20,97,13,0,7,14,22.38140433504776,1.323070754621864,False,False,3.730769230769231,0.7692307692307693,0.14432989690721648,0.35,0.15053763440860216,0.026415094339622643,0.04181034482758621,Q2,oos_false_accept,3.0
banking77,0.25,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,91,2,pending_transfer,14,1.0,0.5999725395419347,73,True,,purity_reached,19,276,16,320,44,276,25,0,19,16,22.13955363799303,1.2726705945912706,False,False,3.780821917808219,0.6027397260273972,0.057971014492753624,0.4318181818181818,0.17204301075268819,0.07169811320754717,0.11896551724137931,Q3,oos_false_accept,2.0
banking77,0.25,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,118,2,wrong_exchange_rate_for_cash_withdrawal,19,1.0,0.5118598967756561,92,True,,purity_reached,14,53,6,86,33,53,19,0,14,6,23.166215144023106,1.114546124980401,False,False,0.5760869565217391,0.358695652173913,0.11320754716981132,0.42424242424242425,0.06451612903225806,0.052830188679245285,0.022844827586206897,Q4-large,oos_false_accept,4.0
banking77,0.25,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,165,3,card_arrival,58,1.0,0.5397017853266948,66,True,,purity_reached,16,654,5,692,38,654,22,0,16,5,22.39813604528178,1.421488723392161,False,False,9.909090909090908,0.5757575757575758,0.00764525993883792,0.42105263157894735,0.053763440860215055,0.06037735849056604,0.2818965517241379,Q3,oos_false_accept,5.0
banking77,0.25,100,mogb_minilm,MOGB-Fair,93,2,top_up_reverted,15,1.0,0.6601559634879283,94,True,,purity_reached,15,98,3,127,29,98,14,0,15,3,0.6601559634879283,1.2600260897972708,False,False,1.0425531914893618,0.30851063829787234,0.030612244897959183,0.5172413793103449,0.21428571428571427,0.03171247357293869,0.04224137931034483,Q4-large,oos_false_accept,2.0
banking77,0.25,100,mogb_minilm,MOGB-Fair,115,2,transfer_fee_charged,18,1.0,0.5247265451751326,15,True,,purity_reached,7,85,1,95,10,85,3,0,7,1,0.5247265451751326,1.6388411750187857,False,True,5.666666666666667,0.6666666666666666,0.011764705882352941,0.7,0.07142857142857142,0.014799154334038054,0.036637931034482756,Q2,oos_false_accept,4.0
banking77,0.25,100,mogb_minilm,MOGB-Fair,117,2,verify_my_identity,19,1.0,0.5211362536547929,93,True,,purity_reached,16,87,6,129,42,87,26,0,16,6,0.5211362536547929,1.2816005461761222,False,False,0.9354838709677419,0.45161290322580644,0.06896551724137931,0.38095238095238093,0.42857142857142855,0.03382663847780127,0.0375,Q4-large,oos_false_accept,1.0
banking77,0.25,100,mogb_minilm,MOGB-Fair,142,3,card_arrival,43,1.0,0.5284703353395374,15,True,,purity_reached,4,41,2,47,6,41,2,0,4,2,0.5284703353395374,1.4344978126879702,False,True,2.7333333333333334,0.4,0.04878048780487805,0.6666666666666666,0.14285714285714285,0.008456659619450317,0.01767241379310345,Q2,oos_false_accept,3.0
banking77,0.25,100,mogb_minilm,MOGB-Fair,241,4,card_acceptance,129,1.0,0.5455596489812387,11,True,,purity_reached,22,91,1,117,26,91,4,0,22,1,0.5455596489812387,1.426395432944874,False,True,8.272727272727273,2.3636363636363638,0.01098901098901099,0.8461538461538461,0.07142857142857142,0.046511627906976744,0.039224137931034485,Q1-small,oos_false_accept,5.0
banking77,0.25,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,67,2,getting_virtual_card,10,1.0,0.49762876940683987,88,True,,purity_reached,4,50,3,89,39,50,35,0,4,3,22.95262819096731,1.048860190773575,False,False,0.5681818181818182,0.4431818181818182,0.06,0.10256410256410256,0.03529411764705882,0.013333333333333334,0.021551724137931036,Q4-large,oos_false_accept,4.0
banking77,0.25,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,93,2,top_up_reverted,15,1.0,0.6601559634879283,94,True,,purity_reached,30,789,36,847,58,789,28,0,30,36,22.41567331594376,1.3910417148772205,False,False,8.393617021276595,0.6170212765957447,0.045627376425855515,0.5172413793103449,0.4235294117647059,0.1,0.3400862068965517,Q4-large,oos_false_accept,1.0
banking77,0.25,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,115,2,transfer_fee_charged,18,1.0,0.5247265451751326,15,True,,purity_reached,2,22,3,28,6,22,4,0,2,3,22.351055859160144,1.1754274779195337,False,True,1.4666666666666666,0.4,0.13636363636363635,0.3333333333333333,0.03529411764705882,0.006666666666666667,0.009482758620689655,Q2,oos_false_accept,5.0
banking77,0.25,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,117,2,verify_my_identity,19,1.0,0.5211362536547929,93,True,,purity_reached,6,69,29,109,40,69,34,0,6,29,23.99896700611837,0.9242249054393276,False,False,0.7419354838709677,0.43010752688172044,0.42028985507246375,0.15,0.3411764705882353,0.02,0.029741379310344828,Q4-large,oos_false_accept,2.0
banking77,0.25,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,150,3,country_support,51,1.0,0.6487046311434506,64,True,,purity_reached,20,284,4,329,45,284,20,5,20,4,23.567759334154037,1.3835360389589608,False,False,4.4375,0.703125,0.014084507042253521,0.4444444444444444,0.047058823529411764,0.06666666666666667,0.12241379310344827,Q4-large,oos_false_accept,3.0
banking77,0.25,123,mogb_minilm,MOGB-Fair,131,2,why_verify_identity,17,1.0,0.5920978844405648,90,True,,purity_reached,18,118,29,160,42,118,24,0,18,29,0.5920978844405648,1.1190975095763829,False,False,1.3111111111111111,0.4666666666666667,0.2457627118644068,0.42857142857142855,0.6590909090909091,0.039473684210526314,0.05086206896551724,Q4-large,oos_false_accept,1.0
banking77,0.25,123,mogb_minilm,MOGB-Fair,165,3,beneficiary_not_allowed,42,1.0,0.5021386092772439,31,True,,purity_reached,13,140,2,160,20,140,7,0,13,2,0.5021386092772439,1.5436759836924683,False,False,4.516129032258065,0.6451612903225806,0.014285714285714285,0.65,0.045454545454545456,0.02850877192982456,0.0603448275862069,Q3,oos_false_accept,4.0
banking77,0.25,123,mogb_minilm,MOGB-Fair,284,3,wrong_exchange_rate_for_cash_withdrawal,147,1.0,0.5188150262219481,31,True,,purity_reached,6,52,1,61,9,52,3,0,6,1,0.5188150262219481,1.5398733194722003,False,False,1.6774193548387097,0.2903225806451613,0.019230769230769232,0.6666666666666666,0.022727272727272728,0.013157894736842105,0.022413793103448276,Q3,oos_false_accept,5.0
banking77,0.25,123,mogb_minilm,MOGB-Fair,304,4,reverted_card_payment?,207,1.0,0.5287354672476057,16,True,,purity_reached,6,161,7,169,8,161,2,0,6,7,0.5287354672476057,1.4853984056501477,False,True,10.0625,0.5,0.043478260869565216,0.75,0.1590909090909091,0.013157894736842105,0.06939655172413793,Q2,oos_false_accept,2.0
banking77,0.25,123,mogb_minilm,MOGB-Fair,317,4,top_up_reverted,255,1.0,0.4880659444946027,24,True,,purity_reached,14,56,3,75,19,56,5,0,14,3,0.4880659444946027,1.4682161427662637,False,False,2.3333333333333335,0.7916666666666666,0.05357142857142857,0.7368421052631579,0.06818181818181818,0.03070175438596491,0.02413793103448276,Q3,oos_false_accept,3.0
banking77,0.25,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,131,2,why_verify_identity,17,1.0,0.5920978844405648,90,True,,purity_reached,8,89,48,132,43,89,35,0,8,48,23.29951321036179,0.8875923435547604,False,False,0.9888888888888889,0.4777777777777778,0.5393258426966292,0.18604651162790697,0.43636363636363634,0.026755852842809364,0.03836206896551724,Q4-large,oos_false_accept,1.0
banking77,0.25,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,165,3,beneficiary_not_allowed,42,1.0,0.5021386092772439,31,True,,purity_reached,8,55,10,73,18,55,10,0,8,10,22.025428427407117,1.0928984918720537,False,False,1.7741935483870968,0.5806451612903226,0.18181818181818182,0.4444444444444444,0.09090909090909091,0.026755852842809364,0.023706896551724137,Q3,oos_false_accept,4.0
banking77,0.25,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,304,4,reverted_card_payment?,207,1.0,0.5287354672476057,16,True,,purity_reached,5,91,7,100,9,91,4,0,5,7,22.01909043803523,1.3095299296487226,False,True,5.6875,0.5625,0.07692307692307693,0.5555555555555556,0.06363636363636363,0.016722408026755852,0.039224137931034485,Q2,oos_false_accept,5.0
banking77,0.25,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,317,4,top_up_reverted,255,1.0,0.4880659444946027,24,True,,purity_reached,6,28,12,40,12,28,6,0,6,12,22.91870235439505,1.0276823966793465,False,False,1.1666666666666667,0.5,0.42857142857142855,0.5,0.10909090909090909,0.020066889632107024,0.01206896551724138,Q3,oos_false_accept,2.0
banking77,0.25,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,319,4,wrong_amount_of_cash_received,263,1.0,0.5840950687806283,59,True,,purity_reached,25,362,12,404,42,362,17,0,25,12,22.70818732979185,1.312133997009353,False,False,6.135593220338983,0.711864406779661,0.03314917127071823,0.5952380952380952,0.10909090909090909,0.08361204013377926,0.1560344827586207,Q4-large,oos_false_accept,3.0
banking77,0.5,13,mogb_minilm,MOGB-Fair,44,2,Refund_not_showing_up,2,1.0,0.581918734498653,143,True,,purity_reached,18,40,1,82,42,40,24,0,18,1,0.581918734498653,1.1155382793349489,False,False,0.27972027972027974,0.2937062937062937,0.025,0.42857142857142855,0.0625,0.017733990147783252,0.02564102564102564,Q4-large,oos_false_accept,3.0
banking77,0.5,13,mogb_minilm,MOGB-Fair,152,2,wrong_exchange_rate_for_cash_withdrawal,16,1.0,0.54597129748592,44,True,,purity_reached,6,38,6,46,8,38,2,0,6,6,0.54597129748592,1.1424702268467677,False,False,0.8636363636363636,0.18181818181818182,0.15789473684210525,0.75,0.375,0.005911330049261084,0.02435897435897436,Q4-large,oos_false_accept,1.0
banking77,0.5,13,mogb_minilm,MOGB-Fair,157,2,pending_transfer,17,1.0,0.43576113423821017,14,True,,purity_reached,10,6,1,18,12,6,2,0,10,1,0.4357611342382101,1.3610407109909775,False,True,0.42857142857142855,0.8571428571428571,0.16666666666666666,0.8333333333333334,0.0625,0.009852216748768473,0.0038461538461538464,Q2,oos_false_accept,4.0
banking77,0.5,13,mogb_minilm,MOGB-Fair,204,2,top_up_by_bank_transfer_charge,26,1.0,0.5930646562647582,32,True,,purity_reached,18,44,4,67,23,44,5,0,18,4,0.5930646562647582,1.2275085452938528,False,False,1.375,0.71875,0.09090909090909091,0.782608695652174,0.25,0.017733990147783252,0.028205128205128206,Q4-large,oos_false_accept,2.0
banking77,0.5,13,mogb_minilm,MOGB-Fair,349,3,card_delivery_estimate,76,1.0,0.46211893945087856,28,True,,purity_reached,9,32,1,46,14,32,5,0,9,1,0.4621189394508785,1.3731897127895598,False,False,1.1428571428571428,0.5,0.03125,0.6428571428571429,0.0625,0.008866995073891626,0.020512820512820513,Q3,oos_false_accept,5.0
banking77,0.5,13,mogb_partition_ours_boundary,MOGB partition + S2C boundary,44,2,Refund_not_showing_up,2,1.0,0.581918734498653,143,True,,purity_reached,16,91,14,142,51,91,35,0,16,14,22.57405218470244,1.1962372579921166,False,False,0.6363636363636364,0.35664335664335667,0.15384615384615385,0.3137254901960784,0.2641509433962264,0.021739130434782608,0.058333333333333334,Q4-large,oos_false_accept,2.0
banking77,0.5,13,mogb_partition_ours_boundary,MOGB partition + S2C boundary,152,2,wrong_exchange_rate_for_cash_withdrawal,16,1.0,0.54597129748592,44,True,,purity_reached,13,51,15,76,25,51,12,0,13,15,22.430403363498467,1.1108063107990014,False,False,1.1590909090909092,0.5681818181818182,0.29411764705882354,0.52,0.2830188679245283,0.017663043478260868,0.032692307692307694,Q4-large,oos_false_accept,1.0
banking77,0.5,13,mogb_partition_ours_boundary,MOGB partition + S2C boundary,204,2,top_up_by_bank_transfer_charge,26,1.0,0.5930646562647582,32,True,,purity_reached,45,74,7,133,59,74,14,0,45,7,22.247822945651063,1.248893069895734,False,False,2.3125,1.84375,0.0945945945945946,0.7627118644067796,0.1320754716981132,0.06114130434782609,0.047435897435897434,Q4-large,oos_false_accept,3.0
banking77,0.5,13,mogb_partition_ours_boundary,MOGB partition + S2C boundary,349,3,card_delivery_estimate,76,1.0,0.46211893945087856,28,True,,purity_reached,3,23,3,35,12,23,9,0,3,3,23.090622942462065,1.0529611568786057,False,False,0.8214285714285714,0.42857142857142855,0.13043478260869565,0.25,0.05660377358490566,0.004076086956521739,0.014743589743589743,Q3,oos_false_accept,4.0
banking77,0.5,13,mogb_partition_ours_boundary,MOGB partition + S2C boundary,758,4,top_up_failed,547,1.0,0.502731524813194,10,True,,purity_reached,1,21,3,27,6,21,5,0,1,3,22.601745880822182,1.2382966936939095,False,True,2.1,0.6,0.14285714285714285,0.16666666666666666,0.05660377358490566,0.001358695652173913,0.013461538461538462,Q1-small,oos_false_accept,5.0
banking77,0.5,42,mogb_minilm,MOGB-Fair,153,2,disposable_card_limits,15,1.0,0.5777610954390878,76,True,,purity_reached,13,50,2,74,24,50,11,0,13,2,0.5777610954390878,1.2817234663323047,False,False,0.6578947368421053,0.3157894736842105,0.04,0.5416666666666666,0.15384615384615385,0.012333965844402278,0.03205128205128205,Q4-large,oos_false_accept,1.0
banking77,0.5,42,mogb_minilm,MOGB-Fair,441,3,declined_transfer,149,1.0,0.5829797500230678,13,True,,purity_reached,6,33,1,42,9,33,3,0,6,1,0.5829797500230678,1.3454882214156694,False,True,2.5384615384615383,0.6923076923076923,0.030303030303030304,0.6666666666666666,0.07692307692307693,0.0056925996204933585,0.021153846153846155,Q2,oos_false_accept,5.0
banking77,0.5,42,mogb_minilm,MOGB-Fair,452,3,exchange_via_app,167,1.0,0.5044149619653827,29,True,,purity_reached,13,60,2,80,20,60,7,0,13,2,0.5044149619653827,1.4040361870085123,False,False,2.0689655172413794,0.6896551724137931,0.03333333333333333,0.65,0.15384615384615385,0.012333965844402278,0.038461538461538464,Q3,oos_false_accept,2.0
banking77,0.5,42,mogb_minilm,MOGB-Fair,539,3,reverted_card_payment?,240,1.0,0.4803332519332629,18,True,,purity_reached,11,78,2,91,13,78,2,0,11,2,0.4803332519332629,1.604734356877085,False,True,4.333333333333333,0.7222222222222222,0.02564102564102564,0.8461538461538461,0.15384615384615385,0.010436432637571158,0.05,Q3,oos_false_accept,3.0
banking77,0.5,42,mogb_minilm,MOGB-Fair,1033,8,why_verify_identity,1017,1.0,0.49295855139350225,25,True,,purity_reached,15,12,2,35,23,12,8,0,15,2,0.4929585513935022,1.0764464269694485,False,False,0.48,0.92,0.16666666666666666,0.6521739130434783,0.15384615384615385,0.014231499051233396,0.007692307692307693,Q3,oos_false_accept,4.0
banking77,0.5,42,mogb_partition_ours_boundary,MOGB partition + S2C boundary,153,2,disposable_card_limits,15,1.0,0.5777610954390878,76,True,,purity_reached,28,121,6,173,52,121,24,0,28,6,22.722033266834117,1.3248487015791928,False,False,1.5921052631578947,0.6842105263157895,0.049586776859504134,0.5384615384615384,0.11538461538461539,0.036939313984168866,0.07756410256410257,Q4-large,oos_false_accept,4.0
banking77,0.5,42,mogb_partition_ours_boundary,MOGB partition + S2C boundary,326,3,Refund_not_showing_up,49,1.0,0.5553230327391332,105,True,,purity_reached,7,37,8,75,38,37,30,1,7,8,22.7839552491615,0.985307260503618,False,False,0.3523809523809524,0.3619047619047619,0.21621621621621623,0.18421052631578946,0.15384615384615385,0.009234828496042216,0.023717948717948717,Q4-large,oos_false_accept,2.0
banking77,0.5,42,mogb_partition_ours_boundary,MOGB partition + S2C boundary,539,3,reverted_card_payment?,240,1.0,0.4803332519332629,18,True,,purity_reached,8,18,4,31,13,18,5,0,8,4,23.07410010550385,1.2111313993926505,False,True,1.0,0.7222222222222222,0.2222222222222222,0.6153846153846154,0.07692307692307693,0.010554089709762533,0.011538461538461539,Q3,oos_false_accept,5.0
banking77,0.5,42,mogb_partition_ours_boundary,MOGB partition + S2C boundary,981,6,why_verify_identity,929,1.0,0.554781754896179,40,True,,purity_reached,17,29,16,66,37,29,19,1,17,16,23.562627642292338,0.9739148155761035,False,False,0.725,0.925,0.5517241379310345,0.4594594594594595,0.3076923076923077,0.022427440633245383,0.01858974358974359,Q4-large,oos_false_accept,1.0
banking77,0.5,42,mogb_partition_ours_boundary,MOGB partition + S2C boundary,1033,8,why_verify_identity,1017,1.0,0.49295855139350225,25,True,,purity_reached,2,11,8,28,17,11,11,4,2,8,23.469308417489465,0.8655981769142378,False,False,0.44,0.68,0.7272727272727273,0.11764705882352941,0.15384615384615385,0.002638522427440633,0.007051282051282051,Q3,oos_false_accept,3.0
banking77,0.5,87,mogb_minilm,MOGB-Fair,488,3,declined_cash_withdrawal,186,1.0,0.3873206945191889,11,True,,purity_reached,4,7,1,14,7,7,3,0,4,1,0.3873206945191889,1.5534787125275031,False,True,0.6363636363636364,0.6363636363636364,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.00408997955010225,0.004487179487179487,Q1-small,oos_false_accept,3.0
banking77,0.5,87,mogb_minilm,MOGB-Fair,496,3,pending_transfer,192,1.0,0.5515653323842904,97,True,,purity_reached,19,72,1,107,35,72,16,0,19,1,0.5515653323842904,1.3553509847538254,False,False,0.7422680412371134,0.36082474226804123,0.013888888888888888,0.5428571428571428,0.14285714285714285,0.019427402862985686,0.046153846153846156,Q4-large,oos_false_accept,4.0
banking77,0.5,87,mogb_minilm,MOGB-Fair,600,4,topping_up_by_card,370,1.0,0.3221843496071504,11,True,,purity_reached,6,15,2,22,7,15,1,0,6,2,0.3221843496071504,2.4135574920265914,False,True,1.3636363636363635,0.6363636363636364,0.13333333333333333,0.8571428571428571,0.2857142857142857,0.006134969325153374,0.009615384615384616,Q1-small,oos_false_accept,1.0
banking77,0.5,87,mogb_minilm,MOGB-Fair,683,4,unable_to_verify_identity,550,1.0,0.45455839532659714,33,True,,purity_reached,17,11,2,40,29,11,12,0,17,2,0.4545583953265971,1.2091578449580411,False,False,0.3333333333333333,0.8787878787878788,0.18181818181818182,0.5862068965517241,0.2857142857142857,0.017382413087934562,0.007051282051282051,Q3,oos_false_accept,2.0
banking77,0.5,87,mogb_minilm,MOGB-Fair,710,5,Refund_not_showing_up,583,1.0,0.48756804051418035,10,True,,purity_reached,5,30,1,36,6,30,1,0,5,1,0.4875680405141803,1.244275854827153,False,True,3.0,0.6,0.03333333333333333,0.8333333333333334,0.14285714285714285,0.005112474437627812,0.019230769230769232,Q1-small,oos_false_accept,5.0
banking77,0.5,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,327,3,Refund_not_showing_up,54,1.0,0.565316899785257,118,True,,purity_reached,16,36,6,85,49,36,32,1,16,6,22.443008437103806,1.0271282716674708,False,False,0.3050847457627119,0.4152542372881356,0.16666666666666666,0.32653061224489793,0.16216216216216217,0.02318840579710145,0.023076923076923078,Q4-large,oos_false_accept,2.0
banking77,0.5,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,496,3,pending_transfer,192,1.0,0.5515653323842904,97,True,,purity_reached,18,100,7,143,43,100,25,0,18,7,23.146142639895416,1.2021271296538891,False,False,1.0309278350515463,0.44329896907216493,0.07,0.4186046511627907,0.1891891891891892,0.02608695652173913,0.0641025641025641,Q4-large,oos_false_accept,1.0
banking77,0.5,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,507,3,reverted_card_payment?,201,1.0,0.5089036691614994,50,True,,purity_reached,19,30,4,65,35,30,16,0,19,4,23.445809844934807,1.1048213140263958,False,False,0.6,0.7,0.13333333333333333,0.5428571428571428,0.10810810810810811,0.02753623188405797,0.019230769230769232,Q4-large,oos_false_accept,4.0
banking77,0.5,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,681,4,verify_my_identity,549,1.0,0.4659292285528152,56,True,,purity_reached,7,25,5,52,27,25,20,0,7,5,23.3825031894844,1.0185790607571694,False,False,0.44642857142857145,0.48214285714285715,0.2,0.25925925925925924,0.13513513513513514,0.010144927536231883,0.016025641025641024,Q4-large,oos_false_accept,3.0
banking77,0.5,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,683,4,unable_to_verify_identity,550,1.0,0.45455839532659714,33,True,,purity_reached,6,7,4,31,24,7,18,0,6,4,23.542976075585123,0.8655266359698027,False,False,0.21212121212121213,0.7272727272727273,0.5714285714285714,0.25,0.10810810810810811,0.008695652173913044,0.004487179487179487,Q3,oos_false_accept,5.0
banking77,0.5,100,mogb_minilm,MOGB-Fair,46,2,Refund_not_showing_up,2,1.0,0.5642259675311553,127,True,,purity_reached,14,27,1,62,35,27,21,0,14,1,0.5642259675311553,1.0828904622211348,False,False,0.2125984251968504,0.2755905511811024,0.037037037037037035,0.4,0.043478260869565216,0.013565891472868217,0.01730769230769231,Q4-large,oos_false_accept,3.0
banking77,0.5,100,mogb_minilm,MOGB-Fair,258,2,top_up_reverted,29,1.0,0.6203771145103736,104,True,,purity_reached,21,107,14,145,38,107,17,0,21,14,0.6203771145103736,1.182269443448827,False,False,1.0288461538461537,0.36538461538461536,0.1308411214953271,0.5526315789473685,0.6086956521739131,0.020348837209302327,0.0685897435897436,Q4-large,oos_false_accept,1.0
banking77,0.5,100,mogb_minilm,MOGB-Fair,505,3,get_disposable_virtual_card,187,1.0,0.4082312285874723,15,True,,purity_reached,7,8,1,21,13,8,6,0,7,1,0.4082312285874723,1.2705764292706854,False,True,0.5333333333333333,0.8666666666666667,0.125,0.5384615384615384,0.043478260869565216,0.006782945736434108,0.005128205128205128,Q2,oos_false_accept,4.0
banking77,0.5,100,mogb_minilm,MOGB-Fair,532,3,get_physical_card,214,1.0,0.47189237276987395,29,True,,purity_reached,9,73,1,87,14,73,5,0,9,1,0.4718923727698739,1.599203300865503,False,False,2.5172413793103448,0.4827586206896552,0.0136986301369863,0.6428571428571429,0.043478260869565216,0.00872093023255814,0.046794871794871795,Q3,oos_false_accept,5.0
banking77,0.5,100,mogb_minilm,MOGB-Fair,753,4,card_arrival,542,1.0,0.4798257428820003,18,True,,purity_reached,9,45,5,55,10,45,1,0,9,5,0.4798257428820003,1.497925458439472,False,True,2.5,0.5555555555555556,0.1111111111111111,0.9,0.21739130434782608,0.00872093023255814,0.028846153846153848,Q3,oos_false_accept,2.0
banking77,0.5,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,46,2,Refund_not_showing_up,2,1.0,0.5642259675311553,127,True,,purity_reached,8,57,9,97,40,57,32,0,8,9,22.384901362110057,1.0622040500908216,False,False,0.44881889763779526,0.31496062992125984,0.15789473684210525,0.2,0.16071428571428573,0.010652463382157125,0.03653846153846154,Q4-large,oos_false_accept,2.0
banking77,0.5,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,258,2,top_up_reverted,29,1.0,0.6203771145103736,104,True,,purity_reached,31,267,35,326,59,267,28,0,31,35,22.899475602194563,1.3103223282947756,False,False,2.5673076923076925,0.5673076923076923,0.13108614232209737,0.5254237288135594,0.625,0.041278295605858856,0.17115384615384616,Q4-large,oos_false_accept,1.0
banking77,0.5,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,505,3,get_disposable_virtual_card,187,1.0,0.4082312285874723,15,True,,purity_reached,5,4,1,19,15,4,10,0,5,1,23.122464266093733,0.952178521585968,False,True,0.26666666666666666,1.0,0.25,0.3333333333333333,0.017857142857142856,0.006657789613848202,0.002564102564102564,Q2,oos_false_accept,5.0
banking77,0.5,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,532,3,get_physical_card,214,1.0,0.47189237276987395,29,True,,purity_reached,9,42,2,63,21,42,12,0,9,2,23.68579922694038,1.229484757397712,False,False,1.4482758620689655,0.7241379310344828,0.047619047619047616,0.42857142857142855,0.03571428571428571,0.011984021304926764,0.026923076923076925,Q3,oos_false_accept,4.0
banking77,0.5,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,753,4,card_arrival,542,1.0,0.4798257428820003,18,True,,purity_reached,3,11,6,15,4,11,1,0,3,6,21.709752036127306,1.0070393868830374,False,True,0.6111111111111112,0.2222222222222222,0.5454545454545454,0.75,0.10714285714285714,0.0039946737683089215,0.007051282051282051,Q3,oos_false_accept,3.0
banking77,0.5,123,mogb_minilm,MOGB-Fair,92,2,card_delivery_estimate,7,1.0,0.598443842787193,55,True,,purity_reached,23,55,6,88,33,55,10,0,23,6,0.598443842787193,1.2850159348063943,False,False,1.0,0.6,0.10909090909090909,0.696969696969697,0.23076923076923078,0.023421588594704685,0.035256410256410256,Q4-large,oos_false_accept,2.0
