dataset,kir,seed,method,method_label,ball_id,depth,majority_label,parent_id,purity,radius,sample_count,selected,split_reason,stop_reason,test_known_false_reject_count,test_oos_assignment_count,test_oos_false_accept_count,test_assignment_count,test_known_assignment_count,test_oos_assignment_count_calc,test_known_correct_count,test_known_wrong_known_count,test_known_false_reject_count_calc,test_oos_false_accept_count_calc,scoring_radius,score_median,zero_test_assignment,tiny_support_lt_20,oos_assignment_per_train,known_assignment_per_train,oos_accept_rate_within_assignment,known_reject_rate_within_assignment,false_accept_share_cell,known_false_reject_share_cell,oos_assignment_share_cell,support_quartile,risk_type,risk_rank_within_cell
stackoverflow,0.5,100,mogb_minilm,MOGB-Fair,755,4,oracle,264,1.0,0.8054786936711978,22,True,,purity_reached,14,53,1,75,22,53,8,0,14,1,0.8054786936711978,1.2767275291341078,False,False,2.409090909090909,1.0,0.018867924528301886,0.6363636363636364,0.09090909090909091,0.006433823529411764,0.017666666666666667,Q2,oos_false_accept,4.0
stackoverflow,0.5,100,mogb_minilm,MOGB-Fair,809,4,qt,326,1.0,0.7695084920427044,96,True,,purity_reached,24,51,1,97,46,51,22,0,24,1,0.7695084920427044,1.252653099167628,False,False,0.53125,0.4791666666666667,0.0196078431372549,0.5217391304347826,0.09090909090909091,0.011029411764705883,0.017,Q4-large,oos_false_accept,5.0
stackoverflow,0.5,100,mogb_minilm,MOGB-Fair,862,4,spring,413,1.0,0.8044836317162183,340,True,,purity_reached,80,37,3,176,139,37,58,1,80,3,0.8044836317162183,1.035412822352073,False,False,0.10882352941176471,0.4088235294117647,0.08108108108108109,0.5755395683453237,0.2727272727272727,0.03676470588235294,0.012333333333333333,Q4-large,oos_false_accept,2.0
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,262,3,oracle,41,1.0,0.8331334096747252,134,True,,purity_reached,211,862,3,1183,321,862,110,0,211,3,20.539623075683338,1.256487425796472,False,False,6.432835820895522,2.3955223880597014,0.0034802784222737818,0.6573208722741433,0.13043478260869565,0.14642609299097847,0.28733333333333333,Q4-large,oos_false_accept,3.0
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,526,3,visual-studio,89,1.0,0.8165902099897485,246,True,,purity_reached,153,542,2,838,296,542,143,0,153,2,20.927186413560225,1.2074902373416523,False,False,2.203252032520325,1.2032520325203253,0.0036900369003690036,0.5168918918918919,0.08695652173913043,0.10617626648161,0.18066666666666667,Q4-large,oos_false_accept,4.0
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,718,4,spring,187,1.0,0.8016633895236287,14,True,,purity_reached,5,40,4,48,8,40,3,0,5,4,20.779934321710574,1.0971646505823076,False,True,2.857142857142857,0.5714285714285714,0.1,0.625,0.17391304347826086,0.0034698126301179735,0.013333333333333334,Q1-small,oos_false_accept,2.0
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,809,4,qt,326,1.0,0.7695084920427044,96,True,,purity_reached,16,26,2,102,76,26,60,0,16,2,21.163298051944174,0.969207540953908,False,False,0.2708333333333333,0.7916666666666666,0.07692307692307693,0.21052631578947367,0.08695652173913043,0.011103400416377515,0.008666666666666666,Q4-large,oos_false_accept,5.0
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,862,4,spring,413,1.0,0.8044836317162183,340,True,,purity_reached,84,244,7,518,274,244,189,1,84,7,20.8330251704562,1.0696168376516728,False,False,0.7176470588235294,0.8058823529411765,0.028688524590163935,0.30656934306569344,0.30434782608695654,0.05829285218598196,0.08133333333333333,Q4-large,oos_false_accept,1.0
stackoverflow,0.5,123,mogb_minilm,MOGB-Fair,370,3,osx,58,1.0,0.8528317925087106,119,True,,purity_reached,127,229,2,384,155,229,28,0,127,2,0.8528317925087106,1.2066991597102703,False,False,1.9243697478991597,1.3025210084033614,0.008733624454148471,0.8193548387096774,0.08,0.05495456512332324,0.07633333333333334,Q4-large,oos_false_accept,3.0
stackoverflow,0.5,123,mogb_minilm,MOGB-Fair,396,3,osx,63,1.0,0.8500046477365115,32,True,,purity_reached,75,153,7,235,82,153,7,0,75,7,0.8500046477365115,1.2121463868023086,False,False,4.78125,2.5625,0.0457516339869281,0.9146341463414634,0.28,0.032453483340545215,0.051,Q3,oos_false_accept,1.0
stackoverflow,0.5,123,mogb_minilm,MOGB-Fair,827,4,hibernate,280,1.0,0.7588123853289069,422,True,,purity_reached,109,182,7,368,186,182,77,0,109,7,0.7588123853289069,1.1103493796074613,False,False,0.4312796208530806,0.44075829383886256,0.038461538461538464,0.5860215053763441,0.28,0.047165729121592385,0.06066666666666667,Q4-large,oos_false_accept,2.0
stackoverflow,0.5,123,mogb_minilm,MOGB-Fair,1101,4,osx,554,1.0,0.8307072708920666,33,True,,purity_reached,55,252,2,316,64,252,9,0,55,2,0.8307072708920666,1.221618323380567,False,False,7.636363636363637,1.9393939393939394,0.007936507936507936,0.859375,0.08,0.023799221116399826,0.084,Q3,oos_false_accept,4.0
stackoverflow,0.5,123,mogb_minilm,MOGB-Fair,1301,5,osx,707,1.0,0.8257817881053027,20,True,,purity_reached,55,119,2,177,58,119,3,0,55,2,0.8257817881053027,1.2685543901377,False,False,5.95,2.9,0.01680672268907563,0.9482758620689655,0.08,0.023799221116399826,0.03966666666666667,Q2,oos_false_accept,5.0
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,370,3,osx,58,1.0,0.8528317925087106,119,True,,purity_reached,609,1554,11,2262,708,1554,99,0,609,11,20.69175297579339,1.2209884676118965,False,False,13.058823529411764,5.949579831932773,0.007078507078507079,0.8601694915254238,0.21568627450980393,0.3493975903614458,0.518,Q4-large,oos_false_accept,2.0
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,396,3,osx,63,1.0,0.8500046477365115,32,True,,purity_reached,104,253,11,366,113,253,9,0,104,11,20.561635028516378,1.209795726067656,False,False,7.90625,3.53125,0.043478260869565216,0.9203539823008849,0.21568627450980393,0.05966724039013196,0.08433333333333333,Q3,oos_false_accept,3.0
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,827,4,hibernate,280,1.0,0.7588123853289069,422,True,,purity_reached,54,113,17,370,257,113,202,1,54,17,21.098890264816344,0.9803150281986778,False,False,0.2677725118483412,0.6090047393364929,0.1504424778761062,0.21011673151750973,0.3333333333333333,0.03098106712564544,0.03766666666666667,Q4-large,oos_false_accept,1.0
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,1101,4,osx,554,1.0,0.8307072708920666,33,True,,purity_reached,21,147,7,176,29,147,8,0,21,7,20.987330342984087,1.1558493494511206,False,False,4.454545454545454,0.8787878787878788,0.047619047619047616,0.7241379310344828,0.13725490196078433,0.012048192771084338,0.049,Q3,oos_false_accept,4.0
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,1296,5,excel,681,1.0,0.7528874177054766,18,True,,purity_reached,4,1,1,17,16,1,12,0,4,1,21.05027031427508,0.9554337485576462,False,True,0.05555555555555555,0.8888888888888888,1.0,0.25,0.0196078431372549,0.002294893861158921,0.0003333333333333333,Q2,oos_false_accept,5.0
stackoverflow,0.75,13,mogb_minilm,MOGB-Fair,792,3,hibernate,101,1.0,0.7525012512772816,218,True,,purity_reached,45,25,1,110,85,25,40,0,45,1,0.7525012512772816,1.0406683100786234,False,False,0.11467889908256881,0.38990825688073394,0.04,0.5294117647058824,0.125,0.012569832402234637,0.016666666666666666,Q4-large,oos_false_accept,2.0
stackoverflow,0.75,13,mogb_minilm,MOGB-Fair,959,3,magento,135,1.0,0.758429562956312,14,True,,purity_reached,97,48,1,149,101,48,4,0,97,1,0.758429562956312,1.3172046300652016,False,True,3.4285714285714284,7.214285714285714,0.020833333333333332,0.9603960396039604,0.125,0.027094972067039105,0.032,Q2,oos_false_accept,3.0
stackoverflow,0.75,13,mogb_minilm,MOGB-Fair,1503,4,ajax,248,1.0,0.7557769849406345,24,True,,purity_reached,41,6,1,55,49,6,8,0,41,1,0.7557769849406345,1.1613989720648,False,False,0.25,2.0416666666666665,0.16666666666666666,0.8367346938775511,0.125,0.011452513966480447,0.004,Q3,oos_false_accept,4.0
stackoverflow,0.75,13,mogb_minilm,MOGB-Fair,1645,4,apache,398,1.0,0.7822184897087869,26,True,,purity_reached,66,20,1,94,74,20,8,0,66,1,0.7822184897087869,1.290128793521726,False,False,0.7692307692307693,2.8461538461538463,0.05,0.8918918918918919,0.125,0.018435754189944135,0.013333333333333334,Q3,oos_false_accept,5.0
stackoverflow,0.75,13,mogb_minilm,MOGB-Fair,2387,5,hibernate,1912,1.0,0.7374308440442863,130,True,,purity_reached,43,47,3,118,71,47,28,0,43,3,0.7374308440442863,1.0772025361519584,False,False,0.36153846153846153,0.5461538461538461,0.06382978723404255,0.6056338028169014,0.375,0.012011173184357541,0.03133333333333333,Q4-large,oos_false_accept,1.0
stackoverflow,0.75,13,mogb_partition_ours_boundary,MOGB partition + S2C boundary,792,3,hibernate,101,1.0,0.7525012512772816,218,True,,purity_reached,37,43,7,212,169,43,132,0,37,7,21.33339026510985,0.954149199365341,False,False,0.19724770642201836,0.7752293577981652,0.16279069767441862,0.21893491124260356,0.28,0.013309352517985611,0.028666666666666667,Q4-large,oos_false_accept,1.0
stackoverflow,0.75,13,mogb_partition_ours_boundary,MOGB partition + S2C boundary,802,3,apache,103,1.0,0.6884965499592665,22,True,,purity_reached,1,2,2,29,27,2,25,1,1,2,22.178195247131804,0.8585440524022269,False,False,0.09090909090909091,1.2272727272727273,1.0,0.037037037037037035,0.08,0.00035971223021582735,0.0013333333333333333,Q3,oos_false_accept,3.0
stackoverflow,0.75,13,mogb_partition_ours_boundary,MOGB partition + S2C boundary,1427,4,ajax,224,1.0,0.7784624938260207,147,True,,purity_reached,115,16,2,264,248,16,127,6,115,2,21.43616267379757,0.9930497431767766,False,False,0.10884353741496598,1.6870748299319729,0.125,0.4637096774193548,0.08,0.04136690647482014,0.010666666666666666,Q4-large,oos_false_accept,4.0
stackoverflow,0.75,13,mogb_partition_ours_boundary,MOGB partition + S2C boundary,1845,4,excel,693,1.0,0.8143038036268524,99,True,,purity_reached,203,374,2,680,306,374,100,3,203,2,20.72406668067536,1.2207227541069692,False,False,3.7777777777777777,3.090909090909091,0.0053475935828877,0.6633986928104575,0.08,0.07302158273381296,0.24933333333333332,Q4-large,oos_false_accept,5.0
stackoverflow,0.75,13,mogb_partition_ours_boundary,MOGB partition + S2C boundary,2387,5,hibernate,1912,1.0,0.7374308440442863,130,True,,purity_reached,20,20,7,96,76,20,56,0,20,7,21.143197264926904,0.9717877005462257,False,False,0.15384615384615385,0.5846153846153846,0.35,0.2631578947368421,0.28,0.007194244604316547,0.013333333333333334,Q4-large,oos_false_accept,2.0
stackoverflow,0.75,42,mogb_minilm,MOGB-Fair,170,2,spring,12,1.0,0.8115999394828067,422,True,,purity_reached,189,284,5,586,302,284,113,0,189,5,0.8115999394828067,1.1502360040379265,False,False,0.6729857819905213,0.7156398104265402,0.017605633802816902,0.6258278145695364,0.5,0.05223880597014925,0.18933333333333333,Q4-large,oos_false_accept,1.0
stackoverflow,0.75,42,mogb_minilm,MOGB-Fair,319,3,apache,28,1.0,0.7401101176364954,12,True,,purity_reached,89,5,0,95,90,5,1,0,89,0,0.7401101176364954,1.3402891303159965,False,True,0.4166666666666667,7.5,0.0,0.9888888888888889,0.0,0.024599226091763404,0.0033333333333333335,Q1-small,oos_false_accept,4.0
stackoverflow,0.75,42,mogb_minilm,MOGB-Fair,342,3,bash,32,1.0,0.8070154700700769,22,True,,purity_reached,65,141,0,220,79,141,14,0,65,0,0.8070154700700769,1.2760656202127703,False,False,6.409090909090909,3.590909090909091,0.0,0.8227848101265823,0.0,0.017965726920950803,0.094,Q3,oos_false_accept,5.0
stackoverflow,0.75,42,mogb_minilm,MOGB-Fair,512,3,cocoa,59,1.0,0.8312678443979817,181,True,,purity_reached,80,32,4,148,116,32,36,0,80,4,0.8312678443979817,1.050008473133897,False,False,0.17679558011049723,0.6408839779005525,0.125,0.6896551724137931,0.4,0.02211166390270868,0.021333333333333333,Q4-large,oos_false_accept,2.0
stackoverflow,0.75,42,mogb_minilm,MOGB-Fair,1048,3,cocoa,147,1.0,0.781139334278973,10,True,,purity_reached,21,105,1,128,23,105,2,0,21,1,0.781139334278973,1.2681772212317677,False,True,10.5,2.3,0.009523809523809525,0.9130434782608695,0.1,0.005804311774461028,0.07,Q1-small,oos_false_accept,3.0
stackoverflow,0.75,42,mogb_partition_ours_boundary,MOGB partition + S2C boundary,170,2,spring,12,1.0,0.8115999394828067,422,True,,purity_reached,227,423,12,863,440,423,213,0,227,12,20.86222146180556,1.1323925602487082,False,False,1.0023696682464456,1.042654028436019,0.028368794326241134,0.5159090909090909,0.3870967741935484,0.0797610681658468,0.282,Q4-large,oos_false_accept,2.0
stackoverflow,0.75,42,mogb_partition_ours_boundary,MOGB partition + S2C boundary,512,3,cocoa,59,1.0,0.8312678443979817,181,True,,purity_reached,534,350,14,1014,664,350,130,0,534,14,20.67712456308437,1.2453288054979708,False,False,1.9337016574585635,3.6685082872928176,0.04,0.8042168674698795,0.45161290322580644,0.1876317638791286,0.23333333333333334,Q4-large,oos_false_accept,1.0
stackoverflow,0.75,42,mogb_partition_ours_boundary,MOGB partition + S2C boundary,650,3,excel,85,1.0,0.8044734583878167,176,True,,purity_reached,93,35,1,254,219,35,122,4,93,1,21.017835636264543,0.9996039873371736,False,False,0.19886363636363635,1.2443181818181819,0.02857142857142857,0.4246575342465753,0.03225806451612903,0.03267744202389318,0.023333333333333334,Q4-large,oos_false_accept,4.0
stackoverflow,0.75,42,mogb_partition_ours_boundary,MOGB partition + S2C boundary,1638,4,bash,406,1.0,0.8161865718772405,226,True,,purity_reached,473,306,1,900,594,306,120,1,473,1,20.927345425879032,1.2228477719898807,False,False,1.3539823008849559,2.6283185840707963,0.0032679738562091504,0.7962962962962963,0.03225806451612903,0.1661981728742094,0.204,Q4-large,oos_false_accept,5.0
stackoverflow,0.75,42,mogb_partition_ours_boundary,MOGB partition + S2C boundary,2685,6,excel,2445,1.0,0.8068865889077321,36,True,,purity_reached,35,115,2,163,48,115,13,0,35,2,20.726573969132577,1.199520865382884,False,False,3.1944444444444446,1.3333333333333333,0.017391304347826087,0.7291666666666666,0.06451612903225806,0.012297962052002811,0.07666666666666666,Q4-large,oos_false_accept,3.0
stackoverflow,0.75,87,mogb_minilm,MOGB-Fair,1417,4,apache,293,1.0,0.7398565051062023,32,True,,purity_reached,19,16,1,42,26,16,7,0,19,1,0.7398565051062023,1.216899171296781,False,False,0.5,0.8125,0.0625,0.7307692307692307,0.1,0.0055008685581933985,0.010666666666666666,Q3,oos_false_accept,2.0
stackoverflow,0.75,87,mogb_minilm,MOGB-Fair,1638,4,hibernate,687,1.0,0.7586999231518249,468,True,,purity_reached,142,152,5,394,242,152,100,0,142,5,0.7586999231518249,1.0764610960390733,False,False,0.3247863247863248,0.5170940170940171,0.03289473684210526,0.5867768595041323,0.5,0.04111175448755067,0.10133333333333333,Q4-large,oos_false_accept,1.0
stackoverflow,0.75,87,mogb_minilm,MOGB-Fair,1945,5,ajax,1383,1.0,0.6875698393575739,10,True,,purity_reached,21,2,1,28,26,2,5,0,21,1,0.6875698393575739,1.2218959761019375,False,True,0.2,2.6,0.5,0.8076923076923077,0.1,0.006079907353792704,0.0013333333333333333,Q1-small,oos_false_accept,3.0
stackoverflow,0.75,87,mogb_minilm,MOGB-Fair,1949,5,apache,1410,1.0,0.7744178693757618,30,True,,purity_reached,26,19,1,52,33,19,7,0,26,1,0.7744178693757618,1.2791697690828612,False,False,0.6333333333333333,1.1,0.05263157894736842,0.7878787878787878,0.1,0.007527504342790967,0.012666666666666666,Q3,oos_false_accept,4.0
stackoverflow,0.75,87,mogb_minilm,MOGB-Fair,2562,8,visual-studio,2485,1.0,0.7408961032569019,33,True,,purity_reached,40,10,1,58,48,10,8,0,40,1,0.7408961032569019,1.0994440504363228,False,False,0.30303030303030304,1.4545454545454546,0.1,0.8333333333333334,0.1,0.011580775911986103,0.006666666666666667,Q3,oos_false_accept,5.0
stackoverflow,0.75,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,605,3,excel,87,1.0,0.8027784574118805,111,True,,purity_reached,21,8,1,79,71,8,48,2,21,1,21.114700391458964,0.964340212241938,False,False,0.07207207207207207,0.6396396396396397,0.125,0.29577464788732394,0.037037037037037035,0.00811437403400309,0.005333333333333333,Q4-large,oos_false_accept,4.0
stackoverflow,0.75,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,1264,3,visual-studio,211,1.0,0.807124207028669,50,True,,purity_reached,88,63,1,193,130,63,42,0,88,1,20.852598132738237,1.1604524266377414,False,False,1.26,2.6,0.015873015873015872,0.676923076923077,0.037037037037037035,0.03400309119010819,0.042,Q4-large,oos_false_accept,5.0
stackoverflow,0.75,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,1638,4,hibernate,687,1.0,0.7586999231518249,468,True,,purity_reached,55,94,15,364,270,94,214,1,55,15,21.08576535677792,0.9722646898412125,False,False,0.20085470085470086,0.5769230769230769,0.1595744680851064,0.2037037037037037,0.5555555555555556,0.02125193199381762,0.06266666666666666,Q4-large,oos_false_accept,1.0
stackoverflow,0.75,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,1949,5,apache,1410,1.0,0.7744178693757618,30,True,,purity_reached,8,6,4,46,40,6,32,0,8,4,21.279087901631534,0.9452288813731616,False,False,0.2,1.3333333333333333,0.6666666666666666,0.2,0.14814814814814814,0.0030911901081916537,0.004,Q3,oos_false_accept,2.0
stackoverflow,0.75,87,mogb_partition_ours_boundary,MOGB partition + S2C boundary,2168,6,ajax,1926,1.0,0.719956967978499,41,True,,purity_reached,3,2,2,28,26,2,22,1,3,2,21.869992898549185,0.9142291657952122,False,False,0.04878048780487805,0.6341463414634146,1.0,0.11538461538461539,0.07407407407407407,0.00115919629057187,0.0013333333333333333,Q4-large,oos_false_accept,3.0
stackoverflow,0.75,100,mogb_minilm,MOGB-Fair,839,3,spring,124,1.0,0.7700309158183651,31,True,,purity_reached,28,201,2,235,34,201,6,0,28,2,0.7700309158183651,1.1978354788538708,False,False,6.483870967741935,1.096774193548387,0.009950248756218905,0.8235294117647058,0.09523809523809523,0.00798175598631699,0.134,Q3,oos_false_accept,2.0
stackoverflow,0.75,100,mogb_minilm,MOGB-Fair,911,3,osx,139,1.0,0.7877695750711408,44,True,,purity_reached,74,17,1,101,84,17,10,0,74,1,0.7877695750711408,1.1130995745400476,False,False,0.38636363636363635,1.9090909090909092,0.058823529411764705,0.8809523809523809,0.047619047619047616,0.021094640820980615,0.011333333333333334,Q4-large,oos_false_accept,4.0
stackoverflow,0.75,100,mogb_minilm,MOGB-Fair,1065,3,spring,171,1.0,0.7593520870175724,39,True,,purity_reached,28,71,2,120,49,71,21,0,28,2,0.7593520870175724,1.1971809290631326,False,False,1.8205128205128205,1.2564102564102564,0.028169014084507043,0.5714285714285714,0.09523809523809523,0.00798175598631699,0.04733333333333333,Q4-large,oos_false_accept,3.0
stackoverflow,0.75,100,mogb_minilm,MOGB-Fair,1783,4,osx,865,1.0,0.8603330122539083,25,True,,purity_reached,153,196,15,369,173,196,20,0,153,15,0.8603330122539083,1.107655736676293,False,False,7.84,6.92,0.07653061224489796,0.884393063583815,0.7142857142857143,0.043614595210946405,0.13066666666666665,Q3,oos_false_accept,1.0
stackoverflow,0.75,100,mogb_minilm,MOGB-Fair,1852,4,qt,953,1.0,0.7808041934557012,454,True,,purity_reached,131,4,1,216,212,4,81,0,131,1,0.7808041934557012,1.0241957188010902,False,False,0.00881057268722467,0.4669603524229075,0.25,0.6179245283018868,0.047619047619047616,0.03734321550741163,0.0026666666666666666,Q4-large,oos_false_accept,5.0
stackoverflow,0.75,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,488,3,excel,59,1.0,0.8153332691422366,236,True,,purity_reached,83,32,2,260,228,32,143,2,83,2,20.767402349186963,0.9873298348160322,False,False,0.13559322033898305,0.9661016949152542,0.0625,0.36403508771929827,0.041666666666666664,0.031752104055087986,0.021333333333333333,Q4-large,oos_false_accept,4.0
stackoverflow,0.75,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,839,3,spring,124,1.0,0.7700309158183651,31,True,,purity_reached,7,88,7,101,13,88,6,0,7,7,21.036188006472297,1.109462833363945,False,False,2.838709677419355,0.41935483870967744,0.07954545454545454,0.5384615384615384,0.14583333333333334,0.0026778882938026014,0.058666666666666666,Q3,oos_false_accept,2.0
stackoverflow,0.75,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,846,3,spring,126,1.0,0.7897275254235883,121,True,,purity_reached,35,128,3,234,106,128,70,1,35,3,21.022587705609965,1.0764546621201374,False,False,1.0578512396694215,0.8760330578512396,0.0234375,0.330188679245283,0.0625,0.013389441469013007,0.08533333333333333,Q4-large,oos_false_accept,3.0
stackoverflow,0.75,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,911,3,osx,139,1.0,0.7877695750711408,44,True,,purity_reached,3,6,2,40,34,6,31,0,3,2,22.1286182937474,0.9323869815541458,False,False,0.13636363636363635,0.7727272727272727,0.3333333333333333,0.08823529411764706,0.041666666666666664,0.0011476664116296864,0.004,Q4-large,oos_false_accept,5.0
stackoverflow,0.75,100,mogb_partition_ours_boundary,MOGB partition + S2C boundary,1783,4,osx,865,1.0,0.8603330122539083,25,True,,purity_reached,511,414,26,967,553,414,41,1,511,26,20.639730490187983,1.183991986819184,False,False,16.56,22.12,0.06280193236714976,0.9240506329113924,0.5416666666666666,0.1954858454475899,0.276,Q3,oos_false_accept,1.0
stackoverflow,0.75,123,mogb_minilm,MOGB-Fair,280,3,oracle,24,1.0,0.7670880809027061,32,True,,purity_reached,40,9,0,60,51,9,11,0,40,0,0.7670880809027061,1.2801568232701446,False,False,0.28125,1.59375,0.0,0.7843137254901961,0.0,0.011185682326621925,0.006,Q4-large,oos_false_accept,2.0
stackoverflow,0.75,123,mogb_minilm,MOGB-Fair,468,3,matlab,52,1.0,0.7681191051785755,12,True,,purity_reached,33,19,0,56,37,19,4,0,33,0,0.7681191051785755,1.3945777131834265,False,True,1.5833333333333333,3.0833333333333335,0.0,0.8918918918918919,0.0,0.009228187919463088,0.012666666666666666,Q2,oos_false_accept,3.0
stackoverflow,0.75,123,mogb_minilm,MOGB-Fair,565,3,excel,70,1.0,0.7722555866434203,13,True,,purity_reached,17,1,0,20,19,1,2,0,17,0,0.7722555866434203,1.2264308898699237,False,True,0.07692307692307693,1.4615384615384615,0.0,0.8947368421052632,0.0,0.0047539149888143175,0.0006666666666666666,Q2,oos_false_accept,4.0
stackoverflow,0.75,123,mogb_minilm,MOGB-Fair,661,3,linq,88,1.0,0.73984636623935,132,True,,purity_reached,34,1,0,67,66,1,32,0,34,0,0.73984636623935,1.016116647245361,False,False,0.007575757575757576,0.5,0.0,0.5151515151515151,0.0,0.009507829977628635,0.0006666666666666666,Q4-large,oos_false_accept,5.0
stackoverflow,0.75,123,mogb_minilm,MOGB-Fair,1702,4,excel,515,1.0,0.7590079081065322,18,True,,purity_reached,21,6,1,39,33,6,11,1,21,1,0.7590079081065322,1.076754405916729,False,True,0.3333333333333333,1.8333333333333333,0.16666666666666666,0.6363636363636364,1.0,0.00587248322147651,0.004,Q2,oos_false_accept,1.0
stackoverflow,0.75,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,280,3,oracle,24,1.0,0.7670880809027061,32,True,,purity_reached,12,4,1,30,26,4,14,0,12,1,21.254632173227005,1.053069762480605,False,False,0.125,0.8125,0.25,0.46153846153846156,0.25,0.004163775156141568,0.0026666666666666666,Q4-large,oos_false_accept,2.0
stackoverflow,0.75,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,468,3,matlab,52,1.0,0.7681191051785755,12,True,,purity_reached,0,0,0,0,0,0,0,0,0,0,,,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q2,oos_false_accept,4.0
stackoverflow,0.75,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,565,3,excel,70,1.0,0.7722555866434203,13,True,,purity_reached,1,0,0,1,1,0,0,0,1,0,20.553546778492738,1.1330813281624916,False,True,0.0,0.07692307692307693,0.0,1.0,0.0,0.00034698126301179735,0.0,Q2,oos_false_accept,5.0
stackoverflow,0.75,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,1702,4,excel,515,1.0,0.7590079081065322,18,True,,purity_reached,0,2,1,3,1,2,0,1,0,1,21.057180704195275,0.9538996602287084,False,True,0.1111111111111111,0.05555555555555555,0.5,0.0,0.25,0.0,0.0013333333333333333,Q2,oos_false_accept,3.0
stackoverflow,0.75,123,mogb_partition_ours_boundary,MOGB partition + S2C boundary,2582,5,svn,2221,1.0,0.7222751005133071,91,True,,purity_reached,37,13,2,133,120,13,83,0,37,2,21.28651358288982,0.9457028064765176,False,False,0.14285714285714285,1.3186813186813187,0.15384615384615385,0.30833333333333335,0.5,0.012838306731436502,0.008666666666666666,Q4-large,oos_false_accept,1.0
clinc150,0.25,13,mogb_minilm,MOGB-Fair,39,2,calories,2,1.0,0.773160799233107,88,True,,purity_reached,25,157,0,187,30,157,5,0,25,0,0.773160799233107,1.3237510381759778,False,False,1.7840909090909092,0.3409090909090909,0.0,0.8333333333333334,0.0,0.036656891495601175,0.03442982456140351,Q4-large,known_false_reject,1.0
clinc150,0.25,13,mogb_minilm,MOGB-Fair,120,2,restaurant_reservation,23,1.0,0.7172895353028064,89,True,,purity_reached,23,289,2,319,30,289,7,0,23,2,0.7172895353028064,1.297164031676049,False,False,3.247191011235955,0.33707865168539325,0.006920415224913495,0.7666666666666667,0.04878048780487805,0.03372434017595308,0.06337719298245614,Q4-large,known_false_reject,4.0
clinc150,0.25,13,mogb_minilm,MOGB-Fair,196,3,credit_score,57,1.0,0.48010098617981556,100,True,,purity_reached,22,83,0,114,31,83,9,0,22,0,0.4801009861798155,1.7677562833248013,False,False,0.83,0.31,0.0,0.7096774193548387,0.0,0.03225806451612903,0.018201754385964913,Q4-large,known_false_reject,5.0
clinc150,0.25,13,mogb_minilm,MOGB-Fair,247,3,travel_notification,151,1.0,0.6398587525031013,72,True,,purity_reached,24,68,0,97,29,68,5,0,24,0,0.6398587525031013,1.4047632439550444,False,False,0.9444444444444444,0.4027777777777778,0.0,0.8275862068965517,0.0,0.03519061583577713,0.014912280701754385,Q3,known_false_reject,3.0
clinc150,0.25,13,mogb_minilm,MOGB-Fair,258,4,change_ai_name,184,1.0,0.6928925888298353,53,True,,purity_reached,25,85,8,114,29,85,4,0,25,8,0.6928925888298353,1.3810194109035536,False,False,1.6037735849056605,0.5471698113207547,0.09411764705882353,0.8620689655172413,0.1951219512195122,0.036656891495601175,0.01864035087719298,Q2,known_false_reject,2.0
clinc150,0.25,13,mogb_partition_ours_boundary,MOGB partition + S2C boundary,78,2,fun_fact,12,1.0,0.8186422624650324,61,True,,purity_reached,37,770,0,826,56,770,18,1,37,0,21.091068638479808,1.2449551027662904,False,False,12.62295081967213,0.9180327868852459,0.0,0.6607142857142857,0.0,0.09135802469135802,0.16885964912280702,Q3,known_false_reject,2.0
clinc150,0.25,13,mogb_partition_ours_boundary,MOGB partition + S2C boundary,80,2,ingredient_substitution,13,1.0,0.8075261099804067,18,True,,purity_reached,22,50,0,75,25,50,3,0,22,0,20.76140355505637,1.255408363377512,False,True,2.7777777777777777,1.3888888888888888,0.0,0.88,0.0,0.05432098765432099,0.010964912280701754,Q2,known_false_reject,3.0
