dataset,kir,seed,comparator,trainable_oos_f1,comparator_oos_f1,delta_oos_f1,trainable_f1_all,comparator_f1_all,delta_f1_all,trainable_f1_k,comparator_f1_k,delta_f1_k,trainable_accuracy,comparator_accuracy,delta_accuracy,trainable_id_recall,comparator_id_recall,delta_id_recall,trainable_false_accept_rate,comparator_false_accept_rate,delta_false_accept_rate,trainable_false_reject_rate,comparator_false_reject_rate,delta_false_reject_rate,trainable_oos_precision,comparator_oos_precision,delta_oos_precision,trainable_oos_recall,comparator_oos_recall,delta_oos_recall,trainable_auroc,comparator_auroc,delta_auroc,trainable_aupr_oos,comparator_aupr_oos,delta_aupr_oos
banking77,0.75,13,mogb_minilm,0.6601269474899019,0.4772510340439071,0.18287591344599474,0.8297927993746245,0.433316973658012,0.3964758257166125,0.8327180726829818,0.4325594898582552,0.4001585828247266,0.7824675324675324,0.4646103896103896,0.31785714285714284,0.8271551724137931,0.2961206896551724,0.5310344827586206,0.2473684210526315,0.0131578947368421,0.2342105263157894,0.1728448275862069,0.7038793103448275,-0.5310344827586206,0.5878725590955806,0.31472933277381454,0.273143226321766,0.7526315789473685,0.9868421052631579,-0.2342105263157893,0.8678890653357532,0.7663946234119781,0.1014944419237751,0.6486885732336582,0.4243313847832702,0.22435718845038805
banking77,0.75,42,mogb_minilm,0.7272727272727273,0.4733207784055241,0.2539519488672032,0.8465133935600306,0.4086718495158096,0.43784154404422104,0.8485692671167083,0.4075572128108146,0.44101205430589374,0.812012987012987,0.4525974025974026,0.35941558441558435,0.8297413793103449,0.2793103448275862,0.5504310344827587,0.131578947368421,0.0078947368421052,0.12368421052631579,0.1702586206896551,0.7206896551724138,-0.5504310344827587,0.6255924170616114,0.3107996702390766,0.3147927468225348,0.868421052631579,0.9921052631578948,-0.12368421052631584,0.9112760889292196,0.7971069646098005,0.11416912431941917,0.7352194854120246,0.464922185266882,0.27029730014514264
banking77,0.75,87,mogb_minilm,0.6984478935698448,0.4827365728900256,0.21571132067981924,0.8495955076276699,0.4486180681538979,0.400977439473772,0.8522015009734945,0.4480298180722405,0.40417168290125394,0.8058441558441558,0.4733766233766234,0.3324675324675324,0.8215517241379311,0.3047413793103448,0.5168103448275863,0.1710526315789473,0.006578947368421,0.1644736842105263,0.1784482758620689,0.6952586206896552,-0.5168103448275863,0.603448275862069,0.3188344594594595,0.28461381640260947,0.8289473684210527,0.993421052631579,-0.16447368421052633,0.8960509301270417,0.8110821234119783,0.08496880671506346,0.7163102904007737,0.5009173276365309,0.2153929627642428
banking77,0.75,100,mogb_minilm,0.6801573917931422,0.4722831193235202,0.20787427246962198,0.8422789425569616,0.4099356051176451,0.43234333743931647,0.8450741417080618,0.4088606479761645,0.43621349373189733,0.7951298701298701,0.4512987012987013,0.3438311688311688,0.8215517241379311,0.2762931034482758,0.5452586206896552,0.2039473684210526,0.0078947368421052,0.1960526315789474,0.1784482758620689,0.7237068965517242,-0.5452586206896552,0.5937193326790972,0.3099054665022606,0.28381386617683657,0.7960526315789473,0.9921052631578948,-0.19605263157894748,0.8930728221415608,0.7946920372050815,0.09838078493647928,0.7076481398306274,0.5009837538229381,0.20666438600768922
banking77,0.75,123,mogb_minilm,0.6666666666666666,0.4761306532663316,0.19053601340033505,0.8383752198051533,0.4190987558031048,0.4192764640020485,0.8413357121006444,0.4181154472261526,0.42322026487449177,0.788961038961039,0.4577922077922078,0.33116883116883117,0.8206896551724138,0.2818965517241379,0.5387931034482758,0.2263157894736842,0.0026315789473684,0.2236842105263158,0.1793103448275862,0.718103448275862,-0.5387931034482758,0.5856573705179282,0.31270627062706263,0.2729510998908656,0.7736842105263158,0.9973684210526316,-0.22368421052631582,0.8769169691470055,0.8194243421052633,0.057492627041742184,0.6846870603739995,0.49228640796684,0.19240065240715953
clinc150,0.25,13,mogb_minilm,0.9528118939883644,0.9259297203155414,0.026882173672822973,0.8010298070270482,0.552799420888672,0.24823038613837622,0.7970355415806978,0.5429802024827017,0.25405533909799605,0.9229824561403508,0.8731578947368421,0.04982456140350866,0.736842105263158,0.4017543859649123,0.33508771929824566,0.0302631578947368,0.0089912280701754,0.0212719298245614,0.2631578947368421,0.5982456140350877,-0.3350877192982456,0.9364675984752219,0.8688713708902134,0.0675962275850085,0.9697368421052632,0.9910087719298246,-0.021271929824561386,0.9641397353031704,0.9204505232379192,0.043689212065251226,0.9897681447868008,0.9722469613557536,0.017521183431047138
clinc150,0.25,42,mogb_minilm,0.9479594040164112,0.9190780789927911,0.028881325023620064,0.7837064085470472,0.4690188607303663,0.3146875478166809,0.7793839612978534,0.4571751970918815,0.3222087642059719,0.9150877192982456,0.86,0.05508771929824563,0.7263157894736842,0.3307017543859649,0.39561403508771936,0.0372807017543859,0.0074561403508771,0.029824561403508802,0.2736842105263158,0.6692982456140351,-0.39561403508771925,0.9336452573373033,0.8557383248251087,0.0779069325121946,0.9627192982456141,0.992543859649123,-0.029824561403508865,0.9437163357956296,0.8889312096029547,0.05478512619267495,0.9808865225779668,0.958846994852714,0.02203952772525286
clinc150,0.25,87,mogb_minilm,0.9473684210526316,0.9232335573203012,0.024134863732330425,0.7856815672130488,0.5165800461524818,0.26910152106056706,0.781426650006744,0.5058786379638549,0.27554801204288915,0.9140350877192982,0.867719298245614,0.0463157894736842,0.736842105263158,0.3614035087719298,0.3754385964912282,0.0407894736842105,0.0057017543859649,0.0350877192982456,0.2631578947368421,0.6385964912280702,-0.37543859649122807,0.9358151476251605,0.8616495629038385,0.07416558472132195,0.9592105263157895,0.9942982456140351,-0.03508771929824561,0.9516970606340412,0.8917978608802708,0.05989919975377045,0.985925089762027,0.9544528036783012,0.031472286083725765
clinc150,0.25,100,mogb_minilm,0.9625347891243844,0.9265110590153908,0.036023730108993623,0.8293119919847214,0.5427412747637941,0.2865707172209273,0.8258061289020987,0.5326420699150679,0.2931640589870308,0.9380701754385964,0.8735087719298246,0.06456140350877182,0.7491228070175439,0.3807017543859649,0.368421052631579,0.0140350877192982,0.0032894736842105,0.0107456140350877,0.2508771929824561,0.6192982456140351,-0.36842105263157904,0.9401923881221245,0.8655494191582552,0.07464296896386924,0.9859649122807018,0.9967105263157895,-0.01074561403508767,0.9754012773160974,0.9144531009541398,0.060948176361957596,0.992405893833116,0.962490211104767,0.02991568272834899
clinc150,0.25,123,mogb_minilm,0.9475392103839914,0.9244281045751634,0.023111105808827914,0.7847672034972499,0.5308783798214524,0.25388882367579757,0.7804837296318093,0.5205218081174073,0.259961921514402,0.9140350877192982,0.87,0.044035087719298205,0.7324561403508771,0.3807017543859649,0.35175438596491226,0.0394736842105263,0.0074561403508771,0.0320175438596492,0.2675438596491228,0.6192982456140351,-0.3517543859649123,0.9348986125933832,0.8650611620795107,0.06983745051387258,0.9605263157894737,0.992543859649123,-0.03201754385964928,0.9593136349646044,0.9146962526931364,0.04461738227146805,0.9891291381746724,0.9693113007148544,0.019817837459818022
clinc150,0.5,13,mogb_minilm,0.9070904645476772,0.8126636515115448,0.09442681303613232,0.8261993158424226,0.4490273375575833,0.3771719782848393,0.8251207671930192,0.4441788533715305,0.3809419138214887,0.878421052631579,0.7228070175438597,0.15561403508771932,0.7453333333333334,0.3164444444444444,0.428888888888889,0.0321739130434782,0.0104347826086956,0.0217391304347826,0.2546666666666666,0.6835555555555556,-0.428888888888889,0.8535276073619629,0.6894184168012923,0.16410919056067053,0.9678260869565218,0.9895652173913044,-0.021739130434782594,0.9580215136876004,0.8834571336553945,0.07456438003220589,0.969613073854642,0.8932833326886456,0.07632974116599645
clinc150,0.5,42,mogb_minilm,0.8971451987433411,0.8099016937107664,0.08724350503257472,0.8075141354234163,0.4275814690032287,0.37993266642018764,0.8063190545791508,0.4224838660071282,0.3838351885720226,0.8642105263157894,0.7175438596491228,0.1466666666666666,0.739111111111111,0.3004444444444444,0.43866666666666665,0.0481159420289855,0.0089855072463768,0.039130434782608706,0.2608888888888889,0.6995555555555556,-0.4386666666666667,0.8483595970033584,0.6847586621269778,0.1636009348763806,0.9518840579710145,0.9910144927536232,-0.03913043478260869,0.9461893719806764,0.8825811272141706,0.06360824476650584,0.9595486046293606,0.8902825110259178,0.06926609360344282
clinc150,0.5,87,mogb_minilm,0.9086720867208672,0.8176716417910448,0.0910004449298224,0.8234017136184874,0.4714741018932011,0.35192761172528625,0.8222647753104556,0.4668581346945632,0.3554066406158924,0.8792982456140351,0.7321052631578947,0.14719298245614043,0.7435555555555555,0.3328888888888889,0.4106666666666666,0.0281159420289855,0.0075362318840579,0.0205797101449276,0.2564444444444444,0.6671111111111111,-0.4106666666666667,0.8531806615776082,0.6952284263959391,0.15795223518166912,0.9718840579710145,0.9924637681159421,-0.020579710144927543,0.9497262479871176,0.8735846698872786,0.07614157809983901,0.9565369353120584,0.8785612625227123,0.07797567278934614
clinc150,0.5,100,mogb_minilm,0.9051512673753066,0.814364113576712,0.09078715379859459,0.8249194600480021,0.4621121291551101,0.362807330892892,0.8238497026169713,0.4574154360294886,0.36643426658748274,0.8757894736842106,0.7266666666666667,0.14912280701754388,0.748,0.3248888888888889,0.4231111111111111,0.037391304347826,0.0107246376811594,0.026666666666666596,0.252,0.6751111111111111,-0.4231111111111111,0.8541666666666666,0.6920113544201134,0.16215531224655322,0.962608695652174,0.9892753623188406,-0.026666666666666616,0.959203607085346,0.8646879227053139,0.0945156843800321,0.9727051957009588,0.8739335266061747,0.09877166909478408
clinc150,0.5,123,mogb_minilm,0.9039116805233748,0.8113744075829384,0.09253727294043634,0.8087962224646499,0.4374949818853867,0.37130124057926317,0.8075280163572003,0.4325099228760861,0.3750180934811142,0.8692982456140351,0.7198245614035088,0.14947368421052631,0.7462222222222222,0.304,0.44222222222222224,0.0388405797101449,0.0075362318840579,0.031304347826087,0.2537777777777777,0.696,-0.44222222222222224,0.8531000771803448,0.6861723446893788,0.16692773249096593,0.9611594202898551,0.9924637681159421,-0.03130434782608693,0.9531961352657006,0.8777375845410629,0.0754585507246377,0.9661621473228263,0.8801827937512003,0.085979353571626
clinc150,0.75,13,mogb_minilm,0.8230088495575221,0.655469301340861,0.16753954821666106,0.8206112737544194,0.4044135320379743,0.41619774171644514,0.820589866827606,0.4021719626691986,0.41841790415840746,0.8228070175438597,0.5703508771929825,0.25245614035087716,0.7464285714285714,0.2788690476190476,0.4675595238095238,0.0461538461538461,0.0076923076923076,0.0384615384615385,0.2535714285714285,0.7211309523809524,-0.46755952380952387,0.7237354085603112,0.4893572181243414,0.23437819043596975,0.9538461538461539,0.9923076923076924,-0.03846153846153855,0.9450418447293448,0.8736878052503052,0.07135403947903962,0.9211589379942506,0.7563153321585463,0.16484360583570434
clinc150,0.75,42,mogb_minilm,0.823141706334676,0.6552746787176953,0.1678670276169807,0.824382257045602,0.4001079859395502,0.42427427110605176,0.8243933333912352,0.3978297118968882,0.426563621494347,0.8259649122807018,0.5710526315789474,0.2549122807017544,0.7398809523809524,0.2794642857142857,0.4604166666666667,0.0393162393162393,0.0085470085470085,0.030769230769230802,0.2601190476190476,0.7205357142857143,-0.4604166666666667,0.7200512491992314,0.4893482387681924,0.23070301043103897,0.9606837606837607,0.9914529914529915,-0.03076923076923077,0.9525565984940986,0.8730611518111517,0.07949544668294684,0.930801593658252,0.7662877682881035,0.16451382537014847
clinc150,0.75,87,mogb_minilm,0.8302650957290133,0.6600256154831364,0.17023948024587687,0.827797940585045,0.4206219092079394,0.40717603137710556,0.8277759124141166,0.4184843761161966,0.40929153629792003,0.8312280701754386,0.5794736842105264,0.2517543859649123,0.7508928571428571,0.2952380952380952,0.45565476190476195,0.0363247863247863,0.0089743589743589,0.0273504273504274,0.2491071428571428,0.7047619047619048,-0.455654761904762,0.7293014230271668,0.494772775762748,0.23452864726441885,0.9636752136752137,0.9910256410256411,-0.027350427350427364,0.9461285358160358,0.8467474308099309,0.09938110500610497,0.9096249572475938,0.7363958796168435,0.17322907763075035
clinc150,0.75,100,mogb_minilm,0.8333023601561048,0.660377358490566,0.1729250016655388,0.840427967758085,0.4278446100282795,0.41258335772980553,0.8404915892545313,0.425768424774152,0.41472316448037927,0.8385964912280702,0.5821052631578948,0.25649122807017544,0.762202380952381,0.3017857142857143,0.4604166666666667,0.0418803418803418,0.0128205128205128,0.029059829059829,0.237797619047619,0.6982142857142857,-0.4604166666666667,0.7372574810917462,0.4961340206185567,0.24112346047318944,0.9581196581196582,0.9871794871794872,-0.029059829059829068,0.9543171296296296,0.8705214692714692,0.08379566035816033,0.9349668659863392,0.7670461789457552,0.16792068704058394
clinc150,0.75,123,mogb_minilm,0.8327481057105895,0.665430161221287,0.1673179444893026,0.8324034603041841,0.4368665176793386,0.3955369426248455,0.8324003831130555,0.4348257708619997,0.39757461225105584,0.8343859649122807,0.5878947368421052,0.24649122807017543,0.756547619047619,0.3044642857142857,0.45208333333333334,0.0371794871794871,0.0034188034188034,0.0337606837606837,0.2434523809523809,0.6955357142857143,-0.4520833333333334,0.7336372517095409,0.49946455343756696,0.2341726982719739,0.962820512820513,0.9965811965811966,-0.03376068376068364,0.9521731277981278,0.8575068681318679,0.09466625966625986,0.9255911521635528,0.7342064418772013,0.1913847102863515
stackoverflow,0.25,13,mogb_minilm,0.9348581679560488,0.8917312921744385,0.04312687578161034,0.8376694373285117,0.5471203003166764,0.2905491370118354,0.8182316912030043,0.4781981019451239,0.3400335892578804,0.9015,0.8206666666666667,0.08083333333333331,0.8333333333333334,0.3319999999999999,0.5013333333333334,0.0735555555555555,0.0162222222222222,0.0573333333333333,0.1666666666666666,0.668,-0.5013333333333334,0.943426114505544,0.8154356235034076,0.12799049100213644,0.9264444444444445,0.9837777777777778,-0.057333333333333236,0.9283866666666668,0.8854228148148149,0.04296385185185192,0.962517810921802,0.93695736395644,0.02556044696536197
stackoverflow,0.25,42,mogb_minilm,0.9546207353428288,0.8921178343949044,0.06250290094792432,0.8737185899712864,0.497747469785648,0.3759711201856384,0.857538160896978,0.4188733968637967,0.4386647640331813,0.9298333333333332,0.819,0.11083333333333323,0.844,0.2893333333333333,0.5546666666666666,0.0393333333333333,0.004,0.0353333333333333,0.156,0.7106666666666667,-0.5546666666666666,0.9486504279131008,0.807858687815429,0.1407917400976718,0.9606666666666667,0.996,-0.03533333333333333,0.9535537777777778,0.8299065185185187,0.12364725925925912,0.9790898154769204,0.8986100578344981,0.08047975764242232
stackoverflow,0.25,87,mogb_minilm,0.961905807443188,0.8904790300139137,0.07142677742927428,0.886162434075719,0.4994948099512815,0.38666762412443756,0.8710137594022251,0.4212979659387551,0.44971579346347,0.9398333333333332,0.8161666666666667,0.12366666666666648,0.848,0.2786666666666666,0.5693333333333334,0.0264444444444444,0.0044444444444444,0.022,0.152,0.7213333333333334,-0.5693333333333334,0.9505315686699932,0.8054656598345918,0.14506590883540138,0.9735555555555556,0.9955555555555556,-0.02200000000000002,0.963934962962963,0.876148,0.08778696296296296,0.983611668321172,0.9380926923751848,0.045518975945987195
stackoverflow,0.25,100,mogb_minilm,0.9664517539066768,0.8927314768271841,0.07372027707949269,0.9008138022892632,0.5480994069507599,0.35271439533850335,0.8876862119657805,0.479172992975475,0.40851321899030546,0.9478333333333332,0.8221666666666667,0.12566666666666648,0.8473333333333333,0.3286666666666666,0.5186666666666666,0.0173333333333333,0.0133333333333333,0.004000000000000002,0.1526666666666666,0.6713333333333333,-0.5186666666666667,0.950763276714685,0.8151275931705526,0.13563568354413236,0.9826666666666667,0.9866666666666667,-0.0040000000000000036,0.9700856296296296,0.8785337777777776,0.091551851851852,0.9856112004540502,0.9322091049793786,0.05340209547467156
stackoverflow,0.25,123,mogb_minilm,0.9561480828558836,0.9049406513137872,0.05120743154209639,0.8834991622766871,0.6110573406094942,0.2724418216671929,0.8689693781608477,0.5522806784686356,0.31668869969221214,0.9333333333333332,0.8436666666666667,0.08966666666666656,0.842,0.402,0.43999999999999995,0.0357777777777777,0.0088888888888888,0.0268888888888889,0.158,0.598,-0.43999999999999995,0.9482080419580418,0.8325555348142618,0.11565250714377995,0.9642222222222223,0.9911111111111112,-0.02688888888888885,0.9488235555555556,0.8661577777777778,0.08266577777777784,0.9756586320026046,0.9221497591887984,0.05350887281380623
stackoverflow,0.5,13,mogb_minilm,0.8565782973818541,0.7329299913569577,0.1236483060248964,0.8523954175911279,0.4585184886906548,0.3938769289004731,0.8519771296120553,0.4310773384240245,0.4208997911880308,0.8496666666666667,0.6388333333333334,0.21083333333333332,0.8426666666666667,0.2896666666666666,0.5530000000000002,0.133,0.0106666666666666,0.1223333333333334,0.1573333333333333,0.7103333333333334,-0.553,0.8464041653107712,0.5820749166503237,0.2643292486604475,0.867,0.9893333333333334,-0.1223333333333334,0.9058574444444444,0.8605508888888889,0.04530655555555552,0.8624639062641226,0.8015602505787192,0.06090365568540346
stackoverflow,0.5,42,mogb_minilm,0.8754826254826255,0.7316113161131611,0.14387130936946435,0.8576590966593717,0.4466999646755574,0.4109591319838143,0.8558767437770463,0.418208829531797,0.43766791424524926,0.8648333333333333,0.6351666666666667,0.22966666666666669,0.835,0.2813333333333333,0.5536666666666666,0.093,0.0086666666666666,0.0843333333333334,0.165,0.7186666666666667,-0.5536666666666666,0.8460820895522387,0.5797270955165691,0.26635499403566965,0.907,0.9913333333333334,-0.08433333333333337,0.9267934444444444,0.8616684444444443,0.0651250000000001,0.9119942660488356,0.8034067311024371,0.1085875349463985
stackoverflow,0.5,87,mogb_minilm,0.8692120227457352,0.7312277252058498,0.1379842975398854,0.8595641369722073,0.4491968680096521,0.41036726896255526,0.8585993483948545,0.4209937822900323,0.4376055661048222,0.8601666666666666,0.635,0.22516666666666663,0.84,0.2793333333333333,0.5606666666666666,0.1083333333333333,0.0083333333333333,0.09999999999999999,0.16,0.7206666666666667,-0.5606666666666666,0.8478605388272583,0.579131788981896,0.2687287498453623,0.8916666666666667,0.9916666666666667,-0.09999999999999998,0.9198784444444444,0.8488495555555555,0.07102888888888892,0.8888527044060599,0.7899092536360274,0.09894345077003253
stackoverflow,0.5,100,mogb_minilm,0.9016032694121344,0.7321494182486221,0.1694538511635123,0.8835864480412401,0.4367131651087204,0.4468732829325197,0.8817847659041507,0.4071695397947302,0.4746152261094205,0.892,0.6346666666666667,0.2573333333333333,0.8353333333333334,0.2746666666666666,0.5606666666666668,0.044,0.0036666666666666,0.040333333333333395,0.1646666666666666,0.7253333333333334,-0.5606666666666668,0.8530636525877453,0.5787028073572119,0.2743608452305334,0.956,0.9963333333333334,-0.04033333333333344,0.9465268888888888,0.8798437777777778,0.06668311111111103,0.9319233325702037,0.8266341415187699,0.10528919105143375
stackoverflow,0.5,123,mogb_minilm,0.8806571106458367,0.7180786869418296,0.1625784237040071,0.874333776004836,0.3737734824619087,0.5005602935429272,0.8737014425407359,0.3393429620139166,0.5343584805268193,0.874,0.6091666666666666,0.26483333333333337,0.8416666666666667,0.2296666666666666,0.6120000000000001,0.0886666666666666,0.0083333333333333,0.0803333333333333,0.1583333333333333,0.7703333333333333,-0.612,0.8519788095980056,0.5628074158153613,0.28917139378264434,0.9113333333333334,0.9916666666666667,-0.08033333333333326,0.9185344444444444,0.787542,0.13099244444444447,0.8724901009917846,0.7112668373797029,0.16122326361208172
stackoverflow,0.75,13,mogb_minilm,0.7781475318912923,0.4540474741326841,0.3241000577586082,0.8731885403519126,0.3204666793469222,0.5527218610049904,0.8795246075826206,0.3115612930278714,0.5679633145547492,0.849,0.4001666666666666,0.44883333333333336,0.8437777777777777,0.2044444444444444,0.6393333333333333,0.0646666666666666,0.0053333333333333,0.059333333333333294,0.1562222222222222,0.7955555555555556,-0.6393333333333333,0.6661918328584995,0.2941640378548896,0.3720277950036099,0.9353333333333333,0.9946666666666667,-0.05933333333333335,0.9366668148148148,0.8265428148148147,0.11012400000000011,0.7860156586107498,0.4993648798883425,0.28665077872240735
stackoverflow,0.75,42,mogb_minilm,0.748558246828143,0.4509685230024213,0.2975897238257217,0.871379383978064,0.3126891283998402,0.5586902555782238,0.8795674597880586,0.3034705020930014,0.5760969576950572,0.8403333333333334,0.3943333333333333,0.44600000000000006,0.8511111111111112,0.1959999999999999,0.6551111111111112,0.1346666666666666,0.0066666666666666,0.128,0.1488888888888888,0.804,-0.6551111111111112,0.6595528455284552,0.29169929522317933,0.36785355030527583,0.8653333333333334,0.9933333333333334,-0.128,0.9275505185185186,0.7468154074074073,0.1807351111111113,0.8115610099826195,0.4046853658308483,0.4068756441517712
stackoverflow,0.75,87,mogb_minilm,0.7736311631707982,0.462445685909373,0.31118547726142515,0.867446594850703,0.3585894215736091,0.5088571732770939,0.8737009569626969,0.3516656706178916,0.5220352863448052,0.843,0.421,0.422,0.8331111111111111,0.2324444444444444,0.6006666666666667,0.0533333333333333,0.0066666666666666,0.046666666666666703,0.1668888888888889,0.7675555555555555,-0.6006666666666667,0.6540764624596961,0.3013754045307443,0.3527010579289518,0.9466666666666667,0.9933333333333334,-0.046666666666666745,0.9305234074074072,0.8628362962962963,0.06768711111111092,0.7666542381963952,0.581777238630704,0.18487699956569126
