dataset,kir,comparator,metric,n_seeds,mean_delta,std_delta,ci95_low,ci95_high,wins,ties,losses,bootstrap_seed,bootstrap_samples
clinc150,0.75,mogb_partition_ours_boundary,f1_all,5,0.2331106491564773,0.019056807440524154,0.2178721957464509,0.24692409574677,5,0,0,20260725,10000
clinc150,0.75,mogb_partition_ours_boundary,f1_k,5,0.23422101372460252,0.019203137763029204,0.21885596792250245,0.24816305981810743,5,0,0,20260725,10000
clinc150,0.75,mogb_partition_ours_boundary,accuracy,5,0.14792982456140352,0.007582926181068135,0.14192982456140352,0.1536842105263158,5,0,0,20260725,10000
clinc150,0.75,mogb_partition_ours_boundary,id_recall,5,0.27029761904761906,0.013385249161846665,0.2586904761904762,0.2801785714285715,5,0,0,20260725,10000
clinc150,0.75,mogb_partition_ours_boundary,false_accept_rate,5,0.02128205128205128,0.006650759017935225,0.016153846153846164,0.026495726495726502,5,0,0,20260725,10000
clinc150,0.75,mogb_partition_ours_boundary,false_reject_rate,5,-0.2702976190476191,0.013385249161846646,-0.2801785714285715,-0.25869047619047625,0,0,5,20260725,10000
clinc150,0.75,mogb_partition_ours_boundary,oos_precision,5,0.1603965405157203,0.004553947927136523,0.15647672842957938,0.16370397326255245,5,0,0,20260725,10000
clinc150,0.75,mogb_partition_ours_boundary,oos_recall,5,-0.021282051282051295,0.006650759017935236,-0.026495726495726513,-0.016153846153846164,0,0,5,20260725,10000
clinc150,0.75,mogb_partition_ours_boundary,auroc,5,0.05328607041107043,0.010464193472178744,0.04482783882783896,0.06108407102157094,5,0,0,20260725,10000
clinc150,0.75,mogb_partition_ours_boundary,aupr_oos,5,0.0987187894558392,0.016294854842159853,0.08507583950088075,0.11088192097620302,5,0,0,20260725,10000
stackoverflow,0.25,mogb_partition_ours_boundary,oos_f1,5,0.028800829501088976,0.01222467583576215,0.019282228458535843,0.03811839745763661,5,0,0,20260725,10000
stackoverflow,0.25,mogb_partition_ours_boundary,f1_all,5,0.14186338138724225,0.04293184293356094,0.10823071269196231,0.17549605008252217,5,0,0,20260725,10000
stackoverflow,0.25,mogb_partition_ours_boundary,f1_k,5,0.1644758917644729,0.049932844478196334,0.1254369580473685,0.20351482548157723,5,0,0,20260725,10000
stackoverflow,0.25,mogb_partition_ours_boundary,accuracy,5,0.04843333333333322,0.01812479884945848,0.03419999999999992,0.06233333333333317,5,0,0,20260725,10000
stackoverflow,0.25,mogb_partition_ours_boundary,id_recall,5,0.2518666666666666,0.052250252524642306,0.21239999999999998,0.2910666666666667,5,0,0,20260725,10000
stackoverflow,0.25,mogb_partition_ours_boundary,false_accept_rate,5,0.0181777777777778,0.023458605517794665,-0.0005333333333333009,0.036133333333333365,4,0,1,20260725,10000
stackoverflow,0.25,mogb_partition_ours_boundary,false_reject_rate,5,-0.25186666666666674,0.0522502525246423,-0.2910666666666667,-0.2124,0,0,5,20260725,10000
stackoverflow,0.25,mogb_partition_ours_boundary,oos_precision,5,0.07023839691830754,0.012936853091981962,0.060650087748547986,0.07982670608806708,5,0,0,20260725,10000
stackoverflow,0.25,mogb_partition_ours_boundary,oos_recall,5,-0.018177777777777782,0.023458605517794672,-0.03613333333333335,0.000533333333333319,1,0,4,20260725,10000
stackoverflow,0.25,mogb_partition_ours_boundary,auroc,5,0.036505185185185286,0.014521953987340132,0.023337185185185304,0.045267348148148215,5,0,0,20260725,10000
stackoverflow,0.25,mogb_partition_ours_boundary,aupr_oos,5,0.01696412086274124,0.009450334997967123,0.008730303753917635,0.023809422374697964,5,0,0,20260725,10000
