dataset,kir,comparator,metric,n_seeds,mean_delta,std_delta,ci95_low,ci95_high,wins,ties,losses,bootstrap_seed,bootstrap_samples
stackoverflow,0.5,mogb_partition_ours_boundary,oos_f1,5,0.0842360401744714,0.022986660089490827,0.06688512660582484,0.10321224644792026,5,0,0,20260725,10000
stackoverflow,0.5,mogb_partition_ours_boundary,f1_all,5,0.23206595555377652,0.06257109511903576,0.193252479722903,0.2855303626959115,5,0,0,20260725,10000
stackoverflow,0.5,mogb_partition_ours_boundary,f1_k,5,0.24684894709170702,0.06675015074148032,0.20575323646449198,0.3041899612400961,5,0,0,20260725,10000
stackoverflow,0.5,mogb_partition_ours_boundary,accuracy,5,0.1274,0.031301978993170484,0.10563333333333336,0.1529333333333333,5,0,0,20260725,10000
stackoverflow,0.5,mogb_partition_ours_boundary,id_recall,5,0.33506666666666673,0.05008847727327669,0.3056666666666667,0.3801333333333334,5,0,0,20260725,10000
stackoverflow,0.5,mogb_partition_ours_boundary,false_accept_rate,5,0.0748,0.02568354423447907,0.05320000000000001,0.09399999999999997,5,0,0,20260725,10000
stackoverflow,0.5,mogb_partition_ours_boundary,false_reject_rate,5,-0.3350666666666666,0.05008847727327668,-0.3801333333333333,-0.3056666666666667,0,0,5,20260725,10000
stackoverflow,0.5,mogb_partition_ours_boundary,oos_precision,5,0.18429224532689462,0.02277784249938804,0.17009939102277766,0.20502869998090684,5,0,0,20260725,10000
stackoverflow,0.5,mogb_partition_ours_boundary,oos_recall,5,-0.07479999999999998,0.02568354423447905,-0.09399999999999994,-0.053200000000000025,0,0,5,20260725,10000
stackoverflow,0.5,mogb_partition_ours_boundary,auroc,5,0.05717917777777772,0.03518937307639728,0.038539799999999944,0.08898933333333325,5,0,0,20260725,10000
stackoverflow,0.5,mogb_partition_ours_boundary,aupr_oos,5,0.0770228980039744,0.037650029083557225,0.05568924468743801,0.11097481453095173,5,0,0,20260725,10000
stackoverflow,0.75,mogb_partition_ours_boundary,oos_f1,5,0.24736595808066575,0.03248985444043722,0.2208257531162879,0.2731773275056546,5,0,0,20260725,10000
stackoverflow,0.75,mogb_partition_ours_boundary,f1_all,5,0.3769603934104304,0.042407270798787956,0.34495606717655314,0.4089647196443078,5,0,0,20260725,10000
stackoverflow,0.75,mogb_partition_ours_boundary,f1_k,5,0.3856000224324146,0.043494367786120404,0.3526180142647054,0.4185820306001239,5,0,0,20260725,10000
stackoverflow,0.75,mogb_partition_ours_boundary,accuracy,5,0.3097333333333333,0.029807856906079906,0.2865666666666667,0.3321333333333334,5,0,0,20260725,10000
stackoverflow,0.75,mogb_partition_ours_boundary,id_recall,5,0.4504888888888889,0.034559806812445866,0.4235111111111111,0.47746666666666676,5,0,0,20260725,10000
stackoverflow,0.75,mogb_partition_ours_boundary,false_accept_rate,5,0.07,0.050497524691810375,0.03146666666666668,0.10986666666666664,5,0,0,20260725,10000
stackoverflow,0.75,mogb_partition_ours_boundary,false_reject_rate,5,-0.4504888888888889,0.0345598068124459,-0.47746666666666676,-0.4235111111111111,0,0,5,20260725,10000
stackoverflow,0.75,mogb_partition_ours_boundary,oos_precision,5,0.3067459173023101,0.02191199915164279,0.2878847682923212,0.32265615067078746,5,0,0,20260725,10000
stackoverflow,0.75,mogb_partition_ours_boundary,oos_recall,5,-0.07000000000000002,0.050497524691810354,-0.10986666666666664,-0.03146666666666671,0,0,5,20260725,10000
stackoverflow,0.75,mogb_partition_ours_boundary,auroc,5,0.1367439111111111,0.04534940270622979,0.10080826666666654,0.17146903703703703,5,0,0,20260725,10000
stackoverflow,0.75,mogb_partition_ours_boundary,aupr_oos,5,0.30880560866245405,0.09270014807931912,0.23231181174939564,0.3777788855583989,5,0,0,20260725,10000
