method,seed,point,precision,recall,threshold
fixed_k2,42,185,0.9844444444444445,0.14766666666666667,1.1934058623341302
fixed_k2,42,186,0.9880952380952381,0.13833333333333334,1.197890232366338
fixed_k2,42,187,0.9897435897435898,0.12866666666666668,1.2031188656792204
fixed_k2,42,188,0.9888888888888889,0.11866666666666667,1.2075506965853342
fixed_k2,42,189,0.9878787878787879,0.10866666666666666,1.213634696385385
fixed_k2,42,190,0.99,0.099,1.2209262309848297
fixed_k2,42,191,0.9888888888888889,0.089,1.2268248433436018
fixed_k2,42,192,0.9875,0.079,1.233007320093033
fixed_k2,42,193,0.9857142857142858,0.069,1.2391653489248997
fixed_k2,42,194,0.9888888888888889,0.059333333333333335,1.2462475482975086
fixed_k2,42,195,0.9866666666666667,0.04933333333333333,1.2561437732941645
fixed_k2,42,196,1.0,0.04,1.2637308001615946
fixed_k2,42,197,1.0,0.03,1.2744928212287434
fixed_k2,42,198,1.0,0.02,1.287416662994102
fixed_k2,42,199,1.0,0.01,1.3087477715340674
fixed_k2,42,200,1.0,0.0,inf
fixed_k2,87,0,0.5,1.0,0.4306555192680668
fixed_k2,87,1,0.5024284039524368,1.0,0.539208811634542
fixed_k2,87,2,0.504965494024575,1.0,0.5781616880810437
fixed_k2,87,3,0.5073591608864828,0.9996666666666667,0.5976855475317664
fixed_k2,87,4,0.5094371705492263,0.9986666666666667,0.6109445005242907
fixed_k2,87,5,0.5120492223551529,0.9986666666666667,0.6185742579043255
fixed_k2,87,6,0.5145164061157876,0.9983333333333333,0.6286191113578142
fixed_k2,87,7,0.5168364703850803,0.9976666666666667,0.6350708807149409
fixed_k2,87,8,0.5191806977955216,0.997,0.6431944748960758
fixed_k2,87,9,0.521898447042401,0.997,0.6496104897709304
fixed_k2,87,10,0.5242939835116647,0.9963333333333333,0.6550266743195754
fixed_k2,87,11,0.5268912008464116,0.996,0.6599582143538275
fixed_k2,87,12,0.5296933167878036,0.996,0.6651822545901395
fixed_k2,87,13,0.5323471751915879,0.9956666666666667,0.6693770843081632
fixed_k2,87,14,0.5348503852356209,0.995,0.6737395330032778
fixed_k2,87,15,0.5377409475770132,0.995,0.6774785658245729
fixed_k2,87,16,0.5404817967759464,0.9946666666666667,0.6807651056358979
fixed_k2,87,17,0.5432525951557093,0.9943333333333333,0.6839806961277622
fixed_k2,87,18,0.545870719648416,0.9936666666666667,0.6869754994181676
fixed_k2,87,19,0.5485177683667832,0.993,0.6898482992618025
fixed_k2,87,20,0.5515645250879466,0.993,0.691730117780802
fixed_k2,87,21,0.5539005771737107,0.9916666666666667,0.6944238873150349
fixed_k2,87,22,0.5566373338326156,0.991,0.6972588478509613
fixed_k2,87,23,0.5594050084729806,0.9903333333333333,0.6999590580904179
fixed_k2,87,24,0.5620147699299375,0.9893333333333333,0.7022549574136683
fixed_k2,87,25,0.5650352313844982,0.989,0.7043763011841799
fixed_k2,87,26,0.5678988699482858,0.9883333333333333,0.7074076060520086
fixed_k2,87,27,0.5709882488923136,0.988,0.7099071546060463
fixed_k2,87,28,0.5741135438868437,0.9876666666666667,0.711733660725865
fixed_k2,87,29,0.5766907035665563,0.9863333333333333,0.7138948035795807
fixed_k2,87,30,0.5791021368359145,0.9846666666666667,0.7160905468914548
fixed_k2,87,31,0.5823309012029185,0.9843333333333333,0.7190338079700174
fixed_k2,87,32,0.5850029756000793,0.983,0.7214634644996205
fixed_k2,87,33,0.5879066054679705,0.982,0.7237332770807616
fixed_k2,87,34,0.5902429231078097,0.98,0.7263858940503568
fixed_k2,87,35,0.5932134922237932,0.979,0.7282978734441817
fixed_k2,87,36,0.5958138589717538,0.9773333333333334,0.7302731629317792
fixed_k2,87,37,0.5988550398691475,0.9763333333333334,0.7327229123993344
fixed_k2,87,38,0.6017280394980457,0.975,0.7348136098080347
fixed_k2,87,39,0.6042227282136203,0.973,0.7363137479112845
fixed_k2,87,40,0.6071651739220996,0.9716666666666667,0.7382757973911528
fixed_k2,87,41,0.610144623768602,0.9703333333333334,0.7400363387960077
fixed_k2,87,42,0.6137945581101033,0.97,0.742467366200702
fixed_k2,87,43,0.6174909785608151,0.9696666666666667,0.7445438262643832
fixed_k2,87,44,0.6208075197607349,0.9686666666666667,0.7474376776075864
fixed_k2,87,45,0.6248118684153945,0.9686666666666667,0.7489994965999108
fixed_k2,87,46,0.6277861934646181,0.967,0.7511090460765766
fixed_k2,87,47,0.6301459377042039,0.9643333333333334,0.7529187306083865
fixed_k2,87,48,0.6338522253891691,0.9636666666666667,0.7542956487806032
fixed_k2,87,49,0.6367247848157139,0.9616666666666667,0.7568180763268345
fixed_k2,87,50,0.6400799822261719,0.9603333333333334,0.7589574596148141
fixed_k2,87,51,0.6432565421605905,0.9586666666666667,0.7609359984727554
fixed_k2,87,52,0.646025669894168,0.9563333333333334,0.7629777013809936
fixed_k2,87,53,0.6497392881432782,0.9553333333333334,0.7642260407966526
fixed_k2,87,54,0.6530472494864187,0.9536666666666667,0.7661639623487929
fixed_k2,87,55,0.6568604918409561,0.9526666666666667,0.768029272501571
fixed_k2,87,56,0.6602638278176348,0.951,0.7700298456081652
fixed_k2,87,57,0.6639477977161501,0.9496666666666667,0.771376048994771
fixed_k2,87,58,0.6676836423374795,0.9483333333333334,0.7734021206733834
fixed_k2,87,59,0.6721815173717797,0.948,0.7753180009947365
fixed_k2,87,60,0.6750773625327303,0.9453333333333334,0.7777694994644465
fixed_k2,87,61,0.6782546152001918,0.943,0.7792449049418534
fixed_k2,87,62,0.6824438541415118,0.942,0.7811051565196112
fixed_k2,87,63,0.6857212357090732,0.9396666666666667,0.7832563612216393
fixed_k2,87,64,0.6895368782161235,0.938,0.7845431630538403
fixed_k2,87,65,0.6936558874352012,0.9366666666666666,0.7869020075532119
fixed_k2,87,66,0.6968415816960954,0.934,0.7889165685018241
fixed_k2,87,67,0.7000751691305437,0.9313333333333333,0.7905144375604292
fixed_k2,87,68,0.7041151224438273,0.9296666666666666,0.7933675537867084
fixed_k2,87,69,0.7068702290076336,0.926,0.7951616048828238
fixed_k2,87,70,0.7112820512820512,0.9246666666666666,0.7972573209619184
fixed_k2,87,71,0.7147286821705426,0.922,0.7994783560531729
fixed_k2,87,72,0.7174479166666666,0.9183333333333333,0.8020776628037329
fixed_k2,87,73,0.7204724409448819,0.915,0.8045880244849531
fixed_k2,87,74,0.7248677248677249,0.9133333333333333,0.8070895082885268
fixed_k2,87,75,0.7290666666666666,0.9113333333333333,0.8101396572942352
fixed_k2,87,76,0.7330645161290322,0.909,0.8133508204675407
fixed_k2,87,77,0.7365853658536585,0.906,0.8160223381135666
fixed_k2,87,78,0.7398907103825136,0.9026666666666666,0.8182601714631556
fixed_k2,87,79,0.7443526170798898,0.9006666666666666,0.8200428070126075
fixed_k2,87,80,0.7483333333333333,0.898,0.8226645871152052
fixed_k2,87,81,0.7521008403361344,0.895,0.8253427059633331
fixed_k2,87,82,0.7556497175141242,0.8916666666666667,0.8279793422163164
fixed_k2,87,83,0.7589743589743589,0.888,0.8298264964430939
fixed_k2,87,84,0.7629310344827587,0.885,0.832653816393616
fixed_k2,87,85,0.767536231884058,0.8826666666666667,0.8350800000339635
fixed_k2,87,86,0.7716374269005848,0.8796666666666667,0.8376544809531418
fixed_k2,87,87,0.7737463126843658,0.8743333333333333,0.8413855708071971
fixed_k2,87,88,0.7791666666666667,0.8726666666666667,0.8441153395907904
fixed_k2,87,89,0.7831831831831831,0.8693333333333333,0.8460874464328104
fixed_k2,87,90,0.7875757575757576,0.8663333333333333,0.8482970519323377
fixed_k2,87,91,0.7908256880733945,0.862,0.8516649841516608
fixed_k2,87,92,0.7947530864197531,0.8583333333333333,0.8542201643833771
fixed_k2,87,93,0.797196261682243,0.853,0.856008710197751
fixed_k2,87,94,0.8009433962264151,0.849,0.8586792270610086
fixed_k2,87,95,0.8025396825396826,0.8426666666666667,0.8616057586259415
fixed_k2,87,96,0.8048076923076923,0.837,0.8642895501255404
fixed_k2,87,97,0.8071197411003236,0.8313333333333334,0.8672786544015955
fixed_k2,87,98,0.8107843137254902,0.827,0.8693094358439238
fixed_k2,87,99,0.8151815181518152,0.8233333333333334,0.8730661408088605
fixed_k2,87,100,0.8186666666666667,0.8186666666666667,0.8751491785830238
fixed_k2,87,101,0.8216088858970044,0.8136666666666666,0.8777090344778137
fixed_k2,87,102,0.8248894933696022,0.8086666666666666,0.8819447094472748
fixed_k2,87,103,0.8282377189969082,0.8036666666666666,0.8847995441920394
fixed_k2,87,104,0.8320027768136063,0.799,0.8871454488928556
fixed_k2,87,105,0.8351455629603648,0.7936666666666666,0.8916176692086549
fixed_k2,87,106,0.8383551931939028,0.7883333333333333,0.8942534230294095
fixed_k2,87,107,0.8412755284844142,0.7826666666666666,0.8966802409789345
fixed_k2,87,108,0.8424483882651214,0.7753333333333333,0.8994814730663268
fixed_k2,87,109,0.844013181984621,0.7683333333333333,0.903348703869594
fixed_k2,87,110,0.8448722695298038,0.7606666666666667,0.9065232238079634
fixed_k2,87,111,0.8457506551853239,0.753,0.9093896923346432
fixed_k2,87,112,0.8485422188564937,0.747,0.9127505031317887
fixed_k2,87,113,0.8502489467636921,0.74,0.9157130280564331
fixed_k2,87,114,0.8519953506392871,0.733,0.9199844200325772
fixed_k2,87,115,0.8529988239905919,0.7253333333333334,0.923141102287725
fixed_k2,87,116,0.8536295120983737,0.7173333333333334,0.9268554369717169
fixed_k2,87,117,0.8550782818145323,0.71,0.9294211846676023
fixed_k2,87,118,0.8565623730190979,0.7026666666666667,0.9316640387573236
fixed_k2,87,119,0.8572603866721514,0.6946666666666667,0.9345316699291689
fixed_k2,87,120,0.8592253227821741,0.6876666666666666,0.9364025213366961
fixed_k2,87,121,0.8612399831294812,0.6806666666666666,0.9394852624624538
fixed_k2,87,122,0.8628791114908159,0.6733333333333333,0.9424000372999541
fixed_k2,87,123,0.8632626568585028,0.665,0.9453411593978296
fixed_k2,87,124,0.8632178868917142,0.6563333333333333,0.9482071105217765
fixed_k2,87,125,0.8658374055975122,0.6496666666666666,0.9501771494711773
fixed_k2,87,126,0.8667266996848266,0.6416666666666667,0.9532667484697028
fixed_k2,87,127,0.8680967594705614,0.634,0.956376601900826
fixed_k2,87,128,0.8690421101341971,0.626,0.9599629505590248
fixed_k2,87,129,0.8718911309244486,0.6193333333333333,0.9623602079624187
fixed_k2,87,130,0.871965730604474,0.6106666666666667,0.9657606501186419
fixed_k2,87,131,0.8744567841622405,0.6036666666666667,0.96911745174642
fixed_k2,87,132,0.876531112199902,0.5963333333333334,0.9723177946173919
fixed_k2,87,133,0.8751864743908503,0.5866666666666667,0.9745479576231134
fixed_k2,87,134,0.8763250883392226,0.5786666666666667,0.976687952378105
fixed_k2,87,135,0.8790363915940543,0.5716666666666667,0.9789869106133414
fixed_k2,87,136,0.8802706923477356,0.5636666666666666,0.9812539891772664
fixed_k2,87,137,0.881544156530936,0.5556666666666666,0.98408507844587
fixed_k2,87,138,0.8839333691563676,0.5483333333333333,0.9869828951200456
fixed_k2,87,139,0.8847624249044238,0.54,0.9890823403178206
fixed_k2,87,140,0.8856191004997224,0.5316666666666666,0.991896861649605
fixed_k2,87,141,0.8865047995482778,0.5233333333333333,0.9952960644212759
fixed_k2,87,142,0.8856978747846066,0.514,0.9977805061743349
fixed_k2,87,143,0.8854471069549971,0.505,1.0008569583619822
fixed_k2,87,144,0.8851873884592505,0.496,1.0036681588849097
fixed_k2,87,145,0.887946698970321,0.4886666666666667,1.0058913713998823
fixed_k2,87,146,0.8877236273904997,0.4796666666666667,1.0087832672895412
fixed_k2,87,147,0.8893777498428661,0.4716666666666667,1.0124811768112347
fixed_k2,87,148,0.8891736066623959,0.46266666666666667,1.0150639135899726
fixed_k2,87,149,0.8902677988242979,0.4543333333333333,1.0172528370084521
fixed_k2,87,150,0.8914057295136576,0.446,1.0202552789147386
fixed_k2,87,151,0.8898708361658736,0.43633333333333335,1.0238085741149832
fixed_k2,87,152,0.890353920888272,0.42766666666666664,1.0260142244418362
fixed_k2,87,153,0.8922749822820695,0.4196666666666667,1.0277874408179926
fixed_k2,87,154,0.8921071687183201,0.4106666666666667,1.0296743828561599
fixed_k2,87,155,0.8926720947446336,0.402,1.032050417108036
fixed_k2,87,156,0.8909916729750189,0.3923333333333333,1.0342046624601124
fixed_k2,87,157,0.8915569326103796,0.38366666666666666,1.0373446333245375
fixed_k2,87,158,0.8905630452022204,0.37433333333333335,1.0390942986567127
fixed_k2,87,159,0.8911454102355808,0.36566666666666664,1.0408947466497942
fixed_k2,87,160,0.8892589508742714,0.356,1.0425744290582044
fixed_k2,87,161,0.892399658411614,0.34833333333333333,1.0470042746077162
fixed_k2,87,162,0.8913234005258545,0.339,1.0495349495497166
fixed_k2,87,163,0.8928892889288929,0.33066666666666666,1.0520070162912456
fixed_k2,87,164,0.8926919518963923,0.32166666666666666,1.0545372219455944
fixed_k2,87,165,0.8962892483349191,0.314,1.0569324586243702
fixed_k2,87,166,0.8952007835455436,0.30466666666666664,1.0594762739963068
fixed_k2,87,167,0.8970736629667003,0.29633333333333334,1.0630651888093356
fixed_k2,87,168,0.8969823100936525,0.28733333333333333,1.0652747945459915
fixed_k2,87,169,0.8979591836734694,0.2786666666666667,1.067608693985939
fixed_k2,87,170,0.897891231964484,0.26966666666666667,1.070720702551585
fixed_k2,87,171,0.8989667049368542,0.261,1.074291490660609
fixed_k2,87,172,0.8989298454221165,0.252,1.0787910335170217
fixed_k2,87,173,0.8964241676942046,0.24233333333333335,1.0821578868628692
fixed_k2,87,174,0.8962868117797695,0.23333333333333334,1.084355594131017
fixed_k2,87,175,0.8988015978695073,0.225,1.087320581585137
fixed_k2,87,176,0.8986111111111111,0.21566666666666667,1.0914337554392672
fixed_k2,87,177,0.8971014492753623,0.20633333333333334,1.0943765731338424
fixed_k2,87,178,0.896969696969697,0.19733333333333333,1.0974421514446226
fixed_k2,87,179,0.8952380952380953,0.188,1.1006580242473323
fixed_k2,87,180,0.8983333333333333,0.17966666666666667,1.1051117162212816
fixed_k2,87,181,0.9017543859649123,0.17133333333333334,1.1080406350042855
fixed_k2,87,182,0.9018518518518519,0.16233333333333333,1.1117576598495582
fixed_k2,87,183,0.8960784313725491,0.15233333333333332,1.1173002904593021
fixed_k2,87,184,0.8916666666666667,0.14266666666666666,1.1203690937377697
fixed_k2,87,185,0.8911111111111111,0.13366666666666666,1.124757962256471
fixed_k2,87,186,0.8952380952380953,0.12533333333333332,1.1308773937873482
fixed_k2,87,187,0.8948717948717949,0.11633333333333333,1.1360265295672325
fixed_k2,87,188,0.8916666666666667,0.107,1.1421398117943617
fixed_k2,87,189,0.8939393939393939,0.09833333333333333,1.1477802671209674
fixed_k2,87,190,0.9066666666666666,0.09066666666666667,1.1532471231324752
fixed_k2,87,191,0.8962962962962963,0.08066666666666666,1.1588763617683255
fixed_k2,87,192,0.9,0.072,1.166885350471585
fixed_k2,87,193,0.9095238095238095,0.06366666666666666,1.1744148579604856
fixed_k2,87,194,0.8944444444444445,0.05366666666666667,1.1826819838799811
fixed_k2,87,195,0.9,0.045,1.1906007822398603
fixed_k2,87,196,0.925,0.037,1.2007330305883763
fixed_k2,87,197,0.9222222222222223,0.027666666666666666,1.2122989538202626
fixed_k2,87,198,0.9333333333333333,0.018666666666666668,1.2287815739843448
fixed_k2,87,199,0.9333333333333333,0.009333333333333334,1.2589779544504207
fixed_k2,87,200,1.0,0.0,inf
frozen_k1,13,0,0.5,1.0,0.5930380856701735
frozen_k1,13,1,0.5024284039524368,1.0,0.7060296952403519
frozen_k1,13,2,0.504628850361892,0.9993333333333333,0.7297910996351924
frozen_k1,13,3,0.5071899847741499,0.9993333333333333,0.7435133656812382
frozen_k1,13,4,0.5094371705492263,0.9986666666666667,0.7533701206159519
frozen_k1,13,5,0.5118783113997607,0.9983333333333333,0.7608942961660452
frozen_k1,13,6,0.5145164061157876,0.9983333333333333,0.7656593657265611
frozen_k1,13,7,0.5170091521326196,0.998,0.7721560059286171
frozen_k1,13,8,0.5195278597465718,0.9976666666666667,0.7767859733194595
frozen_k1,13,9,0.5222474262781365,0.9976666666666667,0.782104440708819
frozen_k1,13,10,0.5246447991580424,0.997,0.7881277102372648
frozen_k1,13,11,0.5272438723329219,0.9966666666666667,0.7920701654418654
frozen_k1,13,12,0.5298705903208651,0.9963333333333333,0.7971245349231164
frozen_k1,13,13,0.5327036178934237,0.9963333333333333,0.8029420306797885
frozen_k1,13,14,0.5355671026697725,0.9963333333333333,0.8067080047640618
frozen_k1,13,15,0.5384615384615384,0.9963333333333333,0.8117150083092457
frozen_k1,13,16,0.5413874298134396,0.9963333333333333,0.8154811003920781
frozen_k1,13,17,0.5441631761063559,0.996,0.8186931677358644
frozen_k1,13,18,0.5469694195202344,0.9956666666666667,0.8226871177333371
frozen_k1,13,19,0.5499907935923403,0.9956666666666667,0.8268136372138027
frozen_k1,13,20,0.5530457322718015,0.9956666666666667,0.8297113629576278
frozen_k1,13,21,0.5561347979892013,0.9956666666666667,0.8329973540962942
frozen_k1,13,22,0.5592585658116458,0.9956666666666667,0.8356407245987105
frozen_k1,13,23,0.5622293353417436,0.9953333333333333,0.8386719646860703
frozen_k1,13,24,0.5654232153001325,0.9953333333333333,0.841727655090506
frozen_k1,13,25,0.568463149876214,0.995,0.8439597060417227
frozen_k1,13,26,0.5715380195364873,0.9946666666666667,0.8457737999232413
frozen_k1,13,27,0.5744557888653439,0.994,0.8480114873123024
frozen_k1,13,28,0.5776012400697539,0.9936666666666667,0.8498108629858393
frozen_k1,13,29,0.5809783667900994,0.9936666666666667,0.851761611053104
frozen_k1,13,30,0.5840031366398746,0.993,0.8539955905182682
frozen_k1,13,31,0.5874580950502859,0.993,0.8567141348079215
frozen_k1,13,32,0.5909541757587781,0.993,0.8590008393049882
frozen_k1,13,33,0.5942925563759729,0.9926666666666667,0.8621167182743837
frozen_k1,13,34,0.5972696245733788,0.9916666666666667,0.8650298990131192
frozen_k1,13,35,0.6008887093516462,0.9916666666666667,0.8669871037728222
frozen_k1,13,36,0.6043487096118675,0.9913333333333333,0.8700032199581977
frozen_k1,13,37,0.6078511551829892,0.991,0.871789170208726
frozen_k1,13,38,0.6116025509154495,0.991,0.8736073036777605
frozen_k1,13,39,0.6147795487476713,0.99,0.8756203334530243
frozen_k1,13,40,0.6184128306602791,0.9896666666666667,0.8771742930351539
frozen_k1,13,41,0.622301404317753,0.9896666666666667,0.879607300704417
frozen_k1,13,42,0.6258173381143218,0.989,0.8816209649282195
frozen_k1,13,43,0.6287412438972617,0.9873333333333333,0.8834600932253568
frozen_k1,13,44,0.6317026276436659,0.9856666666666667,0.8862561567986702
frozen_k1,13,45,0.6353472371533003,0.985,0.888285436863006
frozen_k1,13,46,0.6390391690110365,0.9843333333333333,0.8903578766432771
frozen_k1,13,47,0.6429971683729035,0.984,0.8922008853714114
frozen_k1,13,48,0.6465687349265512,0.983,0.8939902813174979
frozen_k1,13,49,0.6506290002207018,0.9826666666666667,0.8962275901500413
frozen_k1,13,50,0.6542990446567429,0.9816666666666667,0.8983696813636532
frozen_k1,13,51,0.6580183404160144,0.9806666666666667,0.9003910529759114
frozen_k1,13,52,0.6620130601215942,0.98,0.9024619203665568
frozen_k1,13,53,0.6658354114713217,0.979,0.9042214210377698
frozen_k1,13,54,0.6697101118466103,0.978,0.9070974260722058
frozen_k1,13,55,0.6729487474143875,0.976,0.9097819170079345
frozen_k1,13,56,0.6766952094422587,0.9746666666666667,0.9117819325866029
frozen_k1,13,57,0.6809601491493824,0.974,0.9136544828081887
frozen_k1,13,58,0.6852851443323164,0.9733333333333334,0.916161670490699
frozen_k1,13,59,0.688489718742614,0.971,0.9179220447664775
frozen_k1,13,60,0.6931682932635087,0.9706666666666667,0.9198429106540129
frozen_k1,13,61,0.6971949172860226,0.9693333333333334,0.9214777357390558
frozen_k1,13,62,0.7007969089591886,0.9673333333333334,0.9240832717815843
frozen_k1,13,63,0.7049379712965216,0.966,0.9266230502205232
frozen_k1,13,64,0.7093849546679736,0.965,0.9285688774096015
frozen_k1,13,65,0.7143915082695631,0.9646666666666667,0.931522757154104
frozen_k1,13,66,0.7189753792588908,0.9636666666666667,0.9340532569331174
frozen_k1,13,67,0.7236281633675771,0.9626666666666667,0.9364985062718723
frozen_k1,13,68,0.7283514264074729,0.9616666666666667,0.9384870280353252
frozen_k1,13,69,0.7326380055965404,0.96,0.9408989696058389
frozen_k1,13,70,0.736734170725455,0.958,0.9425664039881133
frozen_k1,13,71,0.7403771635236372,0.9553333333333334,0.9449420024450611
frozen_k1,13,72,0.74355636552981,0.952,0.9470616054519003
frozen_k1,13,73,0.7457360272894253,0.9473333333333334,0.9497795128892353
frozen_k1,13,74,0.7484792382967469,0.9433333333333334,0.9518170556028365
frozen_k1,13,75,0.7517995201279659,0.94,0.9536776796601298
frozen_k1,13,76,0.7543671056167697,0.9356666666666666,0.95509622589244
frozen_k1,13,77,0.7567054998645354,0.931,0.9566037045033134
frozen_k1,13,78,0.7599016662114176,0.9273333333333333,0.9582549173805665
frozen_k1,13,79,0.7634260534288075,0.924,0.9606559941267833
frozen_k1,13,80,0.7650652596500972,0.9183333333333333,0.9620635801743167
frozen_k1,13,81,0.7672920750490059,0.9133333333333333,0.9637883012881504
frozen_k1,13,82,0.7692742163230726,0.908,0.9649894966922571
frozen_k1,13,83,0.7704357732839647,0.9016666666666666,0.9665006744700471
frozen_k1,13,84,0.7719046251077276,0.8956666666666667,0.9680783751676943
frozen_k1,13,85,0.7736887858591712,0.89,0.9694287360953237
frozen_k1,13,86,0.7746273019584917,0.8833333333333333,0.9704941256343226
frozen_k1,13,87,0.7752875258035977,0.8763333333333333,0.9719254440694581
frozen_k1,13,88,0.775662005355549,0.869,0.9736477683170754
frozen_k1,13,89,0.7768768768768769,0.8623333333333333,0.9748214839910263
frozen_k1,13,90,0.7787878787878788,0.8566666666666667,0.9761996977191527
frozen_k1,13,91,0.7798165137614679,0.85,0.9774696677012543
frozen_k1,13,92,0.7824074074074074,0.845,0.9786964938878328
frozen_k1,13,93,0.7844236760124611,0.8393333333333334,0.980220477756565
frozen_k1,13,94,0.7839622641509434,0.831,0.9812230730875764
frozen_k1,13,95,0.7847619047619048,0.824,0.9820265918997046
frozen_k1,13,96,0.7852564102564102,0.8166666666666667,0.9830007885765192
frozen_k1,13,97,0.7867313915857606,0.8103333333333333,0.9837423578131312
frozen_k1,13,98,0.7866013071895425,0.8023333333333333,0.9847079502503034
frozen_k1,13,99,0.7867986798679868,0.7946666666666666,0.9859106734163705
frozen_k1,13,100,0.7873333333333333,0.7873333333333333,0.9869419331588017
frozen_k1,13,101,0.7882867721305957,0.7806666666666666,0.9878014666565083
frozen_k1,13,102,0.7898673920435226,0.7743333333333333,0.9885690504729028
frozen_k1,13,103,0.790106492614222,0.7666666666666667,0.9894863412684461
frozen_k1,13,104,0.7906976744186046,0.7593333333333333,0.9904545503628709
frozen_k1,13,105,0.7927043142756928,0.7533333333333333,0.9910718267731632
frozen_k1,13,106,0.7919177596596951,0.7446666666666667,0.9918958647863978
frozen_k1,13,107,0.7918308849874597,0.7366666666666667,0.9926889255893085
frozen_k1,13,108,0.7931908728721477,0.73,0.9934275247692937
frozen_k1,13,109,0.7945807396558038,0.7233333333333334,0.9940134690326687
frozen_k1,13,110,0.7945205479452054,0.7153333333333334,0.995013547626435
frozen_k1,13,111,0.7963309621864471,0.709,0.9955419667047486
frozen_k1,13,112,0.7978038621734191,0.7023333333333334,0.9962593163346863
frozen_k1,13,113,0.798544618919954,0.695,0.9968718637369173
frozen_k1,13,114,0.7989151491669896,0.6873333333333334,0.9974411583997965
frozen_k1,13,115,0.79968639749118,0.68,0.9979928552966201
frozen_k1,13,116,0.7988893296310988,0.6713333333333333,0.9987017465542501
frozen_k1,13,117,0.7980730630268968,0.6626666666666666,0.9993148707813543
frozen_k1,13,118,0.7976432344575376,0.6543333333333333,0.9998356743808527
frozen_k1,13,119,0.7980255039078569,0.6466666666666666,1.0004976074511094
frozen_k1,13,120,0.7980008329862557,0.6386666666666667,1.0011063895077585
frozen_k1,13,121,0.799662589624631,0.632,1.0016279569410458
frozen_k1,13,122,0.7983767620674925,0.623,1.0022888764262594
frozen_k1,13,123,0.7983556901774124,0.615,1.002954936469563
frozen_k1,13,124,0.8000876808417361,0.6083333333333333,1.0036147406490836
frozen_k1,13,125,0.8014215904042647,0.6013333333333334,1.0041706867532127
frozen_k1,13,126,0.8009905447996398,0.593,1.0047709467085004
frozen_k1,13,127,0.8014605203103605,0.5853333333333334,1.005383747428416
frozen_k1,13,128,0.8033317908375752,0.5786666666666667,1.0060566236297166
frozen_k1,13,129,0.8033786954481464,0.5706666666666667,1.0066467480580548
frozen_k1,13,130,0.8024750118990956,0.562,1.0072715206404539
frozen_k1,13,131,0.803476581361661,0.5546666666666666,1.0078408077414662
frozen_k1,13,132,0.8035276825085742,0.5466666666666666,1.0084778217086237
frozen_k1,13,133,0.8055693684733963,0.54,1.009245898314212
frozen_k1,13,134,0.8071680969207471,0.533,1.010215868761442
frozen_k1,13,135,0.8072783188108662,0.525,1.010575262319306
frozen_k1,13,136,0.8084331077563769,0.5176666666666667,1.0110999766867212
frozen_k1,13,137,0.8080380750925437,0.5093333333333333,1.011681207686953
frozen_k1,13,138,0.8076303062869425,0.501,1.0121518629093482
frozen_k1,13,139,0.8088476242490442,0.49366666666666664,1.0126908037117146
frozen_k1,13,140,0.807329261521377,0.4846666666666667,1.013338454618481
frozen_k1,13,141,0.8063241106719368,0.476,1.0140016942051058
frozen_k1,13,142,0.8058587018954624,0.4676666666666667,1.014508074212949
frozen_k1,13,143,0.8059614260666277,0.45966666666666667,1.0149792450335082
frozen_k1,13,144,0.8066627007733492,0.452,1.015541689008757
frozen_k1,13,145,0.8079951544518473,0.44466666666666665,1.0162718735446932
frozen_k1,13,146,0.8106107341147439,0.438,1.0170684428743644
frozen_k1,13,147,0.8108108108108109,0.43,1.0176900452868007
frozen_k1,13,148,0.8135810377962844,0.42333333333333334,1.0181399756377378
frozen_k1,13,149,0.8158066623122142,0.41633333333333333,1.018905452334977
frozen_k1,13,150,0.8154563624250499,0.408,1.019565045492192
frozen_k1,13,151,0.8164513936097892,0.4003333333333333,1.020369316381496
frozen_k1,13,152,0.8188757807078417,0.3933333333333333,1.0210657039530828
frozen_k1,13,153,0.8185683912119065,0.385,1.0216771845633987
frozen_k1,13,154,0.8204199855177408,0.37766666666666665,1.0223991459310358
frozen_k1,13,155,0.8238341968911918,0.371,1.0228671170031276
frozen_k1,13,156,0.8213474640423921,0.3616666666666667,1.023574243495046
frozen_k1,13,157,0.8241673121611154,0.3546666666666667,1.024384953091712
frozen_k1,13,158,0.8223632038065027,0.3456666666666667,1.025159828725182
frozen_k1,13,159,0.8245329000812348,0.3383333333333333,1.0258276250108789
frozen_k1,13,160,0.8251457119067444,0.3303333333333333,1.0266450975490387
frozen_k1,13,161,0.8266438941076003,0.32266666666666666,1.0272392626040139
frozen_k1,13,162,0.8290972830850132,0.31533333333333335,1.0279969077854605
frozen_k1,13,163,0.828982898289829,0.307,1.028645853075039
frozen_k1,13,164,0.8325624421831638,0.3,1.0293114476115643
frozen_k1,13,165,0.8325404376784015,0.2916666666666667,1.0298297445718982
frozen_k1,13,166,0.8383937316356513,0.2853333333333333,1.0306992892033984
frozen_k1,13,167,0.8375378405650857,0.27666666666666667,1.0317240820401476
frozen_k1,13,168,0.8428720083246618,0.27,1.0323768994194311
frozen_k1,13,169,0.8464017185821697,0.26266666666666666,1.0332654302696767
frozen_k1,13,170,0.8512763596004439,0.25566666666666665,1.0339620386035862
frozen_k1,13,171,0.8541905855338691,0.248,1.0348434326336224
frozen_k1,13,172,0.8573127229488704,0.24033333333333334,1.0359450385956939
