method,seed,point,fpr,tpr,threshold
fixed_k2,42,198,0.8693333333333333,0.9976666666666667,0.6858780487827565
fixed_k2,42,199,0.956,0.999,0.6344654021184845
fixed_k2,42,200,1.0,1.0,0.44192232352709726
fixed_k2,87,0,0.0,0.0,inf
fixed_k2,87,1,0.001,0.013666666666666667,1.2406497403579706
fixed_k2,87,2,0.0023333333333333335,0.027333333333333334,1.2131973113196857
fixed_k2,87,3,0.0036666666666666666,0.04,1.1958747900396705
fixed_k2,87,4,0.005,0.045,1.1906007822398603
fixed_k2,87,5,0.006333333333333333,0.05333333333333334,1.1827101530706814
fixed_k2,87,6,0.007666666666666666,0.06766666666666667,1.1703119629288157
fixed_k2,87,7,0.009,0.07666666666666666,1.1616605159910283
fixed_k2,87,8,0.011333333333333334,0.097,1.1490818425057219
fixed_k2,87,9,0.013,0.10433333333333333,1.143024581916793
fixed_k2,87,10,0.014666666666666666,0.124,1.1316690321292575
fixed_k2,87,11,0.016,0.13033333333333333,1.1270266389611812
fixed_k2,87,12,0.017333333333333333,0.14266666666666666,1.1203690937377697
fixed_k2,87,13,0.019,0.174,1.1070349336467646
fixed_k2,87,14,0.021333333333333333,0.17966666666666667,1.104916074480762
fixed_k2,87,15,0.02266666666666667,0.19133333333333333,1.0994086238483287
fixed_k2,87,16,0.024,0.20633333333333334,1.0943490762510688
fixed_k2,87,17,0.025,0.21933333333333332,1.0897782603073507
fixed_k2,87,18,0.02666666666666667,0.23,1.085621022791819
fixed_k2,87,19,0.028333333333333332,0.24533333333333332,1.081147356733731
fixed_k2,87,20,0.029666666666666668,0.2613333333333333,1.0740200991992985
fixed_k2,87,21,0.031,0.2723333333333333,1.0696353369837786
fixed_k2,87,22,0.03233333333333333,0.2796666666666667,1.0671417224340947
fixed_k2,87,23,0.033666666666666664,0.2916666666666667,1.0641927497772667
fixed_k2,87,24,0.035,0.29933333333333334,1.0613870430107168
fixed_k2,87,25,0.036333333333333336,0.31266666666666665,1.0575064032921757
fixed_k2,87,26,0.03766666666666667,0.317,1.0562495931303102
fixed_k2,87,27,0.03933333333333333,0.3273333333333333,1.0529382823303193
fixed_k2,87,28,0.04133333333333333,0.33466666666666667,1.0507610245641932
fixed_k2,87,29,0.042666666666666665,0.35333333333333333,1.0444283141298647
fixed_k2,87,30,0.044333333333333336,0.35533333333333333,1.04271545207494
fixed_k2,87,31,0.046,0.37433333333333335,1.0390942986567127
fixed_k2,87,32,0.048,0.387,1.0357655940465749
fixed_k2,87,33,0.049666666666666665,0.4083333333333333,1.0303129189230127
fixed_k2,87,34,0.052,0.4216666666666667,1.0271612382359583
fixed_k2,87,35,0.05333333333333334,0.431,1.0246562141551103
fixed_k2,87,36,0.05466666666666667,0.44733333333333336,1.0200212412764573
fixed_k2,87,37,0.056,0.454,1.0174773788620757
fixed_k2,87,38,0.05733333333333333,0.46066666666666667,1.0156784279497542
fixed_k2,87,39,0.058666666666666666,0.4686666666666667,1.0135409535050777
fixed_k2,87,40,0.06,0.47533333333333333,1.010666711616353
fixed_k2,87,41,0.06133333333333333,0.4816666666666667,1.0079570458218576
fixed_k2,87,42,0.06266666666666666,0.48933333333333334,1.0057007298310148
fixed_k2,87,43,0.06433333333333334,0.495,1.0041676868862777
fixed_k2,87,44,0.066,0.5086666666666667,0.9996973678059338
fixed_k2,87,45,0.06733333333333333,0.5243333333333333,0.9950081139236753
fixed_k2,87,46,0.06866666666666667,0.531,0.9923173677119778
fixed_k2,87,47,0.07,0.5383333333333333,0.9897766719593946
fixed_k2,87,48,0.07166666666666667,0.5466666666666666,0.987684972138016
fixed_k2,87,49,0.073,0.5513333333333333,0.9855770022728692
fixed_k2,87,50,0.07566666666666666,0.5563333333333333,0.9839600880588041
fixed_k2,87,51,0.077,0.5643333333333334,0.9808765630856278
fixed_k2,87,52,0.07866666666666666,0.5696666666666667,0.9792799364230557
fixed_k2,87,53,0.08066666666666666,0.5773333333333334,0.9769989049690175
fixed_k2,87,54,0.08233333333333333,0.5793333333333334,0.9764764952659925
fixed_k2,87,55,0.084,0.5906666666666667,0.9731892297017107
fixed_k2,87,56,0.08566666666666667,0.6016666666666667,0.9701557589787757
fixed_k2,87,57,0.08733333333333333,0.6043333333333333,0.9686929329435624
fixed_k2,87,58,0.08966666666666667,0.6103333333333333,0.966149670650599
fixed_k2,87,59,0.091,0.619,0.9623999680966974
fixed_k2,87,60,0.093,0.6226666666666667,0.9609716133100726
fixed_k2,87,61,0.09466666666666666,0.629,0.9591881529569692
fixed_k2,87,62,0.09633333333333334,0.6333333333333333,0.9567846479321218
fixed_k2,87,63,0.099,0.642,0.9529134753594485
fixed_k2,87,64,0.10033333333333333,0.646,0.95119006850871
fixed_k2,87,65,0.102,0.6516666666666666,0.9495809646171414
fixed_k2,87,66,0.104,0.6553333333333333,0.9483329928081925
fixed_k2,87,67,0.105,0.662,0.9464002855725514
fixed_k2,87,68,0.10666666666666667,0.6726666666666666,0.9428032200000318
fixed_k2,87,69,0.108,0.6773333333333333,0.9408547675012888
fixed_k2,87,70,0.10966666666666666,0.6813333333333333,0.9392070907368845
fixed_k2,87,71,0.11166666666666666,0.6856666666666666,0.9378668539265761
fixed_k2,87,72,0.11366666666666667,0.6893333333333334,0.9357596300344185
fixed_k2,87,73,0.11566666666666667,0.697,0.9337759713505149
fixed_k2,87,74,0.11833333333333333,0.7043333333333334,0.9309273559394236
fixed_k2,87,75,0.12,0.71,0.9294362300279576
fixed_k2,87,76,0.12133333333333333,0.7146666666666667,0.9277897363093288
fixed_k2,87,77,0.12333333333333334,0.7193333333333334,0.9253436003996833
fixed_k2,87,78,0.125,0.7283333333333334,0.9217535511398591
fixed_k2,87,79,0.12666666666666668,0.7326666666666667,0.9202132935687839
fixed_k2,87,80,0.12833333333333333,0.7363333333333333,0.9186680724367361
fixed_k2,87,81,0.13066666666666665,0.7406666666666667,0.9154362755368999
fixed_k2,87,82,0.13233333333333333,0.7446666666666667,0.913898957174312
fixed_k2,87,83,0.13466666666666666,0.7493333333333333,0.9113179345147073
fixed_k2,87,84,0.13766666666666666,0.7566666666666667,0.9081356148948152
fixed_k2,87,85,0.13966666666666666,0.7606666666666667,0.9065232238079634
fixed_k2,87,86,0.141,0.7663333333333333,0.9042666090032175
fixed_k2,87,87,0.143,0.7736666666666666,0.9007664913307654
fixed_k2,87,88,0.145,0.777,0.8988322420625721
fixed_k2,87,89,0.147,0.782,0.8969195463026189
fixed_k2,87,90,0.15033333333333335,0.786,0.8951441497682865
fixed_k2,87,91,0.15166666666666667,0.788,0.8943264773007239
fixed_k2,87,92,0.15333333333333332,0.79,0.8932663062520565
fixed_k2,87,93,0.155,0.793,0.8922534639614602
fixed_k2,87,94,0.157,0.7943333333333333,0.8915201412130412
fixed_k2,87,95,0.15933333333333333,0.7963333333333333,0.8900809985494306
fixed_k2,87,96,0.161,0.798,0.8881377036991336
fixed_k2,87,97,0.16366666666666665,0.8003333333333333,0.8862333879425767
fixed_k2,87,98,0.167,0.8043333333333333,0.8846252898234149
fixed_k2,87,99,0.17033333333333334,0.806,0.8833705503616581
fixed_k2,87,100,0.17266666666666666,0.81,0.8815774323489205
fixed_k2,87,101,0.17533333333333334,0.813,0.8789472427505916
fixed_k2,87,102,0.17733333333333334,0.815,0.8770926629053711
fixed_k2,87,103,0.17966666666666667,0.8166666666666667,0.8762903299365353
fixed_k2,87,104,0.18333333333333332,0.8203333333333334,0.8742414924894142
fixed_k2,87,105,0.186,0.8226666666666667,0.8733229653362288
fixed_k2,87,106,0.18766666666666668,0.8243333333333334,0.8724834643282052
fixed_k2,87,107,0.191,0.826,0.870859242471946
fixed_k2,87,108,0.19566666666666666,0.8283333333333334,0.8683355865254577
fixed_k2,87,109,0.19866666666666666,0.833,0.8669651677168291
fixed_k2,87,110,0.20066666666666666,0.8356666666666667,0.8654724954290619
fixed_k2,87,111,0.203,0.8373333333333334,0.8640291587664577
fixed_k2,87,112,0.205,0.8393333333333334,0.8626663452442095
fixed_k2,87,113,0.207,0.8426666666666667,0.8616232998080318
fixed_k2,87,114,0.20966666666666667,0.8473333333333334,0.8591698458643898
fixed_k2,87,115,0.21133333333333335,0.8496666666666667,0.8583648142949521
fixed_k2,87,116,0.21533333333333332,0.8513333333333334,0.8571053011823153
fixed_k2,87,117,0.21733333333333332,0.8533333333333334,0.8558663570155058
fixed_k2,87,118,0.21933333333333332,0.857,0.8548691180064547
fixed_k2,87,119,0.222,0.8593333333333333,0.853769414872418
fixed_k2,87,120,0.22466666666666665,0.8613333333333333,0.8524765281710303
fixed_k2,87,121,0.22933333333333333,0.8633333333333333,0.850953498761995
fixed_k2,87,122,0.23133333333333334,0.865,0.8493961783708407
fixed_k2,87,123,0.23566666666666666,0.867,0.847324874232
fixed_k2,87,124,0.239,0.8686666666666667,0.8466030724454413
fixed_k2,87,125,0.243,0.8723333333333333,0.8451129594271453
fixed_k2,87,126,0.25566666666666665,0.8743333333333333,0.8413855708071971
fixed_k2,87,127,0.25866666666666666,0.8766666666666667,0.8396276239324572
fixed_k2,87,128,0.2613333333333333,0.8803333333333333,0.8376021042522476
fixed_k2,87,129,0.2663333333333333,0.882,0.835824384974803
fixed_k2,87,130,0.2683333333333333,0.8836666666666667,0.8347447778862586
fixed_k2,87,131,0.276,0.8856666666666667,0.8320249479055203
fixed_k2,87,132,0.2813333333333333,0.888,0.8298865629815615
fixed_k2,87,133,0.2843333333333333,0.8893333333333333,0.8287765836789049
fixed_k2,87,134,0.288,0.891,0.8280858049382243
fixed_k2,87,135,0.29133333333333333,0.8926666666666667,0.8270388646540952
fixed_k2,87,136,0.2966666666666667,0.895,0.8247790359097638
fixed_k2,87,137,0.3016666666666667,0.8976666666666666,0.8230088231027072
fixed_k2,87,138,0.30633333333333335,0.8996666666666666,0.8208118712229366
fixed_k2,87,139,0.31166666666666665,0.9013333333333333,0.8196240467005672
fixed_k2,87,140,0.31833333333333336,0.9026666666666666,0.8181932038575704
fixed_k2,87,141,0.32266666666666666,0.9046666666666666,0.8167046326595068
fixed_k2,87,142,0.325,0.9063333333333333,0.815549606813621
fixed_k2,87,143,0.33066666666666666,0.908,0.8136148393784745
fixed_k2,87,144,0.33366666666666667,0.9096666666666666,0.8126434312037228
fixed_k2,87,145,0.3403333333333333,0.9113333333333333,0.809696282933211
fixed_k2,87,146,0.3446666666666667,0.913,0.8081338160422372
fixed_k2,87,147,0.3536666666666667,0.9146666666666666,0.8047716723110946
fixed_k2,87,148,0.3586666666666667,0.917,0.8026636042219423
fixed_k2,87,149,0.3636666666666667,0.9186666666666666,0.8015396819758759
fixed_k2,87,150,0.36633333333333334,0.921,0.7996719095976453
fixed_k2,87,151,0.371,0.9233333333333333,0.7983961949105787
fixed_k2,87,152,0.379,0.925,0.7966826403532188
fixed_k2,87,153,0.387,0.9273333333333333,0.7944450355607487
fixed_k2,87,154,0.39066666666666666,0.929,0.793472985859343
fixed_k2,87,155,0.399,0.9313333333333333,0.7905144375604292
fixed_k2,87,156,0.403,0.9326666666666666,0.7896626705130718
fixed_k2,87,157,0.4086666666666667,0.9346666666666666,0.7884180239658808
fixed_k2,87,158,0.41333333333333333,0.9363333333333334,0.7870305076725808
fixed_k2,87,159,0.42233333333333334,0.938,0.7845431630538403
fixed_k2,87,160,0.429,0.9393333333333334,0.7834067828512155
fixed_k2,87,161,0.43433333333333335,0.941,0.7820680884101497
fixed_k2,87,162,0.448,0.943,0.7791846914834956
fixed_k2,87,163,0.45366666666666666,0.9446666666666667,0.7779840553163986
fixed_k2,87,164,0.45966666666666667,0.9463333333333334,0.7762401150031517
fixed_k2,87,165,0.476,0.9483333333333334,0.7726818250743456
fixed_k2,87,166,0.484,0.95,0.7710206099971061
fixed_k2,87,167,0.493,0.9513333333333334,0.769062620625839
fixed_k2,87,168,0.5006666666666667,0.953,0.7672532530313293
fixed_k2,87,169,0.511,0.9543333333333334,0.7650981882154425
fixed_k2,87,170,0.5183333333333333,0.956,0.7639428485698123
fixed_k2,87,171,0.5263333333333333,0.9573333333333334,0.7623428296468869
fixed_k2,87,172,0.5323333333333333,0.9586666666666667,0.7608131594216883
fixed_k2,87,173,0.5373333333333333,0.96,0.7596018302101029
fixed_k2,87,174,0.5516666666666666,0.9616666666666667,0.7562856798133185
fixed_k2,87,175,0.556,0.9633333333333334,0.754497445034801
fixed_k2,87,176,0.5686666666666667,0.9646666666666667,0.7523757948095456
fixed_k2,87,177,0.5716666666666667,0.9666666666666667,0.7512120299571473
fixed_k2,87,178,0.5783333333333334,0.968,0.7499576370346179
fixed_k2,87,179,0.6013333333333334,0.9696666666666667,0.7444117717979546
fixed_k2,87,180,0.623,0.971,0.7391844452214261
fixed_k2,87,181,0.633,0.9723333333333334,0.7375911015780687
fixed_k2,87,182,0.6416666666666667,0.9736666666666667,0.7354778220449696
fixed_k2,87,183,0.6506666666666666,0.9756666666666667,0.7337195678989954
fixed_k2,87,184,0.663,0.9773333333333334,0.7302731629317792
fixed_k2,87,185,0.672,0.979,0.7282068150172535
fixed_k2,87,186,0.6823333333333333,0.981,0.7253117964671228
fixed_k2,87,187,0.694,0.9823333333333333,0.7224440135100293
fixed_k2,87,188,0.7043333333333334,0.9836666666666667,0.7194350320941585
fixed_k2,87,189,0.719,0.985,0.7153904168290216
fixed_k2,87,190,0.726,0.9863333333333333,0.7130794876126554
fixed_k2,87,191,0.751,0.988,0.7076992564676649
fixed_k2,87,192,0.774,0.9893333333333333,0.701466352992516
fixed_k2,87,193,0.7883333333333333,0.9906666666666667,0.697468224661553
fixed_k2,87,194,0.803,0.992,0.6930254636054012
fixed_k2,87,195,0.8206666666666667,0.9933333333333333,0.6886550858215725
fixed_k2,87,196,0.849,0.9946666666666667,0.6794354479060155
fixed_k2,87,197,0.9013333333333333,0.996,0.6576153608076438
fixed_k2,87,198,0.932,0.9973333333333333,0.6361744041666811
fixed_k2,87,199,0.962,0.9986666666666667,0.6092885679553245
fixed_k2,87,200,1.0,1.0,0.4306555192680668
frozen_k1,13,0,0.0,0.0,inf
frozen_k1,13,1,0.0016666666666666668,0.024333333333333332,1.0661707580067914
frozen_k1,13,2,0.003,0.036,1.0632996909731396
frozen_k1,13,3,0.004333333333333333,0.049,1.0610892208503466
frozen_k1,13,4,0.005666666666666667,0.06233333333333333,1.05802768776655
frozen_k1,13,5,0.007,0.071,1.0561018205302641
frozen_k1,13,6,0.008666666666666666,0.078,1.054631444403584
frozen_k1,13,7,0.010333333333333333,0.086,1.0533983006275207
frozen_k1,13,8,0.011666666666666667,0.09666666666666666,1.0521313850964302
frozen_k1,13,9,0.013333333333333334,0.10766666666666666,1.0504283547511002
frozen_k1,13,10,0.015333333333333332,0.11133333333333334,1.0495187109707125
frozen_k1,13,11,0.017,0.118,1.0486969201025043
frozen_k1,13,12,0.018333333333333333,0.12233333333333334,1.0478873549166672
frozen_k1,13,13,0.019666666666666666,0.133,1.0467634989565207
frozen_k1,13,14,0.021,0.13766666666666666,1.0460158711653478
frozen_k1,13,15,0.022333333333333334,0.15433333333333332,1.0445161017611242
frozen_k1,13,16,0.024,0.15866666666666668,1.0442037237217816
frozen_k1,13,17,0.025666666666666667,0.171,1.0431710721064682
frozen_k1,13,18,0.027,0.18033333333333335,1.0422191056035284
frozen_k1,13,19,0.028666666666666667,0.18733333333333332,1.0413191452785342
frozen_k1,13,20,0.030666666666666665,0.2,1.0400545144207198
frozen_k1,13,21,0.03233333333333333,0.205,1.0395984929173612
frozen_k1,13,22,0.034,0.21033333333333334,1.0392835772733857
frozen_k1,13,23,0.035666666666666666,0.21566666666666667,1.038619041496506
frozen_k1,13,24,0.037,0.22033333333333333,1.0379651430840446
frozen_k1,13,25,0.039,0.23533333333333334,1.0365154803698509
frozen_k1,13,26,0.04033333333333333,0.24566666666666667,1.0352710801980112
frozen_k1,13,27,0.043333333333333335,0.25066666666666665,1.034541991473594
frozen_k1,13,28,0.04633333333333333,0.257,1.0337489603940766
frozen_k1,13,29,0.04766666666666667,0.261,1.0333647726743844
frozen_k1,13,30,0.049666666666666665,0.26866666666666666,1.0324587879021783
frozen_k1,13,31,0.051666666666666666,0.272,1.0321336647142727
frozen_k1,13,32,0.05333333333333334,0.2753333333333333,1.0318397969160316
frozen_k1,13,33,0.055,0.2836666666666667,1.0308136888304267
frozen_k1,13,34,0.056666666666666664,0.288,1.030278344876846
frozen_k1,13,35,0.058666666666666666,0.292,1.029808197661258
frozen_k1,13,36,0.06,0.29833333333333334,1.0294068437745671
frozen_k1,13,37,0.06233333333333333,0.30333333333333334,1.0289370373552105
frozen_k1,13,38,0.06366666666666666,0.31,1.0283747413174664
frozen_k1,13,39,0.065,0.318,1.0277717297617934
frozen_k1,13,40,0.06766666666666667,0.3243333333333333,1.0271955584037507
frozen_k1,13,41,0.069,0.329,1.0268122081109836
frozen_k1,13,42,0.07033333333333333,0.33166666666666667,1.0265608045061578
frozen_k1,13,43,0.07166666666666667,0.334,1.026266477542971
frozen_k1,13,44,0.07366666666666667,0.341,1.0254748042399064
frozen_k1,13,45,0.075,0.3456666666666667,1.0251498335313882
frozen_k1,13,46,0.077,0.3556666666666667,1.024201671111075
frozen_k1,13,47,0.079,0.36233333333333334,1.0234548917714688
frozen_k1,13,48,0.08033333333333334,0.374,1.0226902079023323
frozen_k1,13,49,0.08166666666666667,0.37633333333333335,1.0225093865598958
frozen_k1,13,50,0.08366666666666667,0.381,1.022118572855114
frozen_k1,13,51,0.086,0.387,1.0215273311647277
frozen_k1,13,52,0.08733333333333333,0.3933333333333333,1.0210512166629602
frozen_k1,13,53,0.089,0.3973333333333333,1.0206210160959124
frozen_k1,13,54,0.09033333333333333,0.4023333333333333,1.0201909182639068
frozen_k1,13,55,0.092,0.4066666666666667,1.0197123761971303
frozen_k1,13,56,0.094,0.4186666666666667,1.0186768862225943
frozen_k1,13,57,0.096,0.4216666666666667,1.018315291457567
frozen_k1,13,58,0.09733333333333333,0.42533333333333334,1.0180505987355697
frozen_k1,13,59,0.1,0.43,1.0176926164481819
frozen_k1,13,60,0.102,0.436,1.0172253158256428
frozen_k1,13,61,0.104,0.44033333333333335,1.0168299189110275
frozen_k1,13,62,0.10633333333333334,0.44666666666666666,1.0160827777566777
frozen_k1,13,63,0.10833333333333334,0.452,1.015541689008757
frozen_k1,13,64,0.10966666666666666,0.4583333333333333,1.0150697295440718
frozen_k1,13,65,0.111,0.46066666666666667,1.0149278873338041
frozen_k1,13,66,0.11233333333333333,0.4633333333333333,1.0147304605472478
frozen_k1,13,67,0.11366666666666667,0.471,1.014310162977215
frozen_k1,13,68,0.115,0.4776666666666667,1.0138026541581036
frozen_k1,13,69,0.11633333333333333,0.487,1.0132620359633828
frozen_k1,13,70,0.119,0.5,1.012239317738404
frozen_k1,13,71,0.12066666666666667,0.5066666666666667,1.0118337689579633
frozen_k1,13,72,0.122,0.5136666666666667,1.0112954002403627
frozen_k1,13,73,0.12333333333333334,0.5206666666666667,1.01097070683661
frozen_k1,13,74,0.125,0.5233333333333333,1.0107786845505744
frozen_k1,13,75,0.12633333333333333,0.532,1.0102364293236712
frozen_k1,13,76,0.12833333333333333,0.5366666666666666,1.009817240154881
frozen_k1,13,77,0.13033333333333333,0.5403333333333333,1.0092270652931226
frozen_k1,13,78,0.133,0.545,1.0086144849288778
frozen_k1,13,79,0.13466666666666666,0.552,1.008051067784073
frozen_k1,13,80,0.13633333333333333,0.5563333333333333,1.0077739468992164
frozen_k1,13,81,0.13833333333333334,0.562,1.0072715206404539
frozen_k1,13,82,0.13966666666666666,0.566,1.007000596455016
frozen_k1,13,83,0.14133333333333334,0.576,1.0061976413760771
frozen_k1,13,84,0.143,0.581,1.005718953631428
frozen_k1,13,85,0.145,0.5836666666666667,1.005469339354251
frozen_k1,13,86,0.14666666666666667,0.5896666666666667,1.0051764089265658
frozen_k1,13,87,0.14866666666666667,0.601,1.0041819216813896
frozen_k1,13,88,0.15033333333333335,0.606,1.0038446525096971
frozen_k1,13,89,0.152,0.609,1.0035656141371174
frozen_k1,13,90,0.15433333333333332,0.6126666666666667,1.0032258333852184
frozen_k1,13,91,0.15733333333333333,0.627,1.0019457949369954
frozen_k1,13,92,0.159,0.6343333333333333,1.0014848255654019
frozen_k1,13,93,0.161,0.637,1.0012310845288948
frozen_k1,13,94,0.163,0.643,1.0007264777654885
frozen_k1,13,95,0.16433333333333333,0.6523333333333333,1.0001669438069276
frozen_k1,13,96,0.16666666666666666,0.6556666666666666,0.9997411797238207
frozen_k1,13,97,0.168,0.663,0.9992681807381687
frozen_k1,13,98,0.16966666666666666,0.6753333333333333,0.9983945301687317
frozen_k1,13,99,0.17133333333333334,0.681,0.9979003754054219
frozen_k1,13,100,0.17366666666666666,0.688,0.997416290734569
frozen_k1,13,101,0.175,0.6926666666666667,0.9970198827025146
frozen_k1,13,102,0.177,0.696,0.996589252063712
frozen_k1,13,103,0.17833333333333334,0.703,0.9961933609388695
frozen_k1,13,104,0.18,0.7063333333333334,0.9959034369539573
frozen_k1,13,105,0.182,0.7106666666666667,0.9954319944961167
frozen_k1,13,106,0.18366666666666667,0.713,0.9952124958613572
frozen_k1,13,107,0.18566666666666667,0.722,0.9942718548857947
frozen_k1,13,108,0.18766666666666668,0.725,0.9938967946092852
frozen_k1,13,109,0.18966666666666668,0.729,0.9935329176466083
frozen_k1,13,110,0.19233333333333333,0.7346666666666667,0.9929986332052071
frozen_k1,13,111,0.194,0.7393333333333333,0.9924226184643187
frozen_k1,13,112,0.19533333333333333,0.7443333333333333,0.9919030746819946
frozen_k1,13,113,0.197,0.754,0.9909922072463913
frozen_k1,13,114,0.2,0.7576666666666667,0.9905718400592259
frozen_k1,13,115,0.20133333333333334,0.7593333333333333,0.9904444266735847
frozen_k1,13,116,0.203,0.7633333333333333,0.9899435345457535
frozen_k1,13,117,0.205,0.7703333333333333,0.9888833628337605
frozen_k1,13,118,0.20666666666666667,0.7746666666666666,0.9884470188432452
frozen_k1,13,119,0.20833333333333334,0.7786666666666666,0.9879869670659857
frozen_k1,13,120,0.21033333333333334,0.7813333333333333,0.9877426526117645
frozen_k1,13,121,0.21266666666666667,0.7856666666666666,0.9871660052019664
frozen_k1,13,122,0.21433333333333332,0.7906666666666666,0.9865059640092007
frozen_k1,13,123,0.21566666666666667,0.7973333333333333,0.9855013831866697
frozen_k1,13,124,0.217,0.8006666666666666,0.9850202167310999
frozen_k1,13,125,0.21866666666666668,0.808,0.9839753504744864
frozen_k1,13,126,0.22066666666666668,0.811,0.9835086391056377
frozen_k1,13,127,0.22233333333333333,0.8163333333333334,0.983062925370069
frozen_k1,13,128,0.225,0.8203333333333334,0.9824158681673324
frozen_k1,13,129,0.22666666666666666,0.826,0.9818374152713037
frozen_k1,13,130,0.229,0.8313333333333334,0.9811889905037893
frozen_k1,13,131,0.23133333333333334,0.8396666666666667,0.9801015245986034
frozen_k1,13,132,0.23333333333333334,0.8426666666666667,0.9792940862874919
frozen_k1,13,133,0.23566666666666666,0.8456666666666667,0.978425465790806
frozen_k1,13,134,0.238,0.849,0.9777975607912851
frozen_k1,13,135,0.242,0.8526666666666667,0.9768960381386136
frozen_k1,13,136,0.24333333333333335,0.8566666666666667,0.9761996977191527
frozen_k1,13,137,0.24566666666666667,0.8586666666666667,0.9756596495276171
frozen_k1,13,138,0.24766666666666667,0.8616666666666667,0.9750602922972936
frozen_k1,13,139,0.24966666666666668,0.8653333333333333,0.9742511003950535
frozen_k1,13,140,0.25133333333333335,0.8706666666666667,0.9733630382066119
frozen_k1,13,141,0.25266666666666665,0.8726666666666667,0.9727750279392192
frozen_k1,13,142,0.25466666666666665,0.8773333333333333,0.9715962083232454
frozen_k1,13,143,0.25633333333333336,0.882,0.9707693735868044
frozen_k1,13,144,0.259,0.886,0.9700482257003797
frozen_k1,13,145,0.26033333333333336,0.8906666666666667,0.9692931381667599
frozen_k1,13,146,0.26366666666666666,0.8933333333333333,0.9684300263668001
frozen_k1,13,147,0.26566666666666666,0.8976666666666666,0.9676909455465843
frozen_k1,13,148,0.268,0.8996666666666666,0.9669195240685999
frozen_k1,13,149,0.26966666666666667,0.9026666666666666,0.9662149075979273
frozen_k1,13,150,0.27166666666666667,0.9063333333333333,0.9651133048598951
frozen_k1,13,151,0.274,0.909,0.9645699918708078
frozen_k1,13,152,0.2763333333333333,0.9113333333333333,0.9641863562389945
frozen_k1,13,153,0.278,0.9143333333333333,0.9634482745334704
frozen_k1,13,154,0.28,0.9166666666666666,0.9625971093260379
frozen_k1,13,155,0.2823333333333333,0.9183333333333333,0.9620528980513897
frozen_k1,13,156,0.2856666666666667,0.9233333333333333,0.9608651151061031
frozen_k1,13,157,0.2876666666666667,0.9253333333333333,0.960111960006408
frozen_k1,13,158,0.291,0.927,0.9587709368658751
frozen_k1,13,159,0.29633333333333334,0.9293333333333333,0.9571262484106415
frozen_k1,13,160,0.3006666666666667,0.932,0.9562427637828664
frozen_k1,13,161,0.30333333333333334,0.935,0.9553521148952121
frozen_k1,13,162,0.30633333333333335,0.9376666666666666,0.9543993902080432
frozen_k1,13,163,0.30966666666666665,0.9396666666666667,0.9537420771482099
frozen_k1,13,164,0.31333333333333335,0.941,0.9528890927119893
frozen_k1,13,165,0.316,0.943,0.9520942403238599
frozen_k1,13,166,0.32066666666666666,0.946,0.9504944579530706
frozen_k1,13,167,0.324,0.9483333333333334,0.9489945617691706
frozen_k1,13,168,0.3283333333333333,0.9513333333333334,0.94723404909298
frozen_k1,13,169,0.33266666666666667,0.954,0.9458698826254271
frozen_k1,13,170,0.33666666666666667,0.956,0.9445393986769918
frozen_k1,13,171,0.3423333333333333,0.958,0.9425664039881133
frozen_k1,13,172,0.3453333333333333,0.9596666666666667,0.9419991501629474
frozen_k1,13,173,0.35833333333333334,0.9613333333333334,0.9386609224833367
frozen_k1,13,174,0.36833333333333335,0.9633333333333334,0.9362282496072799
frozen_k1,13,175,0.38466666666666666,0.9646666666666667,0.9316478800345356
frozen_k1,13,176,0.405,0.9663333333333334,0.9263724440717253
frozen_k1,13,177,0.415,0.9683333333333334,0.9231359472529453
frozen_k1,13,178,0.422,0.9696666666666667,0.9212398716260618
frozen_k1,13,179,0.43033333333333335,0.971,0.9195452297856298
frozen_k1,13,180,0.44433333333333336,0.9723333333333334,0.9167274452137952
frozen_k1,13,181,0.4493333333333333,0.9736666666666667,0.9154330497941623
frozen_k1,13,182,0.468,0.975,0.9112534456799751
frozen_k1,13,183,0.47633333333333333,0.9763333333333334,0.9093683059995296
frozen_k1,13,184,0.48333333333333334,0.978,0.9070289856954877
frozen_k1,13,185,0.49833333333333335,0.9793333333333333,0.90308632325784
frozen_k1,13,186,0.512,0.9806666666666667,0.8999615319955394
frozen_k1,13,187,0.521,0.982,0.8977013492634481
frozen_k1,13,188,0.5426666666666666,0.9836666666666667,0.892740140615825
frozen_k1,13,189,0.5693333333333334,0.985,0.8877184029808014
frozen_k1,13,190,0.5813333333333334,0.9863333333333333,0.8841380040209318
frozen_k1,13,191,0.5876666666666667,0.9876666666666667,0.8826934230857457
frozen_k1,13,192,0.594,0.9893333333333333,0.8811367480177422
frozen_k1,13,193,0.6243333333333333,0.9906666666666667,0.8747027924689296
frozen_k1,13,194,0.6706666666666666,0.992,0.8647206489156266
frozen_k1,13,195,0.7093333333333334,0.9933333333333333,0.8535007325174013
frozen_k1,13,196,0.7426666666666667,0.9946666666666667,0.8462662856864973
frozen_k1,13,197,0.8246666666666667,0.996,0.8222280829173824
frozen_k1,13,198,0.9043333333333333,0.9973333333333333,0.787640264214155
frozen_k1,13,199,0.9523333333333334,0.9986666666666667,0.760721139005326
frozen_k1,13,200,1.0,1.0,0.5930380856701735
frozen_k1,42,0,0.0,0.0,inf
frozen_k1,42,1,0.001,0.05633333333333333,1.0644575266365692
