dataset,kir,configuration,source,known_f1,oos_f1,accuracy,oos_f1_std,known_recall,false_acceptance,direct_pipeline_verified,external_best_known_f1,external_best_oos_f1,external_best_accuracy,delta_known_vs_external_pp,delta_oos_vs_external_pp,delta_accuracy_vs_external_pp,paper_ours_known_f1,paper_ours_oos_f1,paper_ours_accuracy,delta_oos_vs_paper_ours_pp,oos_external_sota
banking77_oos,0.25,"K=1,lambda=0.5,threshold=0.95,nearest_sphere",historical_trainable_sota_tradeoff/kir25,65.44994487334932,95.88786561608829,92.36928104575163,0.4932116780761792,64.375,3.5185185185185186,True,73.05,86.57,81.19,-7.600055126650673,9.317865616088298,11.179281045751637,75.83,93.99,89.07,1.8978656160882963,True
banking77_oos,0.5,"K=1,lambda=0.75,threshold=0.95,normalized_union",historical_trainable_sota_tradeoff/kir50,67.45574866466859,91.52981321817292,85.58823529411764,0.04749029638264776,71.63333333333334,7.846320346320345,True,82.54,79.93,81.51,-15.084251335331416,11.599813218172912,4.078235294117633,74.9,88.23,78.98,3.2998132181729147,True
banking77_oos,0.75,"K=1,lambda=0.75,threshold=1.0,normalized_union",historical_trainable_sota_tradeoff/kir75,70.53030414934862,88.25486587304962,81.35620915032679,0.5024709889559998,81.25,12.2265625,True,86.44,69.37,81.39,-15.909695850651374,18.88486587304962,-0.03379084967320978,70.28,86.49,77.84,1.7648658730496294,True
clinc150,0.25,trainable_k1,historical_paper_ablation/current_h1_full_pipeline_summary.csv,74.88725144841472,95.09719525763333,91.19393939393939,0.30243724323303783,73.12865497076024,2.974006116207951,True,79.57,93.56,89.48,-4.682748551585277,1.5371952576333285,1.713939393939384,71.75,95.01,90.45,0.0871952576333257,True
clinc150,0.5,recipe:last2_no_inter;recipe:last2_temp10,historical_paper_ablation/current_h1_full_pipeline_summary.csv,82.44684578063396,91.93478987737734,88.02424242424243,0.47622759649992036,86.99259259259259,7.271794871794872,True,85.58,90.1,87.93,-3.133154219366034,1.8347898773773466,0.0942424242424238,79.95,91.96,86.78,-0.025210122622652875,True
clinc150,0.75,trainable_k1_direct,historical_paper_ablation/current_h1_full_pipeline_summary.csv,78.0305195608381,80.79670665609406,79.56363636363636,0.6560406269613541,73.82936507936509,4.361370716510903,True,88.97,86.0,87.39,-10.939480439161898,-5.203293343905941,-7.826363636363638,66.32,87.1,79.83,-6.303293343905935,False
stackoverflow,0.25,trainable_k1,historical_paper_ablation/current_h1_full_pipeline_summary.csv,80.06533076350874,95.37650825651619,91.58041179744018,1.0168279766250539,83.56359698721789,3.827355331191488,True,80.87,92.65,89.07,-0.8046692364912644,2.7265082565161833,2.5104117974401845,73.61,94.47,91.04,0.9065082565161902,True
stackoverflow,0.5,adaptive_centers_overall,historical_paper_ablation/current_h1_full_pipeline_summary.csv,83.45142988195961,89.95730226173829,86.93934335002783,1.5037864438638133,82.69000010101283,4.1171204673182675,True,86.71,88.86,87.78,-3.2585701180403817,1.0973022617382924,-0.8406566499721748,75.48,89.71,85.54,0.24730226173829806,True
stackoverflow,0.75,trainable_k1_direct,historical_paper_ablation/current_h1_full_pipeline_summary.csv,84.84768644764998,75.16147502152334,81.91986644407345,2.3584382358528333,83.10941606899203,9.21228714934873,True,87.66,74.55,83.56,-2.8123135523500196,0.6114750215233471,-1.6401335559265533,80.18,75.57,81.32,-0.4085249784766489,True
