known_recall,oos_recall,false_accept_rate,false_reject_rate,oos_f1,oos_precision,auroc,aupr_oos,f1_all,f1_k,accuracy,dataset,kir,seed,method,method_label,target_known_recall,diagnostic_threshold,source_prediction_path,diagnostic_only,threshold_source
0.9502222222222222,0.7275362318840579,0.27246376811594203,0.049777777777777775,0.8267457180500659,0.9572845156369184,,,,,,clinc150,0.5,123,random_partition,Random partition,0.95,1.1014832651667796,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.50/seed_123/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.9502222222222222,0.7255072463768116,0.2744927536231884,0.049777777777777775,0.8253915910964551,0.95717017208413,,,,,,clinc150,0.5,123,single_centroid,Frozen single centroid,0.95,1.1046628672148644,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.50/seed_123/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.9502222222222222,0.7666666666666667,0.23333333333333334,0.049777777777777775,0.852263573384888,0.9593761334784185,,,,,,clinc150,0.5,123,trainable_k1,Trainable MiniLM K=1,0.95,1.174713370684868,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.50/runs/clinc150/seed_123/predictions.jsonl,True,test_known_scores_posthoc
0.75,0.9341880341880342,0.06581196581196581,0.25,0.8147595974655236,0.722405816259088,,,,,,clinc150,0.75,13,fixed_k2,Frozen fixed K=2,0.75,0.9944328938940754,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.75,0.902991452991453,0.09700854700854701,0.25,0.7984129982996411,0.7155435150694209,,,,,,clinc150,0.75,13,mogb_minilm,MOGB-MiniLM,0.75,1.2636417152085662,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.75,0.9128205128205128,0.08717948717948718,0.25,0.8036117381489842,0.717741935483871,,,,,,clinc150,0.75,13,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.75,1.1521381109252036,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.75,0.9047008547008547,0.0952991452991453,0.25,0.7993203700207665,0.7159283057152519,,,,,,clinc150,0.75,13,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.75,1.142898429819878,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.75,0.9158119658119658,0.0841880341880342,0.25,0.8051850460266767,0.7184042909822327,,,,,,clinc150,0.75,13,random_partition,Random partition,0.75,0.982027640736298,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.75,0.9128205128205128,0.08717948717948718,0.25,0.8036117381489842,0.717741935483871,,,,,,clinc150,0.75,13,single_centroid,Frozen single centroid,0.75,0.986182736535598,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.75,0.9521367521367521,0.04786324786324787,0.25,0.8239644970414202,0.7262059973924381,,,,,,clinc150,0.75,13,trainable_k1,Trainable MiniLM K=1,0.75,1.003000067108177,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/clinc150/seed_13/predictions.jsonl,True,test_known_scores_posthoc
0.85,0.8623931623931624,0.13760683760683762,0.15,0.8301110654051831,0.8001586042823157,,,,,,clinc150,0.75,13,fixed_k2,Frozen fixed K=2,0.85,1.0464284306266134,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.85,0.708974358974359,0.29102564102564105,0.15,0.7368421052631579,0.7669902912621359,,,,,,clinc150,0.75,13,mogb_minilm,MOGB-MiniLM,0.85,1.3638823396479416,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.85,0.7974358974358975,0.20256410256410257,0.15,0.7923566878980892,0.7873417721518987,,,,,,clinc150,0.75,13,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.85,1.2299850838731454,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.85,0.7927350427350427,0.20726495726495728,0.15,0.7895296871674824,0.7863501483679525,,,,,,clinc150,0.75,13,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.85,1.2168505759303967,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.85,0.8636752136752137,0.1363247863247863,0.15,0.8308324768756423,0.8003960396039604,,,,,,clinc150,0.75,13,random_partition,Random partition,0.85,1.0277435476011618,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.85,0.8602564102564103,0.13974358974358975,0.15,0.8289067325509574,0.799761620977354,,,,,,clinc150,0.75,13,single_centroid,Frozen single centroid,0.85,1.0315577616061364,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.85,0.9076923076923077,0.09230769230769231,0.15,0.855072463768116,0.8082191780821918,,,,,,clinc150,0.75,13,trainable_k1,Trainable MiniLM K=1,0.85,1.062179718909505,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/clinc150/seed_13/predictions.jsonl,True,test_known_scores_posthoc
0.9,0.7876068376068376,0.2123931623931624,0.1,0.8156671830050897,0.8458008260670032,,,,,,clinc150,0.75,13,fixed_k2,Frozen fixed K=2,0.9,1.08575965380911,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.9,0.49145299145299143,0.5085470085470085,0.1,0.6011500261369577,0.7738896366083445,,,,,,clinc150,0.75,13,mogb_minilm,MOGB-MiniLM,0.9,1.4443177787984705,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.9,0.676923076923077,0.3230769230769231,0.1,0.7436619718309859,0.825,,,,,,clinc150,0.75,13,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.9,1.2771716798248292,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.9,0.629059829059829,0.37094017094017095,0.1,0.7097396335583414,0.8141592920353983,,,,,,clinc150,0.75,13,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.9,1.2747007263072077,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.9,0.7952991452991452,0.2047008547008547,0.1,0.8203658805378004,0.8470641784251252,,,,,,clinc150,0.75,13,random_partition,Random partition,0.9,1.0630185034400084,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.9,0.7952991452991452,0.2047008547008547,0.1,0.8203658805378004,0.8470641784251252,,,,,,clinc150,0.75,13,single_centroid,Frozen single centroid,0.9,1.065475432986698,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.9,0.8559829059829059,0.144017094017094,0.1,0.8561658474032913,0.8563488670371954,,,,,,clinc150,0.75,13,trainable_k1,Trainable MiniLM K=1,0.9,1.106275586346045,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/clinc150/seed_13/predictions.jsonl,True,test_known_scores_posthoc
0.95,0.5675213675213675,0.4324786324786325,0.05,0.6923879040667362,0.8877005347593583,,,,,,clinc150,0.75,13,fixed_k2,Frozen fixed K=2,0.95,1.1570629879963654,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.95,0.2799145299145299,0.7200854700854701,0.05,0.4141637685741385,0.795868772782503,,,,,,clinc150,0.75,13,mogb_minilm,MOGB-MiniLM,0.95,1.5562150969768205,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.95,0.4811965811965812,0.5188034188034188,0.05,0.6197028068244359,0.8701700154559505,,,,,,clinc150,0.75,13,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.95,1.330910203428778,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.95,0.3384615384615385,0.6615384615384615,0.05,0.48,0.825,,,,,,clinc150,0.75,13,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.95,1.371423144148418,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.95,0.6551282051282051,0.34487179487179487,0.05,0.7587230883444692,0.9012345679012346,,,,,,clinc150,0.75,13,random_partition,Random partition,0.95,1.1080763392533584,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.95,0.632051282051282,0.367948717948718,0.05,0.7419112114371708,0.8979963570127505,,,,,,clinc150,0.75,13,single_centroid,Frozen single centroid,0.95,1.1174765392320076,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.95,0.7341880341880341,0.2658119658119658,0.05,0.8130619971604354,0.9109225874867445,,,,,,clinc150,0.75,13,trainable_k1,Trainable MiniLM K=1,0.95,1.18129410004486,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/clinc150/seed_13/predictions.jsonl,True,test_known_scores_posthoc
0.75,0.9260683760683761,0.07393162393162393,0.25,0.8105479708247616,0.7206518124376455,,,,,,clinc150,0.75,42,fixed_k2,Frozen fixed K=2,0.75,1.0007942914692125,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8794871794871795,0.12051282051282051,0.25,0.7857961053837342,0.7101449275362319,,,,,,clinc150,0.75,42,mogb_minilm,MOGB-MiniLM,0.75,1.291657552466442,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.75,0.9132478632478632,0.08675213675213675,0.25,0.803836750047019,0.717836748404434,,,,,,clinc150,0.75,42,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.75,1.171805204654252,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8846153846153846,0.11538461538461539,0.25,0.7885714285714286,0.711340206185567,,,,,,clinc150,0.75,42,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.75,1.143948738458926,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.75,0.9162393162393162,0.08376068376068375,0.25,0.8054094665664914,0.7184986595174263,,,,,,clinc150,0.75,42,random_partition,Random partition,0.75,0.9803750089759908,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.75,0.9123931623931624,0.0876068376068376,0.25,0.8033866415804327,0.7176470588235294,,,,,,clinc150,0.75,42,single_centroid,Frozen single centroid,0.75,0.9860730203384964,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.75,0.955982905982906,0.04401709401709402,0.25,0.8259184050212295,0.7270068248293793,,,,,,clinc150,0.75,42,trainable_k1,Trainable MiniLM K=1,0.75,1.006708105164534,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/clinc150/seed_42/predictions.jsonl,True,test_known_scores_posthoc
0.85,0.8564102564102564,0.14358974358974358,0.15,0.8267326732673267,0.7990430622009569,,,,,,clinc150,0.75,42,fixed_k2,Frozen fixed K=2,0.85,1.0477249563800657,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.85,0.7017094017094017,0.2982905982905983,0.15,0.7320552831029871,0.7651444547996272,,,,,,clinc150,0.75,42,mogb_minilm,MOGB-MiniLM,0.85,1.3928353569058185,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.85,0.8316239316239317,0.1683760683760684,0.15,0.812526096033403,0.7942857142857143,,,,,,clinc150,0.75,42,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.85,1.2449578150332583,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.85,0.7367521367521368,0.26324786324786326,0.15,0.7548161120840631,0.7737881508078994,,,,,,clinc150,0.75,42,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.85,1.2137218076339318,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.85,0.8465811965811966,0.15341880341880343,0.15,0.821139896373057,0.7971830985915493,,,,,,clinc150,0.75,42,random_partition,Random partition,0.85,1.02736654488309,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.85,0.8448717948717949,0.15512820512820513,0.15,0.8201617921593031,0.7968561064087062,,,,,,clinc150,0.75,42,single_centroid,Frozen single centroid,0.85,1.0310191765863876,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.85,0.9188034188034188,0.0811965811965812,0.15,0.8610332398878654,0.8100979653353428,,,,,,clinc150,0.75,42,trainable_k1,Trainable MiniLM K=1,0.85,1.085205862339387,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/clinc150/seed_42/predictions.jsonl,True,test_known_scores_posthoc
0.9,0.7829059829059829,0.2170940170940171,0.1,0.8127772848269743,0.8450184501845018,,,,,,clinc150,0.75,42,fixed_k2,Frozen fixed K=2,0.9,1.0845354821721789,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.9,0.5474358974358975,0.45256410256410257,0.1,0.6474601971190296,0.7922077922077922,,,,,,clinc150,0.75,42,mogb_minilm,MOGB-MiniLM,0.9,1.4657185544658238,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.9,0.7076923076923077,0.2923076923076923,0.1,0.7645429362880887,0.8313253012048193,,,,,,clinc150,0.75,42,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.9,1.286791139723551,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.9,0.5833333333333334,0.4166666666666667,0.1,0.6755753526354863,0.8024691358024691,,,,,,clinc150,0.75,42,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.9,1.2642502755803078,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.9,0.7777777777777778,0.2222222222222222,0.1,0.8096085409252669,0.8441558441558441,,,,,,clinc150,0.75,42,random_partition,Random partition,0.9,1.0612969660451588,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.9,0.7726495726495727,0.22735042735042735,0.1,0.8064228367528992,0.8432835820895522,,,,,,clinc150,0.75,42,single_centroid,Frozen single centroid,0.9,1.0656210324142872,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.9,0.8534188034188034,0.1465811965811966,0.1,0.8546971966616734,0.8559794256322332,,,,,,clinc150,0.75,42,trainable_k1,Trainable MiniLM K=1,0.9,1.149771862240421,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/clinc150/seed_42/predictions.jsonl,True,test_known_scores_posthoc
0.95,0.5427350427350427,0.45726495726495725,0.05,0.6723133933298041,0.8831710709318498,,,,,,clinc150,0.75,42,fixed_k2,Frozen fixed K=2,0.95,1.1502745377018144,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.95,0.305982905982906,0.694017094017094,0.05,0.4441687344913151,0.8099547511312217,,,,,,clinc150,0.75,42,mogb_minilm,MOGB-MiniLM,0.95,1.5799736457136824,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.95,0.4564102564102564,0.5435897435897435,0.05,0.5973154362416108,0.8640776699029126,,,,,,clinc150,0.75,42,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.95,1.3325300358977503,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.95,0.32905982905982906,0.6709401709401709,0.05,0.4697986577181208,0.8208955223880597,,,,,,clinc150,0.75,42,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.95,1.3620373800819456,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.95,0.629059829059829,0.37094017094017095,0.05,0.7396984924623116,0.8975609756097561,,,,,,clinc150,0.75,42,random_partition,Random partition,0.95,1.109133485169539,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.95,0.6094017094017095,0.3905982905982906,0.05,0.7249618708693442,0.8946047678795483,,,,,,clinc150,0.75,42,single_centroid,Frozen single centroid,0.95,1.1144825063338044,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.95,0.7487179487179487,0.2512820512820513,0.05,0.8225352112676056,0.9125,,,,,,clinc150,0.75,42,trainable_k1,Trainable MiniLM K=1,0.95,1.222678227037278,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/clinc150/seed_42/predictions.jsonl,True,test_known_scores_posthoc
0.75,0.9401709401709402,0.05982905982905983,0.25,0.8178438661710037,0.7236842105263158,,,,,,clinc150,0.75,87,fixed_k2,Frozen fixed K=2,0.75,0.9944328938940754,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8042735042735043,0.19572649572649573,0.25,0.7435796128012643,0.6914033798677444,,,,,,clinc150,0.75,87,mogb_minilm,MOGB-MiniLM,0.75,1.2883770438197435,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8747863247863248,0.1252136752136752,0.25,0.783240864740769,0.7090405264980949,,,,,,clinc150,0.75,87,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.75,1.1758007618601114,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8764957264957265,0.12350427350427351,0.25,0.784171286560887,0.7094430992736077,,,,,,clinc150,0.75,87,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.75,1.1404072339292255,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.75,0.9324786324786325,0.06752136752136752,0.25,0.8138754196195449,0.7220383851753805,,,,,,clinc150,0.75,87,random_partition,Random partition,0.75,0.9773283409803554,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.75,0.9286324786324787,0.07136752136752136,0.25,0.8118811881188119,0.7212080982409559,,,,,,clinc150,0.75,87,single_centroid,Frozen single centroid,0.75,0.9802037560133452,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.75,0.9641025641025641,0.035897435897435895,0.25,0.8300220750551877,0.7286821705426356,,,,,,clinc150,0.75,87,trainable_k1,Trainable MiniLM K=1,0.75,0.9989834938347391,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/clinc150/seed_87/predictions.jsonl,True,test_known_scores_posthoc
0.85,0.864957264957265,0.13504273504273503,0.15,0.8315529991783073,0.8006329113924051,,,,,,clinc150,0.75,87,fixed_k2,Frozen fixed K=2,0.85,1.045015366016644,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.85,0.6128205128205129,0.3871794871794872,0.15,0.6704067321178121,0.739938080495356,,,,,,clinc150,0.75,87,mogb_minilm,MOGB-MiniLM,0.85,1.3831163421004031,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.85,0.7042735042735043,0.29572649572649573,0.15,0.7337488869100623,0.7657992565055762,,,,,,clinc150,0.75,87,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.85,1.2467017340827682,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.85,0.7055555555555556,0.29444444444444445,0.15,0.7345939933259177,0.7661252900232018,,,,,,clinc150,0.75,87,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.85,1.211397535243066,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.85,0.8756410256410256,0.12435897435897436,0.15,0.8375229920294298,0.8025851938895417,,,,,,clinc150,0.75,87,random_partition,Random partition,0.85,1.0208418059722488,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.85,0.8632478632478633,0.13675213675213677,0.15,0.8305921052631579,0.8003169572107766,,,,,,clinc150,0.75,87,single_centroid,Frozen single centroid,0.85,1.025523361934725,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.85,0.9307692307692308,0.06923076923076923,0.15,0.8673835125448028,0.8120805369127517,,,,,,clinc150,0.75,87,trainable_k1,Trainable MiniLM K=1,0.85,1.066913863064981,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/clinc150/seed_87/predictions.jsonl,True,test_known_scores_posthoc
0.9,0.7769230769230769,0.2230769230769231,0.1,0.8090787716955942,0.8440111420612814,,,,,,clinc150,0.75,87,fixed_k2,Frozen fixed K=2,0.9,1.083542000372679,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.9,0.444017094017094,0.555982905982906,0.1,0.5593539703903095,0.7556363636363637,,,,,,clinc150,0.75,87,mogb_minilm,MOGB-MiniLM,0.9,1.4566742279843206,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.9,0.5782051282051283,0.4217948717948718,0.1,0.6716306775874907,0.8010657193605684,,,,,,clinc150,0.75,87,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.9,1.27197366475816,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
