known_recall,oos_recall,false_accept_rate,false_reject_rate,oos_f1,oos_precision,auroc,aupr_oos,f1_all,f1_k,accuracy,dataset,kir,seed,method,method_label,target_known_recall,diagnostic_threshold,source_prediction_path,diagnostic_only,threshold_source
0.9,0.6903846153846154,0.3096153846153846,0.1,0.772319827895303,0.8763222131814483,,,,,,banking77,0.5,42,trainable_k1,Trainable MiniLM K=1,0.9,1.088347148538901,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.50/runs/banking77/seed_42/predictions.jsonl,True,test_known_scores_posthoc
0.95,0.3596153846153846,0.6403846153846153,0.05,0.5106964041875285,0.880690737833595,,,,,,banking77,0.5,42,fixed_k2,Frozen fixed K=2,0.95,1.1517769646176166,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.95,0.20448717948717948,0.7955128205128205,0.05,0.32634271099744244,0.8075949367088607,,,,,,banking77,0.5,42,mogb_minilm,MOGB-MiniLM,0.95,1.8581104717654144,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.95,0.2403846153846154,0.7596153846153846,0.05,0.37294878170064644,0.8314855875831486,,,,,,banking77,0.5,42,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.95,1.5362787293401476,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.95,0.3641025641025641,0.6358974358974359,0.05,0.515426497277677,0.8819875776397516,,,,,,banking77,0.5,42,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.95,1.3882537594397837,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.95,0.2794871794871795,0.7205128205128205,0.05,0.42084942084942084,0.8515625,,,,,,banking77,0.5,42,random_partition,Random partition,0.95,1.1216567152495889,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.95,0.30256410256410254,0.6974358974358974,0.05,0.4478178368121442,0.8613138686131386,,,,,,banking77,0.5,42,single_centroid,Frozen single centroid,0.95,1.122045935048513,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.95,0.4641025641025641,0.5358974358974359,0.05,0.6135593220338983,0.905,,,,,,banking77,0.5,42,trainable_k1,Trainable MiniLM K=1,0.95,1.1698424585543301,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.50/runs/banking77/seed_42/predictions.jsonl,True,test_known_scores_posthoc
0.75,0.8403846153846154,0.1596153846153846,0.25,0.8065210704398647,0.7752808988764045,,,,,,banking77,0.5,87,fixed_k2,Frozen fixed K=2,0.75,0.9398904399296591,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8134615384615385,0.18653846153846154,0.25,0.7909005920847616,0.7695573074590661,,,,,,banking77,0.5,87,mogb_minilm,MOGB-MiniLM,0.75,1.3812172778198766,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8641025641025641,0.1358974358974359,0.25,0.8199513381995134,0.7800925925925926,,,,,,banking77,0.5,87,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.75,1.182212333147879,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.75,0.7653846153846153,0.23461538461538461,0.25,0.7619655392469687,0.758576874205845,,,,,,banking77,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.75,1.134990557221636,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8673076923076923,0.1326923076923077,0.25,0.8217430914060128,0.7807270628967109,,,,,,banking77,0.5,87,random_partition,Random partition,0.75,0.9297047562365186,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8467948717948718,0.15320512820512822,0.25,0.8101809260962894,0.7766019988242211,,,,,,banking77,0.5,87,single_centroid,Frozen single centroid,0.75,0.9435573010534044,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.75,0.9256410256410257,0.07435897435897436,0.25,0.8534278959810875,0.7916666666666666,,,,,,banking77,0.5,87,trainable_k1,Trainable MiniLM K=1,0.75,0.9491687964632991,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.50/runs/banking77/seed_87/predictions.jsonl,True,test_known_scores_posthoc
0.85,0.6647435897435897,0.33525641025641023,0.15,0.7341592920353982,0.8197628458498024,,,,,,banking77,0.5,87,fixed_k2,Frozen fixed K=2,0.85,1.0187463005726012,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.85,0.5474358974358975,0.45256410256410257,0.15,0.6464799394398183,0.789279112754159,,,,,,banking77,0.5,87,mogb_minilm,MOGB-MiniLM,0.85,1.5508127098415807,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.85,0.6217948717948718,0.3782051282051282,0.15,0.7034082668600435,0.8096828046744574,,,,,,banking77,0.5,87,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.85,1.299636463991206,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.85,0.5987179487179487,0.4012820512820513,0.15,0.6862601028655401,0.8037865748709122,,,,,,banking77,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.85,1.231688217208419,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.85,0.6974358974358974,0.30256410256410254,0.15,0.7566063977746871,0.8267477203647416,,,,,,banking77,0.5,87,random_partition,Random partition,0.85,0.9979512014787488,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.85,0.6788461538461539,0.3211538461538462,0.15,0.743940990516333,0.8228438228438228,,,,,,banking77,0.5,87,single_centroid,Frozen single centroid,0.85,1.0083755488209598,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.85,0.8365384615384616,0.16346153846153846,0.15,0.8438409311348206,0.8512720156555773,,,,,,banking77,0.5,87,trainable_k1,Trainable MiniLM K=1,0.85,1.03279868286087,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.50/runs/banking77/seed_87/predictions.jsonl,True,test_known_scores_posthoc
0.9,0.5256410256410257,0.47435897435897434,0.1,0.6477093206951027,0.8436213991769548,,,,,,banking77,0.5,87,fixed_k2,Frozen fixed K=2,0.9,1.0727936611147353,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.9,0.38782051282051283,0.6121794871794872,0.1,0.5222270176952957,0.7992073976221928,,,,,,banking77,0.5,87,mogb_minilm,MOGB-MiniLM,0.9,1.6467212516414371,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.9,0.4269230769230769,0.573076923076923,0.1,0.56013456686291,0.8141809290953546,,,,,,banking77,0.5,87,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.9,1.3668127198061708,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.9,0.5051282051282051,0.4948717948717949,0.1,0.6304,0.8382978723404255,,,,,,banking77,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.9,1.296796423755515,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.9,0.5442307692307692,0.45576923076923076,0.1,0.6630222569308863,0.8481518481518482,,,,,,banking77,0.5,87,random_partition,Random partition,0.9,1.0428731571997056,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.9,0.5166666666666667,0.48333333333333334,0.1,0.6401906274821286,0.8413361169102297,,,,,,banking77,0.5,87,single_centroid,Frozen single centroid,0.9,1.0566164490034002,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.9,0.7057692307692308,0.29423076923076924,0.1,0.7827941699253466,0.8786911412609737,,,,,,banking77,0.5,87,trainable_k1,Trainable MiniLM K=1,0.9,1.1083101474956,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.50/runs/banking77/seed_87/predictions.jsonl,True,test_known_scores_posthoc
0.95,0.3487179487179487,0.6512820512820513,0.05,0.4990825688073395,0.8774193548387097,,,,,,banking77,0.5,87,fixed_k2,Frozen fixed K=2,0.95,1.1661277150663392,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.95,0.17243589743589743,0.8275641025641025,0.05,0.2824146981627297,0.7797101449275362,,,,,,banking77,0.5,87,mogb_minilm,MOGB-MiniLM,0.95,1.8451336799354876,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.95,0.25384615384615383,0.7461538461538462,0.05,0.38976377952755903,0.8389830508474576,,,,,,banking77,0.5,87,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.95,1.44346001785278,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.95,0.3525641025641026,0.6474358974358975,0.05,0.5032021957913998,0.8785942492012779,,,,,,banking77,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.95,1.4301598568866365,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.95,0.3416666666666667,0.6583333333333333,0.05,0.49147072383586904,0.8752052545155994,,,,,,banking77,0.5,87,random_partition,Random partition,0.95,1.1167492654395836,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.95,0.30833333333333335,0.6916666666666667,0.05,0.454416627302787,0.8635547576301615,,,,,,banking77,0.5,87,single_centroid,Frozen single centroid,0.95,1.128221538641578,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.95,0.4782051282051282,0.5217948717948718,0.05,0.6263643996641478,0.9075425790754258,,,,,,banking77,0.5,87,trainable_k1,Trainable MiniLM K=1,0.95,1.203117360204593,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.50/runs/banking77/seed_87/predictions.jsonl,True,test_known_scores_posthoc
0.75,0.8416666666666667,0.15833333333333333,0.25,0.8072548416845988,0.7755463673951565,,,,,,banking77,0.5,100,fixed_k2,Frozen fixed K=2,0.75,0.9541287274595448,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.75,0.7147435897435898,0.28525641025641024,0.25,0.7299509001636661,0.745819397993311,,,,,,banking77,0.5,100,mogb_minilm,MOGB-MiniLM,0.75,1.4127176980299203,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.75,0.7871794871794872,0.2128205128205128,0.25,0.7752525252525253,0.763681592039801,,,,,,banking77,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.75,1.23272755783524,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8371794871794872,0.16282051282051282,0.25,0.8046826863832409,0.7746144721233689,,,,,,banking77,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.75,1.1450970889395469,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.75,0.801923076923077,0.19807692307692307,0.25,0.7840802256345973,0.7670141017780503,,,,,,banking77,0.5,100,random_partition,Random partition,0.75,0.9259226732160708,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8153846153846154,0.18461538461538463,0.25,0.7920298879202988,0.7699757869249395,,,,,,banking77,0.5,100,single_centroid,Frozen single centroid,0.75,0.9323743168752984,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8846153846153846,0.11538461538461539,0.25,0.8313253012048193,0.7840909090909091,,,,,,banking77,0.5,100,trainable_k1,Trainable MiniLM K=1,0.75,0.949162945724881,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.50/runs/banking77/seed_100/predictions.jsonl,True,test_known_scores_posthoc
0.85,0.6929487179487179,0.30705128205128207,0.15,0.7535726734053677,0.8258212375859435,,,,,,banking77,0.5,100,fixed_k2,Frozen fixed K=2,0.85,1.0278936124028857,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.85,0.5134615384615384,0.48653846153846153,0.15,0.6187717265353418,0.7784256559766763,,,,,,banking77,0.5,100,mogb_minilm,MOGB-MiniLM,0.85,1.5605744567021411,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.85,0.5897435897435898,0.41025641025641024,0.15,0.6794682422451994,0.8013937282229965,,,,,,banking77,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.85,1.3407973992620448,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.85,0.6967948717948718,0.3032051282051282,0.15,0.7561739130434783,0.8266159695817491,,,,,,banking77,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.85,1.235552996832334,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.85,0.6551282051282051,0.34487179487179487,0.15,0.7274021352313167,0.8176,,,,,,banking77,0.5,100,random_partition,Random partition,0.85,0.9906449149582088,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.85,0.6711538461538461,0.32884615384615384,0.15,0.7386243386243386,0.8211764705882353,,,,,,banking77,0.5,100,single_centroid,Frozen single centroid,0.85,0.9943994239855256,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.85,0.7865384615384615,0.21346153846153845,0.15,0.8139303482587065,0.843298969072165,,,,,,banking77,0.5,100,trainable_k1,Trainable MiniLM K=1,0.85,1.023370979734838,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.50/runs/banking77/seed_100/predictions.jsonl,True,test_known_scores_posthoc
0.9,0.5891025641025641,0.4108974358974359,0.1,0.6985936906119347,0.8580765639589168,,,,,,banking77,0.5,100,fixed_k2,Frozen fixed K=2,0.9,1.0727936611147353,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.9,0.39294871794871794,0.607051282051282,0.1,0.5273118279569893,0.8013071895424837,,,,,,banking77,0.5,100,mogb_minilm,MOGB-MiniLM,0.9,1.656639102496531,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.9,0.44743589743589746,0.5525641025641026,0.1,0.5792531120331951,0.8211764705882353,,,,,,banking77,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.9,1.398552735350819,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.9,0.5923076923076923,0.4076923076923077,0.1,0.701062215477997,0.8587360594795539,,,,,,banking77,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.9,1.288236326714166,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.9,0.5474358974358975,0.45256410256410257,0.1,0.6656274356975838,0.8489065606361829,,,,,,banking77,0.5,100,random_partition,Random partition,0.9,1.0349028260660809,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.9,0.55,0.45,0.1,0.667704280155642,0.8495049504950495,,,,,,banking77,0.5,100,single_centroid,Frozen single centroid,0.9,1.0406188732587949,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.9,0.7051282051282052,0.2948717948717949,0.1,0.7823613086770982,0.8785942492012779,,,,,,banking77,0.5,100,trainable_k1,Trainable MiniLM K=1,0.9,1.069903070047966,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.50/runs/banking77/seed_100/predictions.jsonl,True,test_known_scores_posthoc
0.95,0.4269230769230769,0.573076923076923,0.05,0.578627280625543,0.8975741239892183,,,,,,banking77,0.5,100,fixed_k2,Frozen fixed K=2,0.95,1.139861822036674,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.95,0.2128205128205128,0.7871794871794872,0.05,0.33739837398373984,0.8137254901960784,,,,,,banking77,0.5,100,mogb_minilm,MOGB-MiniLM,0.95,1.8424645098904124,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.95,0.2903846153846154,0.7096153846153846,0.05,0.4337003350885591,0.8563327032136105,,,,,,banking77,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.95,1.4756482232682806,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.95,0.3858974358974359,0.6141025641025641,0.05,0.5379803395889187,0.887905604719764,,,,,,banking77,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.95,1.3850815162744372,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.95,0.3487179487179487,0.6512820512820513,0.05,0.4990825688073395,0.8774193548387097,,,,,,banking77,0.5,100,random_partition,Random partition,0.95,1.106292897841346,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.95,0.35384615384615387,0.6461538461538462,0.05,0.5045703839122486,0.8789808917197452,,,,,,banking77,0.5,100,single_centroid,Frozen single centroid,0.95,1.109644225065639,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.95,0.4935897435897436,0.5064102564102564,0.05,0.6400665004156276,0.9101654846335697,,,,,,banking77,0.5,100,trainable_k1,Trainable MiniLM K=1,0.95,1.148187157997891,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.50/runs/banking77/seed_100/predictions.jsonl,True,test_known_scores_posthoc
0.75,0.7801282051282051,0.21987179487179487,0.25,0.7709851124485271,0.7620538509705698,,,,,,banking77,0.5,123,fixed_k2,Frozen fixed K=2,0.75,0.9527275210394188,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8025641025641026,0.19743589743589743,0.25,0.7844611528822055,0.7671568627450981,,,,,,banking77,0.5,123,mogb_minilm,MOGB-MiniLM,0.75,1.359107125440976,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.75,0.823076923076923,0.17692307692307693,0.25,0.7965260545905707,0.7716346153846154,,,,,,banking77,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.75,1.178048729537798,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.75,0.7576923076923077,0.2423076923076923,0.25,0.7572069186418963,0.7567221510883483,,,,,,banking77,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.75,1.136326589408137,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.75,0.808974358974359,0.191025641025641,0.25,0.7882573391630231,0.7685749086479903,,,,,,banking77,0.5,123,random_partition,Random partition,0.75,0.9183437643490792,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8083333333333333,0.19166666666666668,0.25,0.7878787878787878,0.7684338817794027,,,,,,banking77,0.5,123,single_centroid,Frozen single centroid,0.75,0.927347726350146,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/single_centroid/predictions.tsv,True,test_known_scores_posthoc
0.75,0.8794871794871795,0.12051282051282051,0.25,0.8285024154589372,0.7831050228310502,,,,,,banking77,0.5,123,trainable_k1,Trainable MiniLM K=1,0.75,0.944780039179486,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.50/runs/banking77/seed_123/predictions.jsonl,True,test_known_scores_posthoc
0.85,0.6205128205128205,0.37948717948717947,0.15,0.7024673439767779,0.8093645484949833,,,,,,banking77,0.5,123,fixed_k2,Frozen fixed K=2,0.85,1.0216267455135262,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/fixed_k2/predictions.tsv,True,test_known_scores_posthoc
0.85,0.6012820512820513,0.39871794871794874,0.15,0.6881878209831255,0.8044596912521441,,,,,,banking77,0.5,123,mogb_minilm,MOGB-MiniLM,0.85,1.5089982964650404,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/mogb_minilm/predictions.tsv,True,test_known_scores_posthoc
0.85,0.6333333333333333,0.36666666666666664,0.15,0.7118155619596542,0.8125,,,,,,banking77,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.85,1.2928497631085538,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/mogb_partition_ours_boundary/predictions.tsv,True,test_known_scores_posthoc
0.85,0.5788461538461539,0.42115384615384616,0.15,0.6711259754738016,0.7984084880636605,,,,,,banking77,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.85,1.2237099225827062,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/ours_partition_mogb_boundary/predictions.tsv,True,test_known_scores_posthoc
0.85,0.6442307692307693,0.3557692307692308,0.15,0.719656283566058,0.8150851581508516,,,,,,banking77,0.5,123,random_partition,Random partition,0.85,0.9837591203077805,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/random_partition/predictions.tsv,True,test_known_scores_posthoc
0.85,0.6403846153846153,0.3596153846153846,0.15,0.7168998923573735,0.8141809290953546,,,,,,banking77,0.5,123,single_centroid,Frozen single centroid,0.85,0.9893579842445884,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/single_centroid/predictions.tsv,True,test_known_scores_posthoc
