dataset,kir,target_known_recall,method,method_label,known_recall_mean,known_recall_std,oos_f1_mean,oos_f1_std,false_accept_rate_mean,false_accept_rate_std,n_seeds
banking77,0.5,0.75,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.75,0.0,0.7747829736563592,0.018968282896272566,0.2132051282051282,0.031786082325222134,5
banking77,0.5,0.75,random_partition,Random partition,0.75,0.0,0.7925454214795125,0.018795678522552206,0.18333333333333332,0.032360686085816735,5
banking77,0.5,0.75,single_centroid,Frozen single centroid,0.75,0.0,0.7881747486599558,0.01891299392168727,0.19076923076923077,0.03174404021883255,5
banking77,0.5,0.75,trainable_k1,Trainable MiniLM K=1,0.75,0.0,0.841568702874339,0.011042150286312774,0.09641025641025641,0.020425495213111843,5
banking77,0.5,0.85,fixed_k2,Frozen fixed K=2,0.85,0.0,0.7274033989694166,0.020745558801970432,0.3444871794871795,0.02935659490973501,5
banking77,0.5,0.85,mogb_minilm,MOGB-MiniLM,0.85,0.0,0.6621759191431165,0.03178977158102919,0.4319230769230769,0.04056583272915597,5
banking77,0.5,0.85,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.85,0.0,0.7056899162667687,0.023537052954646778,0.37461538461538463,0.03252723533887055,5
banking77,0.5,0.85,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.85,0.0,0.6959281555528716,0.034885701740998296,0.3873076923076923,0.04852229606057549,5
banking77,0.5,0.85,random_partition,Random partition,0.85,0.0,0.7279100408373989,0.018474767573090217,0.34384615384615386,0.026378029877599612,5
banking77,0.5,0.85,single_centroid,Frozen single centroid,0.85,0.0,0.7271415696054014,0.01648808756318303,0.34500000000000003,0.02321185622821879,5
banking77,0.5,0.85,trainable_k1,Trainable MiniLM K=1,0.85,0.0,0.8240801955493143,0.018105139840273118,0.19641025641025642,0.029993561658460878,5
banking77,0.5,0.9,fixed_k2,Frozen fixed K=2,0.9,0.0,0.6531217067233708,0.02685289228197588,0.4673076923076923,0.03316959290511604,5
banking77,0.5,0.9,mogb_minilm,MOGB-MiniLM,0.9,0.0,0.5621935040804734,0.04139135116937214,0.5698717948717948,0.04439305049533534,5
banking77,0.5,0.9,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.9,0.0,0.6046494808391996,0.03634744327509438,0.5235897435897436,0.04111418729717475,5
banking77,0.5,0.9,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.9,0.0,0.636840559458998,0.040259292269830035,0.4861538461538462,0.04853330393717817,5
banking77,0.5,0.9,random_partition,Random partition,0.9,0.0,0.6488439703858424,0.01570266928127348,0.47282051282051285,0.018872735483805286,5
banking77,0.5,0.9,single_centroid,Frozen single centroid,0.9,0.0,0.6467692357504073,0.011927390372204347,0.4753846153846154,0.014452249699182514,5
banking77,0.5,0.9,trainable_k1,Trainable MiniLM K=1,0.9,0.0,0.7764403974963986,0.0285379872352629,0.3028205128205128,0.04149520935887678,5
banking77,0.5,0.95,fixed_k2,Frozen fixed K=2,0.95,0.0,0.51620443809318,0.03556207599482575,0.6344871794871795,0.03492089774442793,5
banking77,0.5,0.95,mogb_minilm,MOGB-MiniLM,0.95,0.0,0.35553323348066873,0.06202946296575118,0.7717948717948717,0.048823266729050255,5
banking77,0.5,0.95,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.95,0.0,0.4185992622063247,0.041416863196152294,0.7216666666666667,0.035137912751862906,5
banking77,0.5,0.95,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.95,0.0,0.4912639363716269,0.04141282212975261,0.6576923076923077,0.03787751028865711,5
banking77,0.5,0.95,random_partition,Random partition,0.95,0.0,0.4759544426899488,0.04484265388816512,0.6715384615384615,0.0403810539740185,5
banking77,0.5,0.95,single_centroid,Frozen single centroid,0.95,0.0,0.47285404181468094,0.03369121488269963,0.6747435897435897,0.03055346355877205,5
banking77,0.5,0.95,trainable_k1,Trainable MiniLM K=1,0.95,0.0,0.6273751361340405,0.03773218688868776,0.5197435897435897,0.042165163961966436,5
banking77,0.75,0.75,fixed_k2,Frozen fixed K=2,0.75,0.0,0.6076353815222281,0.02309637238840545,0.22999999999999998,0.041331291091238585,5
banking77,0.75,0.75,mogb_minilm,MOGB-MiniLM,0.75,0.0,0.5547767389037046,0.0297542198251556,0.3223684210526316,0.049153146958823286,5
banking77,0.75,0.75,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.75,0.0,0.5844536878540711,0.020987022698920103,0.27157894736842103,0.037501154183530824,5
banking77,0.75,0.75,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.75,0.0,0.5861655280198033,0.018075314952170945,0.26868421052631575,0.03161182499041103,5
banking77,0.75,0.75,random_partition,Random partition,0.75,0.0,0.5915081163752511,0.024348468482326222,0.25894736842105265,0.0433552132417251,5
banking77,0.75,0.75,single_centroid,Frozen single centroid,0.75,0.0,0.5870906451546152,0.02312172913299931,0.2668421052631579,0.040666197414909185,5
banking77,0.75,0.75,trainable_k1,Trainable MiniLM K=1,0.75,0.0,0.6653319020815864,0.015248348020353306,0.12078947368421052,0.030254575442072478,5
banking77,0.75,0.85,fixed_k2,Frozen fixed K=2,0.85,0.0,0.5775992664857271,0.02796161505530843,0.40736842105263155,0.03937047911873539,5
banking77,0.75,0.85,mogb_minilm,MOGB-MiniLM,0.85,0.0,0.4754627060276805,0.041467024076149536,0.5442105263157895,0.05105873539203446,5
banking77,0.75,0.85,mogb_partition_ours_boundary,MOGB partition + ours boundary,0.85,0.0,0.492967552814047,0.03829520834775584,0.5221052631578947,0.04923585050620385,5
banking77,0.75,0.85,ours_partition_mogb_boundary,Ours partition + MOGB boundary,0.85,0.0,0.5471337705099115,0.024369637154906632,0.45052631578947366,0.03325591193562974,5
banking77,0.75,0.85,random_partition,Random partition,0.85,0.0,0.5546438202436443,0.037625622896800846,0.4394736842105263,0.05143373759392647,5
