dataset,kir,recipe,coverage_target,k,distance,boundary,rule,fusion,fusion_weight,f1_u_mean,f1_u_std,f1_k_mean,f1_k_std,accuracy_mean,accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,baseline,delta_pp
stackoverflow,0.5,no_projection,0.75,1,euclidean,mean_std_0.5,nearest_sphere,max_ratio,2.0,0.8780943067358304,0.004546255433545679,0.8269366624604094,0.008911547900332517,0.8598775737340011,0.004651212842285308,0.7422936377956372,0.007128631562048636,0.015690259692282427,0.00819000093912523,88.86,-1.050569326416948
stackoverflow,0.25,existing,0.75,3,euclidean,mean_std_0.0,nearest_sphere,max_ratio,2.0,0.9470003409366295,0.0073536319459379515,0.7991388480515574,0.007024404072559367,0.9144129104062326,0.008629973522131802,0.7354149704000971,0.0050500594211910065,0.021286505330305655,0.015617411485937044,92.65,2.050034093662944
stackoverflow,0.75,no_projection,0.75,1,euclidean,mean_std_0.0,nearest_sphere,inverse_margin,1.0,0.7110596742843752,0.0023911809750044003,0.8310308737415326,0.007624263268844032,0.7956037840845854,0.0029150363614265486,0.7381812449820712,0.0027443825626381193,0.015352475018972791,0.005694102226557066,74.55,-3.4440325715624738
