dataset,kir,seed,method,method_label,intent,known_count,known_false_reject,known_false_reject_rate,oos_false_accept,oos_false_accept_rate_of_all_oos,mean_known_score,mean_oos_accepted_score
stackoverflow,0.5,87,mogb_partition_ours_boundary,MOGB partition + ours,scala,300,95,0.31666666666666665,0,0.0,0.979567171367865,
stackoverflow,0.5,87,mogb_partition_ours_boundary,MOGB partition + ours,svn,300,116,0.38666666666666666,3,0.001,0.9826890991300232,0.89870719615074
stackoverflow,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB,apache,300,129,0.43,8,0.0026666666666666666,0.9894861901859758,0.9751553314048723
stackoverflow,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB,bash,300,138,0.46,0,0.0,0.9934350422045504,
stackoverflow,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB,drupal,300,188,0.6266666666666667,126,0.042,1.00946847532679,0.9808060787515662
stackoverflow,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB,excel,300,144,0.48,4,0.0013333333333333333,1.0014945337607204,0.9897395773278663
stackoverflow,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB,hibernate,300,107,0.3566666666666667,16,0.005333333333333333,0.9811240620984093,0.9368251139694359
stackoverflow,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB,linq,300,124,0.41333333333333333,0,0.0,0.9783171730830195,
stackoverflow,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB,oracle,300,120,0.4,1,0.0003333333333333333,0.9914758622972645,0.905703861241648
stackoverflow,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB,osx,300,140,0.4666666666666667,105,0.035,0.9988875347196469,0.9686332115424277
stackoverflow,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB,scala,300,154,0.5133333333333333,169,0.05633333333333333,1.0002339402101192,0.9744167851659682
stackoverflow,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB,svn,300,118,0.3933333333333333,2,0.0006666666666666666,0.9842821396143503,0.8915963311761405
stackoverflow,0.5,100,trainable_k1,Trainable K=1,apache,300,54,0.18,20,0.006666666666666667,0.8931094065486757,0.9368084506977494
stackoverflow,0.5,100,trainable_k1,Trainable K=1,haskell,300,60,0.2,0,0.0,0.8289534495934141,
stackoverflow,0.5,100,trainable_k1,Trainable K=1,magento,300,45,0.15,0,0.0,0.8887222804271289,
stackoverflow,0.5,100,trainable_k1,Trainable K=1,oracle,300,52,0.17333333333333334,11,0.0036666666666666666,0.8838091608967736,0.9167621235930562
stackoverflow,0.5,100,trainable_k1,Trainable K=1,qt,300,25,0.08333333333333333,7,0.0023333333333333335,0.8194374608729229,0.8757717609074019
stackoverflow,0.5,100,trainable_k1,Trainable K=1,scala,300,60,0.2,1,0.0003333333333333333,0.8249225247774611,0.803938350338387
stackoverflow,0.5,100,trainable_k1,Trainable K=1,spring,300,38,0.12666666666666668,72,0.024,0.8712859521941797,0.9555398024032663
stackoverflow,0.5,100,trainable_k1,Trainable K=1,svn,300,45,0.15,2,0.0006666666666666666,0.8617940966053073,0.9464916910729351
stackoverflow,0.5,100,trainable_k1,Trainable K=1,visual-studio,300,65,0.21666666666666667,11,0.0036666666666666666,0.8892626151846925,0.9370205313534601
stackoverflow,0.5,100,trainable_k1,Trainable K=1,wordpress,300,50,0.16666666666666666,8,0.0026666666666666666,0.9098166926308825,0.9536414951734781
stackoverflow,0.5,100,single_centroid,Frozen K=1,apache,300,46,0.15333333333333332,28,0.009333333333333334,0.916600407339231,0.9555106190683542
stackoverflow,0.5,100,single_centroid,Frozen K=1,haskell,300,54,0.18,1,0.0003333333333333333,0.8549415566994242,0.9855823186656076
stackoverflow,0.5,100,single_centroid,Frozen K=1,magento,300,43,0.14333333333333334,278,0.09266666666666666,0.9714420940216011,0.9856523157584691
stackoverflow,0.5,100,single_centroid,Frozen K=1,oracle,300,42,0.14,17,0.005666666666666667,0.9151899218919177,0.9627292881521146
stackoverflow,0.5,100,single_centroid,Frozen K=1,qt,300,22,0.07333333333333333,8,0.0026666666666666666,0.8835692280797156,0.9255401618352839
stackoverflow,0.5,100,single_centroid,Frozen K=1,scala,300,52,0.17333333333333334,1,0.0003333333333333333,0.8672431084218537,0.8606611340308429
stackoverflow,0.5,100,single_centroid,Frozen K=1,spring,300,33,0.11,87,0.029,0.8920427032407012,0.9629859798492494
stackoverflow,0.5,100,single_centroid,Frozen K=1,svn,300,41,0.13666666666666666,1,0.0003333333333333333,0.8748773573624506,0.9334123857202092
stackoverflow,0.5,100,single_centroid,Frozen K=1,visual-studio,300,51,0.17,20,0.006666666666666667,0.9158925439499961,0.9570994819227941
stackoverflow,0.5,100,single_centroid,Frozen K=1,wordpress,300,44,0.14666666666666667,108,0.036,0.960730511534455,0.9778150878462527
stackoverflow,0.5,100,fixed_k2,Frozen K=2,apache,300,42,0.14,26,0.008666666666666666,0.9070557128565626,0.9505341084983487
stackoverflow,0.5,100,fixed_k2,Frozen K=2,haskell,300,57,0.19,185,0.06166666666666667,0.9299883370406116,0.9779065923256361
stackoverflow,0.5,100,fixed_k2,Frozen K=2,magento,300,60,0.2,255,0.085,0.9668738313011356,0.9815014067883044
stackoverflow,0.5,100,fixed_k2,Frozen K=2,oracle,300,36,0.12,21,0.007,0.9100541935470665,0.9624261628548519
stackoverflow,0.5,100,fixed_k2,Frozen K=2,qt,300,24,0.08,7,0.0023333333333333335,0.8778811806972914,0.9200783978575674
stackoverflow,0.5,100,fixed_k2,Frozen K=2,scala,300,43,0.14333333333333334,167,0.05566666666666667,0.9307964819806412,0.9728312390017355
stackoverflow,0.5,100,fixed_k2,Frozen K=2,spring,300,43,0.14333333333333334,354,0.118,0.9388516241215861,0.9400157695986099
stackoverflow,0.5,100,fixed_k2,Frozen K=2,svn,300,42,0.14,3,0.001,0.8847963334659225,0.9330084749428728
stackoverflow,0.5,100,fixed_k2,Frozen K=2,visual-studio,300,48,0.16,37,0.012333333333333333,0.9223017774481764,0.9723033026014641
stackoverflow,0.5,100,fixed_k2,Frozen K=2,wordpress,300,62,0.20666666666666667,108,0.036,0.9580600797747714,0.977593899063716
stackoverflow,0.5,100,random_partition,Random K=2,apache,300,46,0.15333333333333332,29,0.009666666666666667,0.9143749268724704,0.9540097768913515
stackoverflow,0.5,100,random_partition,Random K=2,haskell,300,52,0.17333333333333334,2,0.0006666666666666666,0.853275297615967,0.9921310530237608
stackoverflow,0.5,100,random_partition,Random K=2,magento,300,40,0.13333333333333333,294,0.098,0.9693668428657891,0.9850112430165147
stackoverflow,0.5,100,random_partition,Random K=2,oracle,300,43,0.14333333333333334,17,0.005666666666666667,0.9139833035225979,0.9610548573103648
stackoverflow,0.5,100,random_partition,Random K=2,qt,300,21,0.07,8,0.0026666666666666666,0.8817628729090734,0.9226170419093109
stackoverflow,0.5,100,random_partition,Random K=2,scala,300,52,0.17333333333333334,1,0.0003333333333333333,0.8659679000219794,0.8570245475191393
stackoverflow,0.5,100,random_partition,Random K=2,spring,300,32,0.10666666666666667,96,0.032,0.8905269995046283,0.9647433297683908
stackoverflow,0.5,100,random_partition,Random K=2,svn,300,42,0.14,1,0.0003333333333333333,0.8760730259644858,0.9368143119257852
stackoverflow,0.5,100,random_partition,Random K=2,visual-studio,300,51,0.17,21,0.007,0.914737231720951,0.9568447649121339
stackoverflow,0.5,100,random_partition,Random K=2,wordpress,300,42,0.14,111,0.037,0.9593630261846184,0.9768195208463326
stackoverflow,0.5,100,mogb_minilm,MOGB-MiniLM,apache,300,218,0.7266666666666667,1,0.0003333333333333333,1.0710128619791757,0.9947430880707698
stackoverflow,0.5,100,mogb_minilm,MOGB-MiniLM,haskell,300,193,0.6433333333333333,0,0.0,1.0805008714211317,
stackoverflow,0.5,100,mogb_minilm,MOGB-MiniLM,magento,300,294,0.98,0,0.0,1.2300755021404635,
stackoverflow,0.5,100,mogb_minilm,MOGB-MiniLM,oracle,300,218,0.7266666666666667,1,0.0003333333333333333,1.0689472395661141,0.959857138865852
stackoverflow,0.5,100,mogb_minilm,MOGB-MiniLM,qt,300,182,0.6066666666666667,1,0.0003333333333333333,1.0435202181670298,0.98906259761586
stackoverflow,0.5,100,mogb_minilm,MOGB-MiniLM,scala,300,196,0.6533333333333333,0,0.0,1.0828638811526545,
stackoverflow,0.5,100,mogb_minilm,MOGB-MiniLM,spring,300,187,0.6233333333333333,7,0.0023333333333333335,1.0401882223746104,0.9408360689492444
stackoverflow,0.5,100,mogb_minilm,MOGB-MiniLM,svn,300,181,0.6033333333333334,0,0.0,1.0549589445617011,
stackoverflow,0.5,100,mogb_minilm,MOGB-MiniLM,visual-studio,300,217,0.7233333333333334,1,0.0003333333333333333,1.075110865249524,0.9852794543934572
stackoverflow,0.5,100,mogb_minilm,MOGB-MiniLM,wordpress,300,290,0.9666666666666667,0,0.0,1.1820762901599968,
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours,apache,300,144,0.48,2,0.0006666666666666666,0.9929632474086579,0.899741745417486
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours,haskell,300,95,0.31666666666666665,0,0.0,0.9660553051313372,
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours,magento,300,289,0.9633333333333334,0,0.0,1.1798469594585583,
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours,oracle,300,135,0.45,3,0.001,1.0062305249838626,0.9662167854792113
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours,qt,300,91,0.30333333333333334,3,0.001,0.9624870111261051,0.9529090211781316
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours,scala,300,98,0.32666666666666666,1,0.0003333333333333333,0.9848049580572128,0.980262349059586
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours,spring,300,97,0.3233333333333333,11,0.0036666666666666666,0.9789181671237617,0.9331985142463669
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours,svn,300,92,0.30666666666666664,0,0.0,0.9606583615896417,
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours,visual-studio,300,129,0.43,3,0.001,1.003820114369529,0.9404922271091362
stackoverflow,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours,wordpress,300,271,0.9033333333333333,0,0.0,1.1355642908792338,
stackoverflow,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB,apache,300,126,0.42,7,0.0023333333333333335,0.9878482874834993,0.9463435509457755
stackoverflow,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB,haskell,300,165,0.55,25,0.008333333333333333,1.010177401708433,0.9825143850338156
stackoverflow,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB,magento,300,170,0.5666666666666667,51,0.017,1.005427696150471,0.9857148355093088
stackoverflow,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB,oracle,300,120,0.4,2,0.0006666666666666666,0.9913917825228058,0.9847176611478881
stackoverflow,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB,qt,300,128,0.4266666666666667,2,0.0006666666666666666,0.9869224965388037,0.9816416393024094
stackoverflow,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB,scala,300,151,0.5033333333333333,28,0.009333333333333334,0.9976854206929082,0.9804789986468841
stackoverflow,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB,spring,300,158,0.5266666666666666,206,0.06866666666666667,0.9987203842056135,0.9683851924718501
stackoverflow,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB,svn,300,117,0.39,0,0.0,0.9826096058810873,
stackoverflow,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB,visual-studio,300,126,0.42,3,0.001,0.9985484083303767,0.9681208422009772
stackoverflow,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB,wordpress,300,151,0.5033333333333333,16,0.005333333333333333,1.0041895564603598,0.9791623125638331
stackoverflow,0.5,123,trainable_k1,Trainable K=1,ajax,300,54,0.18,6,0.002,0.8223873506613647,0.9068355578045244
stackoverflow,0.5,123,trainable_k1,Trainable K=1,drupal,300,43,0.14333333333333334,10,0.0033333333333333335,0.7640578286461353,0.9501892843306203
stackoverflow,0.5,123,trainable_k1,Trainable K=1,excel,300,48,0.16,9,0.003,0.8317907055357836,0.8530746823035948
stackoverflow,0.5,123,trainable_k1,Trainable K=1,hibernate,300,38,0.12666666666666668,24,0.008,0.7543188485264174,0.7851935047920184
stackoverflow,0.5,123,trainable_k1,Trainable K=1,linq,300,47,0.15666666666666668,0,0.0,0.7677706297978699,
stackoverflow,0.5,123,trainable_k1,Trainable K=1,osx,300,49,0.16333333333333333,200,0.06666666666666667,0.8053517726161743,0.875137789510096
stackoverflow,0.5,123,trainable_k1,Trainable K=1,scala,300,59,0.19666666666666666,0,0.0,0.770290971226838,
stackoverflow,0.5,123,trainable_k1,Trainable K=1,sharepoint,300,51,0.17,11,0.0036666666666666666,0.7833223974141937,0.9183677990205552
stackoverflow,0.5,123,trainable_k1,Trainable K=1,svn,300,48,0.16,4,0.0013333333333333333,0.7881232772818995,0.708197234675163
stackoverflow,0.5,123,trainable_k1,Trainable K=1,wordpress,300,38,0.12666666666666668,2,0.0006666666666666666,0.781896147965081,0.7827855572261466
stackoverflow,0.5,123,single_centroid,Frozen K=1,ajax,300,25,0.08333333333333333,8,0.0026666666666666666,0.8767713179060221,0.9567758990300432
stackoverflow,0.5,123,single_centroid,Frozen K=1,drupal,300,51,0.17,162,0.054,0.9678316110684955,0.9764341257782844
stackoverflow,0.5,123,single_centroid,Frozen K=1,excel,300,39,0.13,10,0.0033333333333333335,0.9260939736675232,0.9411804433000025
stackoverflow,0.5,123,single_centroid,Frozen K=1,hibernate,300,31,0.10333333333333333,26,0.008666666666666666,0.8777891817040298,0.8995852910120319
stackoverflow,0.5,123,single_centroid,Frozen K=1,linq,300,35,0.11666666666666667,0,0.0,0.8498209602486978,
stackoverflow,0.5,123,single_centroid,Frozen K=1,osx,300,37,0.12333333333333334,208,0.06933333333333333,0.9249251465969895,0.9480813759947326
stackoverflow,0.5,123,single_centroid,Frozen K=1,scala,300,50,0.16666666666666666,10,0.0033333333333333335,0.8658026893225493,0.9934574118077819
stackoverflow,0.5,123,single_centroid,Frozen K=1,sharepoint,300,45,0.15,497,0.16566666666666666,0.9740740256863664,0.9795845704507509
stackoverflow,0.5,123,single_centroid,Frozen K=1,svn,300,25,0.08333333333333333,4,0.0013333333333333333,0.8709794525392232,0.8691640697122659
stackoverflow,0.5,123,single_centroid,Frozen K=1,wordpress,300,34,0.11333333333333333,115,0.03833333333333333,0.959423014089651,0.9727795904469497
stackoverflow,0.5,123,fixed_k2,Frozen K=2,ajax,300,46,0.15333333333333332,69,0.023,0.9306049559822372,0.9695559591975582
stackoverflow,0.5,123,fixed_k2,Frozen K=2,drupal,300,39,0.13,150,0.05,0.9590311997006156,0.9727748314740753
stackoverflow,0.5,123,fixed_k2,Frozen K=2,excel,300,32,0.10666666666666667,9,0.003,0.9213172126694706,0.9391860009337196
stackoverflow,0.5,123,fixed_k2,Frozen K=2,hibernate,300,26,0.08666666666666667,28,0.009333333333333334,0.871979857805354,0.8849417317043391
stackoverflow,0.5,123,fixed_k2,Frozen K=2,linq,300,17,0.056666666666666664,0,0.0,0.8592348769618526,
stackoverflow,0.5,123,fixed_k2,Frozen K=2,osx,300,42,0.14,389,0.12966666666666668,0.9398148267638855,0.9608880505332552
stackoverflow,0.5,123,fixed_k2,Frozen K=2,scala,300,46,0.15333333333333332,423,0.141,0.9322013713151194,0.9586587764519328
stackoverflow,0.5,123,fixed_k2,Frozen K=2,sharepoint,300,53,0.17666666666666667,362,0.12066666666666667,0.9696534390868821,0.9763592723833658
stackoverflow,0.5,123,fixed_k2,Frozen K=2,svn,300,33,0.11,5,0.0016666666666666668,0.8811009897749265,0.8903164389792666
stackoverflow,0.5,123,fixed_k2,Frozen K=2,wordpress,300,41,0.13666666666666666,95,0.03166666666666667,0.9530842572861306,0.9740469150749371
stackoverflow,0.5,123,random_partition,Random K=2,ajax,300,24,0.08,8,0.0026666666666666666,0.8756569039392783,0.9547708519790316
stackoverflow,0.5,123,random_partition,Random K=2,drupal,300,47,0.15666666666666668,177,0.059,0.965432291219942,0.9768986330961369
stackoverflow,0.5,123,random_partition,Random K=2,excel,300,34,0.11333333333333333,9,0.003,0.9236461651952904,0.9357375797918751
stackoverflow,0.5,123,random_partition,Random K=2,hibernate,300,27,0.09,28,0.009333333333333334,0.8740751173059212,0.9006800726843015
stackoverflow,0.5,123,random_partition,Random K=2,linq,300,30,0.1,0,0.0,0.8480669348651584,
stackoverflow,0.5,123,random_partition,Random K=2,osx,300,36,0.12,230,0.07666666666666666,0.9243659232260018,0.9493426860571141
stackoverflow,0.5,123,random_partition,Random K=2,scala,300,48,0.16,10,0.0033333333333333335,0.8634912513682377,0.9923593858936641
stackoverflow,0.5,123,random_partition,Random K=2,sharepoint,300,42,0.14,505,0.16833333333333333,0.9722493770997975,0.9786285355072302
stackoverflow,0.5,123,random_partition,Random K=2,svn,300,25,0.08333333333333333,4,0.0013333333333333333,0.8690934788134235,0.8615894982599868
stackoverflow,0.5,123,random_partition,Random K=2,wordpress,300,34,0.11333333333333333,125,0.041666666666666664,0.9572651092644403,0.9725912859767033
stackoverflow,0.5,123,mogb_minilm,MOGB-MiniLM,ajax,300,222,0.74,0,0.0,1.1053298110334924,
stackoverflow,0.5,123,mogb_minilm,MOGB-MiniLM,drupal,300,294,0.98,0,0.0,1.283597847717291,
stackoverflow,0.5,123,mogb_minilm,MOGB-MiniLM,excel,300,223,0.7433333333333333,1,0.0003333333333333333,1.068737709173093,0.9618936074514516
stackoverflow,0.5,123,mogb_minilm,MOGB-MiniLM,hibernate,300,181,0.6033333333333334,8,0.0026666666666666666,1.0411208081474177,0.9426931642094463
stackoverflow,0.5,123,mogb_minilm,MOGB-MiniLM,linq,300,194,0.6466666666666666,0,0.0,1.0625264991722794,
stackoverflow,0.5,123,mogb_minilm,MOGB-MiniLM,osx,300,240,0.8,13,0.004333333333333333,1.081574308223711,0.9655511871206681
stackoverflow,0.5,123,mogb_minilm,MOGB-MiniLM,scala,300,182,0.6066666666666667,1,0.0003333333333333333,1.0554457073746557,0.994441020451524
stackoverflow,0.5,123,mogb_minilm,MOGB-MiniLM,sharepoint,300,298,0.9933333333333333,0,0.0,1.3100341213143234,
stackoverflow,0.5,123,mogb_minilm,MOGB-MiniLM,svn,300,193,0.6433333333333333,2,0.0006666666666666666,1.0722265323005427,0.9644331210480823
stackoverflow,0.5,123,mogb_minilm,MOGB-MiniLM,wordpress,300,284,0.9466666666666667,0,0.0,1.207166585573976,
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,ajax,300,171,0.57,0,0.0,1.0372079179341045,
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,drupal,300,294,0.98,0,0.0,1.212304339156557,
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,excel,300,157,0.5233333333333333,2,0.0006666666666666666,1.0125861245109158,0.9729471351749723
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,hibernate,300,77,0.25666666666666665,17,0.005666666666666667,0.9583284801156782,0.9265706012377701
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,linq,300,82,0.2733333333333333,0,0.0,0.9500983489886876,
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,osx,300,179,0.5966666666666667,30,0.01,1.0306108220190833,0.9609346458192272
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,scala,300,94,0.31333333333333335,0,0.0,0.9821822615447612,
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,sharepoint,300,298,0.9933333333333333,0,0.0,1.2278170054258308,
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,svn,300,113,0.37666666666666665,2,0.0006666666666666666,0.9891698752787359,0.9004981851306497
stackoverflow,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,wordpress,300,278,0.9266666666666666,0,0.0,1.1522432806405314,
stackoverflow,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB,ajax,300,140,0.4666666666666667,17,0.005666666666666667,0.9991339478608013,0.9737315673103618
stackoverflow,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB,drupal,300,173,0.5766666666666667,29,0.009666666666666667,1.0014456298375785,0.9806914543661963
stackoverflow,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB,excel,300,143,0.4766666666666667,3,0.001,0.9978802949124095,0.9755495596245239
stackoverflow,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB,hibernate,300,105,0.35,15,0.005,0.9778839012254457,0.9351330218734776
stackoverflow,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB,linq,300,122,0.4066666666666667,0,0.0,0.9772835351851419,
stackoverflow,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB,osx,300,141,0.47,111,0.037,0.9975096848174139,0.9682127509195384
stackoverflow,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB,scala,300,152,0.5066666666666667,178,0.059333333333333335,0.9989178041709887,0.9753004019352572
stackoverflow,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB,sharepoint,300,156,0.52,111,0.037,1.006036108956099,0.9833355926149026
stackoverflow,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB,svn,300,112,0.37333333333333335,2,0.0006666666666666666,0.9758919732120971,0.8915963311761403
stackoverflow,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB,wordpress,300,143,0.4766666666666667,17,0.005666666666666667,0.995526100153567,0.9819486065099321
