dataset,kir,comparison_method,comparison_label,metric,n_seeds,mean_better_delta,median_better_delta,std_better_delta,ci95_low,ci95_high,wins,ties,losses,sign_test_pvalue,effect_size,interpretation
clinc150,0.75,fixed_k2,Frozen K=2,f1_u,5,0.013454772794569636,0.011128135128638084,0.007168643750599388,0.008720742782478141,0.019705954095098212,5,0,0,0.0625,1.876892374996965,trainable_minus_comparison
clinc150,0.75,fixed_k2,Frozen K=2,auroc,5,0.03181300875050876,0.03187868844118835,0.005504821627800023,0.027584274521774522,0.03604174297924301,5,0,0,0.0625,5.779117090706295,trainable_minus_comparison
clinc150,0.75,random_partition,Random K=2,f1_k,5,0.0056642250440600336,0.0033683883618240706,0.0073475933512051035,0.0007399889508800328,0.011846823698513287,4,0,1,0.375,0.7708952813959179,trainable_minus_comparison
clinc150,0.75,random_partition,Random K=2,aupr_oos,5,0.04314606513632948,0.0433893079272325,0.005631919933362269,0.03911104015919007,0.04767250093036555,5,0,0,0.0625,7.660986954154225,trainable_minus_comparison
clinc150,0.75,random_partition,Random K=2,oos_f1,5,0.006441878353032493,0.004986614332244121,0.006293576459949825,0.0014777262847834205,0.011406030421281566,5,0,0,0.0625,1.0235640091172977,trainable_minus_comparison
clinc150,0.75,random_partition,Random K=2,f1_all,5,0.005671106931750059,0.003346447853708301,0.007320764260424298,0.0007537698182375818,0.011809459523578324,4,0,1,0.375,0.774660504014286,trainable_minus_comparison
clinc150,0.75,random_partition,Random K=2,false_accept_rate,5,0.062051282051282054,0.057692307692307696,0.009335430715154275,0.05564102564102565,0.07008547008547009,5,0,0,0.0625,6.646857969879605,comparison_minus_trainable
clinc150,0.75,random_partition,Random K=2,known_recall,5,-0.04928571428571429,-0.05089285714285707,0.004661326208080715,-0.05244047619047616,-0.04523809523809528,0,0,5,0.0625,-10.573324432920884,trainable_minus_comparison
clinc150,0.75,random_partition,Random K=2,false_reject_rate,5,-0.04928571428571428,-0.050892857142857184,0.004661326208080797,-0.052440476190476204,-0.0452380952380952,0,0,5,0.0625,-10.573324432920698,comparison_minus_trainable
clinc150,0.75,random_partition,Random K=2,f1_u,5,0.006441878353032493,0.004986614332244121,0.006293576459949825,0.0014777262847834205,0.011406030421281566,5,0,0,0.0625,1.0235640091172977,trainable_minus_comparison
clinc150,0.75,random_partition,Random K=2,auroc,5,0.02728093203093207,0.026477793040293185,0.0032342347859489404,0.024751704314204325,0.029810159747659815,5,0,0,0.0625,8.435049968992189,trainable_minus_comparison
clinc150,0.75,mogb_minilm,MOGB-MiniLM,f1_k,5,0.41331416773642193,0.41472316448037927,0.010810834758934216,0.40443403314278525,0.4209372431571777,5,0,0,0.0625,38.23147582519969,trainable_minus_comparison
clinc150,0.75,mogb_minilm,MOGB-MiniLM,aupr_oos,5,0.1723783812327077,0.16792068704058394,0.011185474343608805,0.1653271098904579,0.18237940677199066,5,0,0,0.0625,15.410913827825448,trainable_minus_comparison
clinc150,0.75,mogb_minilm,MOGB-MiniLM,oos_f1,5,0.169177800446872,0.1678670276169807,0.0023994656141041004,0.1675164026057816,0.17126759396499597,5,0,0,0.0625,70.50644920787444,trainable_minus_comparison
clinc150,0.75,mogb_minilm,MOGB-MiniLM,f1_all,5,0.4111536689108507,0.41258335772980553,0.01071611663329772,0.40235550866682945,0.41923931728234115,5,0,0,0.0625,38.36778592286789,trainable_minus_comparison
clinc150,0.75,mogb_minilm,MOGB-MiniLM,false_accept_rate,5,-0.03188034188034188,-0.030769230769230802,0.004374866287887089,-0.03538461538461542,-0.02871794871794872,0,0,5,0.0625,-7.287158002659551,comparison_minus_trainable
clinc150,0.75,mogb_minilm,MOGB-MiniLM,known_recall,5,0.4592261904761905,0.4604166666666667,0.00583211843519804,0.45494047619047623,0.46375,5,0,0,0.0625,78.74088902321763,trainable_minus_comparison
clinc150,0.75,mogb_minilm,MOGB-MiniLM,false_reject_rate,5,0.4592261904761905,0.4604166666666667,0.005832118435198034,0.45446428571428577,0.46375,5,0,0,0.0625,78.74088902321772,comparison_minus_trainable
clinc150,0.75,mogb_minilm,MOGB-MiniLM,f1_u,5,0.169177800446872,0.1678670276169807,0.0023994656141041004,0.1675164026057816,0.17131080669183088,5,0,0,0.0625,70.50644920787444,trainable_minus_comparison
clinc150,0.75,mogb_minilm,MOGB-MiniLM,auroc,5,0.08573850223850232,0.08379566035816033,0.011352187113983937,0.07695945258445269,0.094378077940578,5,0,0,0.0625,7.552597695723961,trainable_minus_comparison
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,f1_k,5,0.23422101372460252,0.23155711352912445,0.019203137763029204,0.21885596792250245,0.24816305981810743,5,0,0,0.0625,12.197017831926196,trainable_minus_comparison
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,aupr_oos,5,0.0987187894558392,0.10399080499886904,0.016294854842159853,0.08596795380559748,0.11088192097620302,5,0,0,0.0625,6.0582797706441065,trainable_minus_comparison
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,oos_f1,5,0.10874981752645278,0.11025462066827685,0.004012978682807476,0.10570382310411888,0.11177854825514774,5,0,0,0.0625,27.099525345689482,trainable_minus_comparison
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,f1_all,5,0.2331106491564773,0.23043101192222093,0.019056807440524154,0.21816715969836462,0.24755141095403127,5,0,0,0.0625,12.232408281608036,trainable_minus_comparison
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,false_accept_rate,5,-0.02128205128205128,-0.0192307692307692,0.006650759017935225,-0.026495726495726502,-0.016153846153846164,0,0,5,0.0625,-3.1999432282329847,comparison_minus_trainable
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,known_recall,5,0.27029761904761906,0.27142857142857146,0.013385249161846665,0.2586904761904762,0.2801785714285715,5,0,0,0.0625,20.1936935038965,trainable_minus_comparison
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,false_reject_rate,5,0.2702976190476191,0.2714285714285715,0.013385249161846646,0.25940476190476197,0.2802976190476191,5,0,0,0.0625,20.193693503896533,comparison_minus_trainable
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,f1_u,5,0.10874981752645278,0.11025462066827685,0.004012978682807476,0.10570382310411888,0.11177854825514774,5,0,0,0.0625,27.099525345689482,trainable_minus_comparison
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,auroc,5,0.05328607041107043,0.05673929080179074,0.010464193472178744,0.04547285816035829,0.06108407102157094,5,0,0,0.0625,5.092229090826985,trainable_minus_comparison
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,f1_k,5,0.26101086714250454,0.2636251541545297,0.008077204454208021,0.2545516081677707,0.26710309730550463,5,0,0,0.0625,32.3145054235348,trainable_minus_comparison
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,aupr_oos,5,0.13138792299030444,0.1295476209472387,0.011840050576905903,0.12200645235766225,0.14076939362294663,5,0,0,0.0625,11.09690555263146,trainable_minus_comparison
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,oos_f1,5,0.1280887512487786,0.12600410371419768,0.004409513560804225,0.12477250787688607,0.13166733019773436,5,0,0,0.0625,29.048272441511042,trainable_minus_comparison
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,f1_all,5,0.2598345652319406,0.26245524797150244,0.008032490433177369,0.25340857009368023,0.2658878642844229,5,0,0,0.0625,32.34794580753198,trainable_minus_comparison
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,false_accept_rate,5,-0.021367521367521364,-0.021367521367521302,0.00485376781692331,-0.0248717948717949,-0.017350427350427362,0,0,5,0.0625,-4.4022545316281185,comparison_minus_trainable
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,known_recall,5,0.32273809523809527,0.32202380952380955,0.008059378735417922,0.3163675595238095,0.3298809523809524,5,0,0,0.0625,40.04503397014752,trainable_minus_comparison
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,false_reject_rate,5,0.3227380952380953,0.32202380952380955,0.008059378735417965,0.3163675595238095,0.32988095238095244,5,0,0,0.0625,40.045033970147315,comparison_minus_trainable
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,f1_u,5,0.1280887512487786,0.12600410371419768,0.004409513560804225,0.12477250787688607,0.13166733019773436,5,0,0,0.0625,29.048272441511042,trainable_minus_comparison
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,auroc,5,0.06978177146927148,0.07267157610907604,0.009414998895763216,0.062033933658933726,0.07657247150997148,5,0,0,0.0625,7.411766293533346,trainable_minus_comparison
banking77,0.25,single_centroid,Frozen K=1,f1_k,5,0.09369095679636652,0.09419911117523949,0.019513705933187745,0.07827005643402869,0.10911185715870435,5,0,0,0.0625,4.801289776383405,trainable_minus_comparison
banking77,0.25,single_centroid,Frozen K=1,aupr_oos,5,0.014470934604976726,0.013546095461906993,0.0038094683542487058,0.01177080907101915,0.01762587777296769,5,0,0,0.0625,3.7986756311644565,trainable_minus_comparison
banking77,0.25,single_centroid,Frozen K=1,oos_f1,5,0.06481458714285207,0.06403827701834142,0.012861628739511159,0.05466229299903787,0.07496688128666626,5,0,0,0.0625,5.039376307274402,trainable_minus_comparison
banking77,0.25,single_centroid,Frozen K=1,f1_all,5,0.09224713831369077,0.09213769657510873,0.01899351483060787,0.07720034284073637,0.10729393378664517,5,0,0,0.0625,4.8567702785076605,trainable_minus_comparison
banking77,0.25,single_centroid,Frozen K=1,false_accept_rate,5,0.11508620689655176,0.1090517241379311,0.01896796614283461,0.10077586206896554,0.13068965517241385,5,0,0,0.0625,6.067398372072012,comparison_minus_trainable
banking77,0.25,single_centroid,Frozen K=1,known_recall,5,-0.02052631578947368,-0.021052631578947323,0.009872806043317932,-0.028157894736842114,-0.013157894736842101,0,0,5,0.0625,-2.0790761713956902,trainable_minus_comparison
banking77,0.25,single_centroid,Frozen K=1,false_reject_rate,5,-0.02052631578947367,-0.021052631578947295,0.009872806043317939,-0.028157894736842114,-0.013157894736842085,0,0,5,0.0625,-2.079076171395688,comparison_minus_trainable
banking77,0.25,single_centroid,Frozen K=1,f1_u,5,0.06481458714285207,0.06403827701834142,0.012861628739511159,0.05466229299903787,0.07496688128666626,5,0,0,0.0625,5.039376307274402,trainable_minus_comparison
banking77,0.25,single_centroid,Frozen K=1,auroc,5,0.031409482758620724,0.03326225045372044,0.007509566789147287,0.025339269509981954,0.036893602540835,5,0,0,0.0625,4.1825958328266335,trainable_minus_comparison
banking77,0.25,fixed_k2,Frozen K=2,f1_k,5,0.0749116806120661,0.07027721438534806,0.014709909939258596,0.06572157393201353,0.0880063785963597,5,0,0,0.0625,5.092599541492623,trainable_minus_comparison
banking77,0.25,fixed_k2,Frozen K=2,aupr_oos,5,0.01516301022346831,0.017597676522579597,0.005484769116710478,0.010930131185538228,0.019395889261398392,5,0,0,0.0625,2.764566730306127,trainable_minus_comparison
banking77,0.25,fixed_k2,Frozen K=2,oos_f1,5,0.05875987987903901,0.07033663952776192,0.02059808717671888,0.04128819713503866,0.07384658457603906,5,0,0,0.0625,2.8526862409560407,trainable_minus_comparison
banking77,0.25,fixed_k2,Frozen K=2,f1_all,5,0.07410409057541474,0.06829979367188965,0.014620944040283714,0.06508033761141067,0.08657501690160326,5,0,0,0.0625,5.068351973117652,trainable_minus_comparison
banking77,0.25,fixed_k2,Frozen K=2,false_accept_rate,5,0.10000000000000002,0.10991379310344832,0.033586133877283854,0.07146551724137928,0.1247413793103449,5,0,0,0.0625,2.9774192041685246,comparison_minus_trainable
banking77,0.25,fixed_k2,Frozen K=2,known_recall,5,-0.0005263157894736858,0.001315789473684159,0.016659162668964604,-0.013947368421052597,0.011842105263157876,3,0,2,1.0,-0.03159317187376965,trainable_minus_comparison
banking77,0.25,fixed_k2,Frozen K=2,false_reject_rate,5,-0.0005263157894736914,0.0013157894736842146,0.01665916266896463,-0.01394736842105263,0.011842105263157886,3,0,2,1.0,-0.031593171873769935,comparison_minus_trainable
banking77,0.25,fixed_k2,Frozen K=2,f1_u,5,0.05875987987903901,0.07033663952776192,0.02059808717671888,0.04128819713503866,0.07384658457603906,5,0,0,0.0625,2.8526862409560407,trainable_minus_comparison
banking77,0.25,fixed_k2,Frozen K=2,auroc,5,0.03494986388384762,0.03907270871143376,0.013023319955978782,0.024797527223230587,0.045102200544464656,5,0,0,0.0625,2.6836370450840943,trainable_minus_comparison
banking77,0.25,random_partition,Random K=2,f1_k,5,0.09329517928853512,0.08869008993832317,0.01951962197230862,0.07882064490563381,0.1078951126595475,5,0,0,0.0625,4.779558713836144,trainable_minus_comparison
banking77,0.25,random_partition,Random K=2,aupr_oos,5,0.013168320850752568,0.01270131293651422,0.0028786074982204966,0.010946036950451177,0.015621406609590794,5,0,0,0.0625,4.574545456055745,trainable_minus_comparison
banking77,0.25,random_partition,Random K=2,oos_f1,5,0.06648992298504963,0.06287167499389901,0.01358100665710224,0.05664986156442338,0.07729216268614816,5,0,0,0.0625,4.895802252646601,trainable_minus_comparison
banking77,0.25,random_partition,Random K=2,f1_all,5,0.09195491647336082,0.08731213842624552,0.019044693781122276,0.07772951189154458,0.10627184111248286,5,0,0,0.0625,4.828374639686229,trainable_minus_comparison
banking77,0.25,random_partition,Random K=2,false_accept_rate,5,0.1198275862068966,0.1129310344827587,0.021402500631788272,0.10413793103448281,0.1381034482758621,5,0,0,0.0625,5.598765689506464,comparison_minus_trainable
banking77,0.25,random_partition,Random K=2,known_recall,5,-0.02894736842105261,-0.02894736842105261,0.00483451922917731,-0.032631578947368386,-0.02526315789473683,0,0,5,0.0625,-5.987641593470006,trainable_minus_comparison
banking77,0.25,random_partition,Random K=2,false_reject_rate,5,-0.028947368421052676,-0.028947368421052694,0.004834519229177325,-0.03263157894736846,-0.025263157894736894,0,0,5,0.0625,-5.98764159347,comparison_minus_trainable
banking77,0.25,random_partition,Random K=2,f1_u,5,0.06648992298504963,0.06287167499389901,0.01358100665710224,0.05664986156442338,0.07690084030678186,5,0,0,0.0625,4.895802252646601,trainable_minus_comparison
banking77,0.25,random_partition,Random K=2,auroc,5,0.02861218239564427,0.030138384754990866,0.0077617825942173915,0.02239416969146999,0.034049455535390225,5,0,0,0.0625,3.686290107759607,trainable_minus_comparison
banking77,0.25,mogb_minilm,MOGB-MiniLM,f1_k,5,0.23754423529682037,0.255834165261264,0.03222789636911127,0.2132126732380412,0.2618757973555995,5,0,0,0.0625,7.370764525744657,trainable_minus_comparison
banking77,0.25,mogb_minilm,MOGB-MiniLM,aupr_oos,5,0.030821049912699516,0.02609565369603739,0.01758435807845966,0.01896335813304815,0.04605013355037006,5,0,0,0.0625,1.7527537698663238,trainable_minus_comparison
banking77,0.25,mogb_minilm,MOGB-MiniLM,oos_f1,5,0.013546323975643194,0.017914197540567,0.01714990125207737,-0.0013268531975006326,0.025287528778249514,4,0,1,0.375,0.789877666147047,trainable_minus_comparison
banking77,0.25,mogb_minilm,MOGB-MiniLM,f1_all,5,0.22634433973076148,0.24443921648790823,0.03133658633913606,0.20274250545732678,0.24994617400419622,5,0,0,0.0625,7.223005635686664,trainable_minus_comparison
banking77,0.25,mogb_minilm,MOGB-MiniLM,false_accept_rate,5,-0.08827586206896551,-0.08836206896551721,0.031263225501021216,-0.11474137931034481,-0.0665517241379311,0,0,5,0.0625,-2.823632579628803,comparison_minus_trainable
banking77,0.25,mogb_minilm,MOGB-MiniLM,known_recall,5,0.41868421052631577,0.42499999999999993,0.025093316146644635,0.3989473684210527,0.4376315789473685,5,0,0,0.0625,16.685088892976,trainable_minus_comparison
banking77,0.25,mogb_minilm,MOGB-MiniLM,false_reject_rate,5,0.41868421052631577,0.425,0.02509331614664463,0.39894736842105266,0.4376315789473685,5,0,0,0.0625,16.685088892976005,comparison_minus_trainable
banking77,0.25,mogb_minilm,MOGB-MiniLM,f1_u,5,0.013546323975643194,0.017914197540567,0.01714990125207737,-0.0013268531975006326,0.025287528778249514,4,0,1,0.375,0.789877666147047,trainable_minus_comparison
banking77,0.25,mogb_minilm,MOGB-MiniLM,auroc,5,0.0539333030852994,0.05168216878402876,0.03133062397437952,0.03052824410163337,0.07996472323048986,5,0,0,0.0625,1.721424480067908,trainable_minus_comparison
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,f1_k,5,0.0776904934694016,0.07373670210128247,0.025366242479539183,0.05772120264705305,0.09765978429175015,5,0,0,0.0625,3.0627513527897556,trainable_minus_comparison
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,aupr_oos,5,0.01658151516974917,0.019628487634596348,0.009288740851711786,0.00864433579907058,0.023397510567779965,5,0,0,0.0625,1.7851197955095741,trainable_minus_comparison
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,oos_f1,5,-0.004021600184011742,-0.0013506360732762346,0.014905978627360674,-0.016411012534864922,0.005733817838510369,2,0,3,1.0,-0.26979779620976324,trainable_minus_comparison
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,f1_all,5,0.07360488878673092,0.07029449507271113,0.024655724368983157,0.05420872358040496,0.09300105399305689,5,0,0,0.0625,2.985306279596705,trainable_minus_comparison
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,false_accept_rate,5,-0.06310344827586206,-0.0573275862068966,0.030300835077946727,-0.08810344827586204,-0.04146551724137933,0,0,5,0.0625,-2.0825646591433196,comparison_minus_trainable
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,known_recall,5,0.201578947368421,0.20394736842105265,0.03749884578094433,0.17342105263157892,0.22999999999999998,5,0,0,0.0625,5.3756040531481295,trainable_minus_comparison
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,false_reject_rate,5,0.201578947368421,0.2039473684210526,0.037498845780944326,0.17342105263157892,0.22974342105263149,5,0,0,0.0625,5.37560405314813,comparison_minus_trainable
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,f1_u,5,-0.004021600184011742,-0.0013506360732762346,0.014905978627360674,-0.01718786494075535,0.005733817838510369,2,0,3,1.0,-0.26979779620976324,trainable_minus_comparison
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,auroc,5,0.031328153357531696,0.034462908348457444,0.017528792181288694,0.017068511796733143,0.04445905172413787,5,0,0,0.0625,1.7872397044545536,trainable_minus_comparison
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,f1_k,5,0.13653339795288838,0.13358204129995044,0.027437800385070186,0.11531300028217176,0.15775379562360503,5,0,0,0.0625,4.976105811571569,trainable_minus_comparison
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,aupr_oos,5,0.020229828702653642,0.023240074411541967,0.0065394656596439275,0.015039040640620649,0.025205395818295128,5,0,0,0.0625,3.093498728419831,trainable_minus_comparison
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,oos_f1,5,0.009765053440882677,0.01465477249739544,0.014693171793278784,-0.001138344676106673,0.02035030844426051,4,0,1,0.375,0.664598058082298,trainable_minus_comparison
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,f1_all,5,0.13019498072728805,0.12771027881846875,0.02673102014491361,0.10952126038166754,0.15086870107290856,5,0,0,0.0625,4.870557877008731,trainable_minus_comparison
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,false_accept_rate,5,-0.05818965517241376,-0.054741379310344895,0.025009287810997708,-0.07810344827586205,-0.03939655172413784,0,0,5,0.0625,-2.326721800803346,comparison_minus_trainable
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,known_recall,5,0.2797368421052632,0.28552631578947363,0.01722126656668042,0.26421052631578945,0.2905263157894737,5,0,0,0.0625,16.24368573717429,trainable_minus_comparison
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,false_reject_rate,5,0.2797368421052632,0.28552631578947363,0.017221266566680375,0.26421052631578956,0.2905263157894737,5,0,0,0.0625,16.24368573717433,comparison_minus_trainable
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,f1_u,5,0.009765053440882677,0.01465477249739544,0.014693171793278784,-0.0028888646621515026,0.02035030844426051,4,0,1,0.375,0.664598058082298,trainable_minus_comparison
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,auroc,5,0.045444419237749466,0.050014745916515335,0.01762824931207038,0.031116833030852865,0.058813294010889174,5,0,0,0.0625,2.577931502627028,trainable_minus_comparison
banking77,0.5,single_centroid,Frozen K=1,f1_k,5,0.07054970611595543,0.06665012050743135,0.016784604037950745,0.06075388894278706,0.08554415263953977,5,0,0,0.0625,4.203239227832802,trainable_minus_comparison
banking77,0.5,single_centroid,Frozen K=1,aupr_oos,5,0.05872639353055946,0.05500982302135282,0.010458253404267611,0.05220322531669279,0.06796808042327795,5,0,0,0.0625,5.61531560390337,trainable_minus_comparison
banking77,0.5,single_centroid,Frozen K=1,oos_f1,5,0.11136046753964343,0.10148523319691027,0.025266039479331065,0.09681289825531869,0.13412825311768845,5,0,0,0.0625,4.4075157735244614,trainable_minus_comparison
banking77,0.5,single_centroid,Frozen K=1,f1_all,5,0.07159613589604999,0.06754332852511014,0.016965706510550006,0.06144310927019867,0.08657392912397639,5,0,0,0.0625,4.220050361682753,trainable_minus_comparison
banking77,0.5,single_centroid,Frozen K=1,false_accept_rate,5,0.191025641025641,0.17692307692307702,0.03944001095547906,0.17000000000000004,0.22641025641025636,5,0,0,0.0625,4.843447970673129,comparison_minus_trainable
banking77,0.5,single_centroid,Frozen K=1,known_recall,5,-0.028026315789473677,-0.03289473684210531,0.008211833566647357,-0.033947368421052636,-0.020921052631578906,0,0,5,0.0625,-3.4129181457480477,trainable_minus_comparison
banking77,0.5,single_centroid,Frozen K=1,false_reject_rate,5,-0.028026315789473677,-0.0328947368421052,0.008211833566647335,-0.033947368421052636,-0.02117763157894747,0,0,5,0.0625,-3.412918145748057,comparison_minus_trainable
banking77,0.5,single_centroid,Frozen K=1,f1_u,5,0.11136046753964343,0.10148523319691027,0.025266039479331065,0.09681289825531869,0.13412825311768845,5,0,0,0.0625,4.4075157735244614,trainable_minus_comparison
banking77,0.5,single_centroid,Frozen K=1,auroc,5,0.0488098009446694,0.04451248313090406,0.01286584563983813,0.04147098515519565,0.06057532051282057,5,0,0,0.0625,3.793749926047107,trainable_minus_comparison
banking77,0.5,fixed_k2,Frozen K=2,f1_k,5,0.054413910099130255,0.055424100275570876,0.010921911852867602,0.04639831019682603,0.06283765373571286,5,0,0,0.0625,4.98208654603302,trainable_minus_comparison
banking77,0.5,fixed_k2,Frozen K=2,aupr_oos,5,0.050514404778107716,0.05005919196335229,0.01766536824389732,0.03771486277188527,0.06533322263745615,5,0,0,0.0625,2.859516092768597,trainable_minus_comparison
banking77,0.5,fixed_k2,Frozen K=2,oos_f1,5,0.08102491487210714,0.07703483782743159,0.02601641501303108,0.06045571788497554,0.09999492135781914,5,0,0,0.0625,3.11437662842953,trainable_minus_comparison
banking77,0.5,fixed_k2,Frozen K=2,f1_all,5,0.05509624355484759,0.05597822175125966,0.011250693209497046,0.04682653037957798,0.06383667761097837,5,0,0,0.0625,4.897142116393256,trainable_minus_comparison
banking77,0.5,fixed_k2,Frozen K=2,false_accept_rate,5,0.1330769230769231,0.1320512820512821,0.04758422754835992,0.09461538461538466,0.16820512820512828,5,0,0,0.0625,2.7966603627573194,comparison_minus_trainable
banking77,0.5,fixed_k2,Frozen K=2,known_recall,5,-0.003421052631578947,-0.003947368421052588,0.010478922916252647,-0.011578947368421067,0.004736842105263173,2,0,3,1.0,-0.3264698728027618,trainable_minus_comparison
banking77,0.5,fixed_k2,Frozen K=2,false_reject_rate,5,-0.003421052631578947,-0.003947368421052616,0.010478922916252607,-0.01157894736842104,0.004736842105263145,2,0,3,1.0,-0.326469872802763,comparison_minus_trainable
banking77,0.5,fixed_k2,Frozen K=2,f1_u,5,0.08102491487210714,0.07703483782743159,0.02601641501303108,0.060347680529052795,0.09999492135781914,5,0,0,0.0625,3.11437662842953,trainable_minus_comparison
banking77,0.5,fixed_k2,Frozen K=2,auroc,5,0.04165511133603241,0.04294450067476385,0.013661250452241987,0.030532473009446726,0.052461369770580316,5,0,0,0.0625,3.0491433768565654,trainable_minus_comparison
banking77,0.5,random_partition,Random K=2,f1_k,5,0.06822225556281052,0.05990503745341269,0.015343062734064003,0.05899712855936663,0.08221264499630791,5,0,0,0.0625,4.446456144075226,trainable_minus_comparison
banking77,0.5,random_partition,Random K=2,aupr_oos,5,0.05585656230786429,0.05292672742181137,0.00961015161692582,0.048905450401402525,0.06406557507885273,5,0,0,0.0625,5.812245689182183,trainable_minus_comparison
banking77,0.5,random_partition,Random K=2,oos_f1,5,0.11941976656247251,0.11507569387460281,0.019676090832228394,0.10626106154200006,0.1373071137080332,5,0,0,0.0625,6.069283150841592,trainable_minus_comparison
banking77,0.5,random_partition,Random K=2,f1_all,5,0.06953501225510954,0.060914058978160046,0.01541260873512025,0.06035891131645803,0.08361046996225582,5,0,0,0.0625,4.511566695173555,trainable_minus_comparison
banking77,0.5,random_partition,Random K=2,false_accept_rate,5,0.20756410256410263,0.1967948717948718,0.03194019209612569,0.18910256410256415,0.23679487179487185,5,0,0,0.0625,6.498523926826349,comparison_minus_trainable
banking77,0.5,random_partition,Random K=2,known_recall,5,-0.0375,-0.03486842105263155,0.007008972287060022,-0.04368421052631579,-0.03302631578947368,0,0,5,0.0625,-5.350285100888838,trainable_minus_comparison
banking77,0.5,random_partition,Random K=2,false_reject_rate,5,-0.03750000000000002,-0.034868421052631604,0.007008972287060014,-0.04368421052631579,-0.03302631578947372,0,0,5,0.0625,-5.350285100888847,comparison_minus_trainable
banking77,0.5,random_partition,Random K=2,f1_u,5,0.11941976656247251,0.11507569387460281,0.019676090832228394,0.10626106154200006,0.1373071137080332,5,0,0,0.0625,6.069283150841592,trainable_minus_comparison
banking77,0.5,random_partition,Random K=2,auroc,5,0.04572891363022946,0.044497722672064755,0.010969749062164129,0.038630482456140404,0.05518210188933879,5,0,0,0.0625,4.168638076503821,trainable_minus_comparison
banking77,0.5,mogb_minilm,MOGB-MiniLM,f1_k,5,0.3371754176178867,0.33977707676567204,0.023748650648110655,0.3177306542686528,0.3549661768836478,5,0,0,0.0625,14.19766632697976,trainable_minus_comparison
banking77,0.5,mogb_minilm,MOGB-MiniLM,aupr_oos,5,0.09914921652046031,0.11163588266264313,0.020049415074893853,0.08130077131629694,0.11265211132589208,5,0,0,0.0625,4.945242349968418,trainable_minus_comparison
banking77,0.5,mogb_minilm,MOGB-MiniLM,oos_f1,5,0.08570376379212186,0.09622044476300284,0.017664379841200162,0.06974518504583802,0.09699394989919967,5,0,0,0.0625,4.851784470362642,trainable_minus_comparison
banking77,0.5,mogb_minilm,MOGB-MiniLM,f1_all,5,0.33072742649414905,0.33353934674742824,0.023472396101378898,0.31199210754911094,0.34929372776613504,5,0,0,0.0625,14.090058171552426,trainable_minus_comparison
banking77,0.5,mogb_minilm,MOGB-MiniLM,false_accept_rate,5,-0.14653846153846156,-0.1378205128205128,0.029801143476907575,-0.17192307692307698,-0.12474358974358976,0,0,5,0.0625,-4.917209356480292,comparison_minus_trainable
banking77,0.5,mogb_minilm,MOGB-MiniLM,known_recall,5,0.48802631578947375,0.48486842105263167,0.019962525487089933,0.4727631578947368,0.5035526315789474,5,0,0,0.0625,24.447122990780287,trainable_minus_comparison
banking77,0.5,mogb_minilm,MOGB-MiniLM,false_reject_rate,5,0.48802631578947364,0.4848684210526316,0.01996252548708994,0.4727631578947368,0.5035526315789474,5,0,0,0.0625,24.447122990780272,comparison_minus_trainable
