dataset,kir,seed,method,oos_f1,rank,is_best,metric,f1_all,known_recall,false_accept_rate
banking77,0.5,13,single_centroid,0.6906422018348624,7.0,False,oos_f1,,,
banking77,0.5,13,trainable_k1,0.8462021343377275,1.0,True,oos_f1,,,
banking77,0.5,42,fixed_k2,0.7649456521739131,4.0,False,oos_f1,,,
banking77,0.5,42,mogb_minilm,0.7435712569093967,6.0,False,oos_f1,,,
banking77,0.5,42,mogb_partition_ours_boundary,0.7882906429691584,3.0,False,oos_f1,,,
banking77,0.5,42,ours_partition_mogb_boundary,0.792845702082221,2.0,False,oos_f1,,,
banking77,0.5,42,random_partition,0.7263646093471281,7.0,False,oos_f1,,,
banking77,0.5,42,single_centroid,0.7456445993031359,5.0,False,oos_f1,,,
banking77,0.5,42,trainable_k1,0.8414403032217309,1.0,True,oos_f1,,,
banking77,0.5,87,fixed_k2,0.7584097859327217,5.0,False,oos_f1,,,
banking77,0.5,87,mogb_minilm,0.7592275727206063,4.0,False,oos_f1,,,
banking77,0.5,87,mogb_partition_ours_boundary,0.807315133845746,2.0,False,oos_f1,,,
banking77,0.5,87,ours_partition_mogb_boundary,0.7970045466702327,3.0,False,oos_f1,,,
banking77,0.5,87,random_partition,0.7561911405650505,6.0,False,oos_f1,,,
banking77,0.5,87,single_centroid,0.7539627842866988,7.0,False,oos_f1,,,
banking77,0.5,87,trainable_k1,0.8554480174836091,1.0,True,oos_f1,,,
banking77,0.5,100,fixed_k2,0.783212161269002,4.0,False,oos_f1,,,
banking77,0.5,100,mogb_minilm,0.7444901913296198,5.0,False,oos_f1,,,
banking77,0.5,100,mogb_partition_ours_boundary,0.7884665792922674,3.0,False,oos_f1,,,
banking77,0.5,100,ours_partition_mogb_boundary,0.7932755450485947,2.0,False,oos_f1,,,
banking77,0.5,100,random_partition,0.7137681159420289,7.0,False,oos_f1,,,
banking77,0.5,100,single_centroid,0.7304534094966083,6.0,False,oos_f1,,,
banking77,0.5,100,trainable_k1,0.8259473346178549,1.0,True,oos_f1,,,
banking77,0.5,123,fixed_k2,0.7321304649548924,5.0,False,oos_f1,,,
banking77,0.5,123,mogb_minilm,0.7526987242394504,4.0,False,oos_f1,,,
banking77,0.5,123,mogb_partition_ours_boundary,0.7932692307692307,2.0,False,oos_f1,,,
banking77,0.5,123,ours_partition_mogb_boundary,0.7758389261744967,3.0,False,oos_f1,,,
banking77,0.5,123,random_partition,0.6907063197026022,7.0,False,oos_f1,,,
banking77,0.5,123,single_centroid,0.7006977598237238,6.0,False,oos_f1,,,
banking77,0.5,123,trainable_k1,0.809165302782324,1.0,True,oos_f1,,,
banking77,0.75,13,fixed_k2,0.5487959442332065,2.0,False,oos_f1,,,
banking77,0.75,13,mogb_minilm,0.4772510340439071,5.0,False,oos_f1,,,
banking77,0.75,13,mogb_partition_ours_boundary,0.5330882352941176,4.0,False,oos_f1,,,
banking77,0.75,13,ours_partition_mogb_boundary,0.5444400159426066,3.0,False,oos_f1,,,
banking77,0.75,13,random_partition,0.464,7.0,False,oos_f1,,,
banking77,0.75,13,single_centroid,0.4677533664068037,6.0,False,oos_f1,,,
banking77,0.75,13,trainable_k1,0.6601269474899019,1.0,True,oos_f1,,,
banking77,0.75,42,fixed_k2,0.6131736526946108,2.0,False,oos_f1,,,
banking77,0.75,42,mogb_minilm,0.4733207784055241,7.0,False,oos_f1,,,
banking77,0.75,42,mogb_partition_ours_boundary,0.5281539558089807,6.0,False,oos_f1,,,
banking77,0.75,42,ours_partition_mogb_boundary,0.5496062992125984,5.0,False,oos_f1,,,
banking77,0.75,42,random_partition,0.5775401069518716,3.0,False,oos_f1,,,
banking77,0.75,42,single_centroid,0.5716180371352785,4.0,False,oos_f1,,,
banking77,0.75,42,trainable_k1,0.7272727272727273,1.0,True,oos_f1,,,
banking77,0.75,87,fixed_k2,0.6058394160583942,2.0,False,oos_f1,,,
banking77,0.75,87,mogb_minilm,0.4827365728900256,7.0,False,oos_f1,,,
banking77,0.75,87,mogb_partition_ours_boundary,0.5405201658499812,6.0,False,oos_f1,,,
banking77,0.75,87,ours_partition_mogb_boundary,0.5565217391304348,4.0,False,oos_f1,,,
banking77,0.75,87,random_partition,0.5516304347826086,5.0,False,oos_f1,,,
banking77,0.75,87,single_centroid,0.5678524374176548,3.0,False,oos_f1,,,
banking77,0.75,87,trainable_k1,0.6984478935698448,1.0,True,oos_f1,,,
banking77,0.75,100,fixed_k2,0.5937122128174124,2.0,False,oos_f1,,,
banking77,0.75,100,mogb_minilm,0.4722831193235202,7.0,False,oos_f1,,,
banking77,0.75,100,mogb_partition_ours_boundary,0.5249632892804699,6.0,False,oos_f1,,,
banking77,0.75,100,ours_partition_mogb_boundary,0.5486518171160609,3.0,False,oos_f1,,,
banking77,0.75,100,random_partition,0.5431928127159641,4.0,False,oos_f1,,,
banking77,0.75,100,single_centroid,0.5380434782608695,5.0,False,oos_f1,,,
banking77,0.75,100,trainable_k1,0.6801573917931422,1.0,True,oos_f1,,,
banking77,0.75,123,fixed_k2,0.6040268456375839,2.0,False,oos_f1,,,
banking77,0.75,123,mogb_minilm,0.4761306532663316,7.0,False,oos_f1,,,
banking77,0.75,123,mogb_partition_ours_boundary,0.5299326957137797,6.0,False,oos_f1,,,
banking77,0.75,123,ours_partition_mogb_boundary,0.5543307086614173,3.0,False,oos_f1,,,
banking77,0.75,123,random_partition,0.5325779036827195,5.0,False,oos_f1,,,
banking77,0.75,123,single_centroid,0.5377685377685377,4.0,False,oos_f1,,,
banking77,0.75,123,trainable_k1,0.6666666666666666,1.0,True,oos_f1,,,
clinc150,0.25,13,fixed_k2,0.9463605701229464,2.0,False,oos_f1,,,
clinc150,0.25,13,mogb_minilm,0.9259297203155414,6.0,False,oos_f1,,,
clinc150,0.25,13,mogb_partition_ours_boundary,0.9441786283891548,4.0,False,oos_f1,,,
clinc150,0.25,13,ours_partition_mogb_boundary,0.925388494391273,7.0,False,oos_f1,,,
clinc150,0.25,13,random_partition,0.9433795990306236,5.0,False,oos_f1,,,
clinc150,0.25,13,single_centroid,0.9442615755979812,3.0,False,oos_f1,,,
clinc150,0.25,13,trainable_k1,0.9528118939883644,1.0,True,oos_f1,,,
clinc150,0.25,42,fixed_k2,0.9448784722222222,2.0,False,oos_f1,,,
clinc150,0.25,42,mogb_minilm,0.9190780789927911,7.0,False,oos_f1,,,
clinc150,0.25,42,mogb_partition_ours_boundary,0.9337242173594388,5.0,False,oos_f1,,,
clinc150,0.25,42,ours_partition_mogb_boundary,0.928219852337982,6.0,False,oos_f1,,,
clinc150,0.25,42,random_partition,0.9351422898742554,4.0,False,oos_f1,,,
clinc150,0.25,42,single_centroid,0.938201011656037,3.0,False,oos_f1,,,
clinc150,0.25,42,trainable_k1,0.9479594040164112,1.0,True,oos_f1,,,
clinc150,0.25,87,fixed_k2,0.9354095843842528,4.0,False,oos_f1,,,
clinc150,0.25,87,mogb_minilm,0.9232335573203012,7.0,False,oos_f1,,,
clinc150,0.25,87,mogb_partition_ours_boundary,0.939911448450348,2.0,False,oos_f1,,,
clinc150,0.25,87,ours_partition_mogb_boundary,0.9244270080528598,6.0,False,oos_f1,,,
clinc150,0.25,87,random_partition,0.9348863006100944,5.0,False,oos_f1,,,
clinc150,0.25,87,single_centroid,0.9354624085163008,3.0,False,oos_f1,,,
clinc150,0.25,87,trainable_k1,0.9473684210526316,1.0,True,oos_f1,,,
clinc150,0.25,100,fixed_k2,0.9567555938037866,3.0,False,oos_f1,,,
clinc150,0.25,100,mogb_minilm,0.9265110590153908,7.0,False,oos_f1,,,
clinc150,0.25,100,mogb_partition_ours_boundary,0.9469035853222584,5.0,False,oos_f1,,,
clinc150,0.25,100,ours_partition_mogb_boundary,0.9313916521382424,6.0,False,oos_f1,,,
clinc150,0.25,100,random_partition,0.9580106881884612,2.0,False,oos_f1,,,
clinc150,0.25,100,single_centroid,0.9540204837655264,4.0,False,oos_f1,,,
clinc150,0.25,100,trainable_k1,0.9625347891243844,1.0,True,oos_f1,,,
clinc150,0.25,123,fixed_k2,0.9401877319362584,4.0,False,oos_f1,,,
clinc150,0.25,123,mogb_minilm,0.9244281045751634,6.0,False,oos_f1,,,
clinc150,0.25,123,mogb_partition_ours_boundary,0.941851812480068,2.0,False,oos_f1,,,
clinc150,0.25,123,ours_partition_mogb_boundary,0.9224607168532404,7.0,False,oos_f1,,,
clinc150,0.25,123,random_partition,0.940579869915114,3.0,False,oos_f1,,,
clinc150,0.25,123,single_centroid,0.9384157761374904,5.0,False,oos_f1,,,
clinc150,0.25,123,trainable_k1,0.9475392103839914,1.0,True,oos_f1,,,
clinc150,0.5,13,fixed_k2,0.8935519733185103,2.0,False,oos_f1,,,
clinc150,0.5,13,mogb_minilm,0.8126636515115448,7.0,False,oos_f1,,,
clinc150,0.5,13,mogb_partition_ours_boundary,0.8596266939401688,5.0,False,oos_f1,,,
clinc150,0.5,13,ours_partition_mogb_boundary,0.833394902105652,6.0,False,oos_f1,,,
clinc150,0.5,13,random_partition,0.8901816118047673,4.0,False,oos_f1,,,
clinc150,0.5,13,single_centroid,0.8932504942106749,3.0,False,oos_f1,,,
clinc150,0.5,13,trainable_k1,0.9070904645476772,1.0,True,oos_f1,,,
clinc150,0.5,42,fixed_k2,0.8911676237353021,2.0,False,oos_f1,,,
clinc150,0.5,42,mogb_minilm,0.8099016937107664,7.0,False,oos_f1,,,
clinc150,0.5,42,mogb_partition_ours_boundary,0.8500063075564527,5.0,False,oos_f1,,,
clinc150,0.5,42,ours_partition_mogb_boundary,0.8313400048816207,6.0,False,oos_f1,,,
clinc150,0.5,42,random_partition,0.8829412593323003,3.0,False,oos_f1,,,
clinc150,0.5,42,single_centroid,0.8814846056516238,4.0,False,oos_f1,,,
clinc150,0.5,42,trainable_k1,0.8971451987433411,1.0,True,oos_f1,,,
clinc150,0.5,87,fixed_k2,0.8958073889580739,3.0,False,oos_f1,,,
clinc150,0.5,87,mogb_minilm,0.8176716417910448,7.0,False,oos_f1,,,
clinc150,0.5,87,mogb_partition_ours_boundary,0.8596558317399617,5.0,False,oos_f1,,,
clinc150,0.5,87,ours_partition_mogb_boundary,0.8382552823427654,6.0,False,oos_f1,,,
clinc150,0.5,87,random_partition,0.8959726768179878,2.0,False,oos_f1,,,
clinc150,0.5,87,single_centroid,0.8935625976978826,4.0,False,oos_f1,,,
clinc150,0.5,87,trainable_k1,0.9086720867208672,1.0,True,oos_f1,,,
clinc150,0.5,100,fixed_k2,0.8901220865704772,3.0,False,oos_f1,,,
clinc150,0.5,100,mogb_minilm,0.814364113576712,7.0,False,oos_f1,,,
clinc150,0.5,100,mogb_partition_ours_boundary,0.8553893364019947,5.0,False,oos_f1,,,
clinc150,0.5,100,ours_partition_mogb_boundary,0.8321239699913909,6.0,False,oos_f1,,,
clinc150,0.5,100,random_partition,0.8901224025049815,2.0,False,oos_f1,,,
clinc150,0.5,100,single_centroid,0.8876595744680851,4.0,False,oos_f1,,,
clinc150,0.5,100,trainable_k1,0.9051512673753066,1.0,True,oos_f1,,,
clinc150,0.5,123,fixed_k2,0.8893799199005662,4.0,False,oos_f1,,,
clinc150,0.5,123,mogb_minilm,0.8113744075829384,7.0,False,oos_f1,,,
clinc150,0.5,123,mogb_partition_ours_boundary,0.8530937618625838,5.0,False,oos_f1,,,
clinc150,0.5,123,ours_partition_mogb_boundary,0.8310479921645446,6.0,False,oos_f1,,,
clinc150,0.5,123,random_partition,0.894237576100807,2.0,False,oos_f1,,,
clinc150,0.5,123,single_centroid,0.8912092563849302,3.0,False,oos_f1,,,
clinc150,0.5,123,trainable_k1,0.9039116805233748,1.0,True,oos_f1,,,
clinc150,0.75,13,fixed_k2,0.8166102968808718,3.0,False,oos_f1,,,
clinc150,0.75,13,mogb_minilm,0.655469301340861,7.0,False,oos_f1,,,
clinc150,0.75,13,mogb_partition_ours_boundary,0.718701217608492,5.0,False,oos_f1,,,
clinc150,0.75,13,ours_partition_mogb_boundary,0.6987364895722332,6.0,False,oos_f1,,,
clinc150,0.75,13,random_partition,0.818022235225278,2.0,False,oos_f1,,,
clinc150,0.75,13,single_centroid,0.8122102009273571,4.0,False,oos_f1,,,
clinc150,0.75,13,trainable_k1,0.8230088495575221,1.0,True,oos_f1,,,
clinc150,0.75,42,fixed_k2,0.8098617855808741,2.0,False,oos_f1,,,
clinc150,0.75,42,mogb_minilm,0.6552746787176953,7.0,False,oos_f1,,,
clinc150,0.75,42,mogb_partition_ours_boundary,0.7124132613723978,5.0,False,oos_f1,,,
clinc150,0.75,42,ours_partition_mogb_boundary,0.6984848484848485,6.0,False,oos_f1,,,
clinc150,0.75,42,random_partition,0.8092349833692036,3.0,False,oos_f1,,,
clinc150,0.75,42,single_centroid,0.8075954272427824,4.0,False,oos_f1,,,
clinc150,0.75,42,trainable_k1,0.823141706334676,1.0,True,oos_f1,,,
clinc150,0.75,87,fixed_k2,0.8191369606003752,4.0,False,oos_f1,,,
clinc150,0.75,87,mogb_minilm,0.6600256154831364,7.0,False,oos_f1,,,
clinc150,0.75,87,mogb_partition_ours_boundary,0.7166744803875605,5.0,False,oos_f1,,,
clinc150,0.75,87,ours_partition_mogb_boundary,0.6988393402565669,6.0,False,oos_f1,,,
clinc150,0.75,87,random_partition,0.8299531981279251,2.0,False,oos_f1,,,
clinc150,0.75,87,single_centroid,0.8238724727838258,3.0,False,oos_f1,,,
clinc150,0.75,87,trainable_k1,0.8302650957290133,1.0,True,oos_f1,,,
clinc150,0.75,100,fixed_k2,0.8223022947088944,4.0,False,oos_f1,,,
clinc150,0.75,100,mogb_minilm,0.660377358490566,7.0,False,oos_f1,,,
clinc150,0.75,100,mogb_partition_ours_boundary,0.723047739487828,5.0,False,oos_f1,,,
clinc150,0.75,100,ours_partition_mogb_boundary,0.7072982564419071,6.0,False,oos_f1,,,
clinc150,0.75,100,random_partition,0.8324132492113565,2.0,False,oos_f1,,,
clinc150,0.75,100,single_centroid,0.8267762771579565,3.0,False,oos_f1,,,
clinc150,0.75,100,trainable_k1,0.8333023601561048,1.0,True,oos_f1,,,
clinc150,0.75,123,fixed_k2,0.807280915744042,4.0,False,oos_f1,,,
clinc150,0.75,123,mogb_minilm,0.665430161221287,7.0,False,oos_f1,,,
clinc150,0.75,123,mogb_partition_ours_boundary,0.7278803309993634,5.0,False,oos_f1,,,
clinc150,0.75,123,ours_partition_mogb_boundary,0.6986634264884569,6.0,False,oos_f1,,,
clinc150,0.75,123,random_partition,0.82063305978898,2.0,False,oos_f1,,,
clinc150,0.75,123,single_centroid,0.8168740279937792,3.0,False,oos_f1,,,
clinc150,0.75,123,trainable_k1,0.8327481057105895,1.0,True,oos_f1,,,
stackoverflow,0.25,13,fixed_k2,0.8651577173127859,7.0,False,oos_f1,,,
stackoverflow,0.25,13,mogb_minilm,0.8917312921744385,6.0,False,oos_f1,,,
stackoverflow,0.25,13,mogb_partition_ours_boundary,0.9219723366064828,4.0,False,oos_f1,,,
stackoverflow,0.25,13,ours_partition_mogb_boundary,0.9100874881416676,5.0,False,oos_f1,,,
stackoverflow,0.25,13,random_partition,0.9301641199773628,3.0,False,oos_f1,,,
stackoverflow,0.25,13,single_centroid,0.9306841273425152,2.0,False,oos_f1,,,
stackoverflow,0.25,13,trainable_k1,0.9348581679560488,1.0,True,oos_f1,,,
stackoverflow,0.25,42,fixed_k2,0.8346554288547348,7.0,False,oos_f1,,,
stackoverflow,0.25,42,mogb_minilm,0.8921178343949044,4.0,False,oos_f1,,,
stackoverflow,0.25,42,mogb_partition_ours_boundary,0.924728962312855,2.0,False,oos_f1,,,
stackoverflow,0.25,42,ours_partition_mogb_boundary,0.9005748350010645,3.0,False,oos_f1,,,
stackoverflow,0.25,42,random_partition,0.8359775140537165,6.0,False,oos_f1,,,
stackoverflow,0.25,42,single_centroid,0.8451644818204304,5.0,False,oos_f1,,,
stackoverflow,0.25,42,trainable_k1,0.9546207353428288,1.0,True,oos_f1,,,
stackoverflow,0.25,87,fixed_k2,0.8926064576509125,4.0,False,oos_f1,,,
stackoverflow,0.25,87,mogb_minilm,0.8904790300139137,6.0,False,oos_f1,,,
stackoverflow,0.25,87,mogb_partition_ours_boundary,0.9250285951960072,2.0,False,oos_f1,,,
stackoverflow,0.25,87,ours_partition_mogb_boundary,0.908653846153846,3.0,False,oos_f1,,,
stackoverflow,0.25,87,random_partition,0.888023598820059,7.0,False,oos_f1,,,
stackoverflow,0.25,87,single_centroid,0.8905607147055367,5.0,False,oos_f1,,,
stackoverflow,0.25,87,trainable_k1,0.961905807443188,1.0,True,oos_f1,,,
stackoverflow,0.25,100,fixed_k2,0.9314914645103324,4.0,False,oos_f1,,,
stackoverflow,0.25,100,mogb_minilm,0.8927314768271841,7.0,False,oos_f1,,,
stackoverflow,0.25,100,mogb_partition_ours_boundary,0.922978859024753,6.0,False,oos_f1,,,
stackoverflow,0.25,100,ours_partition_mogb_boundary,0.9269510926118626,5.0,False,oos_f1,,,
stackoverflow,0.25,100,random_partition,0.9324737020699017,3.0,False,oos_f1,,,
stackoverflow,0.25,100,single_centroid,0.9333333333333332,2.0,False,oos_f1,,,
stackoverflow,0.25,100,trainable_k1,0.9664517539066768,1.0,True,oos_f1,,,
stackoverflow,0.25,123,fixed_k2,0.8091622374082511,7.0,False,oos_f1,,,
stackoverflow,0.25,123,mogb_minilm,0.9049406513137872,3.0,False,oos_f1,,,
stackoverflow,0.25,123,mogb_partition_ours_boundary,0.9352716468590832,2.0,False,oos_f1,,,
stackoverflow,0.25,123,ours_partition_mogb_boundary,0.8855254743125133,4.0,False,oos_f1,,,
stackoverflow,0.25,123,random_partition,0.8688681502751855,6.0,False,oos_f1,,,
stackoverflow,0.25,123,single_centroid,0.8743611078093427,5.0,False,oos_f1,,,
stackoverflow,0.25,123,trainable_k1,0.9561480828558836,1.0,True,oos_f1,,,
stackoverflow,0.5,13,fixed_k2,0.5828933474128828,7.0,False,oos_f1,,,
stackoverflow,0.5,13,mogb_minilm,0.7329299913569577,3.0,False,oos_f1,,,
stackoverflow,0.5,13,mogb_partition_ours_boundary,0.8025267783575941,2.0,False,oos_f1,,,
stackoverflow,0.5,13,ours_partition_mogb_boundary,0.7231655101136867,4.0,False,oos_f1,,,
stackoverflow,0.5,13,random_partition,0.6879905808477237,6.0,False,oos_f1,,,
stackoverflow,0.5,13,single_centroid,0.695702897141746,5.0,False,oos_f1,,,
stackoverflow,0.5,13,trainable_k1,0.8565782973818541,1.0,True,oos_f1,,,
stackoverflow,0.5,42,fixed_k2,0.6376229672756475,7.0,False,oos_f1,,,
stackoverflow,0.5,42,mogb_minilm,0.7316113161131611,5.0,False,oos_f1,,,
stackoverflow,0.5,42,mogb_partition_ours_boundary,0.7966422962361224,2.0,False,oos_f1,,,
stackoverflow,0.5,42,ours_partition_mogb_boundary,0.7217314487632509,6.0,False,oos_f1,,,
stackoverflow,0.5,42,random_partition,0.7910096066702919,4.0,False,oos_f1,,,
stackoverflow,0.5,42,single_centroid,0.7966284074605452,3.0,False,oos_f1,,,
stackoverflow,0.5,42,trainable_k1,0.8754826254826255,1.0,True,oos_f1,,,
stackoverflow,0.5,87,fixed_k2,0.6551518761167362,7.0,False,oos_f1,,,
stackoverflow,0.5,87,mogb_minilm,0.7312277252058498,6.0,False,oos_f1,,,
stackoverflow,0.5,87,mogb_partition_ours_boundary,0.7937711577522004,2.0,False,oos_f1,,,
stackoverflow,0.5,87,ours_partition_mogb_boundary,0.7413071706824412,5.0,False,oos_f1,,,
stackoverflow,0.5,87,random_partition,0.7611777535441657,4.0,False,oos_f1,,,
stackoverflow,0.5,87,single_centroid,0.7661494045470949,3.0,False,oos_f1,,,
stackoverflow,0.5,87,trainable_k1,0.8692120227457352,1.0,True,oos_f1,,,
stackoverflow,0.5,100,fixed_k2,0.6939931998488855,7.0,False,oos_f1,,,
stackoverflow,0.5,100,mogb_minilm,0.7321494182486221,6.0,False,oos_f1,,,
stackoverflow,0.5,100,mogb_partition_ours_boundary,0.802642221623079,4.0,False,oos_f1,,,
stackoverflow,0.5,100,ours_partition_mogb_boundary,0.752262443438914,5.0,False,oos_f1,,,
stackoverflow,0.5,100,random_partition,0.8286252354048964,3.0,False,oos_f1,,,
stackoverflow,0.5,100,single_centroid,0.8338152747065828,2.0,False,oos_f1,,,
stackoverflow,0.5,100,trainable_k1,0.9016032694121344,1.0,True,oos_f1,,,
stackoverflow,0.5,123,fixed_k2,0.6068111455108359,7.0,False,oos_f1,,,
stackoverflow,0.5,123,mogb_minilm,0.7180786869418296,6.0,False,oos_f1,,,
stackoverflow,0.5,123,mogb_partition_ours_boundary,0.766770670826833,2.0,False,oos_f1,,,
stackoverflow,0.5,123,ours_partition_mogb_boundary,0.7291425260718424,4.0,False,oos_f1,,,
stackoverflow,0.5,123,random_partition,0.7251952009141116,5.0,False,oos_f1,,,
stackoverflow,0.5,123,single_centroid,0.7351837959489872,3.0,False,oos_f1,,,
stackoverflow,0.5,123,trainable_k1,0.8806571106458367,1.0,True,oos_f1,,,
stackoverflow,0.75,13,fixed_k2,0.4532818532818533,7.0,False,oos_f1,,,
stackoverflow,0.75,13,mogb_minilm,0.4540474741326841,6.0,False,oos_f1,,,
stackoverflow,0.75,13,mogb_partition_ours_boundary,0.5125977410947002,4.0,False,oos_f1,,,
stackoverflow,0.75,13,ours_partition_mogb_boundary,0.4871794871794871,5.0,False,oos_f1,,,
stackoverflow,0.75,13,random_partition,0.5966149506346967,3.0,False,oos_f1,,,
stackoverflow,0.75,13,single_centroid,0.6021580229725026,2.0,False,oos_f1,,,
stackoverflow,0.75,13,trainable_k1,0.7781475318912923,1.0,True,oos_f1,,,
stackoverflow,0.75,42,fixed_k2,0.5610859728506787,4.0,False,oos_f1,,,
stackoverflow,0.75,42,mogb_minilm,0.4509685230024213,7.0,False,oos_f1,,,
stackoverflow,0.75,42,mogb_partition_ours_boundary,0.5052450558899398,5.0,False,oos_f1,,,
stackoverflow,0.75,42,ours_partition_mogb_boundary,0.487000634115409,6.0,False,oos_f1,,,
stackoverflow,0.75,42,random_partition,0.7363723302518329,3.0,False,oos_f1,,,
stackoverflow,0.75,42,single_centroid,0.7390894819466248,2.0,False,oos_f1,,,
stackoverflow,0.75,42,trainable_k1,0.748558246828143,1.0,True,oos_f1,,,
stackoverflow,0.75,87,fixed_k2,0.4250871080139373,7.0,False,oos_f1,,,
stackoverflow,0.75,87,mogb_minilm,0.462445685909373,6.0,False,oos_f1,,,
stackoverflow,0.75,87,mogb_partition_ours_boundary,0.5297608343823054,4.0,False,oos_f1,,,
stackoverflow,0.75,87,ours_partition_mogb_boundary,0.4996850724333403,5.0,False,oos_f1,,,
stackoverflow,0.75,87,random_partition,0.6660262568043548,3.0,False,oos_f1,,,
stackoverflow,0.75,87,single_centroid,0.6731432152930116,2.0,False,oos_f1,,,
stackoverflow,0.75,87,trainable_k1,0.7736311631707982,1.0,True,oos_f1,,,
stackoverflow,0.75,100,fixed_k2,0.3816912335143522,7.0,False,oos_f1,,,
stackoverflow,0.75,100,mogb_minilm,0.4559889008786804,6.0,False,oos_f1,,,
stackoverflow,0.75,100,mogb_partition_ours_boundary,0.5217391304347826,4.0,False,oos_f1,,,
stackoverflow,0.75,100,ours_partition_mogb_boundary,0.4646972553949298,5.0,False,oos_f1,,,
stackoverflow,0.75,100,random_partition,0.6161011310711909,3.0,False,oos_f1,,,
stackoverflow,0.75,100,single_centroid,0.6219751471550032,2.0,False,oos_f1,,,
stackoverflow,0.75,100,trainable_k1,0.7201610583836641,1.0,True,oos_f1,,,
stackoverflow,0.75,123,fixed_k2,0.3605887162714636,7.0,False,oos_f1,,,
stackoverflow,0.75,123,mogb_minilm,0.4559695817490494,6.0,False,oos_f1,,,
stackoverflow,0.75,123,mogb_partition_ours_boundary,0.5090166723375298,4.0,False,oos_f1,,,
stackoverflow,0.75,123,ours_partition_mogb_boundary,0.485408356078102,5.0,False,oos_f1,,,
stackoverflow,0.75,123,random_partition,0.6353814989871708,3.0,False,oos_f1,,,
stackoverflow,0.75,123,single_centroid,0.6438992042440318,2.0,False,oos_f1,,,
stackoverflow,0.75,123,trainable_k1,0.7946912242686891,1.0,True,oos_f1,,,
banking77,0.25,13,fixed_k2,,2.0,False,f1_all,0.6942125342425277,,
