dataset,seed,split,intent,is_known,count,accepted_count,rejected_count,near_boundary_count,median_score
clinc150,42,val,accept_reservations,True,20,14,6,2,0.791533452329532
clinc150,42,val,account_blocked,True,20,18,2,5,0.780656046160544
clinc150,42,val,alarm,True,20,20,0,0,0.5763751800237249
clinc150,42,val,application_status,True,20,20,0,0,0.5973665544753805
clinc150,42,val,apr,True,20,17,3,0,0.623476804386798
clinc150,42,val,are_you_a_bot,True,20,15,5,3,0.7373891857425794
clinc150,42,val,balance,True,20,16,4,3,0.7499419726137161
clinc150,42,val,bill_balance,False,20,3,17,4,0.9986247737993204
clinc150,42,val,bill_due,False,20,0,20,0,1.198654440453759
clinc150,42,val,book_flight,False,20,0,20,0,1.081154032022397
clinc150,42,val,book_hotel,True,20,15,5,2,0.7536955657147633
clinc150,42,val,calculator,True,20,14,6,2,0.8128392073618924
clinc150,42,val,calendar,False,20,0,20,1,1.1710340615553632
clinc150,42,val,calendar_update,False,20,0,20,0,1.166282791623002
clinc150,42,val,calories,False,20,0,20,0,1.3131927374745698
clinc150,42,val,cancel,False,20,0,20,0,1.1113596223632864
clinc150,42,val,cancel_reservation,True,20,17,3,5,0.7865644457638611
clinc150,42,val,car_rental,False,20,1,19,1,1.0611153413431365
clinc150,42,val,card_declined,False,20,0,20,0,1.1062839628926198
clinc150,42,val,carry_on,False,20,0,20,0,1.2426553886222762
clinc150,42,val,change_accent,True,20,15,5,1,0.7182088380591325
clinc150,42,val,change_ai_name,False,20,19,1,0,0.7148572609437045
clinc150,42,val,change_language,True,20,18,2,2,0.7714202594942814
clinc150,42,val,change_speed,False,20,0,20,0,1.122668455282263
clinc150,42,val,change_user_name,True,20,17,3,1,0.7265573451836567
clinc150,42,val,change_volume,True,20,19,1,0,0.579634632774724
clinc150,42,val,confirm_reservation,False,20,3,17,3,0.9992949109090352
clinc150,42,val,cook_time,True,20,16,4,2,0.6681740450874097
clinc150,42,val,credit_limit,True,20,18,2,2,0.6127365045975693
clinc150,42,val,credit_limit_change,False,20,2,18,7,0.9908813721582514
clinc150,42,val,credit_score,False,20,2,18,0,1.0360917202650324
clinc150,42,val,current_location,True,20,14,6,1,0.8172303927663209
clinc150,42,val,damaged_card,False,20,0,20,0,1.1417244906405002
clinc150,42,val,date,False,20,0,20,1,1.1917100377252303
clinc150,42,val,definition,True,20,10,10,6,0.896997878658813
clinc150,42,val,direct_deposit,False,20,0,20,0,1.122853684312116
clinc150,42,val,directions,True,20,15,5,4,0.764163506460547
clinc150,42,val,distance,True,20,20,0,1,0.7368982135352529
clinc150,42,val,do_you_have_pets,False,20,0,20,0,1.2368383112861236
clinc150,42,val,exchange_rate,True,20,12,8,4,0.8697025579523023
clinc150,42,val,expiration_date,False,20,1,19,2,1.0121495704964345
clinc150,42,val,find_phone,True,20,18,2,2,0.6040776276409257
clinc150,42,val,flight_status,True,20,18,2,0,0.5408380304636695
clinc150,42,val,flip_coin,False,20,0,20,0,1.0790561912986492
clinc150,42,val,food_last,True,20,18,2,3,0.7557060595100455
clinc150,42,val,freeze_account,False,20,0,20,0,1.1389570191894474
clinc150,42,val,fun_fact,False,20,0,20,0,1.1894146182046923
clinc150,42,val,gas,True,20,17,3,1,0.7050499942836392
clinc150,42,val,gas_type,True,20,19,1,1,0.5638263558272176
clinc150,42,val,goodbye,False,20,1,19,1,1.0923875033209183
clinc150,42,val,greeting,True,20,18,2,1,0.6754880474183933
clinc150,42,val,how_busy,True,20,19,1,1,0.7339322372415042
clinc150,42,val,how_old_are_you,True,20,18,2,1,0.5776903758042896
clinc150,42,val,improve_credit_score,True,20,19,1,0,0.6505790447951987
clinc150,42,val,income,True,20,17,3,1,0.6279867060241966
clinc150,42,val,ingredient_substitution,False,20,0,20,0,1.2315958799561437
clinc150,42,val,ingredients_list,False,20,1,19,3,1.0896223263933986
clinc150,42,val,insurance,False,20,3,17,2,1.0573033105591758
clinc150,42,val,insurance_change,True,20,19,1,0,0.5216186243292882
clinc150,42,val,interest_rate,False,20,4,16,3,1.0533920763192057
clinc150,42,val,international_fees,True,20,20,0,3,0.7085051221246208
clinc150,42,val,international_visa,True,20,20,0,0,0.6276841098122319
clinc150,42,val,jump_start,False,20,0,20,0,1.0722620883165015
clinc150,42,val,last_maintenance,False,20,7,13,1,1.0891898953284582
clinc150,42,val,lost_luggage,False,20,0,20,0,1.2386288111252273
clinc150,42,val,make_call,False,20,0,20,3,1.021416205750587
clinc150,42,val,maybe,False,20,0,20,0,1.0479516004473908
clinc150,42,val,meal_suggestion,False,20,1,19,0,1.1444364945366063
clinc150,42,val,meaning_of_life,False,20,0,20,0,1.0790739053513074
clinc150,42,val,measurement_conversion,False,20,0,20,2,1.0909982715514628
clinc150,42,val,meeting_schedule,True,20,20,0,0,0.6008574768624781
clinc150,42,val,min_payment,True,20,19,1,2,0.626023703942792
clinc150,42,val,mpg,False,20,0,20,2,1.0398960253889382
clinc150,42,val,new_card,False,20,2,18,1,1.1026931878284971
clinc150,42,val,next_holiday,False,20,0,20,1,1.245377008376399
clinc150,42,val,next_song,False,20,3,17,3,1.0679398415800012
clinc150,42,val,no,False,20,0,20,0,1.1266085775093406
clinc150,42,val,nutrition_info,False,20,0,20,0,1.2133532294905187
clinc150,42,val,oil_change_how,False,20,2,18,2,0.980375649307808
clinc150,42,val,oil_change_when,True,20,20,0,0,0.47762614321534697
clinc150,42,val,oos,False,100,0,100,1,1.2569543425798244
clinc150,42,val,order,True,20,11,9,4,0.8600257857058917
clinc150,42,val,order_checks,False,20,5,15,1,0.9816901296793998
clinc150,42,val,order_status,True,20,14,6,3,0.7859009430583879
clinc150,42,val,pay_bill,True,20,17,3,1,0.7386821494521567
clinc150,42,val,payday,True,20,16,4,3,0.6812435660501681
clinc150,42,val,pin_change,False,20,0,20,0,1.2108050253368505
clinc150,42,val,play_music,False,20,2,18,5,1.0545245129189134
clinc150,42,val,plug_type,True,20,16,4,1,0.6491430037203614
clinc150,42,val,pto_balance,True,20,20,0,0,0.5499226474234454
clinc150,42,val,pto_request,False,20,0,20,0,1.178646768597702
clinc150,42,val,pto_request_status,False,20,3,17,1,1.0812328396125288
clinc150,42,val,pto_used,False,20,13,7,1,0.7841706155345483
clinc150,42,val,recipe,True,20,17,3,5,0.8118850806805716
clinc150,42,val,redeem_rewards,True,20,20,0,0,0.6571786535620081
clinc150,42,val,reminder,True,20,16,4,0,0.6895070352241599
clinc150,42,val,reminder_update,True,20,15,5,5,0.803191089046948
clinc150,42,val,repeat,False,20,0,20,0,1.0912670909630129
clinc150,42,val,replacement_card_duration,True,20,15,5,1,0.6530159896191068
clinc150,42,val,report_fraud,True,20,18,2,2,0.6552292928650878
clinc150,42,val,report_lost_card,False,20,11,9,7,0.8966828796016391
clinc150,42,val,reset_settings,True,20,17,3,3,0.70354502364721
clinc150,42,val,restaurant_reservation,True,20,12,8,3,0.833204903776362
clinc150,42,val,restaurant_reviews,True,20,17,3,2,0.668087161906341
clinc150,42,val,restaurant_suggestion,False,20,1,19,3,1.0483442958786036
clinc150,42,val,rewards_balance,True,20,19,1,2,0.7682513192948226
clinc150,42,val,roll_dice,False,20,0,20,1,1.1176074745229614
clinc150,42,val,rollover_401k,False,20,0,20,0,1.2527768223479314
clinc150,42,val,routing,True,20,16,4,2,0.7449062984653849
clinc150,42,val,schedule_maintenance,True,20,18,2,1,0.6270998845923438
clinc150,42,val,schedule_meeting,False,20,10,10,9,0.9137980318792622
clinc150,42,val,share_location,True,20,16,4,4,0.764456121189997
clinc150,42,val,shopping_list,True,20,17,3,3,0.7596676163251017
clinc150,42,val,shopping_list_update,False,20,9,11,7,0.9050018966565945
clinc150,42,val,smart_home,True,20,19,1,5,0.7557273595006989
clinc150,42,val,spelling,False,20,2,18,7,0.9737089115531941
clinc150,42,val,spending_history,False,20,0,20,0,1.0582128266556166
clinc150,42,val,sync_device,True,20,16,4,6,0.727561814372919
clinc150,42,val,taxes,True,20,20,0,0,0.7013901011576633
clinc150,42,val,tell_joke,True,20,18,2,3,0.6792137792904902
clinc150,42,val,text,True,20,12,8,3,0.8521332069134946
clinc150,42,val,thank_you,False,20,0,20,0,1.1033417144701296
clinc150,42,val,time,False,20,2,18,2,1.0746000606995336
clinc150,42,val,timer,True,20,20,0,2,0.68261397627025
clinc150,42,val,timezone,False,20,0,20,0,1.1740178157957346
clinc150,42,val,tire_change,True,20,20,0,0,0.5555134233960883
clinc150,42,val,tire_pressure,False,20,0,20,0,1.2065788854613657
clinc150,42,val,todo_list,True,20,17,3,1,0.7211630285038628
clinc150,42,val,todo_list_update,False,20,12,8,9,0.8847981170742769
clinc150,42,val,traffic,False,20,0,20,0,1.1251016972691383
clinc150,42,val,transactions,True,20,14,6,3,0.7694837391183394
clinc150,42,val,transfer,True,20,19,1,4,0.7915563110844545
clinc150,42,val,translate,False,20,2,18,3,1.008244376468853
clinc150,42,val,travel_alert,False,20,0,20,0,1.2116083979457382
clinc150,42,val,travel_notification,False,20,0,20,0,1.1253798161764341
clinc150,42,val,travel_suggestion,True,20,14,6,2,0.7267350305111844
clinc150,42,val,uber,False,20,4,16,4,0.999913907226648
