dataset,kir,seed,metric,trainable_minus_adb,delta_pp
banking77,0.75,123,false_accept_rate,-0.1105263157894737,-11.05263157894737
banking77,0.75,123,false_reject_rate,0.08060344827586206,8.060344827586206
banking77,0.75,13,oos_f1,-0.00881038221037067,-0.8810382210370671
banking77,0.75,13,f1_all,-0.026901886741048986,-2.6901886741048986
banking77,0.75,13,f1_k,-0.07156287391116767,-7.156287391116766
banking77,0.75,13,accuracy,-0.026948051948051943,-2.6948051948051943
banking77,0.75,13,known_recall,-0.07931034482758625,-7.931034482758625
banking77,0.75,13,false_accept_rate,-0.10657894736842113,-10.657894736842113
banking77,0.75,13,false_reject_rate,0.0793103448275862,7.93103448275862
clinc150,0.25,123,oos_f1,0.024320395535017414,2.4320395535017414
clinc150,0.25,123,f1_all,0.015962663965004786,1.5962663965004786
clinc150,0.25,123,f1_k,-0.1541992963109291,-15.41992963109291
clinc150,0.25,123,accuracy,0.03315789473684205,3.3157894736842053
clinc150,0.25,123,known_recall,-0.17105263157894746,-17.105263157894747
clinc150,0.25,123,false_accept_rate,-0.08245614035087721,-8.245614035087721
clinc150,0.25,123,false_reject_rate,0.17105263157894737,17.105263157894736
clinc150,0.25,13,oos_f1,0.041911531033206884,4.191153103320689
clinc150,0.25,13,f1_all,0.04582789662497,4.5827896624969995
clinc150,0.25,13,f1_k,-0.15146537356816148,-15.146537356816147
clinc150,0.25,13,accuracy,0.058245614035087656,5.824561403508765
clinc150,0.25,13,known_recall,-0.18333333333333324,-18.333333333333325
clinc150,0.25,13,false_accept_rate,-0.11666666666666672,-11.666666666666673
clinc150,0.25,13,false_reject_rate,0.18333333333333332,18.333333333333332
clinc150,0.5,123,oos_f1,0.019466557641372062,1.9466557641372062
clinc150,0.5,123,f1_all,-0.03846580133310884,-3.846580133310884
clinc150,0.5,123,f1_k,-0.12850150481689193,-12.850150481689193
clinc150,0.5,123,accuracy,0.007543859649122853,0.7543859649122853
clinc150,0.5,123,known_recall,-0.1631111111111111,-16.31111111111111
clinc150,0.5,123,false_accept_rate,-0.12144927536231886,-12.144927536231886
clinc150,0.5,123,false_reject_rate,0.16311111111111104,16.311111111111103
clinc150,0.5,13,oos_f1,0.022486852671337987,2.2486852671337987
clinc150,0.5,13,f1_all,-0.02082890522131342,-2.082890522131342
clinc150,0.5,13,f1_k,-0.11228569752987694,-11.228569752987694
clinc150,0.5,13,accuracy,0.01666666666666672,1.6666666666666718
clinc150,0.5,13,known_recall,-0.1684444444444444,-16.84444444444444
clinc150,0.5,13,false_accept_rate,-0.13014492753623194,-13.014492753623195
clinc150,0.5,13,false_reject_rate,0.16844444444444437,16.844444444444438
clinc150,0.75,123,oos_f1,0.003947392380228454,0.3947392380228454
clinc150,0.75,123,f1_all,-0.044856450171503304,-4.485645017150331
clinc150,0.75,123,f1_k,-0.10046558434823649,-10.046558434823648
clinc150,0.75,123,accuracy,-0.019298245614035148,-1.9298245614035148
clinc150,0.75,123,known_recall,-0.15803571428571428,-15.803571428571427
clinc150,0.75,123,false_accept_rate,-0.16837606837606844,-16.837606837606845
clinc150,0.75,123,false_reject_rate,0.15803571428571422,15.803571428571422
clinc150,0.75,13,oos_f1,-0.03345151960643011,-3.3451519606430113
clinc150,0.75,13,f1_all,-0.07222228940169673,-7.222228940169673
clinc150,0.75,13,f1_k,-0.11605433189564507,-11.605433189564508
clinc150,0.75,13,accuracy,-0.05228070175438593,-5.228070175438592
clinc150,0.75,13,known_recall,-0.16636904761904758,-16.63690476190476
clinc150,0.75,13,false_accept_rate,-0.11111111111111116,-11.111111111111116
clinc150,0.75,13,false_reject_rate,0.16636904761904756,16.636904761904756
stackoverflow,0.25,123,oos_f1,0.0039046354991532084,0.39046354991532084
stackoverflow,0.25,123,f1_all,0.012350043262785326,1.2350043262785326
stackoverflow,0.25,123,f1_k,-0.05002094497159215,-5.002094497159215
stackoverflow,0.25,123,accuracy,0.005666666666666598,0.5666666666666598
stackoverflow,0.25,123,known_recall,-0.013333333333333308,-1.3333333333333308
stackoverflow,0.25,123,false_accept_rate,-0.011555555555555631,-1.1555555555555632
stackoverflow,0.25,123,false_reject_rate,0.013333333333333336,1.3333333333333335
stackoverflow,0.25,13,oos_f1,0.03099658894837154,3.099658894837154
stackoverflow,0.25,13,f1_all,0.049102699820413154,4.910269982041315
stackoverflow,0.25,13,f1_k,-0.07198141689706639,-7.198141689706638
stackoverflow,0.25,13,accuracy,0.04249999999999998,4.249999999999998
stackoverflow,0.25,13,known_recall,0.02200000000000002,2.200000000000002
stackoverflow,0.25,13,false_accept_rate,-0.05000000000000006,-5.000000000000006
stackoverflow,0.25,13,false_reject_rate,-0.022000000000000075,-2.2000000000000073
stackoverflow,0.5,123,oos_f1,0.013218243206969293,1.3218243206969293
stackoverflow,0.5,123,f1_all,0.01250507117407762,1.250507117407762
stackoverflow,0.5,123,f1_k,-0.02621020562882448,-2.621020562882448
stackoverflow,0.5,123,accuracy,0.013499999999999956,1.3499999999999956
stackoverflow,0.5,123,known_recall,0.015000000000000013,1.5000000000000013
stackoverflow,0.5,123,false_accept_rate,-0.012666666666666729,-1.2666666666666728
stackoverflow,0.5,123,false_reject_rate,-0.015000000000000041,-1.500000000000004
stackoverflow,0.5,13,oos_f1,-0.015657183922839657,-1.5657183922839657
stackoverflow,0.5,13,f1_all,-0.006235304678536058,-0.6235304678536058
stackoverflow,0.5,13,f1_k,-0.041395841117692456,-4.139584111769246
stackoverflow,0.5,13,accuracy,-0.013666666666666605,-1.3666666666666605
stackoverflow,0.5,13,known_recall,0.02400000000000002,2.400000000000002
stackoverflow,0.5,13,false_accept_rate,0.046666666666666676,4.666666666666668
stackoverflow,0.5,13,false_reject_rate,-0.02400000000000005,-2.400000000000005
stackoverflow,0.75,123,oos_f1,0.04978494880006645,4.978494880006645
stackoverflow,0.75,123,f1_all,0.020669799176803005,2.0669799176803005
stackoverflow,0.75,123,f1_k,0.006619668745588392,0.6619668745588392
stackoverflow,0.75,123,accuracy,0.028833333333333377,2.8833333333333377
stackoverflow,0.75,123,known_recall,0.018888888888888955,1.8888888888888955
stackoverflow,0.75,123,false_accept_rate,-0.064,-6.4
stackoverflow,0.75,123,false_reject_rate,-0.0188888888888889,-1.88888888888889
stackoverflow,0.75,13,oos_f1,0.030499050300322073,3.0499050300322073
stackoverflow,0.75,13,f1_all,0.012848069952315133,1.2848069952315133
stackoverflow,0.75,13,f1_k,0.0008541271826979502,0.08541271826979502
stackoverflow,0.75,13,accuracy,0.018166666666666664,1.8166666666666664
stackoverflow,0.75,13,known_recall,0.02822222222222215,2.822222222222215
stackoverflow,0.75,13,false_accept_rate,-0.008000000000000076,-0.8000000000000076
stackoverflow,0.75,13,false_reject_rate,-0.028222222222222232,-2.8222222222222233
