dataset,kir,method,n_seeds,oos_f1_mean,oos_f1_std,f1_all_mean,f1_all_std,f1_k_mean,f1_k_std,accuracy_mean,accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std
banking77,0.25,ADB,5,0.8280055457089505,0.02279060103091537,0.6857670398342207,0.02193481907522483,0.9159520240813126,0.006344019463977952,0.7667532467532467,0.026182805395220256,0.874736842105263,0.013171046059202345,0.264051724137931,0.03305025584492474,0.12526315789473683,0.013171046059202312
banking77,0.5,ADB,5,0.7496820404988094,0.019240674290641867,0.787872084718554,0.015286470247596303,0.9053894421920685,0.010184383322606797,0.7592207792207792,0.01624772127463777,0.8914473684210525,0.0066930887991367965,0.33666666666666667,0.027072995295925946,0.10855263157894737,0.006693088799136781
banking77,0.75,ADB,5,0.662673105650599,0.02337087377019558,0.8589122301177214,0.003517531230813837,0.9074553473338682,0.004517512630848387,0.8097402597402598,0.006473182479667836,0.9035344827586208,0.002749851363402885,0.3581578947368421,0.03214137313550887,0.09646551724137932,0.0027498513634028566
clinc150,0.25,ADB,5,0.9159889886308769,0.00884943226859352,0.7660720279508785,0.011466047338042894,0.9435400449790923,0.007120531342658416,0.871859649122807,0.012087197299858741,0.9098245614035088,0.009103386887101446,0.13583333333333333,0.016688726167742026,0.09017543859649124,0.009103386887101479
clinc150,0.5,ADB,5,0.8938844397002995,0.009122952561006852,0.8548784512673052,0.0077244232283480325,0.9371389984311833,0.005609684150262251,0.872140350877193,0.009788781966381202,0.9084444444444445,0.006053261543056118,0.14347826086956522,0.018290750799169274,0.09155555555555554,0.006053261543056105
clinc150,0.75,ADB,5,0.8476053339614913,0.013541641289364007,0.8852315877334231,0.00639657579275186,0.9345745831091955,0.004089651392320326,0.8673684210526316,0.009409300389816038,0.9153571428571429,0.001704502507532893,0.17487179487179486,0.02302621843323259,0.08464285714285716,0.0017045025075328993
stackoverflow,0.25,ADB,5,0.9313556999623411,0.01751688304456152,0.8311761611180477,0.030543508503060025,0.9048097851200089,0.01263222645485042,0.8974666666666667,0.024837639447687722,0.8352,0.019795622411701682,0.08031111111111111,0.02738053737895759,0.1648,0.019795622411701703
stackoverflow,0.5,ADB,5,0.8721189792487543,0.011686969381661435,0.8580505106759599,0.011476033515163037,0.8908968249946936,0.008839125023892303,0.8629666666666667,0.012231221434418446,0.8137333333333334,0.013323746553511956,0.08266666666666667,0.01803391865963197,0.18626666666666666,0.013323746553511966
stackoverflow,0.75,ADB,5,0.7369953964853626,0.010011719038573586,0.8598580811458512,0.003945772852671906,0.8799164666531161,0.006079273581525845,0.8272,0.004188940465347067,0.8084444444444443,0.009370297174359107,0.08120000000000001,0.01548045362527999,0.19155555555555556,0.009370297174359124
