dataset,seed,k,radius_lambda,threshold,acceptance_mode,split,full_pipeline_evaluation_mode,direct_pipeline_verified,oos_f1,f1_all,known_macro_f1,overall_accuracy,known_recall,false_accept_rate,false_reject_rate,router_error_rate,expert_error_rate,stage_count_correct_oos_rejection,stage_count_oos_accepted_by_gate,stage_count_known_rejected_by_gate,stage_count_known_wrong_domain,stage_count_known_wrong_expert,stage_count_correct_known_prediction,selected_by_validation,paper_known_f1,paper_accuracy
banking77_oos,13,1,0.5,0.95,nearest_sphere,test,direct_pipeline,True,0.956787550368209,0.6949084803871931,0.7776103635777708,0.921078431372549,0.6791666666666667,0.043611111111111114,0.32083333333333336,0.0,0.03374233128834356,3443,157,154,0,11,315,True,79.95,89.07
banking77_oos,42,1,0.5,0.95,nearest_sphere,test,direct_pipeline,True,0.965686944634313,0.681391754558925,0.7138309838377636,0.9340686274509804,0.61875,0.01888888888888889,0.38125,0.0,0.06060606060606061,3532,68,183,0,18,279,True,79.95,89.07
banking77_oos,87,1,0.5,0.95,nearest_sphere,test,direct_pipeline,True,0.9541614734801274,0.6574394668145283,0.7405036261235421,0.9159313725490196,0.6333333333333333,0.043055555555555555,0.36666666666666664,0.0,0.039473684210526314,3445,155,176,0,12,292,True,79.95,89.07
