dataset,configuration_type,k,radius_lambda,threshold,acceptance_mode,seed_count,oos_f1_mean,oos_f1_std,f1_all_mean,f1_all_std,known_macro_f1_mean,known_macro_f1_std,overall_accuracy_mean,overall_accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std,router_error_rate_mean,router_error_rate_std,expert_error_rate_mean,expert_error_rate_std,paper_oos_f1,delta_oos_f1_pp,beats_paper_oos_f1_mean
banking77_oos,all_test_candidates,1,0.75,0.85,normalized_union,3,0.9593134090597041,0.00251900951675597,0.6201490799344046,0.009355721530908311,0.6389316673671267,0.02773450699889289,0.9242647058823529,0.003738582087793345,0.5131944444444444,0.024076299754666266,0.018333333333333333,0.007846914939903075,0.48680555555555555,0.02407629975466629,0.0,0.0,0.038347508351737364,0.009776874550018452,93.99,1.9413409059704065,True
banking77_oos,all_test_candidates,1,0.75,0.9,normalized_union,3,0.9593025942192619,0.005057405623904788,0.66947067443995,0.016214736910018183,0.7238682362795884,0.026549543409074162,0.9243464052287581,0.007970607663569308,0.6180555555555555,0.025249526337080337,0.031203703703703706,0.011855468198273503,0.3819444444444444,0.02524952633708034,0.0,0.0,0.044254556039344084,0.011630649581427059,93.99,1.9402594219262,True
banking77_oos,all_test_candidates,1,1.25,0.8,nearest_sphere,3,0.9592444097120438,0.002964964841857839,0.6339442791904651,0.013401718577131908,0.6632433393680136,0.03316587790323944,0.9243464052287581,0.004564939557091198,0.5430555555555556,0.03334779778761938,0.022129629629629628,0.009363304318671927,0.45694444444444443,0.03334779778761936,0.0,0.0,0.037631455814946556,0.00903427275743285,93.99,1.9344409712043813,True
banking77_oos,all_test_candidates,1,1.25,0.8,normalized_union,3,0.9590540309233434,0.0031629574138299105,0.6331295508722222,0.013799717130732832,0.6632433393680136,0.03316587790323944,0.9240196078431372,0.004930472637128983,0.5430555555555556,0.03334779778761938,0.022500000000000003,0.00963051990186651,0.45694444444444443,0.03334779778761936,0.0,0.0,0.037631455814946556,0.00903427275743285,93.99,1.9154030923343441,True
banking77_oos,all_test_candidates,1,1.5,0.75,nearest_sphere,3,0.9590171128834779,0.00197327021494647,0.606271791178962,0.01635359852830835,0.6207586296871392,0.03492369671752174,0.9237745098039216,0.0026473613964084646,0.4986111111111111,0.02893425924444398,0.01712962962962963,0.00742012796653673,0.5013888888888889,0.028934259244443962,0.0,0.0,0.03699069674679431,0.014170822814154431,93.99,1.911711288347803,True
banking77_oos,all_test_candidates,1,1.5,0.75,normalized_union,3,0.9589188123623694,0.002058600523950977,0.6053109471692242,0.01587282257149485,0.6204595728663435,0.034663183218879394,0.9235294117647058,0.0028861963615450753,0.4993055555555555,0.029577138109787304,0.01740740740740741,0.007598236384788385,0.5006944444444444,0.029577138109787286,0.0,0.0,0.03828207847295864,0.012643363465294016,93.99,1.901881236236946,True
banking77_oos,all_test_candidates,1,0.5,0.95,nearest_sphere,3,0.958878656160883,0.004932116780761792,0.6787037318938122,0.01570946159886676,0.744896339858585,0.025110422013415006,0.9237745098039216,0.007742925979868314,0.6437499999999999,0.025741323601181452,0.03518518518518519,0.011525453432189048,0.35625,0.02574132360118142,0.0,0.0,0.0434850242459757,0.010003071836882068,93.99,1.8978656160882963,True
banking77_oos,all_test_candidates,1,0.5,0.95,normalized_union,3,0.958878656160883,0.004932116780761792,0.6787037318938122,0.01570946159886676,0.744896339858585,0.025110422013415006,0.9237745098039216,0.007742925979868314,0.6437499999999999,0.025741323601181452,0.03518518518518519,0.011525453432189048,0.35625,0.02574132360118142,0.0,0.0,0.0434850242459757,0.010003071836882068,93.99,1.8978656160882963,True
banking77_oos,all_test_candidates,1,2.0,0.75,nearest_sphere,3,0.9588768348843845,0.005024652109174494,0.6641729424230177,0.019276232889268614,0.7230181993196428,0.034318273671721355,0.9234477124183007,0.00800820310774044,0.626388888888889,0.03585647400951553,0.03305555555555555,0.01204629273777953,0.3736111111111111,0.035856474009515506,0.0,0.0,0.04720755139226854,0.012307934684762241,93.99,1.897683488438446,True
banking77_oos,all_test_candidates,1,2.0,0.7,nearest_sphere,3,0.9588133150483763,0.002160026999131156,0.6033640026166533,0.017948822713173728,0.6195159759970558,0.03658290601345753,0.9233660130718954,0.0032040312992038878,0.5013888888888888,0.03377885140837585,0.01787037037037037,0.007923026468622743,0.4986111111111111,0.03377885140837583,0.0,0.0,0.0382616761263282,0.012920816782847467,93.99,1.8913315048376376,True
