dataset,method,method_label,metric,metric_label,n_seeds,kir_025,kir_050,kir_075,endpoint_delta,endpoint_delta_pp,slope_per_kir,slope_pp_per_kir,worst_value,best_value
stackoverflow,fixed_k2,Frozen K=2,false_reject_rate,False rejection,5,0.1478666666666666,0.1311333333333333,0.1197777777777777,-0.028088888888888885,-2.8088888888888883,-0.05617777777777777,-5.617777777777777,0.1197777777777777,0.1478666666666666
stackoverflow,mogb_minilm,MOGB MiniLM,oos_f1,OOS F1,5,0.8944000569448456,0.729199427573284,0.4558840331344417,-0.4385160238104039,-43.85160238104039,-0.8770320476208078,-87.70320476208077,0.4558840331344417,0.8944000569448456
stackoverflow,mogb_minilm,MOGB MiniLM,f1_all,F1-All,5,0.540703865522772,0.4329803937892986,0.3309323231180784,-0.20977154240469364,-20.977154240469364,-0.4195430848093873,-41.95430848093873,0.3309323231180784,0.540703865522772
stackoverflow,mogb_minilm,MOGB MiniLM,f1_k,F1-K,5,0.4699646272383573,0.4033584904109001,0.3226022091169876,-0.1473624181213697,-14.736241812136969,-0.2947248362427394,-29.472483624273938,0.3226022091169876,0.4699646272383573
stackoverflow,mogb_minilm,MOGB MiniLM,known_recall,Known Recall,5,0.3261333333333333,0.2709333333333333,0.2117333333333332,-0.11440000000000008,-11.440000000000008,-0.22880000000000017,-22.880000000000017,0.2117333333333332,0.3261333333333333
stackoverflow,mogb_minilm,MOGB MiniLM,false_accept_rate,False acceptance,5,0.0093777777777777,0.0079333333333332,0.0066666666666666,-0.0027111111111111,-0.27111111111110997,-0.0054222222222222,-0.5422222222222199,0.0066666666666666,0.0093777777777777
stackoverflow,mogb_minilm,MOGB MiniLM,false_reject_rate,False rejection,5,0.6738666666666667,0.7290666666666666,0.7882666666666667,0.11439999999999995,11.439999999999994,0.2287999999999999,22.87999999999999,0.6738666666666667,0.7882666666666667
stackoverflow,mogb_partition_ours_boundary,MOGB partition + ours,oos_f1,OOS F1,5,0.9259960799998362,0.7924706249591658,0.5156718868278516,-0.41032419317198465,-41.03241931719847,-0.8206483863439693,-82.06483863439693,0.5156718868278516,0.9259960799998362
stackoverflow,mogb_partition_ours_boundary,MOGB partition + ours,f1_all,F1-All,5,0.7345093038010513,0.63344181949998,0.4958398225235195,-0.2386694812775318,-23.86694812775318,-0.4773389625550636,-47.73389625550636,0.4958398225235195,0.7345093038010513
stackoverflow,mogb_partition_ours_boundary,MOGB partition + ours,f1_k,F1-K,5,0.6962119485612942,0.6175389389540615,0.4945176849032306,-0.2016942636580636,-20.16942636580636,-0.4033885273161272,-40.33885273161272,0.4945176849032306,0.6962119485612942
stackoverflow,mogb_partition_ours_boundary,MOGB partition + ours,known_recall,Known Recall,5,0.5910666666666666,0.5038666666666667,0.3906666666666666,-0.20040000000000002,-20.040000000000003,-0.40080000000000005,-40.080000000000005,0.3906666666666666,0.5910666666666666
stackoverflow,mogb_partition_ours_boundary,MOGB partition + ours,false_accept_rate,False acceptance,5,0.020311111111111,0.0185999999999999,0.0179999999999999,-0.002311111111111097,-0.2311111111111097,-0.004622222222222194,-0.4622222222222194,0.0179999999999999,0.020311111111111
stackoverflow,mogb_partition_ours_boundary,MOGB partition + ours,false_reject_rate,False rejection,5,0.4089333333333333,0.4961333333333333,0.6093333333333334,0.20040000000000008,20.040000000000006,0.40080000000000016,40.08000000000001,0.4089333333333333,0.6093333333333334
stackoverflow,ours_partition_mogb_boundary,Ours partition + MOGB,oos_f1,OOS F1,5,0.9063585472441908,0.7335218198140271,0.4847941610402536,-0.42156438620393727,-42.15643862039373,-0.8431287724078745,-84.31287724078746,0.4847941610402536,0.9063585472441908
stackoverflow,ours_partition_mogb_boundary,Ours partition + MOGB,f1_all,F1-All,5,0.6905304844967872,0.6358695194997168,0.6121983148732834,-0.07833216962350387,-7.833216962350386,-0.15666433924700773,-15.666433924700772,0.6121983148732834,0.6905304844967872
stackoverflow,ours_partition_mogb_boundary,Ours partition + MOGB,f1_k,F1-K,5,0.6473648719473064,0.6261042894682859,0.6206919251288187,-0.026672946818487753,-2.6672946818487753,-0.053345893636975505,-5.3345893636975505,0.6206919251288187,0.6473648719473064
stackoverflow,ours_partition_mogb_boundary,Ours partition + MOGB,known_recall,Known Recall,5,0.5414666666666667,0.5449333333333334,0.5349777777777778,-0.006488888888888877,-0.6488888888888877,-0.012977777777777755,-1.2977777777777755,0.5349777777777778,0.5449333333333334
stackoverflow,ours_partition_mogb_boundary,Ours partition + MOGB,false_accept_rate,False acceptance,5,0.0443555555555555,0.1569333333333333,0.2337333333333333,0.18937777777777778,18.93777777777778,0.37875555555555557,37.87555555555556,0.0443555555555555,0.2337333333333333
stackoverflow,ours_partition_mogb_boundary,Ours partition + MOGB,false_reject_rate,False rejection,5,0.4585333333333333,0.4550666666666666,0.4650222222222222,0.006488888888888933,0.6488888888888933,0.012977777777777866,1.2977777777777866,0.4550666666666666,0.4650222222222222
stackoverflow,random_partition,Random K=2,oos_f1,OOS F1,5,0.8911014170392451,0.7587996754762378,0.6500992335498492,-0.24100218348939584,-24.100218348939585,-0.4820043669787917,-48.20043669787917,0.6500992335498492,0.8911014170392451
stackoverflow,random_partition,Random K=2,f1_all,F1-All,5,0.8086454974094963,0.7980409512231381,0.8107916989356445,0.002146201526148195,0.21462015261481948,0.00429240305229639,0.42924030522963896,0.7980409512231381,0.8107916989356445
stackoverflow,random_partition,Random K=2,f1_k,F1-K,5,0.7921543134835465,0.8019650787978282,0.8215045299613642,0.02935021647781777,2.935021647781777,0.05870043295563554,5.870043295563554,0.7921543134835465,0.8215045299613642
stackoverflow,random_partition,Random K=2,known_recall,Known Recall,5,0.8609333333333333,0.8764,0.8819555555555556,0.021022222222222275,2.1022222222222275,0.04204444444444455,4.204444444444455,0.8609333333333333,0.8819555555555556
stackoverflow,random_partition,Random K=2,false_accept_rate,False acceptance,5,0.1568444444444444,0.3097999999999999,0.3455999999999999,0.1887555555555555,18.87555555555555,0.377511111111111,37.7511111111111,0.1568444444444444,0.3455999999999999
stackoverflow,random_partition,Random K=2,false_reject_rate,False rejection,5,0.1390666666666666,0.1235999999999999,0.1180444444444444,-0.021022222222222192,-2.102222222222219,-0.042044444444444384,-4.204444444444438,0.1180444444444444,0.1390666666666666
stackoverflow,single_centroid,Frozen K=1,oos_f1,OOS F1,5,0.8948207530022316,0.7654959559609912,0.6560530143222347,-0.2387677386799969,-23.876773867999688,-0.4775354773599938,-47.753547735999376,0.6560530143222347,0.8948207530022316
