method,n_seeds,oos_f1_mean,oos_f1_std,oos_precision_mean,oos_precision_std,oos_recall_mean,oos_recall_std,f1_all_mean,f1_all_std,f1_k_mean,f1_k_std,accuracy_mean,accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std,auroc_mean,auroc_std,aupr_oos_mean,aupr_oos_std,fpr95_mean,fpr95_std
frozen_k1,3,0.7728960941964712,0.04166199282954549,0.8175191739172915,0.014194512306828312,0.7345555555555556,0.06319946866474571,0.7859760162154994,0.014275360119091968,0.7872840084174023,0.015552187131308742,0.753,0.028431529185955703,0.8371111111111111,0.001257078722109384,0.2654444444444444,0.06319946866474568,0.1628888888888889,0.0012570787221094103,0.8819071851851851,0.018681476640892862,0.8468439295787179,0.03312012966980027,0.31466666666666665,0.009813067629253158
trainable_k1,3,0.8670909818700716,0.007862040279409253,0.8467822645634229,0.0007737095663516437,0.8885555555555555,0.01647744436614813,0.856539550407569,0.003031795095166128,0.8554844072613187,0.002717706307163531,0.8582222222222221,0.006342585834005585,0.8392222222222222,0.003177855476905592,0.11144444444444446,0.016477444366148116,0.16077777777777777,0.003177855476905582,0.9175097777777778,0.008709648302632895,0.8877702922396726,0.020235164889769376,0.21177777777777776,0.008982836858403447
