dataset,kir,seed,structure,workpoint,threshold,calibration_known_recall,selected_using_test_known,selected_using_test_oos,selection_split,registered_known_classes,missing_class_count,missing_classes,original_ball_count,fallback_ball_count,final_ball_count,elapsed_seconds,oos_precision,oos_recall,oos_f1,id_recall,oos_rejection,auroc,aupr_oos,fpr95,false_accept_rate,false_reject_rate,accuracy,f1_all,f1_k,f1_u
clinc150,0.75,123,selected_balls,default_radius,1.0,0.2870535714285714,False,False,paper_default_radius,112,1,definition,206,1,206,2.8307311290409416,0.4994645534375669,0.9965811965811966,0.665430161221287,0.3044642857142857,0.9965811965811966,0.8575068681318679,0.7342064418772013,0.3919642857142857,0.0034188034188034,0.6955357142857143,0.5878947368421052,0.4368665176793386,0.4348257708619997,0.665430161221287
clinc150,0.75,123,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.2910714285714286,False,False,paper_default_radius,112,1,definition,206,1,207,2.8519448630395345,0.49989281886388,0.9965811965811966,0.6658101356174161,0.3056547619047619,0.9965811965811966,0.8236834808709809,0.6936397423719206,0.4625,0.0034188034188034,0.6943452380952381,0.5885964912280702,0.4389521291133491,0.4369266111981342,0.6658101356174161
clinc150,0.75,123,selected_balls,calibration_coverage_0.80,1.3129721688286395,0.8,False,False,calibration_known,112,1,definition,206,1,206,2.876802981016226,0.7327403642524354,0.7393162393162394,0.7360136141246544,0.812202380952381,0.7393162393162394,0.8575068681318679,0.7342064418772013,0.3919642857142857,0.2606837606837607,0.187797619047619,0.7582456140350877,0.7768858742309664,0.7772508051247727,0.7360136141246544
clinc150,0.75,123,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.3049323151706185,0.8,False,False,calibration_known,112,1,definition,206,1,207,2.8990843050414696,0.701006229036895,0.6252136752136752,0.6609442060085837,0.8142857142857143,0.6252136752136752,0.8236834808709809,0.6936397423719206,0.4625,0.3747863247863248,0.1857142857142857,0.7133333333333334,0.7778141888181601,0.7788576708075314,0.6609442060085837
banking77,0.25,13,selected_balls,default_radius,1.0,0.2851239669421487,False,False,paper_default_radius,19,0,,47,0,47,0.2916438529500738,0.8278121587186021,0.9801724137931036,0.8975725281231498,0.3776315789473684,0.9801724137931036,0.8268370009074409,0.9089321509176868,0.4342105263157895,0.0198275862068965,0.6223684210526316,0.8305194805194805,0.5220544414587288,0.5022903316342857,0.8975725281231498
banking77,0.25,13,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.2851239669421487,False,False,paper_default_radius,19,0,,47,0,47,0.3047363159712404,0.8278121587186021,0.9801724137931036,0.8975725281231498,0.3776315789473684,0.9801724137931036,0.8268370009074409,0.9089321509176868,0.4342105263157895,0.0198275862068965,0.6223684210526316,0.8305194805194805,0.5220544414587288,0.5022903316342857,0.8975725281231498
banking77,0.25,13,selected_balls,calibration_coverage_0.80,1.489423754732027,0.7975206611570248,False,False,calibration_known,19,0,,47,0,47,0.3181494529708288,0.912121212121212,0.6487068965517241,0.7581863979848866,0.8092105263157895,0.6487068965517241,0.8268370009074409,0.9089321509176868,0.4342105263157895,0.3512931034482758,0.1907894736842105,0.675,0.57843563675432,0.5689750703737638,0.7581863979848866
banking77,0.25,13,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.489423754732027,0.7975206611570248,False,False,calibration_known,19,0,,47,0,47,0.331185448972974,0.912121212121212,0.6487068965517241,0.7581863979848866,0.8092105263157895,0.6487068965517241,0.8268370009074409,0.9089321509176868,0.4342105263157895,0.3512931034482758,0.1907894736842105,0.675,0.57843563675432,0.5689750703737638,0.7581863979848866
banking77,0.25,42,selected_balls,default_radius,1.0,0.3873517786561264,False,False,paper_default_radius,19,0,,40,0,40,0.2501289080246351,0.841025641025641,0.9896551724137932,0.9093069306930692,0.4289473684210526,0.9896551724137932,0.8640250680580763,0.936922059461883,0.3868421052631579,0.0103448275862068,0.5710526315789474,0.8512987012987013,0.6009923308051042,0.5847652466004745,0.9093069306930692
banking77,0.25,42,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.3873517786561264,False,False,paper_default_radius,19,0,,40,0,40,0.262999024009332,0.841025641025641,0.9896551724137932,0.9093069306930692,0.4289473684210526,0.9896551724137932,0.8640250680580763,0.936922059461883,0.3868421052631579,0.0103448275862068,0.5710526315789474,0.8512987012987013,0.6009923308051042,0.5847652466004745,0.9093069306930692
banking77,0.25,42,selected_balls,calibration_coverage_0.80,1.332986436218947,0.7984189723320159,False,False,calibration_known,19,0,,40,0,40,0.2766060690046288,0.91115598182736,0.7780172413793104,0.8393396884445478,0.7684210526315789,0.7780172413793104,0.8640250680580763,0.936922059461883,0.3868421052631579,0.2219827586206896,0.231578947368421,0.7737012987012987,0.6803733485298901,0.6720066990606975,0.8393396884445478
banking77,0.25,42,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.332986436218947,0.7984189723320159,False,False,calibration_known,19,0,,40,0,40,0.2893471600254997,0.91115598182736,0.7780172413793104,0.8393396884445478,0.7684210526315789,0.7780172413793104,0.8640250680580763,0.936922059461883,0.3868421052631579,0.2219827586206896,0.231578947368421,0.7737012987012987,0.6803733485298901,0.6720066990606975,0.8393396884445478
banking77,0.25,87,selected_balls,default_radius,1.0,0.4113207547169811,False,False,paper_default_radius,19,0,,35,0,35,0.2681481890031136,0.8363368885619713,0.9801724137931036,0.9025600317523318,0.4144736842105263,0.9801724137931036,0.889722663339383,0.9476142319483434,0.3592105263157895,0.0198275862068965,0.5855263157894737,0.8402597402597403,0.5704707487833717,0.5529923654692158,0.9025600317523318
banking77,0.25,87,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.4113207547169811,False,False,paper_default_radius,19,0,,35,0,35,0.2802063089911826,0.8363368885619713,0.9801724137931036,0.9025600317523318,0.4144736842105263,0.9801724137931036,0.889722663339383,0.9476142319483434,0.3592105263157895,0.0198275862068965,0.5855263157894737,0.8402597402597403,0.5704707487833717,0.5529923654692158,0.9025600317523318
banking77,0.25,87,selected_balls,calibration_coverage_0.80,1.3584018885604816,0.8,False,False,calibration_known,19,0,,35,0,35,0.293808790971525,0.9304889741131352,0.8366379310344828,0.8810712664548344,0.8092105263157895,0.8366379310344828,0.889722663339383,0.9476142319483434,0.3592105263157895,0.1633620689655172,0.1907894736842105,0.827922077922078,0.7454065722274756,0.7382663251628778,0.8810712664548344
banking77,0.25,87,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.3584018885604816,0.8,False,False,calibration_known,19,0,,35,0,35,0.3069902830175124,0.9304889741131352,0.8366379310344828,0.8810712664548344,0.8092105263157895,0.8366379310344828,0.889722663339383,0.9476142319483434,0.3592105263157895,0.1633620689655172,0.1907894736842105,0.827922077922078,0.7454065722274756,0.7382663251628778,0.8810712664548344
banking77,0.25,100,selected_balls,default_radius,1.0,0.3225806451612903,False,False,paper_default_radius,19,0,,47,0,47,0.2781903099967167,0.8297948902482908,0.9939655172413792,0.9044910766817024,0.3776315789473684,0.9939655172413792,0.8788242967332125,0.943364998588182,0.3815789473684211,0.0060344827586206,0.6223684210526316,0.8412337662337662,0.5420944839644022,0.5230209790845443,0.9044910766817024
banking77,0.25,100,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.3225806451612903,False,False,paper_default_radius,19,0,,47,0,47,0.2902428340166807,0.8297948902482908,0.9939655172413792,0.9044910766817024,0.3776315789473684,0.9939655172413792,0.8788242967332125,0.943364998588182,0.3815789473684211,0.0060344827586206,0.6223684210526316,0.8412337662337662,0.5420944839644022,0.5230209790845443,0.9044910766817024
banking77,0.25,100,selected_balls,calibration_coverage_0.80,1.388814145702295,0.7983870967741935,False,False,calibration_known,19,0,,47,0,47,0.303469355974812,0.9253499222395024,0.7693965517241379,0.8401976935749588,0.8105263157894737,0.7693965517241379,0.8788242967332125,0.943364998588182,0.3815789473684211,0.230603448275862,0.1894736842105263,0.7724025974025974,0.651824114268621,0.641909715357761,0.8401976935749588
banking77,0.25,100,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.388814145702295,0.7983870967741935,False,False,calibration_known,19,0,,47,0,47,0.3159290609764866,0.9253499222395024,0.7693965517241379,0.8401976935749588,0.8105263157894737,0.7693965517241379,0.8788242967332125,0.943364998588182,0.3815789473684211,0.230603448275862,0.1894736842105263,0.7724025974025974,0.651824114268621,0.641909715357761,0.8401976935749588
banking77,0.25,123,selected_balls,default_radius,1.0,0.38,False,False,paper_default_radius,19,0,,48,0,48,0.2770158009952865,0.8330893118594437,0.9810344827586208,0.9010292953285828,0.4,0.9810344827586208,0.8858025181488203,0.944132023551134,0.4118421052631579,0.0189655172413793,0.6,0.8376623376623377,0.5581741558238851,0.5401291484815326,0.9010292953285828
banking77,0.25,123,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.38,False,False,paper_default_radius,19,0,,48,0,48,0.2891719280160032,0.8330893118594437,0.9810344827586208,0.9010292953285828,0.4,0.9810344827586208,0.8858025181488203,0.944132023551134,0.4118421052631579,0.0189655172413793,0.6,0.8376623376623377,0.5581741558238851,0.5401291484815326,0.9010292953285828
banking77,0.25,123,selected_balls,calibration_coverage_0.80,1.358256835287773,0.8,False,False,calibration_known,19,0,,48,0,48,0.3023042269633151,0.9344497607655502,0.8418103448275862,0.8857142857142857,0.8197368421052631,0.8418103448275862,0.8858025181488203,0.944132023551134,0.4118421052631579,0.1581896551724138,0.1802631578947368,0.8344155844155844,0.7420491873405731,0.7344878663735356,0.8857142857142857
banking77,0.25,123,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.358256835287773,0.8,False,False,calibration_known,19,0,,48,0,48,0.3145720979664475,0.9344497607655502,0.8418103448275862,0.8857142857142857,0.8197368421052631,0.8418103448275862,0.8858025181488203,0.944132023551134,0.4118421052631579,0.1581896551724138,0.1802631578947368,0.8344155844155844,0.7420491873405731,0.7344878663735356,0.8857142857142857
banking77,0.5,13,selected_balls,default_radius,1.0,0.3036437246963562,False,False,paper_default_radius,38,0,,102,0,102,0.5741014900268055,0.6033606877686596,0.9897435897435898,0.7496965282835639,0.3322368421052631,0.9897435897435898,0.8481039136302294,0.8088798253683434,0.4671052631578947,0.0102564102564102,0.6677631578947368,0.6646103896103897,0.4863692965093084,0.479439632515249,0.7496965282835639
banking77,0.5,13,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.3036437246963562,False,False,paper_default_radius,38,0,,102,0,102,0.5874129260191694,0.6033606877686596,0.9897435897435898,0.7496965282835639,0.3322368421052631,0.9897435897435898,0.8481039136302294,0.8088798253683434,0.4671052631578947,0.0102564102564102,0.6677631578947368,0.6646103896103897,0.4863692965093084,0.479439632515249,0.7496965282835639
banking77,0.5,13,selected_balls,calibration_coverage_0.80,1.4943786846034557,0.7995951417004049,False,False,calibration_known,38,0,,102,0,102,0.6017396690440364,0.8016717325227963,0.6762820512820513,0.7336578581363005,0.8282894736842106,0.6762820512820513,0.8481039136302294,0.8088798253683434,0.4671052631578947,0.3237179487179487,0.1717105263157894,0.725,0.7392736770264693,0.7394214617341053,0.7336578581363005
banking77,0.5,13,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.4943786846034557,0.7995951417004049,False,False,calibration_known,38,0,,102,0,102,0.6148194810375571,0.8016717325227963,0.6762820512820513,0.7336578581363005,0.8282894736842106,0.6762820512820513,0.8481039136302294,0.8088798253683434,0.4671052631578947,0.3237179487179487,0.1717105263157894,0.725,0.7392736770264693,0.7394214617341053,0.7336578581363005
banking77,0.5,42,selected_balls,default_radius,1.0,0.301010101010101,False,False,paper_default_radius,38,0,,94,0,94,0.5868708250345662,0.5947712418300654,0.9916666666666668,0.7435712569093967,0.306578947368421,0.9916666666666668,0.8298523954116059,0.7726589961195081,0.4585526315789474,0.0083333333333333,0.6934210526315789,0.6532467532467533,0.4544525439718033,0.446844156789235,0.7435712569093967
banking77,0.5,42,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.301010101010101,False,False,paper_default_radius,38,0,,94,0,94,0.6003246030304581,0.5947712418300654,0.9916666666666668,0.7435712569093967,0.306578947368421,0.9916666666666668,0.8298523954116059,0.7726589961195081,0.4585526315789474,0.0083333333333333,0.6934210526315789,0.6532467532467533,0.4544525439718033,0.446844156789235,0.7435712569093967
banking77,0.5,42,selected_balls,calibration_coverage_0.80,1.5016999102201525,0.8,False,False,calibration_known,38,0,,94,0,94,0.614430011017248,0.7764791818845873,0.6814102564102564,0.7258449982929327,0.7986842105263158,0.6814102564102564,0.8298523954116059,0.7726589961195081,0.4585526315789474,0.3185897435897435,0.2013157894736842,0.7194805194805195,0.7194073636888155,0.719237952251865,0.7258449982929327
banking77,0.5,42,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.5016999102201525,0.8,False,False,calibration_known,38,0,,94,0,94,0.6278111340361647,0.7764791818845873,0.6814102564102564,0.7258449982929327,0.7986842105263158,0.6814102564102564,0.8298523954116059,0.7726589961195081,0.4585526315789474,0.3185897435897435,0.2013157894736842,0.7194805194805195,0.7194073636888155,0.719237952251865,0.7258449982929327
banking77,0.5,87,selected_balls,default_radius,1.0,0.3231707317073171,False,False,paper_default_radius,38,0,,87,0,87,0.5231717739952728,0.6135914658237851,0.9955128205128204,0.7592275727206063,0.3565789473684211,0.9955128205128204,0.8420888157894736,0.7785285142001181,0.3802631578947368,0.0044871794871794,0.6434210526315789,0.6795454545454546,0.511439502557496,0.5049187638689931,0.7592275727206063
banking77,0.5,87,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.3231707317073171,False,False,paper_default_radius,38,0,,87,0,87,0.5363774889847264,0.6135914658237851,0.9955128205128204,0.7592275727206063,0.3565789473684211,0.9955128205128204,0.8420888157894736,0.7785285142001181,0.3802631578947368,0.0044871794871794,0.6434210526315789,0.6795454545454546,0.511439502557496,0.5049187638689931,0.7592275727206063
banking77,0.5,87,selected_balls,calibration_coverage_0.80,1.491889718251979,0.7987804878048781,False,False,calibration_known,38,0,,87,0,87,0.5506010619574226,0.782780410742496,0.6352564102564102,0.7013446567586695,0.819078947368421,0.6352564102564102,0.8420888157894736,0.7785285142001181,0.3802631578947368,0.3647435897435897,0.1809210526315789,0.6996753246753247,0.7178855185428454,0.718320804379271,0.7013446567586695
banking77,0.5,87,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.491889718251979,0.7987804878048781,False,False,calibration_known,38,0,,87,0,87,0.56468633498298,0.782780410742496,0.6352564102564102,0.7013446567586695,0.819078947368421,0.6352564102564102,0.8420888157894736,0.7785285142001181,0.3802631578947368,0.3647435897435897,0.1809210526315789,0.6996753246753247,0.7178855185428454,0.718320804379271,0.7013446567586695
banking77,0.5,100,selected_balls,default_radius,1.0,0.2631578947368421,False,False,paper_default_radius,38,0,,105,0,105,0.5941279819817282,0.5982872713117945,0.9852564102564104,0.7444901913296198,0.3210526315789473,0.9852564102564104,0.8173414304993253,0.773111002756248,0.4730263157894737,0.0147435897435897,0.6789473684210526,0.6561688311688312,0.4681933295043734,0.4609223594563406,0.7444901913296198
banking77,0.5,100,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.2631578947368421,False,False,paper_default_radius,38,0,,105,0,105,0.606806472002063,0.5982872713117945,0.9852564102564104,0.7444901913296198,0.3210526315789473,0.9852564102564104,0.8173414304993253,0.773111002756248,0.4730263157894737,0.0147435897435897,0.6789473684210526,0.6561688311688312,0.4681933295043734,0.4609223594563406,0.7444901913296198
banking77,0.5,100,selected_balls,calibration_coverage_0.80,1.5100751920246414,0.7995951417004049,False,False,calibration_known,38,0,,105,0,105,0.6213962949695997,0.7666666666666667,0.575,0.6571428571428571,0.8203947368421053,0.575,0.8173414304993253,0.773111002756248,0.4730263157894737,0.425,0.1796052631578947,0.6681818181818182,0.6986552292193223,0.6997476600634398,0.6571428571428571
banking77,0.5,100,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.5100751920246414,0.7995951417004049,False,False,calibration_known,38,0,,105,0,105,0.634802543965634,0.7666666666666667,0.575,0.6571428571428571,0.8203947368421053,0.575,0.8173414304993253,0.773111002756248,0.4730263157894737,0.425,0.1796052631578947,0.6681818181818182,0.6986552292193223,0.6997476600634398,0.6571428571428571
banking77,0.5,123,selected_balls,default_radius,1.0,0.3215767634854772,False,False,paper_default_radius,38,0,,87,0,87,0.5125574190169573,0.609697933227345,0.9833333333333332,0.7526987242394504,0.3539473684210527,0.9833333333333332,0.8407211538461538,0.8025917980265235,0.5026315789473684,0.0166666666666666,0.6460526315789473,0.672077922077922,0.5095860938475171,0.5031883930477293,0.7526987242394504
banking77,0.5,123,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.3215767634854772,False,False,paper_default_radius,38,0,,87,0,87,0.5260660169878975,0.609697933227345,0.9833333333333332,0.7526987242394504,0.3539473684210527,0.9833333333333332,0.8407211538461538,0.8025917980265235,0.5026315789473684,0.0166666666666666,0.6460526315789473,0.672077922077922,0.5095860938475171,0.5031883930477293,0.7526987242394504
banking77,0.5,123,selected_balls,calibration_coverage_0.80,1.4885657350713175,0.7987551867219918,False,False,calibration_known,38,0,,87,0,87,0.5403745070216246,0.7957689178193653,0.6269230769230769,0.7013266403728935,0.8348684210526316,0.6269230769230769,0.8407211538461538,0.8025917980265235,0.5026315789473684,0.3730769230769231,0.1651315789473684,0.7090909090909091,0.7295663440494713,0.7303094941462234,0.7013266403728935
banking77,0.5,123,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.4885657350713175,0.7987551867219918,False,False,calibration_known,38,0,,87,0,87,0.5541531139751896,0.7957689178193653,0.6269230769230769,0.7013266403728935,0.8348684210526316,0.6269230769230769,0.8407211538461538,0.8025917980265235,0.5026315789473684,0.3730769230769231,0.1651315789473684,0.7090909090909091,0.7295663440494713,0.7303094941462234,0.7013266403728935
banking77,0.75,13,selected_balls,default_radius,1.0,0.2577597840755735,False,False,paper_default_radius,58,1,contactless_not_working,133,1,133,0.8209018859779462,0.3147293327738145,0.986842105263158,0.4772510340439071,0.2961206896551724,0.986842105263158,0.7663946234119781,0.4243313847832702,0.5400862068965517,0.0131578947368421,0.7038793103448275,0.4646103896103896,0.433316973658012,0.4325594898582552,0.4772510340439071
banking77,0.75,13,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.2604588394062078,False,False,paper_default_radius,58,1,contactless_not_working,133,1,134,0.8356980259995908,0.3179313268334039,0.986842105263158,0.4809233728759218,0.3064655172413792,0.986842105263158,0.7752688294010889,0.4325076906193254,0.5254310344827586,0.0131578947368421,0.6935344827586207,0.4724025974025974,0.4460910810958427,0.4454905243410138,0.4809233728759218
banking77,0.75,13,selected_balls,calibration_coverage_0.80,1.540528154321931,0.8002699055330634,False,False,calibration_known,58,1,contactless_not_working,133,1,133,0.8518392670084722,0.4429223744292237,0.5105263157894737,0.4743276283618582,0.7896551724137931,0.5105263157894737,0.7663946234119781,0.4243313847832702,0.5400862068965517,0.4894736842105263,0.2103448275862069,0.6665584415584416,0.7170913617536803,0.7212769433638841,0.4743276283618582
banking77,0.75,13,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.5394327910126977,0.8002699055330634,False,False,calibration_known,58,1,contactless_not_working,133,1,134,0.8674826869973913,0.4548651817116061,0.5105263157894737,0.4810911345319281,0.7995689655172413,0.5105263157894737,0.7752688294010889,0.4325076906193254,0.5254310344827586,0.4894736842105263,0.2004310344827586,0.6782467532467532,0.7351022605449866,0.7394817627176254,0.4810911345319281
banking77,0.75,42,selected_balls,default_radius,1.0,0.2417437252311756,False,False,paper_default_radius,58,3,contactless_not_working|order_physical_card|transfer_not_received_by_recipient,129,3,129,0.7763484710012563,0.3107996702390767,0.9921052631578948,0.4733207784055241,0.2793103448275862,0.9921052631578948,0.7971069646098005,0.464922185266882,0.4905172413793103,0.0078947368421052,0.7206896551724138,0.4525974025974026,0.4086718495158096,0.4075572128108146,0.4733207784055241
banking77,0.75,42,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.2681638044914134,False,False,paper_default_radius,58,3,contactless_not_working|order_physical_card|transfer_not_received_by_recipient,129,3,132,0.7906551859923638,0.3198638877073586,0.9894736842105264,0.4834458373513339,0.3107758620689655,0.9894736842105264,0.795804219600726,0.4915648936931451,0.5120689655172413,0.0105263157894736,0.6892241379310344,0.4704545454545454,0.4388580872645758,0.4380893329527351,0.4834458373513339
banking77,0.75,42,selected_balls,calibration_coverage_0.80,1.6441133361008184,0.7992073976221928,False,False,calibration_known,58,3,contactless_not_working|order_physical_card|transfer_not_received_by_recipient,129,3,129,0.8063341570086777,0.4839067702552719,0.5736842105263158,0.5249849488260084,0.7995689655172413,0.5736842105263158,0.7971069646098005,0.464922185266882,0.4905172413793103,0.4263157894736842,0.2004310344827586,0.672077922077922,0.6952052086212158,0.6981400406866504,0.5249849488260084
banking77,0.75,42,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.5741524069351316,0.7992073976221928,False,False,calibration_known,58,3,contactless_not_working|order_physical_card|transfer_not_received_by_recipient,129,3,132,0.8201534370309673,0.4988207547169811,0.5565789473684211,0.5261194029850746,0.8168103448275862,0.5565789473684211,0.795804219600726,0.4915648936931451,0.5120689655172413,0.4434210526315789,0.1831896551724137,0.6837662337662338,0.7325613783330157,0.7361207227355664,0.5261194029850746
banking77,0.75,87,selected_balls,default_radius,1.0,0.2755905511811024,False,False,paper_default_radius,58,0,,158,0,158,0.918821417959407,0.3188344594594595,0.993421052631579,0.4827365728900256,0.3047413793103448,0.993421052631579,0.8110821234119783,0.5009173276365309,0.4685344827586207,0.006578947368421,0.6952586206896552,0.4733766233766234,0.4486180681538979,0.4480298180722405,0.4827365728900256
banking77,0.75,87,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.2755905511811024,False,False,paper_default_radius,58,0,,158,0,158,0.9328265769872814,0.3188344594594595,0.993421052631579,0.4827365728900256,0.3047413793103448,0.993421052631579,0.8110821234119783,0.5009173276365309,0.4685344827586207,0.006578947368421,0.6952586206896552,0.4733766233766234,0.4486180681538979,0.4480298180722405,0.4827365728900256
banking77,0.75,87,selected_balls,calibration_coverage_0.80,1.558171458404546,0.7992125984251969,False,False,calibration_known,58,0,,158,0,158,0.948403760965448,0.5198511166253101,0.5513157894736842,0.5351213282247765,0.8331896551724138,0.5513157894736842,0.8110821234119783,0.5009173276365309,0.4685344827586207,0.4486842105263158,0.1668103448275862,0.7064935064935065,0.7598226756828024,0.7636968368458718,0.5351213282247765
banking77,0.75,87,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.558171458404546,0.7992125984251969,False,False,calibration_known,58,0,,158,0,158,0.9637308449600824,0.5198511166253101,0.5513157894736842,0.5351213282247765,0.8331896551724138,0.5513157894736842,0.8110821234119783,0.5009173276365309,0.4685344827586207,0.4486842105263158,0.1668103448275862,0.7064935064935065,0.7598226756828024,0.7636968368458718,0.5351213282247765
banking77,0.75,100,selected_balls,default_radius,1.0,0.2670299727520436,False,False,paper_default_radius,58,1,card_acceptance,140,1,140,0.8188448859727941,0.3099054665022606,0.9921052631578948,0.4722831193235202,0.2762931034482758,0.9921052631578948,0.7946920372050815,0.5009837538229381,0.5547413793103448,0.0078947368421052,0.7237068965517242,0.4512987012987013,0.4099356051176451,0.4088606479761645,0.4722831193235202
banking77,0.75,100,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.2697547683923705,False,False,paper_default_radius,58,1,card_acceptance,140,1,141,0.8322444160003215,0.3135135135135135,0.9921052631578948,0.4764612954186414,0.2883620689655172,0.9921052631578948,0.8050119101633395,0.5192356783002816,0.5530172413793103,0.0078947368421052,0.7116379310344828,0.4587662337662337,0.421472024852059,0.4205239339802214,0.4764612954186414
banking77,0.75,100,selected_balls,calibration_coverage_0.80,1.5432374296923776,0.7997275204359673,False,False,calibration_known,58,1,card_acceptance,140,1,140,0.8486324169789441,0.4882226980728051,0.6,0.538370720188902,0.7939655172413793,0.6,0.7946920372050815,0.5009837538229381,0.5547413793103448,0.4,0.2060344827586206,0.6987012987012987,0.746542015620452,0.7501311758865132,0.538370720188902
banking77,0.75,100,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.5124535845863127,0.7997275204359673,False,False,calibration_known,58,1,card_acceptance,140,1,141,0.8628809519577771,0.4978768577494692,0.6171052631578947,0.5511163337250293,0.7961206896551725,0.6171052631578947,0.8050119101633395,0.5192356783002816,0.5530172413793103,0.3828947368421053,0.2038793103448276,0.7061688311688312,0.7580457604129252,0.7616135091489235,0.5511163337250293
banking77,0.75,123,selected_balls,default_radius,1.0,0.2560646900269542,False,False,paper_default_radius,58,0,,147,0,147,0.8619124959805049,0.3127062706270627,0.9973684210526316,0.4761306532663316,0.2818965517241379,0.9973684210526316,0.8194243421052633,0.49228640796684,0.4512931034482759,0.0026315789473684,0.718103448275862,0.4577922077922078,0.4190987558031048,0.4181154472261526,0.4761306532663316
banking77,0.75,123,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.2560646900269542,False,False,paper_default_radius,58,0,,147,0,147,0.8764243759796955,0.3127062706270627,0.9973684210526316,0.4761306532663316,0.2818965517241379,0.9973684210526316,0.8194243421052633,0.49228640796684,0.4512931034482759,0.0026315789473684,0.718103448275862,0.4577922077922078,0.4190987558031048,0.4181154472261526,0.4761306532663316
banking77,0.75,123,selected_balls,calibration_coverage_0.80,1.5813517191741877,0.7991913746630728,False,False,calibration_known,58,0,,147,0,147,0.8917381869978271,0.5176470588235295,0.6368421052631579,0.5710914454277286,0.805603448275862,0.6368421052631579,0.8194243421052633,0.49228640796684,0.4512931034482759,0.3631578947368421,0.1943965517241379,0.6987012987012987,0.7371926853173886,0.7400564997982448,0.5710914454277286
banking77,0.75,123,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.5813517191741877,0.7991913746630728,False,False,calibration_known,58,0,,147,0,147,0.907391803979408,0.5176470588235295,0.6368421052631579,0.5710914454277286,0.805603448275862,0.6368421052631579,0.8194243421052633,0.49228640796684,0.4512931034482759,0.3631578947368421,0.1943965517241379,0.6987012987012987,0.7371926853173886,0.7400564997982448,0.5710914454277286
stackoverflow,0.25,13,selected_balls,default_radius,1.0,0.332,False,False,paper_default_radius,5,0,,39,0,39,0.5172256779624149,0.8154356235034076,0.9837777777777778,0.8917312921744385,0.3319999999999999,0.9837777777777778,0.8854228148148149,0.93695736395644,0.344,0.0162222222222222,0.668,0.8206666666666667,0.5471203003166764,0.4781981019451239,0.8917312921744385
stackoverflow,0.25,13,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.332,False,False,paper_default_radius,5,0,,39,0,39,0.5380764079745859,0.8154356235034076,0.9837777777777778,0.8917312921744385,0.3319999999999999,0.9837777777777778,0.8854228148148149,0.93695736395644,0.344,0.0162222222222222,0.668,0.8206666666666667,0.5471203003166764,0.4781981019451239,0.8917312921744385
stackoverflow,0.25,13,selected_balls,calibration_coverage_0.80,1.1613611980945957,0.8,False,False,calibration_known,5,0,,39,0,39,0.5614456869661808,0.9307618591279349,0.8633333333333333,0.8957804934286373,0.8073333333333333,0.8633333333333333,0.8854228148148149,0.93695736395644,0.344,0.1366666666666666,0.1926666666666666,0.8465,0.7798098828001659,0.7566157606744717,0.8957804934286373
stackoverflow,0.25,13,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.1613611980945957,0.8,False,False,calibration_known,5,0,,39,0,39,0.5831242440035567,0.9307618591279349,0.8633333333333333,0.8957804934286373,0.8073333333333333,0.8633333333333333,0.8854228148148149,0.93695736395644,0.344,0.1366666666666666,0.1926666666666666,0.8465,0.7798098828001659,0.7566157606744717,0.8957804934286373
