dataset,kir,seed,workpoint,missing_class_count,missing_classes,fallback_ball_count,oos_f1_baseline,f1_all_baseline,f1_k_baseline,accuracy_baseline,id_recall_baseline,false_accept_rate_baseline,false_reject_rate_baseline,auroc_baseline,aupr_oos_baseline,oos_f1_rescue,f1_all_rescue,f1_k_rescue,accuracy_rescue,id_recall_rescue,false_accept_rate_rescue,false_reject_rate_rescue,auroc_rescue,aupr_oos_rescue,delta_oos_f1,delta_f1_all,delta_f1_k,delta_accuracy,delta_id_recall,delta_false_accept_rate,delta_false_reject_rate,delta_auroc,delta_aupr_oos
clinc150,0.75,123,calibration_coverage_0.80,1,definition,1,0.7360136141246544,0.7768858742309664,0.7772508051247727,0.7582456140350877,0.812202380952381,0.2606837606837607,0.187797619047619,0.8575068681318679,0.7342064418772013,0.6609442060085837,0.7778141888181601,0.7788576708075314,0.7133333333333334,0.8142857142857143,0.3747863247863248,0.1857142857142857,0.8236834808709809,0.6936397423719206,-0.07506940811607066,0.0009283145871936682,0.0016068656827586958,-0.04491228070175435,0.002083333333333326,0.11410256410256409,-0.002083333333333298,-0.03382338726088707,-0.04056669950528069
banking77,0.25,13,default_radius,0,,0,0.8975725281231498,0.5220544414587288,0.5022903316342857,0.8305194805194805,0.3776315789473684,0.0198275862068965,0.6223684210526316,0.8268370009074409,0.9089321509176868,0.8975725281231498,0.5220544414587288,0.5022903316342857,0.8305194805194805,0.3776315789473684,0.0198275862068965,0.6223684210526316,0.8268370009074409,0.9089321509176868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.25,13,calibration_coverage_0.80,0,,0,0.7581863979848866,0.57843563675432,0.5689750703737638,0.675,0.8092105263157895,0.3512931034482758,0.1907894736842105,0.8268370009074409,0.9089321509176868,0.7581863979848866,0.57843563675432,0.5689750703737638,0.675,0.8092105263157895,0.3512931034482758,0.1907894736842105,0.8268370009074409,0.9089321509176868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.25,42,default_radius,0,,0,0.9093069306930692,0.6009923308051042,0.5847652466004745,0.8512987012987013,0.4289473684210526,0.0103448275862068,0.5710526315789474,0.8640250680580763,0.936922059461883,0.9093069306930692,0.6009923308051042,0.5847652466004745,0.8512987012987013,0.4289473684210526,0.0103448275862068,0.5710526315789474,0.8640250680580763,0.936922059461883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.25,42,calibration_coverage_0.80,0,,0,0.8393396884445478,0.6803733485298901,0.6720066990606975,0.7737012987012987,0.7684210526315789,0.2219827586206896,0.231578947368421,0.8640250680580763,0.936922059461883,0.8393396884445478,0.6803733485298901,0.6720066990606975,0.7737012987012987,0.7684210526315789,0.2219827586206896,0.231578947368421,0.8640250680580763,0.936922059461883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.25,87,default_radius,0,,0,0.9025600317523318,0.5704707487833717,0.5529923654692158,0.8402597402597403,0.4144736842105263,0.0198275862068965,0.5855263157894737,0.889722663339383,0.9476142319483434,0.9025600317523318,0.5704707487833717,0.5529923654692158,0.8402597402597403,0.4144736842105263,0.0198275862068965,0.5855263157894737,0.889722663339383,0.9476142319483434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.25,87,calibration_coverage_0.80,0,,0,0.8810712664548344,0.7454065722274756,0.7382663251628778,0.827922077922078,0.8092105263157895,0.1633620689655172,0.1907894736842105,0.889722663339383,0.9476142319483434,0.8810712664548344,0.7454065722274756,0.7382663251628778,0.827922077922078,0.8092105263157895,0.1633620689655172,0.1907894736842105,0.889722663339383,0.9476142319483434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.25,100,default_radius,0,,0,0.9044910766817024,0.5420944839644022,0.5230209790845443,0.8412337662337662,0.3776315789473684,0.0060344827586206,0.6223684210526316,0.8788242967332125,0.943364998588182,0.9044910766817024,0.5420944839644022,0.5230209790845443,0.8412337662337662,0.3776315789473684,0.0060344827586206,0.6223684210526316,0.8788242967332125,0.943364998588182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.25,100,calibration_coverage_0.80,0,,0,0.8401976935749588,0.651824114268621,0.641909715357761,0.7724025974025974,0.8105263157894737,0.230603448275862,0.1894736842105263,0.8788242967332125,0.943364998588182,0.8401976935749588,0.651824114268621,0.641909715357761,0.7724025974025974,0.8105263157894737,0.230603448275862,0.1894736842105263,0.8788242967332125,0.943364998588182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.25,123,default_radius,0,,0,0.9010292953285828,0.5581741558238851,0.5401291484815326,0.8376623376623377,0.4,0.0189655172413793,0.6,0.8858025181488203,0.944132023551134,0.9010292953285828,0.5581741558238851,0.5401291484815326,0.8376623376623377,0.4,0.0189655172413793,0.6,0.8858025181488203,0.944132023551134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.25,123,calibration_coverage_0.80,0,,0,0.8857142857142857,0.7420491873405731,0.7344878663735356,0.8344155844155844,0.8197368421052631,0.1581896551724138,0.1802631578947368,0.8858025181488203,0.944132023551134,0.8857142857142857,0.7420491873405731,0.7344878663735356,0.8344155844155844,0.8197368421052631,0.1581896551724138,0.1802631578947368,0.8858025181488203,0.944132023551134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.5,13,default_radius,0,,0,0.7496965282835639,0.4863692965093084,0.479439632515249,0.6646103896103897,0.3322368421052631,0.0102564102564102,0.6677631578947368,0.8481039136302294,0.8088798253683434,0.7496965282835639,0.4863692965093084,0.479439632515249,0.6646103896103897,0.3322368421052631,0.0102564102564102,0.6677631578947368,0.8481039136302294,0.8088798253683434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.5,13,calibration_coverage_0.80,0,,0,0.7336578581363005,0.7392736770264693,0.7394214617341053,0.725,0.8282894736842106,0.3237179487179487,0.1717105263157894,0.8481039136302294,0.8088798253683434,0.7336578581363005,0.7392736770264693,0.7394214617341053,0.725,0.8282894736842106,0.3237179487179487,0.1717105263157894,0.8481039136302294,0.8088798253683434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.5,42,default_radius,0,,0,0.7435712569093967,0.4544525439718033,0.446844156789235,0.6532467532467533,0.306578947368421,0.0083333333333333,0.6934210526315789,0.8298523954116059,0.7726589961195081,0.7435712569093967,0.4544525439718033,0.446844156789235,0.6532467532467533,0.306578947368421,0.0083333333333333,0.6934210526315789,0.8298523954116059,0.7726589961195081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.5,42,calibration_coverage_0.80,0,,0,0.7258449982929327,0.7194073636888155,0.719237952251865,0.7194805194805195,0.7986842105263158,0.3185897435897435,0.2013157894736842,0.8298523954116059,0.7726589961195081,0.7258449982929327,0.7194073636888155,0.719237952251865,0.7194805194805195,0.7986842105263158,0.3185897435897435,0.2013157894736842,0.8298523954116059,0.7726589961195081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.5,87,default_radius,0,,0,0.7592275727206063,0.511439502557496,0.5049187638689931,0.6795454545454546,0.3565789473684211,0.0044871794871794,0.6434210526315789,0.8420888157894736,0.7785285142001181,0.7592275727206063,0.511439502557496,0.5049187638689931,0.6795454545454546,0.3565789473684211,0.0044871794871794,0.6434210526315789,0.8420888157894736,0.7785285142001181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.5,87,calibration_coverage_0.80,0,,0,0.7013446567586695,0.7178855185428454,0.718320804379271,0.6996753246753247,0.819078947368421,0.3647435897435897,0.1809210526315789,0.8420888157894736,0.7785285142001181,0.7013446567586695,0.7178855185428454,0.718320804379271,0.6996753246753247,0.819078947368421,0.3647435897435897,0.1809210526315789,0.8420888157894736,0.7785285142001181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.5,100,default_radius,0,,0,0.7444901913296198,0.4681933295043734,0.4609223594563406,0.6561688311688312,0.3210526315789473,0.0147435897435897,0.6789473684210526,0.8173414304993253,0.773111002756248,0.7444901913296198,0.4681933295043734,0.4609223594563406,0.6561688311688312,0.3210526315789473,0.0147435897435897,0.6789473684210526,0.8173414304993253,0.773111002756248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.5,100,calibration_coverage_0.80,0,,0,0.6571428571428571,0.6986552292193223,0.6997476600634398,0.6681818181818182,0.8203947368421053,0.425,0.1796052631578947,0.8173414304993253,0.773111002756248,0.6571428571428571,0.6986552292193223,0.6997476600634398,0.6681818181818182,0.8203947368421053,0.425,0.1796052631578947,0.8173414304993253,0.773111002756248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.5,123,default_radius,0,,0,0.7526987242394504,0.5095860938475171,0.5031883930477293,0.672077922077922,0.3539473684210527,0.0166666666666666,0.6460526315789473,0.8407211538461538,0.8025917980265235,0.7526987242394504,0.5095860938475171,0.5031883930477293,0.672077922077922,0.3539473684210527,0.0166666666666666,0.6460526315789473,0.8407211538461538,0.8025917980265235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.5,123,calibration_coverage_0.80,0,,0,0.7013266403728935,0.7295663440494713,0.7303094941462234,0.7090909090909091,0.8348684210526316,0.3730769230769231,0.1651315789473684,0.8407211538461538,0.8025917980265235,0.7013266403728935,0.7295663440494713,0.7303094941462234,0.7090909090909091,0.8348684210526316,0.3730769230769231,0.1651315789473684,0.8407211538461538,0.8025917980265235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.75,13,default_radius,1,contactless_not_working,1,0.4772510340439071,0.433316973658012,0.4325594898582552,0.4646103896103896,0.2961206896551724,0.0131578947368421,0.7038793103448275,0.7663946234119781,0.4243313847832702,0.4809233728759218,0.4460910810958427,0.4454905243410138,0.4724025974025974,0.3064655172413792,0.0131578947368421,0.6935344827586207,0.7752688294010889,0.4325076906193254,0.0036723388320146766,0.01277410743783075,0.012931034482758619,0.007792207792207795,0.010344827586206806,0.0,-0.010344827586206806,0.008874205989110817,0.00817630583605522
banking77,0.75,13,calibration_coverage_0.80,1,contactless_not_working,1,0.4743276283618582,0.7170913617536803,0.7212769433638841,0.6665584415584416,0.7896551724137931,0.4894736842105263,0.2103448275862069,0.7663946234119781,0.4243313847832702,0.4810911345319281,0.7351022605449866,0.7394817627176254,0.6782467532467532,0.7995689655172413,0.4894736842105263,0.2004310344827586,0.7752688294010889,0.4325076906193254,0.006763506170069877,0.01801089879130635,0.018204819353741297,0.011688311688311637,0.009913793103448199,0.0,-0.00991379310344831,0.008874205989110817,0.00817630583605522
banking77,0.75,42,default_radius,3,contactless_not_working|order_physical_card|transfer_not_received_by_recipient,3,0.4733207784055241,0.4086718495158096,0.4075572128108146,0.4525974025974026,0.2793103448275862,0.0078947368421052,0.7206896551724138,0.7971069646098005,0.464922185266882,0.4834458373513339,0.4388580872645758,0.4380893329527351,0.4704545454545454,0.3107758620689655,0.0105263157894736,0.6892241379310344,0.795804219600726,0.4915648936931451,0.010125058945809784,0.03018623774876622,0.030532120141920527,0.017857142857142794,0.031465517241379304,0.0026315789473684015,-0.03146551724137936,-0.0013027450090744574,0.026642708426263095
banking77,0.75,42,calibration_coverage_0.80,3,contactless_not_working|order_physical_card|transfer_not_received_by_recipient,3,0.5249849488260084,0.6952052086212158,0.6981400406866504,0.672077922077922,0.7995689655172413,0.4263157894736842,0.2004310344827586,0.7971069646098005,0.464922185266882,0.5261194029850746,0.7325613783330157,0.7361207227355664,0.6837662337662338,0.8168103448275862,0.4434210526315789,0.1831896551724137,0.795804219600726,0.4915648936931451,0.0011344541590662116,0.03735616971179989,0.037980682048916026,0.011688311688311748,0.017241379310344862,0.01710526315789468,-0.01724137931034489,-0.0013027450090744574,0.026642708426263095
banking77,0.75,87,default_radius,0,,0,0.4827365728900256,0.4486180681538979,0.4480298180722405,0.4733766233766234,0.3047413793103448,0.006578947368421,0.6952586206896552,0.8110821234119783,0.5009173276365309,0.4827365728900256,0.4486180681538979,0.4480298180722405,0.4733766233766234,0.3047413793103448,0.006578947368421,0.6952586206896552,0.8110821234119783,0.5009173276365309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.75,87,calibration_coverage_0.80,0,,0,0.5351213282247765,0.7598226756828024,0.7636968368458718,0.7064935064935065,0.8331896551724138,0.4486842105263158,0.1668103448275862,0.8110821234119783,0.5009173276365309,0.5351213282247765,0.7598226756828024,0.7636968368458718,0.7064935064935065,0.8331896551724138,0.4486842105263158,0.1668103448275862,0.8110821234119783,0.5009173276365309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
