dataset,kir,seed,workpoint,missing_class_count,missing_classes,fallback_ball_count,oos_f1_baseline,f1_all_baseline,f1_k_baseline,accuracy_baseline,id_recall_baseline,false_accept_rate_baseline,false_reject_rate_baseline,auroc_baseline,aupr_oos_baseline,oos_f1_rescue,f1_all_rescue,f1_k_rescue,accuracy_rescue,id_recall_rescue,false_accept_rate_rescue,false_reject_rate_rescue,auroc_rescue,aupr_oos_rescue,delta_oos_f1,delta_f1_all,delta_f1_k,delta_accuracy,delta_id_recall,delta_false_accept_rate,delta_false_reject_rate,delta_auroc,delta_aupr_oos
clinc150,0.25,13,default_radius,0,,0,0.9259297203155414,0.552799420888672,0.5429802024827017,0.8731578947368421,0.4017543859649123,0.0089912280701754,0.5982456140350877,0.9204505232379192,0.9722469613557536,0.9259297203155414,0.552799420888672,0.5429802024827017,0.8731578947368421,0.4017543859649123,0.0089912280701754,0.5982456140350877,0.9204505232379192,0.9722469613557536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.25,13,calibration_coverage_0.80,0,,0,0.9385091793850918,0.7828865321537685,0.7787911993318916,0.9019298245614036,0.7903508771929825,0.0695175438596491,0.2096491228070175,0.9204505232379192,0.9722469613557536,0.9385091793850918,0.7828865321537685,0.7787911993318916,0.9019298245614036,0.7903508771929825,0.0695175438596491,0.2096491228070175,0.9204505232379192,0.9722469613557536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.25,42,default_radius,0,,0,0.9190780789927911,0.4690188607303663,0.4571751970918815,0.86,0.3307017543859649,0.0074561403508771,0.6692982456140351,0.8889312096029547,0.958846994852714,0.9190780789927911,0.4690188607303663,0.4571751970918815,0.86,0.3307017543859649,0.0074561403508771,0.6692982456140351,0.8889312096029547,0.958846994852714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.25,42,calibration_coverage_0.80,0,,0,0.90837014384415,0.7264305949745683,0.7216427121095793,0.8566666666666667,0.7728070175438596,0.1206140350877193,0.2271929824561403,0.8889312096029547,0.958846994852714,0.90837014384415,0.7264305949745683,0.7216427121095793,0.8566666666666667,0.7728070175438596,0.1206140350877193,0.2271929824561403,0.8889312096029547,0.958846994852714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.25,87,default_radius,0,,0,0.9232335573203012,0.5165800461524818,0.5058786379638549,0.867719298245614,0.3614035087719298,0.0057017543859649,0.6385964912280702,0.8917978608802708,0.9544528036783012,0.9232335573203012,0.5165800461524818,0.5058786379638549,0.867719298245614,0.3614035087719298,0.0057017543859649,0.6385964912280702,0.8917978608802708,0.9544528036783012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.25,87,calibration_coverage_0.80,0,,0,0.8833235810415447,0.7231855940636718,0.7189714365116225,0.8233333333333334,0.8149122807017544,0.1723684210526316,0.1850877192982456,0.8917978608802708,0.9544528036783012,0.8833235810415447,0.7231855940636718,0.7189714365116225,0.8233333333333334,0.8149122807017544,0.1723684210526316,0.1850877192982456,0.8917978608802708,0.9544528036783012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.25,100,default_radius,0,,0,0.9265110590153908,0.5427412747637941,0.5326420699150679,0.8735087719298246,0.3807017543859649,0.0032894736842105,0.6192982456140351,0.9144531009541398,0.962490211104767,0.9265110590153908,0.5427412747637941,0.5326420699150679,0.8735087719298246,0.3807017543859649,0.0032894736842105,0.6192982456140351,0.9144531009541398,0.962490211104767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.25,100,calibration_coverage_0.80,0,,0,0.9173327243662937,0.7678939100890592,0.7639613097133425,0.8707017543859649,0.8412280701754387,0.119078947368421,0.1587719298245614,0.9144531009541398,0.962490211104767,0.9173327243662937,0.7678939100890592,0.7639613097133425,0.8707017543859649,0.8412280701754387,0.119078947368421,0.1587719298245614,0.9144531009541398,0.962490211104767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.25,123,default_radius,0,,0,0.9244281045751634,0.5308783798214524,0.5205218081174073,0.87,0.3807017543859649,0.0074561403508771,0.6192982456140351,0.9146962526931364,0.9693113007148544,0.9244281045751634,0.5308783798214524,0.5205218081174073,0.87,0.3807017543859649,0.0074561403508771,0.6192982456140351,0.9146962526931364,0.9693113007148544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.25,123,calibration_coverage_0.80,0,,0,0.9190594619036851,0.7569153606126644,0.7526484105786901,0.8728070175438597,0.8061403508771929,0.1085526315789473,0.193859649122807,0.9146962526931364,0.9693113007148544,0.9190594619036851,0.7569153606126644,0.7526484105786901,0.8728070175438597,0.8061403508771929,0.1085526315789473,0.193859649122807,0.9146962526931364,0.9693113007148544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.5,13,default_radius,1,what_is_your_name,1,0.8126636515115448,0.4490273375575833,0.4441788533715305,0.7228070175438597,0.3164444444444444,0.0104347826086956,0.6835555555555556,0.8834571336553945,0.8932833326886456,0.8144612814699916,0.4557589369197816,0.4509762389924455,0.7249122807017544,0.3253333333333333,0.0107246376811594,0.6746666666666666,0.8922912721417069,0.9043039632034232,0.0017976299584467892,0.006731599362198304,0.006797385620914975,0.002105263157894721,0.00888888888888889,0.0002898550724638009,-0.008888888888888946,0.008834138486312426,0.01102063051477764
clinc150,0.5,13,calibration_coverage_0.80,1,what_is_your_name,1,0.84927018170986,0.7805674219285226,0.7796513851314381,0.8166666666666667,0.8164444444444444,0.1736231884057971,0.1835555555555555,0.8834571336553945,0.8932833326886456,0.8577817531305904,0.7876566419372435,0.7867216404546656,0.822280701754386,0.8306666666666667,0.1660869565217391,0.1693333333333333,0.8922912721417069,0.9043039632034232,0.008511571420730335,0.00708922000872092,0.007070255323227581,0.0056140350877192935,0.014222222222222247,-0.007536231884057998,-0.014222222222222192,0.008834138486312426,0.01102063051477764
clinc150,0.5,42,default_radius,1,what_is_your_name,1,0.8099016937107664,0.4275814690032287,0.4224838660071282,0.7175438596491228,0.3004444444444444,0.0089855072463768,0.6995555555555556,0.8825811272141706,0.8902825110259178,0.8125,0.4340528169534953,0.4290068545128753,0.7201754385964912,0.3124444444444444,0.0089855072463768,0.6875555555555556,0.8858472141706925,0.8921479130858456,0.0025983062892336317,0.006471347950266604,0.006522988505747118,0.0026315789473684292,0.01200000000000001,0.0,-0.01200000000000001,0.003266086956521863,0.001865402059927801
clinc150,0.5,42,calibration_coverage_0.80,1,what_is_your_name,1,0.861094933022714,0.7636005143150641,0.7623005887322956,0.8217543859649122,0.7951111111111111,0.1428985507246376,0.2048888888888889,0.8825811272141706,0.8902825110259178,0.8655242521057217,0.7696619737475183,0.7683838100360757,0.8257894736842105,0.7973333333333333,0.136231884057971,0.2026666666666666,0.8858472141706925,0.8921479130858456,0.004429319083007699,0.006061459432454175,0.00608322130378014,0.00403508771929828,0.0022222222222222365,-0.006666666666666626,-0.002222222222222292,0.003266086956521863,0.001865402059927801
clinc150,0.5,87,default_radius,0,,0,0.8176716417910448,0.4714741018932011,0.4668581346945632,0.7321052631578947,0.3328888888888889,0.0075362318840579,0.6671111111111111,0.8735846698872786,0.8785612625227123,0.8176716417910448,0.4714741018932011,0.4668581346945632,0.7321052631578947,0.3328888888888889,0.0075362318840579,0.6671111111111111,0.8735846698872786,0.8785612625227123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.5,87,calibration_coverage_0.80,0,,0,0.8271176204137098,0.7581031860063053,0.7571829935475399,0.7845614035087719,0.8071111111111111,0.2060869565217391,0.1928888888888889,0.8735846698872786,0.8785612625227123,0.8271176204137098,0.7581031860063053,0.7571829935475399,0.7845614035087719,0.8071111111111111,0.2060869565217391,0.1928888888888889,0.8735846698872786,0.8785612625227123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.5,100,default_radius,0,,0,0.814364113576712,0.4621121291551101,0.4574154360294886,0.7266666666666667,0.3248888888888889,0.0107246376811594,0.6751111111111111,0.8646879227053139,0.8739335266061747,0.814364113576712,0.4621121291551101,0.4574154360294886,0.7266666666666667,0.3248888888888889,0.0107246376811594,0.6751111111111111,0.8646879227053139,0.8739335266061747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.5,100,calibration_coverage_0.80,0,,0,0.809955446305116,0.7706575569255252,0.7701335850671306,0.775438596491228,0.812,0.2359420289855072,0.188,0.8646879227053139,0.8739335266061747,0.809955446305116,0.7706575569255252,0.7701335850671306,0.775438596491228,0.812,0.2359420289855072,0.188,0.8646879227053139,0.8739335266061747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinc150,0.5,123,default_radius,1,change_user_name,1,0.8113744075829384,0.4374949818853867,0.4325099228760861,0.7198245614035088,0.304,0.0075362318840579,0.696,0.8777375845410629,0.8801827937512003,0.811965811965812,0.4432235873206305,0.4383070243253614,0.7208771929824561,0.3093333333333333,0.008695652173913,0.6906666666666667,0.8793346215780998,0.8809385392353482,0.0005914043828735283,0.005728605435243783,0.00579710144927531,0.001052631578947305,0.005333333333333301,0.0011594202898551004,-0.005333333333333301,0.0015970370370369524,0.0007557454841478073
clinc150,0.5,123,calibration_coverage_0.80,1,change_user_name,1,0.8376400298730395,0.7461989229830851,0.7449797082245524,0.7933333333333333,0.804,0.1872463768115942,0.196,0.8777375845410629,0.8801827937512003,0.8471563981042654,0.7576254795170333,0.7564317339358702,0.8043859649122806,0.8035555555555556,0.1710144927536231,0.1964444444444444,0.8793346215780998,0.8809385392353482,0.009516368231225814,0.011426556533948196,0.01145202571131776,0.011052631578947314,-0.0004444444444444695,-0.016231884057971102,0.00044444444444438624,0.0015970370370369524,0.0007557454841478073
clinc150,0.75,13,default_radius,1,what_is_your_name,1,0.655469301340861,0.4044135320379743,0.4021719626691986,0.5703508771929825,0.2788690476190476,0.0076923076923076,0.7211309523809524,0.8736878052503052,0.7563153321585463,0.6583463338533542,0.4088637712637487,0.4066362483834843,0.5729824561403509,0.2886904761904761,0.0081196581196581,0.7113095238095238,0.8758277370777371,0.7602938317261305,0.0028770325124931606,0.004450239225774366,0.004464285714285698,0.0026315789473684292,0.009821428571428481,0.00042735042735049956,-0.009821428571428537,0.0021399318274318846,0.003978499567584226
clinc150,0.75,13,calibration_coverage_0.80,1,what_is_your_name,1,0.7861082737487232,0.781917100423099,0.7818796792326916,0.7896491228070175,0.812202380952381,0.1777777777777777,0.187797619047619,0.8736878052503052,0.7563153321585463,0.7908496732026143,0.7894936551567893,0.7894815478528087,0.7945614035087719,0.8154761904761905,0.1726495726495726,0.1845238095238095,0.8758277370777371,0.7602938317261305,0.004741399453891182,0.007576554733690233,0.007601868620117025,0.0049122807017544234,0.003273809523809512,-0.00512820512820511,-0.0032738095238094844,0.0021399318274318846,0.003978499567584226
clinc150,0.75,42,default_radius,2,make_call|what_is_your_name,2,0.6552746787176953,0.4001079859395502,0.3978297118968882,0.5710526315789474,0.2794642857142857,0.0085470085470085,0.7205357142857143,0.8730611518111517,0.7662877682881035,0.6598290598290598,0.4096559169246045,0.4074222281486719,0.5759649122807018,0.2964285714285714,0.0102564102564102,0.7035714285714286,0.8697138278388277,0.7719137905060829,0.004554381111364525,0.009547930985054298,0.0095925162517837,0.0049122807017544234,0.016964285714285654,0.0017094017094016999,-0.016964285714285654,-0.0033473239723240678,0.005626022217979365
clinc150,0.75,42,calibration_coverage_0.80,2,make_call|what_is_your_name,2,0.7682200780127284,0.7747648393233637,0.7748232746922087,0.78,0.8035714285714286,0.2004273504273504,0.1964285714285714,0.8730611518111517,0.7662877682881035,0.7590211530485276,0.7746455785572438,0.7747850823564288,0.7682456140350877,0.805952380952381,0.2179487179487179,0.194047619047619,0.8697138278388277,0.7719137905060829,-0.009198924964200828,-0.00011926076611989966,-3.8192335779840825e-05,-0.011754385964912295,0.0023809523809523725,0.017521367521367487,-0.0023809523809524002,-0.0033473239723240678,0.005626022217979365
clinc150,0.75,87,default_radius,3,change_user_name|no|pto_used,3,0.6600256154831364,0.4206219092079394,0.4184843761161966,0.5794736842105264,0.2952380952380952,0.0089743589743589,0.7047619047619048,0.8467474308099309,0.7363958796168435,0.6640815740341807,0.4381363891598323,0.4361190214377399,0.5870175438596491,0.3122023809523809,0.0119658119658119,0.687797619047619,0.8568751271876274,0.7539592960974493,0.004055958551044236,0.01751447995189287,0.017634645321543296,0.007543859649122742,0.01696428571428571,0.002991452991453,-0.016964285714285765,0.010127696377696505,0.017563416480605776
clinc150,0.75,87,calibration_coverage_0.80,3,change_user_name|no|pto_used,3,0.7010264249836209,0.7539839782840307,0.7544568135813557,0.7285964912280701,0.8113095238095238,0.3141025641025641,0.1886904761904762,0.8467474308099309,0.7363958796168435,0.726419120785318,0.7674936690219628,0.76786040605979,0.7433333333333333,0.8083333333333333,0.2726495726495726,0.1916666666666666,0.8568751271876274,0.7539592960974493,0.025392695801697118,0.013509690737932067,0.013403592478434256,0.01473684210526316,-0.0029761904761904656,-0.04145299145299147,0.00297619047619041,0.010127696377696505,0.017563416480605776
clinc150,0.75,100,default_radius,1,recipe,1,0.660377358490566,0.4278446100282795,0.425768424774152,0.5821052631578948,0.3017857142857143,0.0128205128205128,0.6982142857142857,0.8705214692714692,0.7670461789457552,0.662078853046595,0.4337593725169759,0.4317208057265329,0.5849122807017544,0.3077380952380952,0.0132478632478632,0.6922619047619047,0.8638280932030932,0.7596216566172825,0.0017014945560289707,0.005914762488696379,0.005952380952380876,0.0028070175438595912,0.005952380952380876,0.00042735042735040155,-0.005952380952380931,-0.006693376068376056,-0.0074245223284726825
clinc150,0.75,100,calibration_coverage_0.80,1,recipe,1,0.7702534275031159,0.7817346226953849,0.7818371333667444,0.7798245614035088,0.8154761904761905,0.2076923076923077,0.1845238095238095,0.8705214692714692,0.7670461789457552,0.7567114093959731,0.7864916759683752,0.7867575712056288,0.7719298245614035,0.8142857142857143,0.229059829059829,0.1857142857142857,0.8638280932030932,0.7596216566172825,-0.013542018107142728,0.004757053272990364,0.004920437838884406,-0.007894736842105288,-0.0011904761904761862,0.02136752136752129,0.0011904761904761862,-0.006693376068376056,-0.0074245223284726825
clinc150,0.75,123,default_radius,1,definition,1,0.665430161221287,0.4368665176793386,0.4348257708619997,0.5878947368421052,0.3044642857142857,0.0034188034188034,0.6955357142857143,0.8575068681318679,0.7342064418772013,0.6658101356174161,0.4389521291133491,0.4369266111981342,0.5885964912280702,0.3056547619047619,0.0034188034188034,0.6943452380952381,0.8236834808709809,0.6936397423719206,0.00037997439612913464,0.0020856114340104814,0.002100840336134502,0.0007017543859649811,0.0011904761904761862,0.0,-0.0011904761904761862,-0.03382338726088707,-0.04056669950528069
