dataset,kir,structure,workpoint,oos_f1_mean,oos_f1_std,f1_all_mean,f1_all_std,f1_k_mean,f1_k_std,accuracy_mean,accuracy_std,id_recall_mean,id_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std,auroc_mean,auroc_std,aupr_oos_mean,aupr_oos_std
banking77,0.25,selected_balls,calibration_coverage_0.80,0.8409018664347027,0.05115300235574721,0.6796177718241759,0.06934827080694679,0.6711291352657272,0.07037707131374783,0.7766883116883117,0.06388493395662183,0.8034210526315789,0.02005446185872891,0.22508620689655165,0.0778673068700301,0.19657894736842102,0.02005446185872892,0.8690423094373866,0.025547650029819256,0.9361930928934459,0.01572097021701168
banking77,0.25,selected_balls,default_radius,0.9029919725157672,0.004345545482740943,0.5587572321670984,0.029774536226248104,0.5406396142540106,0.031148861337724744,0.8401948051948052,0.0074900845233082216,0.3997368421052631,0.022626223356528193,0.01499999999999994,0.0064106870491649265,0.6002631578947368,0.022626223356528186,0.8690423094373866,0.025547650029819256,0.9361930928934459,0.01572097021701168
banking77,0.25,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,0.8409018664347027,0.05115300235574721,0.6796177718241759,0.06934827080694679,0.6711291352657272,0.07037707131374783,0.7766883116883117,0.06388493395662183,0.8034210526315789,0.02005446185872891,0.22508620689655165,0.0778673068700301,0.19657894736842102,0.02005446185872892,0.8690423094373866,0.025547650029819256,0.9361930928934459,0.01572097021701168
banking77,0.25,selected_balls_plus_missing_class_fallback,default_radius,0.9029919725157672,0.004345545482740943,0.5587572321670984,0.029774536226248104,0.5406396142540106,0.031148861337724744,0.8401948051948052,0.0074900845233082216,0.3997368421052631,0.022626223356528193,0.01499999999999994,0.0064106870491649265,0.6002631578947368,0.022626223356528186,0.8690423094373866,0.025547650029819256,0.9361930928934459,0.01572097021701168
banking77,0.5,selected_balls,calibration_coverage_0.80,0.7038634021407306,0.029860043289215044,0.7209576265053848,0.015156069834261805,0.7214074745149809,0.014892377332865891,0.7042857142857143,0.022404244245887453,0.8202631578947368,0.013645567908508145,0.361025641025641,0.043140597018482635,0.17973684210526314,0.013645567908508124,0.8356215418353576,0.012156138383550072,0.7871540272941482,0.01726301690179925
banking77,0.5,selected_balls,default_radius,0.7499368546965275,0.006406834213942418,0.48600815327809965,0.02507951184173857,0.47906266113550944,0.025582384875183526,0.6651298701298701,0.01093003941032308,0.33407894736842103,0.02139119217091644,0.01089743589743584,0.004902903378454608,0.6659210526315789,0.021391192170916395,0.8356215418353576,0.012156138383550072,0.7871540272941482,0.01726301690179925
banking77,0.5,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,0.7038634021407306,0.029860043289215044,0.7209576265053848,0.015156069834261805,0.7214074745149809,0.014892377332865891,0.7042857142857143,0.022404244245887453,0.8202631578947368,0.013645567908508145,0.361025641025641,0.043140597018482635,0.17973684210526314,0.013645567908508124,0.8356215418353576,0.012156138383550072,0.7871540272941482,0.01726301690179925
banking77,0.5,selected_balls_plus_missing_class_fallback,default_radius,0.7499368546965275,0.006406834213942418,0.48600815327809965,0.02507951184173857,0.47906266113550944,0.025582384875183526,0.6651298701298701,0.01093003941032308,0.33407894736842103,0.02139119217091644,0.01089743589743584,0.004902903378454608,0.6659210526315789,0.021391192170916395,0.8356215418353576,0.012156138383550072,0.7871540272941482,0.01726301690179925
banking77,0.75,selected_balls,calibration_coverage_0.80,0.5287792142058547,0.03500684204167804,0.7311707893991077,0.02542253772308152,0.7346602993162328,0.025614600426924056,0.6885064935064935,0.017909604166571426,0.8043965517241378,0.017174979901055668,0.42552631578947364,0.047873766374969956,0.19560344827586204,0.017174979901055615,0.7977400181488203,0.020251212273134873,0.4766882118952923,0.03278835104006226
banking77,0.75,selected_balls,default_radius,0.4763444315858617,0.0041037737354307265,0.42392825044969384,0.016952957950860666,0.4230245231887255,0.01717652787796857,0.4599350649350649,0.009159067315142913,0.2876724137931034,0.012201397797159093,0.00763157894736838,0.003767847648230625,0.7123275862068965,0.012201397797159093,0.7977400181488203,0.020251212273134873,0.4766882118952923,0.03278835104006226
banking77,0.75,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,0.5329079289789075,0.033635882402380406,0.7445449520582237,0.013252423871215288,0.7481938662492464,0.013307020589524975,0.6946753246753247,0.01300850494396055,0.8102586206896552,0.015038100640307436,0.42552631578947364,0.051606799676526954,0.1897413793103448,0.015038100640307419,0.8013182849364793,0.016924713923052368,0.4873023996432246,0.03259819734878532
banking77,0.75,selected_balls_plus_missing_class_fallback,default_radius,0.47993954636045083,0.003452942395590456,0.43482760343389604,0.013775483414316425,0.4340498113144727,0.013959777533410505,0.46655844155844156,0.007638500231180926,0.2984482758620689,0.012565228146869344,0.00815789473684206,0.003990987075816605,0.701551724137931,0.012565228146869329,0.8013182849364793,0.016924713923052368,0.4873023996432246,0.03259819734878532
clinc150,0.25,selected_balls,calibration_coverage_0.80,0.9133190181081531,0.02004884260594773,0.7514623983787464,0.02604503024407732,0.7472030136490252,0.026261460697611032,0.8650877192982456,0.028560412069520192,0.8050877192982456,0.025802001969469433,0.11802631578947367,0.036755000936947876,0.19491228070175437,0.025802001969469374,0.9060657894736842,0.014568116456954692,0.963469654341278,0.00732799147890243
clinc150,0.25,selected_balls,default_radius,0.9238361040438375,0.0029534277865939165,0.5224035964713533,0.032761230904904334,0.5118395831141827,0.03354694706319405,0.8688771929824561,0.005504132586605538,0.37105263157894736,0.026693200095970083,0.006578947368420999,0.0021764729431227024,0.6289473684210527,0.02669320009597005,0.9060657894736842,0.014568116456954692,0.963469654341278,0.00732799147890243
clinc150,0.25,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,0.9133190181081531,0.02004884260594773,0.7514623983787464,0.02604503024407732,0.7472030136490252,0.026261460697611032,0.8650877192982456,0.028560412069520192,0.8050877192982456,0.025802001969469433,0.11802631578947367,0.036755000936947876,0.19491228070175437,0.025802001969469374,0.9060657894736842,0.014568116456954692,0.963469654341278,0.00732799147890243
clinc150,0.25,selected_balls_plus_missing_class_fallback,default_radius,0.9238361040438375,0.0029534277865939165,0.5224035964713533,0.032761230904904334,0.5118395831141827,0.03354694706319405,0.8688771929824561,0.005504132586605538,0.37105263157894736,0.026693200095970083,0.006578947368420999,0.0021764729431227024,0.6289473684210527,0.02669320009597005,0.9060657894736842,0.014568116456954692,0.963469654341278,0.00732799147890243
clinc150,0.5,selected_balls,calibration_coverage_0.80,0.8370156422648879,0.019752220648835795,0.7638255204317005,0.012946627601680367,0.7628496521405913,0.01310630855898168,0.7983508771929825,0.02014627946240407,0.8069333333333333,0.008132240363721,0.18915942028985505,0.03485776903606731,0.19306666666666666,0.00813224036372104,0.8764096876006441,0.007663174447065316,0.8832486853189302,0.00819012602665888
clinc150,0.5,selected_balls,default_radius,0.8131951016346013,0.0029937394053626406,0.44953800389890197,0.017795263450771055,0.44468924259575926,0.017993685362080927,0.7237894736842105,0.005768969538955549,0.3157333333333333,0.013693649965685421,0.00904347826086952,0.0015255301295003965,0.6842666666666666,0.013693649965685424,0.8764096876006441,0.007663174447065316,0.8832486853189302,0.00819012602665888
clinc150,0.5,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,0.8415070940118806,0.022782484897982676,0.7687409676267251,0.01223765475036842,0.7677707526082564,0.012306186992588335,0.8024912280701754,0.02231224456010513,0.8101333333333333,0.01266237744142609,0.1830724637681159,0.03857719479163848,0.18986666666666663,0.01266237744142606,0.8791491400966184,0.010697013269150171,0.8859770409307007,0.012241142197126456
clinc150,0.5,selected_balls_plus_missing_class_fallback,default_radius,0.8141925697607121,0.002237678379916367,0.45332431444844373,0.014882734647863475,0.44851273771094674,0.015054206483960894,0.7249473684210527,0.004835553665833438,0.32097777777777775,0.009805012575460507,0.0093333333333333,0.0013810004927039719,0.6790222222222222,0.009805012575460492,0.8791491400966184,0.010697013269150171,0.8859770409307007,0.012241142197126456
clinc150,0.75,selected_balls,calibration_coverage_0.80,0.7523243636745686,0.03395952262918058,0.7738572829913689,0.011532100862682233,0.7740495411995546,0.011365291275831286,0.7672631578947369,0.024482517427494386,0.8109523809523809,0.004421421199060448,0.2321367521367521,0.054980089901989077,0.18904761904761902,0.004421421199060444,0.8643049450549449,0.01180926068657238,0.7520503201772899,0.01588424170491822
clinc150,0.75,selected_balls,default_radius,0.6593154230507091,0.004187552090302015,0.4179709109786164,0.01552778390349888,0.41581604926368704,0.015630168685979436,0.5781754385964912,0.00747582540779645,0.29196428571428573,0.012156927538988137,0.00829059829059824,0.003359528890091204,0.7080357142857142,0.012156927538988144,0.8643049450549449,0.01180926068657238,0.7520503201772899,0.01588424170491822
clinc150,0.75,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,0.7387891124882033,0.04912660260269871,0.7791877535045062,0.008927885210237598,0.7795484556564375,0.008809300197229185,0.758280701754386,0.03100635862466901,0.8116666666666668,0.004242507066953669,0.2534188034188034,0.07660785364803088,0.1883333333333333,0.004242507066953663,0.8579856532356531,0.02041994391007647,0.7478856634637732,0.03101836565875092
clinc150,0.75,selected_balls_plus_missing_class_fallback,default_radius,0.6620291912761211,0.0030378569160583904,0.42587351579570204,0.015296705918855775,0.42376498297891263,0.015407993246175256,0.5818947368421054,0.00697950215218804,0.3021428571428571,0.009466438060140959,0.00940170940170936,0.003858006428476006,0.6978571428571428,0.009466438060140994,0.8579856532356531,0.02041994391007647,0.7478856634637732,0.03101836565875092
stackoverflow,0.25,selected_balls,calibration_coverage_0.80,0.847283375319974,0.07564524437699165,0.7670466788256306,0.029233898236566587,0.7509993395267618,0.02118961461027192,0.7884333333333333,0.08672326677426305,0.8014666666666667,0.020598813342304723,0.21008888888888885,0.11530856081631956,0.19853333333333328,0.02059881334230474,0.8672337777777779,0.02197997091655155,0.9256037956668599,0.016348535218525497
stackoverflow,0.25,selected_balls,default_radius,0.8944000569448456,0.005949655171098938,0.540703865522772,0.04633819785305139,0.4699646272383573,0.05456022850638987,0.8243333333333334,0.011034667593040072,0.3261333333333333,0.048486882533091163,0.00937777777777774,0.005384935548750563,0.6738666666666667,0.04848688253309118,0.8672337777777779,0.02197997091655155,0.9256037956668599,0.016348535218525497
