dataset,kir,structure,workpoint,oos_f1_mean,oos_f1_std,f1_all_mean,f1_all_std,f1_k_mean,f1_k_std,accuracy_mean,accuracy_std,id_recall_mean,id_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std,auroc_mean,auroc_std,aupr_oos_mean,aupr_oos_std
stackoverflow,0.25,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,0.847283375319974,0.07564524437699165,0.7670466788256306,0.029233898236566587,0.7509993395267618,0.02118961461027192,0.7884333333333333,0.08672326677426305,0.8014666666666667,0.020598813342304723,0.21008888888888885,0.11530856081631956,0.19853333333333328,0.02059881334230474,0.8672337777777779,0.02197997091655155,0.9256037956668599,0.016348535218525497
stackoverflow,0.25,selected_balls_plus_missing_class_fallback,default_radius,0.8944000569448456,0.005949655171098938,0.540703865522772,0.04633819785305139,0.4699646272383573,0.05456022850638987,0.8243333333333334,0.011034667593040072,0.3261333333333333,0.048486882533091163,0.00937777777777774,0.005384935548750563,0.6738666666666667,0.04848688253309118,0.8672337777777779,0.02197997091655155,0.9256037956668599,0.016348535218525497
stackoverflow,0.5,selected_balls,calibration_coverage_0.80,0.7463684129877951,0.10165826116706193,0.7315174741937851,0.08842039851802294,0.7300323803143841,0.08747030805011997,0.7367666666666667,0.09137192007273233,0.8027999999999998,0.009188156628084988,0.2774,0.1441745469907917,0.1972,0.00918815662808498,0.8476909333333333,0.03540406497216227,0.7865554428431313,0.04414474605820934
stackoverflow,0.5,selected_balls,default_radius,0.729199427573284,0.006249432392941407,0.43298039378929865,0.03399553971951928,0.4033584904109001,0.036784448480959665,0.6305666666666667,0.012082241329966738,0.2709333333333333,0.023698804470549447,0.00793333333333328,0.0025755258362775845,0.7290666666666666,0.023698804470549423,0.8476909333333333,0.03540406497216227,0.7865554428431313,0.04414474605820934
stackoverflow,0.5,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,0.7029814987673941,0.198252420092162,0.7384200478262307,0.07337463166207639,0.7419639027321143,0.06179845512166378,0.7142,0.141696340029578,0.8001333333333334,0.005031014918593564,0.3202,0.2393631132818923,0.19986666666666664,0.0050310149185935574,0.8215316444444444,0.09278266595101577,0.7673594443708753,0.08604818580257059
stackoverflow,0.5,selected_balls_plus_missing_class_fallback,default_radius,0.7278128083643854,0.009339140797111093,0.44889313823849253,0.008149403438354788,0.4210011712259033,0.009268373372356219,0.6315333333333333,0.009946663315459693,0.2927333333333333,0.026244999523718775,0.02293333333333328,0.033861974740604456,0.7072666666666667,0.026244999523718813,0.8215316444444444,0.09278266595101577,0.7673594443708753,0.08604818580257059
stackoverflow,0.75,selected_balls,calibration_coverage_0.80,0.5083440337246216,0.11939912478650073,0.6658143713178729,0.08960442255250191,0.6763123938240897,0.08873035229996323,0.6636333333333333,0.06885264055293094,0.8115555555555556,0.004695677024247869,0.45519999999999994,0.17054318449524092,0.1884444444444444,0.004695677024247894,0.8032848592592593,0.04412659084290659,0.4815859856491138,0.06763131222870251
stackoverflow,0.75,selected_balls,default_radius,0.4558840331344417,0.004201451885150502,0.33093232311807846,0.020763371557782045,0.3226022091169876,0.021914733652955033,0.40553333333333336,0.010516785524949042,0.21173333333333327,0.014546986451317514,0.006666666666666619,0.004784233364802465,0.7882666666666667,0.014546986451317526,0.8032848592592593,0.04412659084290659,0.4815859856491138,0.06763131222870251
stackoverflow,0.75,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,0.39508905983230963,0.09749149623142685,0.6752076100305735,0.04961043920395576,0.6938821800437912,0.050284670972631236,0.598,0.059300786953744,0.7968888888888889,0.01106769294661241,0.5985333333333334,0.11852557154939654,0.20311111111111108,0.011067692946612404,0.6907737481481482,0.07402211033414201,0.4119440952497433,0.050083872697731235
stackoverflow,0.75,selected_balls_plus_missing_class_fallback,default_radius,0.4588225258301034,0.01454744582536436,0.38095372562856644,0.04115482102585596,0.37576247228179727,0.04353097387916577,0.4277666666666666,0.022949703459715736,0.2739111111111111,0.04312760280211263,0.054000000000000006,0.0428485705712571,0.7260888888888889,0.043127602802112606,0.6907737481481482,0.07402211033414201,0.4119440952497433,0.050083872697731235
