method,dataset,kir,seed,threshold,oos_f1,known_recall,false_accept_rate,false_reject_rate,oos_precision,oos_recall
mogb_minilm_fair,banking77,0.25,13,1.4695671305359206,0.776761433868974,0.7973684210526316,0.3228448275862069,0.20263157894736838,0.9107246376811594,0.6771551724137931
mogb_minilm_fair,banking77,0.25,13,1.4778426883175102,0.7693074240159442,0.8026315789473685,0.33448275862068966,0.19736842105263153,0.911452184179457,0.6655172413793103
mogb_minilm_fair,banking77,0.25,13,1.4845128231314328,0.7612352498116998,0.8065789473684211,0.34655172413793106,0.19342105263157894,0.9116055321707757,0.653448275862069
mogb_minilm_fair,banking77,0.25,13,1.4940653117971943,0.7535425101214575,0.8118421052631579,0.3581896551724138,0.18815789473684208,0.9123774509803921,0.6418103448275863
mogb_minilm_fair,banking77,0.25,13,1.5023228926906715,0.7455379908210097,0.8157894736842105,0.36982758620689654,0.1842105263157895,0.9126092384519351,0.6301724137931034
mogb_minilm_fair,banking77,0.25,13,1.5077766848828822,0.7375995887946544,0.8210526315789474,0.38146551724137934,0.17894736842105263,0.913430935709739,0.6185344827586207
mogb_minilm_fair,banking77,0.25,13,1.5154050528493583,0.7284974093264248,0.8236842105263158,0.3939655172413793,0.1763157894736842,0.912987012987013,0.6060344827586207
mogb_minilm_fair,banking77,0.25,13,1.5242491034639685,0.7182031862104988,0.8236842105263158,0.4073275862068966,0.1763157894736842,0.9111994698475812,0.5926724137931034
mogb_minilm_fair,banking77,0.25,13,1.5303863313440453,0.7098472880463402,0.8289473684210527,0.4189655172413793,0.17105263157894735,0.912043301759134,0.5810344827586207
mogb_minilm_fair,banking77,0.25,13,1.5365674110309409,0.7011677282377919,0.8328947368421052,0.43060344827586206,0.16710526315789476,0.912292817679558,0.569396551724138
mogb_minilm_fair,banking77,0.25,13,1.5463653228221708,0.691998929622692,0.8368421052631579,0.44267241379310346,0.16315789473684206,0.9124911785462244,0.5573275862068966
mogb_minilm_fair,banking77,0.25,13,1.5529293058871276,0.6821370750134916,0.8394736842105263,0.45517241379310347,0.16052631578947374,0.911976911976912,0.5448275862068965
mogb_minilm_fair,banking77,0.25,13,1.560269494292249,0.672108843537415,0.8421052631578947,0.4676724137931034,0.1578947368421053,0.9114391143911439,0.5323275862068966
mogb_minilm_fair,banking77,0.25,13,1.5685140461913167,0.6624588364434687,0.8460526315789474,0.47974137931034483,0.1539473684210526,0.9116314199395771,0.5202586206896552
mogb_minilm_fair,banking77,0.25,13,1.5772030785286697,0.6530160486995019,0.85,0.49137931034482757,0.15000000000000002,0.9119010819165378,0.5086206896551724
mogb_minilm_fair,banking77,0.25,13,1.5842097780435342,0.6447111359196205,0.8578947368421053,0.5021551724137931,0.14210526315789473,0.9144893111638955,0.4978448275862069
mogb_minilm_fair,banking77,0.25,13,1.59135513451894,0.6356981981981982,0.8644736842105263,0.5133620689655173,0.13552631578947372,0.9163961038961039,0.4866379310344828
mogb_minilm_fair,banking77,0.25,13,1.5991244457206388,0.6270945754047146,0.8723684210526316,0.5241379310344828,0.12763157894736843,0.9192339716902581,0.47586206896551725
mogb_minilm_fair,banking77,0.25,13,1.6059491948213278,0.6175880836436551,0.8776315789473684,0.5353448275862069,0.12236842105263157,0.9205807002561913,0.4646551724137931
mogb_minilm_fair,banking77,0.25,13,1.6123697512241106,0.6063583815028901,0.8802631578947369,0.5478448275862069,0.11973684210526314,0.9201754385964912,0.4521551724137931
mogb_minilm_fair,banking77,0.25,13,1.620334033905432,0.5966754155730534,0.8868421052631579,0.559051724137931,0.11315789473684212,0.9224526600541028,0.440948275862069
mogb_minilm_fair,banking77,0.25,13,1.6278848985981862,0.5856386109476163,0.8907894736842106,0.5711206896551724,0.10921052631578942,0.9230055658627088,0.42887931034482757
mogb_minilm_fair,banking77,0.25,13,1.6354495882412716,0.5732105732105732,0.8921052631578947,0.584051724137931,0.10789473684210527,0.9216809933142311,0.41594827586206895
mogb_minilm_fair,banking77,0.25,13,1.6422139780252656,0.5621816002397363,0.8960526315789473,0.5956896551724138,0.10394736842105268,0.9223205506391348,0.4043103448275862
mogb_minilm_fair,banking77,0.25,13,1.6517573678548316,0.5505142165759226,0.9,0.6077586206896551,0.09999999999999998,0.922920892494929,0.3922413793103448
mogb_minilm_fair,banking77,0.25,13,1.6597276371726484,0.5386259541984733,0.9039473684210526,0.6198275862068966,0.09605263157894739,0.9235602094240838,0.38017241379310346
mogb_minilm_fair,banking77,0.25,13,1.6714423904852729,0.5252774352651048,0.9052631578947369,0.6327586206896552,0.09473684210526312,0.922077922077922,0.36724137931034484
mogb_minilm_fair,banking77,0.25,13,1.6791093078642998,0.5122938064114535,0.9078947368421053,0.6452586206896552,0.09210526315789469,0.921612541993281,0.35474137931034483
mogb_minilm_fair,banking77,0.25,13,1.6871841233361524,0.49952874646559847,0.9105263157894737,0.6573275862068966,0.08947368421052626,0.9212050984936269,0.3426724137931034
mogb_minilm_fair,banking77,0.25,13,1.69799378805371,0.4847715736040609,0.9105263157894737,0.6706896551724137,0.08947368421052626,0.9182692307692307,0.3293103448275862
mogb_minilm_fair,banking77,0.25,13,1.7072212259572548,0.47036206344120474,0.9118421052631579,0.6836206896551724,0.0881578947368421,0.916354556803995,0.3163793103448276
mogb_minilm_fair,banking77,0.25,13,1.7166450602511854,0.458252427184466,0.9184210526315789,0.6948275862068966,0.08157894736842108,0.9194805194805195,0.30517241379310345
mogb_minilm_fair,banking77,0.25,13,1.7266542285193898,0.44458973520758416,0.9223684210526316,0.7068965517241379,0.07763157894736838,0.9201623815967523,0.29310344827586204
mogb_minilm_fair,banking77,0.25,13,1.7359467853054231,0.4305051172003962,0.925,0.7189655172413794,0.07499999999999996,0.919605077574048,0.2810344827586207
