method,dataset,kir,seed,threshold,oos_f1,known_recall,false_accept_rate,false_reject_rate,oos_precision,oos_recall,auroc,aupr_oos,oracle_oos_f1,oracle_threshold,default_to_oracle_gap,score_separation_d,known_score_median,oos_score_median,median_score_gap,n_known,n_oos
s2c_trainable_k1,stackoverflow,0.5,100,1.0,0.9016032694121345,0.8353333333333334,0.044,0.16466666666666663,0.8530636525877454,0.956,0.9465268888888889,0.9319233325702037,0.9042636264251133,0.9901233042649673,0.0026603570129787313,2.6056505696344225,0.8418768375647225,1.1669470543909715,0.3250702168262489,3000,3000
mogb_minilm_fair,stackoverflow,0.5,123,1.0,0.7180786869418296,0.22966666666666666,0.008333333333333333,0.7703333333333333,0.5628074158153613,0.9916666666666667,0.787542,0.7112668373797029,0.7911748173130972,1.1435090643128316,0.07309613037126761,1.1691113586131583,1.1085470071867622,1.276121044642102,0.16757403745533983,3000,3000
s2c_trainable_k1,stackoverflow,0.5,123,1.0,0.8806571106458367,0.8416666666666667,0.08866666666666667,0.15833333333333333,0.8519788095980056,0.9113333333333333,0.9185344444444443,0.8724901009917846,0.884530211958241,0.9592714010883787,0.003873101312404259,2.3030787563774604,0.7242260701456704,1.2257328182474307,0.5015067481017603,3000,3000
mogb_minilm_fair,stackoverflow,0.75,13,1.0,0.4540474741326841,0.20444444444444446,0.005333333333333333,0.7955555555555556,0.2941640378548896,0.9946666666666667,0.8265428148148147,0.4993648798883425,0.6348301259206462,1.234259201059961,0.18078265178796216,1.4103125317256304,1.1158749060958195,1.3336258848440703,0.21775097874825078,4500,1500
s2c_trainable_k1,stackoverflow,0.75,13,1.0,0.7781475318912923,0.8437777777777777,0.06466666666666666,0.15622222222222226,0.6661918328584995,0.9353333333333333,0.9366668148148148,0.7860156586107498,0.7792062604807155,1.0102192524311615,0.0010587285894232412,2.5273204003354937,0.7280756887722002,1.2408259432189541,0.5127502544467539,4500,1500
mogb_minilm_fair,stackoverflow,0.75,42,1.0,0.4509685230024213,0.196,0.006666666666666667,0.804,0.29169929522317933,0.9933333333333333,0.7468154074074073,0.4046853658308483,0.5699658703071673,1.183123334472805,0.11899734730474598,1.0149675364189892,1.127153633528681,1.2957300060864427,0.1685763725577618,4500,1500
s2c_trainable_k1,stackoverflow,0.75,42,1.0,0.748558246828143,0.8511111111111112,0.13466666666666666,0.14888888888888885,0.6595528455284553,0.8653333333333333,0.9275505185185186,0.8115610099826195,0.7542068965517241,0.9773150964926747,0.005648649723581145,2.2708554943426558,0.7921843821199861,1.1568308403036107,0.3646464581836246,4500,1500
mogb_minilm_fair,stackoverflow,0.75,87,1.0,0.46244568590937307,0.23244444444444445,0.006666666666666667,0.7675555555555555,0.30137540453074435,0.9933333333333333,0.8628362962962963,0.581777238630704,0.6622684597817813,1.215310830985189,0.1998227738724082,1.5661625826270467,1.0950168486346263,1.3077371782295442,0.21272032959491782,4500,1500
s2c_trainable_k1,stackoverflow,0.75,87,1.0,0.7736311631707982,0.8331111111111111,0.05333333333333334,0.16688888888888886,0.654076462459696,0.9466666666666667,0.9305234074074071,0.7666542381963952,0.7799773755656109,1.0204028926025015,0.0063462123948127,2.3734871305907252,0.8441871731457287,1.1172117322650275,0.2730245591192988,4500,1500
mogb_minilm_fair,stackoverflow,0.75,100,1.0,0.45598890087868044,0.22044444444444444,0.014,0.7795555555555556,0.2965710848205334,0.986,0.799214962962963,0.4853878502244323,0.5957849869760833,1.1602545612998507,0.13979608609740285,1.187120200226942,1.0886480049482636,1.246997362565003,0.1583493576167394,4500,1500
s2c_trainable_k1,stackoverflow,0.75,100,1.0,0.7201610583836641,0.8388888888888889,0.16533333333333333,0.1611111111111111,0.6332827516439049,0.8346666666666667,0.9126514074074075,0.7480205170589439,0.7345612134344529,0.9434599988442434,0.014400155050788843,2.0877742449163263,0.7211782726022036,1.2112018141246903,0.4900235415224867,4500,1500
mogb_minilm_fair,stackoverflow,0.75,123,1.0,0.45596958174904945,0.20533333333333334,0.0006666666666666666,0.7946666666666666,0.2953694581280788,0.9993333333333333,0.7810148148148148,0.43671459367124194,0.6069673007052789,1.2220633269145602,0.1509977189562295,1.2616439368675756,1.1320237023004371,1.3459064536846452,0.2138827513842081,4500,1500
s2c_trainable_k1,stackoverflow,0.75,123,1.0,0.7946912242686891,0.8388888888888889,0.022,0.1611111111111111,0.6692518248175182,0.978,0.937789037037037,0.752448305020067,0.8054855863420095,1.0554325843353811,0.010794362073320407,2.7145212823756655,0.7071003696453262,1.2387474233632019,0.5316470537178757,4500,1500
