method,dataset,kir,seed,target_known_recall,threshold,oos_f1,known_recall,false_accept_rate,false_reject_rate,oos_precision,oos_recall
s2c_trainable_k1,banking77,0.75,42,0.6,0.87481684825871,0.6115226337448559,0.6004310344827586,0.02236842105263158,0.3995689655172414,0.44491017964071855,0.9776315789473684
s2c_trainable_k1,banking77,0.75,42,0.7,0.9242428055403606,0.6602209944751382,0.7004310344827587,0.056578947368421055,0.2995689655172413,0.5077903682719547,0.9434210526315789
s2c_trainable_k1,banking77,0.75,42,0.8,0.982092390282475,0.7133087848500789,0.8004310344827587,0.10789473684210527,0.19956896551724135,0.5942156003505696,0.8921052631578947
s2c_trainable_k1,banking77,0.75,42,0.9,1.0726407139389715,0.7121507472384665,0.9004310344827586,0.2789473684210526,0.09956896551724137,0.7034659820282413,0.7210526315789474
s2c_trainable_k1,banking77,0.75,42,0.95,1.1478230151549424,0.5988791032826261,0.9504310344827587,0.5078947368421053,0.049568965517241326,0.7648261758691206,0.4921052631578947
mogb_minilm_fair,banking77,0.75,87,0.5,1.1601126750869102,0.5516981132075471,0.5004310344827586,0.038157894736842106,0.4995689655172414,0.38677248677248677,0.9618421052631579
mogb_minilm_fair,banking77,0.75,87,0.6,1.2598289604966717,0.5769717418810628,0.6004310344827586,0.1,0.3995689655172414,0.4245810055865922,0.9
mogb_minilm_fair,banking77,0.75,87,0.7,1.3766353192905445,0.5756240822320118,0.7004310344827587,0.22631578947368422,0.2995689655172413,0.4583008573655495,0.7736842105263158
mogb_minilm_fair,banking77,0.75,87,0.8,1.505715695968693,0.5611764705882353,0.8004310344827587,0.37236842105263157,0.19956896551724135,0.5074468085106383,0.6276315789473684
mogb_minilm_fair,banking77,0.75,87,0.9,1.7273174721550446,0.41185897435897434,0.9004310344827586,0.6618421052631579,0.09956896551724137,0.5266393442622951,0.3381578947368421
mogb_minilm_fair,banking77,0.75,87,0.95,1.904588899065135,0.29931972789115646,0.9504310344827587,0.7973684210526316,0.049568965517241326,0.5724907063197026,0.2026315789473684
s2c_trainable_k1,banking77,0.75,87,0.5,0.825130571104325,0.5566002256487401,0.5004310344827586,0.02631578947368421,0.4995689655172414,0.3896787783043707,0.9736842105263158
s2c_trainable_k1,banking77,0.75,87,0.6,0.8713570165965211,0.6028985507246377,0.6004310344827586,0.042105263157894736,0.3995689655172414,0.4398791540785498,0.9578947368421052
s2c_trainable_k1,banking77,0.75,87,0.7,0.9231722355479599,0.649025069637883,0.7004310344827587,0.08026315789473684,0.2995689655172413,0.5014347202295553,0.9197368421052632
s2c_trainable_k1,banking77,0.75,87,0.8,0.9864874733512726,0.6905781584582441,0.8004310344827587,0.1513157894736842,0.19956896551724135,0.5821299638989169,0.8486842105263158
s2c_trainable_k1,banking77,0.75,87,0.9,1.080787661320985,0.7011795543905636,0.9004310344827586,0.29605263157894735,0.09956896551724137,0.6984334203655352,0.7039473684210527
s2c_trainable_k1,banking77,0.75,87,0.95,1.1736456642521154,0.5584843492586491,0.9504310344827587,0.5539473684210526,0.049568965517241326,0.7466960352422908,0.44605263157894737
