method,dataset,kir,seed,target_known_recall,threshold,oos_f1,known_recall,false_accept_rate,false_reject_rate,oos_precision,oos_recall
mogb_minilm_fair,banking77,0.75,100,0.5,1.187708737043026,0.5379047619047619,0.5004310344827586,0.07105263157894737,0.4995689655172414,0.37855227882037534,0.9289473684210526
mogb_minilm_fair,banking77,0.75,100,0.6,1.284866391415124,0.566694987255735,0.6004310344827586,0.12236842105263158,0.3995689655172414,0.41844416562107906,0.8776315789473684
mogb_minilm_fair,banking77,0.75,100,0.7,1.410978609994031,0.5693215339233039,0.7004310344827587,0.2381578947368421,0.2995689655172413,0.45447409733124017,0.7618421052631579
mogb_minilm_fair,banking77,0.75,100,0.8,1.5541010775925612,0.5335731414868106,0.8004310344827587,0.4144736842105263,0.19956896551724135,0.4900881057268722,0.5855263157894737
mogb_minilm_fair,banking77,0.75,100,0.9,1.7451840827655247,0.3833605220228385,0.9004310344827586,0.6907894736842105,0.09956896551724137,0.5042918454935622,0.3092105263157895
mogb_minilm_fair,banking77,0.75,100,0.95,1.8887540498139448,0.25523429710867396,0.9504310344827587,0.8315789473684211,0.049568965517241326,0.5267489711934157,0.16842105263157894
s2c_trainable_k1,banking77,0.75,100,0.5,0.8258711098964561,0.5587683064213294,0.5004310344827586,0.021052631578947368,0.4995689655172414,0.39096163951655283,0.9789473684210527
s2c_trainable_k1,banking77,0.75,100,0.6,0.8682583937272288,0.6,0.6004310344827586,0.04868421052631579,0.3995689655172414,0.4381818181818182,0.9513157894736842
s2c_trainable_k1,banking77,0.75,100,0.7,0.9194230456495218,0.6401869158878505,0.7004310344827587,0.09868421052631579,0.2995689655172413,0.4963768115942029,0.9013157894736842
s2c_trainable_k1,banking77,0.75,100,0.8,0.9792143103032135,0.6835306781485468,0.8004310344827587,0.16447368421052633,0.19956896551724135,0.5783242258652095,0.8355263157894737
s2c_trainable_k1,banking77,0.75,100,0.9,1.0729862809046948,0.6751336898395722,0.9004310344827586,0.3355263157894737,0.09956896551724137,0.686141304347826,0.6644736842105263
s2c_trainable_k1,banking77,0.75,100,0.95,1.1566569354971667,0.5760781122864117,0.9504310344827587,0.5342105263157895,0.049568965517241326,0.7547974413646056,0.46578947368421053
mogb_minilm_fair,banking77,0.75,123,0.5,1.2131045155574336,0.5549698795180723,0.5004310344827586,0.030263157894736843,0.4995689655172414,0.38871308016877637,0.9697368421052631
mogb_minilm_fair,banking77,0.75,123,0.6,1.32231996000007,0.5906432748538012,0.6004310344827586,0.06973684210526315,0.3995689655172414,0.43268053855569155,0.9302631578947368
mogb_minilm_fair,banking77,0.75,123,0.7,1.4432521170028356,0.5962373371924746,0.7004310344827587,0.1868421052631579,0.2995689655172413,0.4706778370144707,0.8131578947368421
mogb_minilm_fair,banking77,0.75,123,0.8,1.5752778678203094,0.5687536571094207,0.8004310344827587,0.3605263157894737,0.19956896551724135,0.512118018967334,0.6394736842105263
mogb_minilm_fair,banking77,0.75,123,0.9,1.7908577733070237,0.40290088638195004,0.9004310344827586,0.6710526315789473,0.09956896551724137,0.5197505197505198,0.32894736842105265
mogb_minilm_fair,banking77,0.75,123,0.95,1.9995239029414684,0.25349301397205587,0.9504310344827587,0.8328947368421052,0.049568965517241326,0.5247933884297521,0.16710526315789473
s2c_trainable_k1,banking77,0.75,123,0.5,0.8279733525908926,0.5560571858540256,0.5004310344827586,0.02763157894736842,0.4995689655172414,0.38935721812434143,0.9723684210526315
s2c_trainable_k1,banking77,0.75,123,0.6,0.871898442872049,0.5918196994991652,0.6004310344827586,0.06710526315789474,0.3995689655172414,0.43337408312958436,0.9328947368421052
s2c_trainable_k1,banking77,0.75,123,0.7,0.9186943674574992,0.6286522148916117,0.7004310344827587,0.12236842105263158,0.2995689655172413,0.4897209985315712,0.8776315789473684
s2c_trainable_k1,banking77,0.75,123,0.8,0.9845534551094619,0.6626571897211591,0.8004310344827587,0.2026315789473684,0.19956896551724135,0.5668849391955099,0.7973684210526316
s2c_trainable_k1,banking77,0.75,123,0.9,1.0724540289085107,0.6378006872852233,0.9004310344827586,0.3894736842105263,0.09956896551724137,0.6676258992805756,0.6105263157894737
s2c_trainable_k1,banking77,0.75,123,0.95,1.1391639923279573,0.5416666666666666,0.9504310344827587,0.5723684210526315,0.049568965517241326,0.7386363636363636,0.4276315789473684
mogb_minilm_fair,clinc150,0.25,13,0.5,1.0390701223550372,0.9343444836900062,0.5008771929824561,0.01381578947368421,0.49912280701754386,0.8876825898144493,0.9861842105263158
mogb_minilm_fair,clinc150,0.25,13,0.6,1.081416470133578,0.9415365132967497,0.6008771929824561,0.021710526315789475,0.3991228070175439,0.9074450772986168,0.9782894736842105
mogb_minilm_fair,clinc150,0.25,13,0.7,1.1278168307327752,0.9477187332259795,0.7008771929824561,0.032017543859649125,0.2991228070175439,0.928286014721346,0.9679824561403508
mogb_minilm_fair,clinc150,0.25,13,0.8,1.1962195417510677,0.9351573796018241,0.8008771929824562,0.0780701754385965,0.1991228070175438,0.9487700293387498,0.9219298245614035
mogb_minilm_fair,clinc150,0.25,13,0.9,1.3081849231421443,0.8332084893882646,0.9008771929824562,0.2682017543859649,0.09912280701754383,0.9672463768115942,0.7317982456140351
mogb_minilm_fair,clinc150,0.25,13,0.95,1.4074587717687772,0.6395520188623637,0.9508771929824561,0.5241228070175439,0.0491228070175439,0.9748427672955975,0.4758771929824561
s2c_trainable_k1,clinc150,0.25,13,0.5,0.8710087619851749,0.9364437532400207,0.5008771929824561,0.009649122807017544,0.49912280701754386,0.888102261553589,0.9903508771929824
s2c_trainable_k1,clinc150,0.25,13,0.6,0.9173186847098385,0.9458749343142406,0.6008771929824561,0.013157894736842105,0.3991228070175439,0.9081735620585267,0.9868421052631579
s2c_trainable_k1,clinc150,0.25,13,0.7,0.9724091675507345,0.9521060508873209,0.7008771929824561,0.023464912280701754,0.2991228070175439,0.928869420108469,0.9765350877192982
s2c_trainable_k1,clinc150,0.25,13,0.8,1.0454245627295142,0.9558294252372124,0.8008771929824562,0.03903508771929825,0.1991228070175438,0.9507485354740725,0.9609649122807018
s2c_trainable_k1,clinc150,0.25,13,0.9,1.1416144445695144,0.9490610592600922,0.9008771929824562,0.07456140350877193,0.09912280701754383,0.973921070851604,0.9254385964912281
s2c_trainable_k1,clinc150,0.25,13,0.95,1.2452232950542383,0.9092627599243857,0.9508771929824561,0.156140350877193,0.0491228070175439,0.985655737704918,0.843859649122807
mogb_minilm_fair,clinc150,0.25,42,0.5,1.084412417807909,0.9304556354916067,0.5008771929824561,0.02149122807017544,0.49912280701754386,0.8869012124826078,0.9785087719298246
mogb_minilm_fair,clinc150,0.25,42,0.6,1.1288477681614777,0.9336593663618966,0.6008771929824561,0.03706140350877193,0.3991228070175439,0.9061081304168386,0.962938596491228
mogb_minilm_fair,clinc150,0.25,42,0.7,1.1785491602938645,0.9290942860264394,0.7008771929824561,0.06754385964912281,0.2991228070175439,0.9257565861092968,0.9324561403508772
mogb_minilm_fair,clinc150,0.25,42,0.8,1.2413279083562816,0.8987807683459857,0.8008771929824562,0.1432017543859649,0.1991228070175438,0.9450895016932753,0.8567982456140351
mogb_minilm_fair,clinc150,0.25,42,0.9,1.3555183052142492,0.7451664876476907,0.9008771929824562,0.39144736842105265,0.09912280701754383,0.9608725761772853,0.6085526315789473
mogb_minilm_fair,clinc150,0.25,42,0.95,1.4482998877036717,0.535068232307204,0.9508771929824561,0.6302631578947369,0.0491228070175439,0.9678530424799081,0.36973684210526314
s2c_trainable_k1,clinc150,0.25,42,0.5,0.9023033122420341,0.935450394354504,0.5008771929824561,0.01162280701754386,0.49912280701754386,0.8879038613081166,0.9883771929824562
s2c_trainable_k1,clinc150,0.25,42,0.6,0.9426265527853017,0.9434320025281786,0.6008771929824561,0.017982456140350878,0.3991228070175439,0.9077640381106832,0.9820175438596491
s2c_trainable_k1,clinc150,0.25,42,0.7,0.9841149637673892,0.9486216882977583,0.7008771929824561,0.030263157894736843,0.2991228070175439,0.9284064665127021,0.9697368421052631
s2c_trainable_k1,clinc150,0.25,42,0.8,1.041811018123853,0.9451300132216836,0.8008771929824562,0.059429824561403506,0.1991228070175438,0.9497342781222321,0.9405701754385964
s2c_trainable_k1,clinc150,0.25,42,0.9,1.1152096995735707,0.9146440599233538,0.9008771929824562,0.13640350877192983,0.09912280701754383,0.9721056529252037,0.8635964912280701
s2c_trainable_k1,clinc150,0.25,42,0.95,1.1896439605515343,0.8204931646863421,0.9508771929824561,0.29583333333333334,0.0491228070175439,0.982858891949801,0.7041666666666667
mogb_minilm_fair,clinc150,0.25,87,0.5,1.07417866190396,0.9346764980787206,0.5008771929824561,0.013157894736842105,0.49912280701754386,0.8877490629315447,0.9868421052631579
mogb_minilm_fair,clinc150,0.25,87,0.6,1.124444035863864,0.938062466913711,0.6008771929824561,0.02850877192982456,0.3991228070175439,0.9068577277379734,0.9714912280701754
mogb_minilm_fair,clinc150,0.25,87,0.7,1.1878022436551157,0.9292112737601048,0.7008771929824561,0.06732456140350877,0.2991228070175439,0.9257727470613845,0.9326754385964913
mogb_minilm_fair,clinc150,0.25,87,0.8,1.2672576934350446,0.8915132569179113,0.8008771929824562,0.15570175438596492,0.1991228070175438,0.9443218052489576,0.8442982456140351
mogb_minilm_fair,clinc150,0.25,87,0.9,1.3812174795278531,0.7722017866526537,0.9008771929824562,0.3554824561403509,0.09912280701754383,0.9629750982961992,0.6445175438596491
mogb_minilm_fair,clinc150,0.25,87,0.95,1.5021171888066889,0.5097659402744148,0.9508771929824561,0.6537280701754385,0.0491228070175439,0.9657492354740062,0.3462719298245614
s2c_trainable_k1,clinc150,0.25,87,0.5,0.8780092246184458,0.9372150849564858,0.5008771929824561,0.008114035087719297,0.49912280701754386,0.8882560879811469,0.9918859649122806
s2c_trainable_k1,clinc150,0.25,87,0.6,0.9227845641610767,0.9447659126775382,0.6008771929824561,0.015350877192982455,0.3991228070175439,0.9079878665318504,0.9846491228070176
s2c_trainable_k1,clinc150,0.25,87,0.7,0.9790661534860491,0.9487344487344488,0.7008771929824561,0.030043859649122807,0.2991228070175439,0.9284214945424013,0.9699561403508772
s2c_trainable_k1,clinc150,0.25,87,0.8,1.0313807543547007,0.9455947136563877,0.8008771929824562,0.05855263157894737,0.1991228070175438,0.9497787610619469,0.9414473684210526
s2c_trainable_k1,clinc150,0.25,87,0.9,1.1007687990850772,0.922527092460226,0.9008771929824562,0.12258771929824562,0.09912280701754383,0.972532814778804,0.8774122807017544
s2c_trainable_k1,clinc150,0.25,87,0.95,1.182755648443297,0.8448448448448449,0.9508771929824561,0.2596491228070175,0.0491228070175439,0.9836829836829837,0.7403508771929824
mogb_minilm_fair,clinc150,0.25,100,0.5,1.0530833787929854,0.9367744610281924,0.5008771929824561,0.008991228070175439,0.49912280701754386,0.8881682389937107,0.9910087719298246
mogb_minilm_fair,clinc150,0.25,100,0.6,1.110300847202716,0.9444327509997895,0.6008771929824561,0.016008771929824563,0.3991228070175439,0.9079320113314447,0.9839912280701755
mogb_minilm_fair,clinc150,0.25,100,0.7,1.164665079670088,0.9486216882977583,0.7008771929824561,0.030263157894736843,0.2991228070175439,0.9284064665127021,0.9697368421052631
mogb_minilm_fair,clinc150,0.25,100,0.8,1.2281059729018668,0.936458564763386,0.8008771929824562,0.0756578947368421,0.1991228070175438,0.9488968932913102,0.9243421052631579
mogb_minilm_fair,clinc150,0.25,100,0.9,1.3324842118506113,0.8342272670575028,0.9008771929824562,0.26666666666666666,0.09912280701754383,0.9673126988718542,0.7333333333333333
mogb_minilm_fair,clinc150,0.25,100,0.95,1.4648898203973058,0.5525243022891189,0.9508771929824561,0.6135964912280701,0.0491228070175439,0.9691969196919692,0.3864035087719298
s2c_trainable_k1,clinc150,0.25,100,0.5,0.860738420451972,0.9397416020671835,0.5008771929824561,0.0030701754385964912,0.49912280701754386,0.8887585532746823,0.9969298245614036
s2c_trainable_k1,clinc150,0.25,100,0.6,0.9150343875967151,0.9495182237117721,0.6008771929824561,0.0059210526315789476,0.3991228070175439,0.9087810745789896,0.9940789473684211
s2c_trainable_k1,clinc150,0.25,100,0.7,0.9632715346614427,0.9587847886127044,0.7008771929824561,0.01030701754385965,0.2991228070175439,0.9297486608982283,0.9896929824561403
s2c_trainable_k1,clinc150,0.25,100,0.8,1.0336719549015925,0.9650848556912767,0.8008771929824562,0.021052631578947368,0.1991228070175438,0.9516094649328501,0.9789473684210527
s2c_trainable_k1,clinc150,0.25,100,0.9,1.1177738705192666,0.9588949537707475,0.9008771929824562,0.056140350877192984,0.09912280701754383,0.9744170251301788,0.9438596491228071
s2c_trainable_k1,clinc150,0.25,100,0.95,1.2040878423835653,0.9251368028874142,0.9508771929824561,0.1287280701754386,0.0491228070175439,0.9861007694216928,0.8712719298245614
mogb_minilm_fair,clinc150,0.25,123,0.5,1.0562681988408749,0.934123025768911,0.5008771929824561,0.01425438596491228,0.49912280701754386,0.8876382306477093,0.9857456140350878
mogb_minilm_fair,clinc150,0.25,123,0.6,1.0974553369133475,0.9368242527029892,0.6008771929824561,0.030921052631578946,0.3991228070175439,0.9066475174394748,0.969078947368421
mogb_minilm_fair,clinc150,0.25,123,0.7,1.1451536119650838,0.9360685987192011,0.7008771929824561,0.054385964912280704,0.2991228070175439,0.9267139479905437,0.9456140350877194
mogb_minilm_fair,clinc150,0.25,123,0.8,1.2049932729581738,0.9213609734114466,0.8008771929824562,0.10328947368421053,0.1991228070175438,0.9474050046339203,0.8967105263157895
mogb_minilm_fair,clinc150,0.25,123,0.9,1.3149345580760103,0.8289688009021426,0.9008771929824562,0.27456140350877195,0.09912280701754383,0.9669687225957322,0.7254385964912281
mogb_minilm_fair,clinc150,0.25,123,0.95,1.397599462808395,0.6610587382160986,0.9508771929824561,0.5002192982456141,0.0491228070175439,0.976017130620985,0.499780701754386
s2c_trainable_k1,clinc150,0.25,123,0.5,0.8771669230067803,0.9362231670641916,0.5008771929824561,0.010087719298245614,0.49912280701754386,0.8880582333267756,0.9899122807017544
s2c_trainable_k1,clinc150,0.25,123,0.6,0.9272935462188683,0.9439882080437987,0.6008771929824561,0.016885964912280702,0.3991228070175439,0.9078574321587687,0.9831140350877193
s2c_trainable_k1,clinc150,0.25,123,0.7,0.9835446948826714,0.946927374301676,0.7008771929824561,0.03355263157894737,0.2991228070175439,0.9281802864363943,0.9664473684210526
s2c_trainable_k1,clinc150,0.25,123,0.8,1.0404631962305957,0.9467546754675468,0.8008771929824562,0.05635964912280702,0.1991228070175438,0.9498896247240618,0.943640350877193
s2c_trainable_k1,clinc150,0.25,123,0.9,1.150351131873474,0.9246346795535612,0.9008771929824562,0.11885964912280701,0.09912280701754383,0.972645848462842,0.881140350877193
s2c_trainable_k1,clinc150,0.25,123,0.95,1.2301805968618598,0.8848894794057254,0.9508771929824561,0.19671052631578947,0.0491228070175439,0.9849421887604195,0.8032894736842106
mogb_minilm_fair,clinc150,0.5,13,0.5,1.0879300374367666,0.8504649409399346,0.5004444444444445,0.019130434782608695,0.49955555555555553,0.7506654835847383,0.9808695652173913
mogb_minilm_fair,clinc150,0.5,13,0.6,1.1328406987554656,0.8696556205328135,0.6004444444444444,0.030144927536231884,0.39955555555555555,0.7882214369846878,0.9698550724637681
mogb_minilm_fair,clinc150,0.5,13,0.7,1.1974945498673917,0.8761411636462734,0.7004444444444444,0.06811594202898551,0.2995555555555556,0.826690665980972,0.9318840579710145
mogb_minilm_fair,clinc150,0.5,13,0.8,1.2658841634787006,0.8611070541843143,0.8004444444444444,0.1455072463768116,0.1995555555555556,0.8678245510744775,0.8544927536231884
mogb_minilm_fair,clinc150,0.5,13,0.9,1.387744382331923,0.6885597001606283,0.9004444444444445,0.4408695652173913,0.09955555555555551,0.8959591267998143,0.5591304347826087
mogb_minilm_fair,clinc150,0.5,13,0.95,1.494396525738122,0.4676274467627447,0.9502222222222222,0.6849275362318841,0.04977777777777781,0.9065888240200167,0.31507246376811593
s2c_trainable_k1,clinc150,0.5,13,0.5,0.8628565706412338,0.855927963981991,0.5004444444444445,0.008115942028985508,0.49955555555555553,0.7527496700395953,0.9918840579710145
s2c_trainable_k1,clinc150,0.5,13,0.6,0.9109696463084312,0.8788347512245424,0.6004444444444444,0.011884057971014493,0.39955555555555555,0.7913184772516249,0.9881159420289856
s2c_trainable_k1,clinc150,0.5,13,0.7,0.9683791081475146,0.8993861756071524,0.7004444444444444,0.02318840579710145,0.2995555555555556,0.8333333333333334,0.9768115942028985
s2c_trainable_k1,clinc150,0.5,13,0.8,1.03619813226243,0.9173955296404276,0.8004444444444444,0.042318840579710144,0.1995555555555556,0.8803623767652544,0.9576811594202899
s2c_trainable_k1,clinc150,0.5,13,0.9,1.1277111780841977,0.9163840141572039,0.9004444444444445,0.09942028985507247,0.09955555555555551,0.9327529270489342,0.9005797101449275
s2c_trainable_k1,clinc150,0.5,13,0.95,1.2225383390727425,0.8621625938348506,0.9502222222222222,0.21768115942028984,0.04977777777777781,0.960156527926005,0.7823188405797101
mogb_minilm_fair,clinc150,0.5,42,0.5,1.1009200561513357,0.8471329552614997,0.5004444444444445,0.025797101449275363,0.49955555555555553,0.749386845039019,0.9742028985507246
mogb_minilm_fair,clinc150,0.5,42,0.6,1.1469415817681572,0.8638975966562173,0.6004444444444444,0.04144927536231884,0.39955555555555555,0.7862577270565858,0.9585507246376812
mogb_minilm_fair,clinc150,0.5,42,0.7,1.2084530913738734,0.8702917408574168,0.7004444444444444,0.0791304347826087,0.2995555555555556,0.8249805245390808,0.9208695652173913
mogb_minilm_fair,clinc150,0.5,42,0.8,1.284782323641548,0.8599415204678362,0.8004444444444444,0.14753623188405798,0.1995555555555556,0.8675516224188791,0.852463768115942
mogb_minilm_fair,clinc150,0.5,42,0.9,1.416693595162466,0.7144856543037089,0.9004444444444445,0.4081159420289855,0.09955555555555551,0.9011473962930273,0.5918840579710145
mogb_minilm_fair,clinc150,0.5,42,0.95,1.5251889915483154,0.4774524471040821,0.9502222222222222,0.676231884057971,0.04977777777777781,0.9088689991863304,0.323768115942029
s2c_trainable_k1,clinc150,0.5,42,0.5,0.8897267310481689,0.854351909830933,0.5004444444444445,0.011304347826086957,0.49955555555555553,0.7521499448732084,0.9886956521739131
s2c_trainable_k1,clinc150,0.5,42,0.6,0.9285260254286051,0.8756463288521199,0.6004444444444444,0.018260869565217393,0.39955555555555555,0.7902473168455436,0.9817391304347826
s2c_trainable_k1,clinc150,0.5,42,0.7,0.9800849136053758,0.891844686282413,0.7004444444444444,0.03797101449275362,0.2995555555555556,0.8312046080641122,0.9620289855072464
s2c_trainable_k1,clinc150,0.5,42,0.8,1.0427728255287354,0.903389115454929,0.8004444444444444,0.06898550724637681,0.1995555555555556,0.8773559136847856,0.9310144927536231
s2c_trainable_k1,clinc150,0.5,42,0.9,1.1287559858328342,0.8932068082542551,0.9004444444444445,0.14057971014492754,0.09955555555555551,0.9297585449984321,0.8594202898550725
s2c_trainable_k1,clinc150,0.5,42,0.95,1.2040231522336642,0.8332787422207665,0.9502222222222222,0.26260869565217393,0.04977777777777781,0.9578313253012049,0.7373913043478261
mogb_minilm_fair,clinc150,0.5,87,0.5,1.0815907567105971,0.8506093730368137,0.5004444444444445,0.01884057971014493,0.49955555555555553,0.7507207806609004,0.981159420289855
mogb_minilm_fair,clinc150,0.5,87,0.6,1.1460143958961806,0.8649354038888164,0.6004444444444444,0.03942028985507246,0.39955555555555555,0.7866128649418467,0.9605797101449275
mogb_minilm_fair,clinc150,0.5,87,0.7,1.215669326649344,0.8612453403285931,0.7004444444444444,0.09594202898550724,0.2995555555555556,0.822304244661218,0.9040579710144927
mogb_minilm_fair,clinc150,0.5,87,0.8,1.2899623484927103,0.8321102291448256,0.8004444444444444,0.19478260869565217,0.1995555555555556,0.8608614812519367,0.8052173913043478
mogb_minilm_fair,clinc150,0.5,87,0.9,1.4269669185558602,0.676036036036036,0.9004444444444445,0.456231884057971,0.09955555555555551,0.8933333333333333,0.543768115942029
mogb_minilm_fair,clinc150,0.5,87,0.95,1.5391199007308851,0.4751712328767123,0.9502222222222222,0.6782608695652174,0.04977777777777781,0.9083469721767594,0.3217391304347826
s2c_trainable_k1,clinc150,0.5,87,0.5,0.8662493385811549,0.8569286517555916,0.5004444444444445,0.00608695652173913,0.49955555555555553,0.7531298045244893,0.9939130434782608
s2c_trainable_k1,clinc150,0.5,87,0.6,0.9127976042372771,0.8802780638516993,0.6004444444444444,0.008985507246376812,0.39955555555555555,0.7918017600741084,0.9910144927536232
s2c_trainable_k1,clinc150,0.5,87,0.7,0.9681546603119873,0.9015847649487282,0.7004444444444444,0.01884057971014493,0.2995555555555556,0.8339492485833949,0.981159420289855
s2c_trainable_k1,clinc150,0.5,87,0.8,1.034407811785916,0.9172452096639823,0.8004444444444444,0.042608695652173914,0.1995555555555556,0.8803304904051172,0.957391304347826
s2c_trainable_k1,clinc150,0.5,87,0.9,1.1410277875645058,0.901644245142003,0.9004444444444445,0.12579710144927536,0.09955555555555551,0.9308641975308642,0.8742028985507246
s2c_trainable_k1,clinc150,0.5,87,0.95,1.2367703441895532,0.8096908939014202,0.9502222222222222,0.29768115942028983,0.04977777777777781,0.955818540433925,0.7023188405797102
mogb_minilm_fair,clinc150,0.5,100,0.5,1.0851973930489225,0.8456782334384858,0.5004444444444445,0.028695652173913042,0.49955555555555553,0.7488268156424581,0.971304347826087
mogb_minilm_fair,clinc150,0.5,100,0.6,1.140531428807798,0.8607727570399476,0.6004444444444444,0.04753623188405797,0.39955555555555555,0.7851851851851852,0.952463768115942
mogb_minilm_fair,clinc150,0.5,100,0.7,1.204899626380463,0.8639118457300275,0.7004444444444444,0.0910144927536232,0.2995555555555556,0.8230971128608924,0.9089855072463768
mogb_minilm_fair,clinc150,0.5,100,0.8,1.2891249739100017,0.8165123691000151,0.8004444444444444,0.22028985507246376,0.1995555555555556,0.8569608155463524,0.7797101449275362
mogb_minilm_fair,clinc150,0.5,100,0.9,1.409749648848877,0.6472754050073638,0.9004444444444445,0.49043478260869566,0.09955555555555551,0.8869828456104945,0.5095652173913043
mogb_minilm_fair,clinc150,0.5,100,0.95,1.5503853198550173,0.44147888864581053,0.9502222222222222,0.707536231884058,0.04977777777777781,0.9000892060660125,0.29246376811594205
s2c_trainable_k1,clinc150,0.5,100,0.5,0.8811873941908651,0.8552121136278313,0.5004444444444445,0.009565217391304347,0.49955555555555553,0.7524774278793217,0.9904347826086957
s2c_trainable_k1,clinc150,0.5,100,0.6,0.92305682365235,0.8766627921994059,0.6004444444444444,0.016231884057971015,0.39955555555555555,0.7905893314698346,0.983768115942029
s2c_trainable_k1,clinc150,0.5,100,0.7,0.9744231271218758,0.8968837769158754,0.7004444444444444,0.028115942028985506,0.2995555555555556,0.8326297491929476,0.9718840579710145
s2c_trainable_k1,clinc150,0.5,100,0.8,1.0339134154575649,0.9146833681280445,0.8004444444444444,0.04753623188405797,0.1995555555555556,0.8797858099062918,0.952463768115942
s2c_trainable_k1,clinc150,0.5,100,0.9,1.1189886638507769,0.9122131754256106,0.9004444444444445,0.10695652173913044,0.09955555555555551,0.9322239031770045,0.8930434782608696
s2c_trainable_k1,clinc150,0.5,100,0.95,1.2029152734639779,0.8692063492063492,0.9502222222222222,0.2063768115942029,0.04977777777777781,0.960701754385965,0.7936231884057972
mogb_minilm_fair,clinc150,0.5,123,0.5,1.0941616319951344,0.8471329552614997,0.5004444444444445,0.025797101449275363,0.49955555555555553,0.749386845039019,0.9742028985507246
mogb_minilm_fair,clinc150,0.5,123,0.6,1.141912210995753,0.8636007316435851,0.6004444444444444,0.042028985507246375,0.39955555555555555,0.7861560418648906,0.9579710144927536
mogb_minilm_fair,clinc150,0.5,123,0.7,1.1987601012998392,0.8716826265389876,0.7004444444444444,0.07652173913043478,0.2995555555555556,0.8253886010362694,0.9234782608695652
mogb_minilm_fair,clinc150,0.5,123,0.8,1.276991051150938,0.84061849539102,0.8004444444444444,0.18057971014492755,0.1995555555555556,0.862942612942613,0.8194202898550724
mogb_minilm_fair,clinc150,0.5,123,0.9,1.3911914082310477,0.6922940024915465,0.9004444444444445,0.43623188405797103,0.09955555555555551,0.896726602120793,0.563768115942029
mogb_minilm_fair,clinc150,0.5,123,0.95,1.507870744998708,0.49736342543767137,0.9502222222222222,0.6582608695652173,0.04977777777777781,0.9132455460883037,0.3417391304347826
s2c_trainable_k1,clinc150,0.5,123,0.5,0.8939125493974259,0.8540648878867594,0.5004444444444445,0.011884057971014493,0.49955555555555553,0.7520405912199426,0.9881159420289856
s2c_trainable_k1,clinc150,0.5,123,0.6,0.9345192934551017,0.8738995339202486,0.6004444444444444,0.021739130434782608,0.39955555555555555,0.7896583996256434,0.9782608695652174
s2c_trainable_k1,clinc150,0.5,123,0.7,0.9792564750027892,0.8946663093004557,0.7004444444444444,0.03246376811594203,0.2995555555555556,0.8320039880358924,0.967536231884058
s2c_trainable_k1,clinc150,0.5,123,0.8,1.0282280557390824,0.9118057493720346,0.8004444444444444,0.05304347826086957,0.1995555555555556,0.8791711517761034,0.9469565217391305
s2c_trainable_k1,clinc150,0.5,123,0.9,1.1078746852502492,0.907360594795539,0.9004444444444445,0.11565217391304349,0.09955555555555551,0.9316030534351145,0.8843478260869565
s2c_trainable_k1,clinc150,0.5,123,0.95,1.1747133706848683,0.852263573384888,0.9502222222222222,0.23333333333333334,0.04977777777777781,0.9593761334784185,0.7666666666666667
mogb_minilm_fair,clinc150,0.75,13,0.5,1.1095587000419511,0.7245318946366233,0.500297619047619,0.02435897435897436,0.49970238095238095,0.5762241292276628,0.9756410256410256
mogb_minilm_fair,clinc150,0.75,13,0.6,1.1653132042673284,0.7582602832097101,0.600297619047619,0.03888888888888889,0.399702380952381,0.6261135857461024,0.9611111111111111
mogb_minilm_fair,clinc150,0.75,13,0.7,1.2278856407889152,0.7906052393857272,0.700297619047619,0.06495726495726496,0.299702380952381,0.6848200312989046,0.935042735042735
mogb_minilm_fair,clinc150,0.75,13,0.8,1.3040636929761524,0.7951180472188876,0.8002976190476191,0.15085470085470085,0.1997023809523809,0.7475545522949586,0.8491452991452991
mogb_minilm_fair,clinc150,0.75,13,0.9,1.4446950266523628,0.6005754642950563,0.9002976190476191,0.5094017094017094,0.09970238095238093,0.7741065407956844,0.4905982905982906
mogb_minilm_fair,clinc150,0.75,13,0.95,1.5587354318628843,0.4097684744687599,0.950297619047619,0.7239316239316239,0.049702380952381,0.7945879458794588,0.2760683760683761
s2c_trainable_k1,clinc150,0.75,13,0.5,0.888896874287426,0.7289690069576218,0.500297619047619,0.014957264957264958,0.49970238095238095,0.5785642570281124,0.9850427350427351
s2c_trainable_k1,clinc150,0.75,13,0.6,0.9336603610706962,0.7657506702412868,0.600297619047619,0.023504273504273504,0.399702380952381,0.6298235942668137,0.9764957264957265
s2c_trainable_k1,clinc150,0.75,13,0.7,0.9766561123796949,0.8050696179935737,0.700297619047619,0.03632478632478633,0.299702380952381,0.6912936848559166,0.9636752136752137
s2c_trainable_k1,clinc150,0.75,13,0.8,1.0291686639846844,0.8421457412036147,0.8002976190476191,0.0641025641025641,0.1997023809523809,0.7654666200629151,0.9358974358974359
s2c_trainable_k1,clinc150,0.75,13,0.9,1.1062768437272923,0.8563488670371954,0.9002976190476191,0.144017094017094,0.09970238095238093,0.8567151411462789,0.8559829059829059
s2c_trainable_k1,clinc150,0.75,13,0.95,1.1818421754407766,0.8121298270552002,0.950297619047619,0.2675213675213675,0.049702380952381,0.911217437533227,0.7324786324786324
mogb_minilm_fair,clinc150,0.75,42,0.5,1.1261860056806257,0.7255430474076423,0.500297619047619,0.022222222222222223,0.49970238095238095,0.5767582556087724,0.9777777777777777
mogb_minilm_fair,clinc150,0.75,42,0.6,1.1813531674733364,0.758887952822241,0.600297619047619,0.037606837606837605,0.399702380952381,0.6264255910987483,0.9623931623931624
