dataset,kir,seed,gate_variant,encoder,k_per_intent,radius_lambda,threshold,acceptance_mode,known_intent_count,known_f1,f1_all,oos_f1,accuracy,known_recall,false_acceptance,router_error,expert_error,prediction_count,device,test_used_for_selection,oos_used_for_training,stage_counts
clinc150,0.25,42,trainable_gate_paper_geometry,last2_minilm_plus_residual_projection,2,0.5,1.0,normalized_union,38,62.66148913807914,63.4643557499706,93.97328700184602,89.0,54.21052631578947,0.7568807339449541,1.9417475728155338,6.148867313915858,5500,cuda,False,False,"{""correct_known_prediction"": 568, ""correct_oos_rejection"": 4327, ""known_rejected_by_gate"": 522, ""known_wrong_domain"": 12, ""known_wrong_expert"": 38, ""oos_accepted_by_gate"": 33}"
stackoverflow,0.25,42,trainable_gate_paper_geometry,last2_minilm_plus_residual_projection,2,1.0,1.0,normalized_union,5,60.32572690734899,63.6439624946393,80.23514043109078,71.96994991652754,93.92117568470275,31.649232138882706,0.0,11.806543385490755,5990,cuda,False,False,"{""correct_known_prediction"": 1240, ""correct_oos_rejection"": 3071, ""known_rejected_by_gate"": 91, ""known_wrong_domain"": 0, ""known_wrong_expert"": 166, ""oos_accepted_by_gate"": 1422}"
banking77_oos,0.25,42,trainable_gate_paper_geometry,last2_minilm_plus_residual_projection,2,1.0,1.0,normalized_union,12,56.5763405606859,59.325942662418655,92.32116788321167,86.29901960784314,81.66666666666667,12.166666666666668,0.0,8.418367346938775,4080,cuda,False,False,"{""correct_known_prediction"": 359, ""correct_oos_rejection"": 3162, ""known_rejected_by_gate"": 88, ""known_wrong_domain"": 0, ""known_wrong_expert"": 33, ""oos_accepted_by_gate"": 438}"
clinc150,0.5,42,trainable_gate_paper_geometry,last2_minilm_plus_residual_projection,2,0.5,1.0,normalized_union,75,67.60668470126333,67.8508458387491,86.1629311501812,80.54545454545455,55.955555555555556,1.2307692307692308,1.1914217633042097,1.9062748212867358,5500,cuda,False,False,"{""correct_known_prediction"": 1220, ""correct_oos_rejection"": 3210, ""known_rejected_by_gate"": 991, ""known_wrong_domain"": 15, ""known_wrong_expert"": 24, ""oos_accepted_by_gate"": 40}"
stackoverflow,0.5,42,trainable_gate_paper_geometry,last2_minilm_plus_residual_projection,2,1.0,1.0,normalized_union,10,75.27079199895155,75.44361053274379,77.17179587066614,75.62604340567613,94.78783828934179,33.90056723390057,0.0,10.15156855833627,5990,cuda,False,False,"{""correct_known_prediction"": 2549, ""correct_oos_rejection"": 1981, ""known_rejected_by_gate"": 156, ""known_wrong_domain"": 0, ""known_wrong_expert"": 288, ""oos_accepted_by_gate"": 1016}"
banking77_oos,0.5,42,trainable_gate_paper_geometry,last2_minilm_plus_residual_projection,2,1.0,1.0,normalized_union,25,61.62115536854139,62.5741018917873,86.39776497293522,78.62745098039215,82.69999999999999,19.675324675324678,0.0,11.24546553808948,4080,cuda,False,False,"{""correct_known_prediction"": 734, ""correct_oos_rejection"": 2474, ""known_rejected_by_gate"": 173, ""known_wrong_domain"": 0, ""known_wrong_expert"": 93, ""oos_accepted_by_gate"": 606}"
clinc150,0.75,42,trainable_gate_paper_geometry,last2_minilm_plus_residual_projection,2,0.5,1.0,normalized_union,112,66.38756023298274,66.45036925774622,73.48498003125543,70.6,55.267857142857146,1.1214953271028036,1.4001077005923532,3.4464189553042544,5500,cuda,False,False,"{""correct_known_prediction"": 1767, ""correct_oos_rejection"": 2116, ""known_rejected_by_gate"": 1503, ""known_wrong_domain"": 26, ""known_wrong_expert"": 64, ""oos_accepted_by_gate"": 24}"
stackoverflow,0.75,42,trainable_gate_paper_geometry,last2_minilm_plus_residual_projection,2,1.0,1.0,normalized_union,15,82.05904495332895,81.48586921401515,72.88823312430837,79.79966611018364,95.01224671565353,34.08939292861908,0.0,11.131942816967424,5990,cuda,False,False,"{""correct_known_prediction"": 3792, ""correct_oos_rejection"": 988, ""known_rejected_by_gate"": 224, ""known_wrong_domain"": 0, ""known_wrong_expert"": 475, ""oos_accepted_by_gate"": 511}"
banking77_oos,0.75,42,trainable_gate_paper_geometry,last2_minilm_plus_residual_projection,2,1.0,1.0,normalized_union,38,67.49180840622171,67.93976054932487,84.96194198724542,77.5,84.47368421052632,19.3359375,0.0,14.56386292834891,4080,cuda,False,False,"{""correct_known_prediction"": 1097, ""correct_oos_rejection"": 2065, ""known_rejected_by_gate"": 236, ""known_wrong_domain"": 0, ""known_wrong_expert"": 187, ""oos_accepted_by_gate"": 495}"
