dataset,dataset_variant,protocol,method,kir,n,oos_f1_mean,oos_f1_std,known_f1_mean,known_f1_std,accuracy_mean,accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,oos_precision_mean,oos_precision_std,oos_recall_mean,oos_recall_std,selection
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.25,3,87.6276290013152,2.1206854797153136,72.61531444936337,4.168747002985328,82.24025974025975,2.775673384393466,89.47368421052632,1.302565123238374,19.25287356321839,3.7593741555590077,95.91888810463736,0.3315993999471249,80.74712643678161,3.759374155559012,"Known-only: recipe mean Known-dev macro-F1 across seeds, then geometry Known-dev utility at fixed 90% Known coverage"
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.5,3,81.87093960874279,2.479532606400874,80.82981665842708,1.413380954463195,80.66017316017316,2.172549973833641,89.03508771929825,0.5513072407884375,23.205128205128204,3.9435669589107607,87.76942078733926,0.6757772750767268,76.7948717948718,3.9435669589107603,"Known-only: recipe mean Known-dev macro-F1 across seeds, then geometry Known-dev utility at fixed 90% Known coverage"
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.75,3,70.10135463755707,0.7483733987539104,84.57906050887591,0.18194092005536902,80.87662337662339,0.31811555101080224,90.21551724137932,0.5878526593528368,29.912280701754383,1.3128622409733133,70.14092409472444,1.1167188501497396,70.08771929824562,1.3128622409733095,"Known-only: recipe mean Known-dev macro-F1 across seeds, then geometry Known-dev utility at fixed 90% Known coverage"
