dataset,dataset_variant,protocol,method,kir,seed,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,oos_precision,oos_recall,known_count,oos_count,oos_false_accepts,known_false_rejects,configuration_lock,result,predictions,test_used_for_selection
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.25,13,84.81776490465846,67.58331165225394,78.63636363636364,91.3157894736842,24.267241379310345,96.37959407569939,75.73275862068965,760,2320,563,66,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/locks/banking77_kir25_seed13.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir25_seed13/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir25_seed13/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.25,42,88.12456425749477,72.47107370672849,82.6948051948052,88.55263157894737,18.275862068965516,95.61270801815431,81.72413793103448,760,2320,424,87,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/locks/banking77_kir25_seed42.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir25_seed42/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir25_seed42/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.25,87,89.94055784179241,77.79155798910766,85.3896103896104,88.55263157894737,15.215517241379311,95.76436222005842,84.7844827586207,760,2320,353,87,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/locks/banking77_kir25_seed87.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir25_seed87/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir25_seed87/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.5,13,83.87968908415006,81.78459568000459,82.4025974025974,89.60526315789473,20.44871794871795,88.70621872766262,79.55128205128204,1520,1560,319,158,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/locks/banking77_kir50_seed13.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir50_seed13/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir50_seed13/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.5,42,78.37742504409171,78.83164894269667,77.59740259740259,89.21052631578948,28.78205128205128,87.13725490196079,71.21794871794872,1520,1560,449,164,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/locks/banking77_kir50_seed42.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir50_seed42/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir50_seed42/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.5,87,83.35570469798658,81.87320535257999,81.98051948051948,88.28947368421053,20.384615384615383,87.46478873239437,79.61538461538461,1520,1560,318,178,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/locks/banking77_kir50_seed87.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir50_seed87/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir50_seed87/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.75,13,70.71380920613743,84.82981069204662,81.26623376623377,90.99137931034483,30.263157894736842,71.71853856562923,69.73684210526315,2320,760,230,209,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/locks/banking77_kir75_seed13.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir75_seed13/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir75_seed13/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.75,42,69.04761904761905,84.40371535809724,80.48701298701299,90.08620689655173,31.31578947368421,69.41489361702128,68.6842105263158,2320,760,238,230,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/locks/banking77_kir75_seed42.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir75_seed42/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir75_seed42/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.75,87,70.54263565891473,84.50365547648387,80.87662337662339,89.56896551724138,28.157894736842103,69.28934010152284,71.84210526315789,2320,760,214,242,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/locks/banking77_kir75_seed87.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir75_seed87/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/final_selection/final/banking77/kir75_seed87/Ours.npz,False
