dataset,kir,method,method_label,n_seeds,n_known,n_oos,oos_f1_mean,oos_f1_std,oos_precision_mean,oos_precision_std,oos_recall_mean,oos_recall_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std,oos_false_accept_count_mean,known_false_reject_count_mean
clinc150,0.5,random_partition,Random K=2,5,2250,3450,0.8906911053121689,0.005027811945926729,0.8718624779922693,0.007869896005390837,0.910376811594203,0.0035464333725641565,0.7947555555555555,0.01425828760518244,0.08962318840579706,0.0035464333725641595,0.20524444444444442,0.01425828760518245,309.1999999999999,461.7999999999999
clinc150,0.5,mogb_minilm,MOGB MiniLM,5,2250,3450,0.8131951016346013,0.0029937394053626528,0.6895178408867404,0.0042626402915824846,0.9909565217391305,0.0015255301295004455,0.3157333333333333,0.013693649965685428,0.00904347826086952,0.0015255301295003965,0.6842666666666666,0.013693649965685417,31.19999999999984,1539.6
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + ours,5,2250,3450,0.8555543863002324,0.004191319483426519,0.7622043261278453,0.007097769501470834,0.9750144927536233,0.0032497394592867538,0.5334222222222222,0.018977309387922695,0.02498550724637676,0.0032497394592867082,0.46657777777777776,0.018977309387922657,86.19999999999982,1049.8
clinc150,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,5,2250,3450,0.8332324302971947,0.0029511509584679596,0.7230146475330326,0.004949626123499204,0.9831304347826088,0.002691129133550207,0.4224,0.015060700228011481,0.01686956521739124,0.0026911291335501852,0.5776,0.015060700228011457,58.19999999999978,1299.6
clinc150,0.75,trainable_k1,Trainable K=1,5,3360,2340,0.828493223497581,0.005076623944875164,0.7287965627175993,0.007024423170646144,0.9598290598290597,0.003974588726012438,0.7511904761904763,0.00866935218073182,0.04017094017094012,0.003974588726012444,0.24880952380952376,0.008669352180731851,93.99999999999989,835.9999999999998
clinc150,0.75,single_centroid,Frozen K=1,5,3360,2340,0.8174656812211403,0.007954970381519925,0.7495305975942197,0.009980058061276817,0.898974358974359,0.005658158390654239,0.7907142857142857,0.010045249099870947,0.101025641025641,0.0056581583906542355,0.20928571428571424,0.010045249099870967,236.39999999999992,703.1999999999998
clinc150,0.75,fixed_k2,Frozen K=2,5,3360,2340,0.8150384507030115,0.006304940998015575,0.7273858739513057,0.008266374940446254,0.9267521367521369,0.004952473369510498,0.7580357142857144,0.009493534468890829,0.0732478632478632,0.004952473369510487,0.2419642857142857,0.009493534468890834,171.3999999999999,813.0
clinc150,0.75,random_partition,Random K=2,5,3360,2340,0.8220513451445486,0.009384997678589692,0.7581255235012849,0.01019616616757181,0.8977777777777778,0.009398795197144372,0.8004761904761905,0.009473920672166014,0.10222222222222217,0.009398795197144358,0.1995238095238095,0.009473920672166005,239.19999999999987,670.3999999999999
clinc150,0.75,mogb_minilm,MOGB MiniLM,5,3360,2340,0.6593154230507091,0.0041875520903020096,0.4938153613422811,0.004416911239345071,0.9917094017094017,0.0033595288900911927,0.2919642857142857,0.012156927538988128,0.00829059829059824,0.0033595288900912035,0.7080357142857142,0.012156927538988163,19.399999999999885,2379.0
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,5,3360,2340,0.7197434059711283,0.005944822317859748,0.568400022201879,0.008669440036893602,0.9811111111111112,0.0042884354544622805,0.4808928571428571,0.02038136438446493,0.018888888888888837,0.004288435454462243,0.5191071428571429,0.02038136438446493,44.19999999999989,1744.2
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,5,3360,2340,0.7004044722488024,0.0038559130111527474,0.5445837185570749,0.005072597116512663,0.9811965811965813,0.0028507829196851415,0.4284523809523809,0.012483336398644516,0.018803418803418757,0.0028507829196851376,0.5715476190476191,0.012483336398644523,43.9999999999999,1920.4
banking77,0.25,trainable_k1,Trainable K=1,5,760,2320,0.9165382964914104,0.01797609026854935,0.9377864199848244,0.0016270181840715532,0.8967241379310344,0.033607700850852296,0.8184210526315789,0.00778431550407842,0.10327586206896547,0.033607700850852316,0.181578947368421,0.0077843155040784335,239.59999999999985,138.0
banking77,0.25,single_centroid,Frozen K=1,5,760,2320,0.8517237093485583,0.025265382256290082,0.9367268220732848,0.00274852832154389,0.7816379310344829,0.041752092373893046,0.8389473684210526,0.008757663838049322,0.2183620689655172,0.04175209237389306,0.1610526315789474,0.008757663838049348,506.6,122.4
banking77,0.25,fixed_k2,Frozen K=2,5,760,2320,0.8577784166123713,0.03175919520536074,0.9306350852304768,0.007080809072590534,0.7967241379310346,0.05330347459857214,0.8189473684210526,0.019771898690801922,0.2032758620689655,0.05330347459857209,0.18105263157894733,0.01977189869080194,471.5999999999999,137.59999999999997
banking77,0.25,random_partition,Random K=2,5,760,2320,0.8500483735063608,0.024433958357197565,0.9395219743985261,0.0014800454475739527,0.776896551724138,0.04080578657002089,0.8473684210526315,0.00821710262947161,0.22310344827586204,0.04080578657002089,0.15263157894736837,0.008217102629471602,517.6,115.99999999999996
banking77,0.25,mogb_minilm,MOGB MiniLM,5,760,2320,0.9029919725157672,0.004345545482740958,0.8336117780827899,0.005264712226804809,0.985,0.006410687049164861,0.39973684210526306,0.02262622335652819,0.01499999999999994,0.0064106870491649265,0.6002631578947368,0.022626223356528183,34.79999999999986,456.2
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,5,760,2320,0.9205598966754222,0.004509605546132503,0.8844275379734023,0.008499005099133107,0.9598275862068967,0.004735497919645601,0.616842105263158,0.03248961052773281,0.0401724137931034,0.0047354979196455845,0.38315789473684203,0.03248961052773284,93.1999999999999,291.2
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,5,760,2320,0.9067732430505278,0.00960293427631379,0.8633670095751421,0.0050439066999138065,0.9549137931034481,0.018660856263322402,0.5386842105263158,0.019216833859954888,0.0450862068965517,0.018660856263322464,0.46131578947368423,0.019216833859954874,104.59999999999995,350.6
banking77,0.5,trainable_k1,Trainable K=1,5,1520,1560,0.8356406184886493,0.018251144545811386,0.8293112589134075,0.0027505259964352735,0.8425641025641026,0.034346055742052295,0.8221052631578948,0.0048030821706431335,0.15743589743589742,0.03434605574205228,0.17789473684210524,0.004803082170643147,245.59999999999997,270.4
banking77,0.5,single_centroid,Frozen K=1,5,1520,1560,0.7242801509490058,0.027673309741623086,0.8168695936366996,0.006201969913501785,0.6515384615384615,0.043614717581839144,0.8501315789473685,0.010509855551429413,0.34846153846153843,0.043614717581839144,0.14986842105263154,0.010509855551429399,543.6,227.79999999999995
banking77,0.5,fixed_k2,Frozen K=2,5,1520,1560,0.7546157036165422,0.021528536775831147,0.8066021524664878,0.005600550784829807,0.7094871794871794,0.035481218003786355,0.8255263157894737,0.007030552635469742,0.2905128205128205,0.03548121800378637,0.17447368421052628,0.007030552635469747,453.2,265.19999999999993
banking77,0.5,random_partition,Random K=2,5,1520,1560,0.7162208519261768,0.026683360105673216,0.8226507270497738,0.003962784475423779,0.635,0.04076086432457636,0.8596052631578948,0.007290471145892134,0.36500000000000005,0.04076086432457638,0.14039473684210518,0.00729047114589213,569.4,213.39999999999992
banking77,0.5,mogb_minilm,MOGB MiniLM,5,1520,1560,0.7499368546965274,0.006406834213942431,0.6039417199923298,0.007788768250965215,0.989102564102564,0.004902903378454652,0.33407894736842103,0.021391192170916402,0.01089743589743584,0.004902903378454607,0.6659210526315789,0.021391192170916416,16.99999999999991,1012.2
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,5,1520,1560,0.7939747596576892,0.007797331809627127,0.6744942599799193,0.009518814084548006,0.9650000000000001,0.008702380518741138,0.5218421052631579,0.020199618424305312,0.03499999999999994,0.00870238051874111,0.47815789473684217,0.02019961842430531,54.59999999999991,726.8
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,5,1520,1560,0.7885946611939285,0.008579758994922712,0.6753540902732041,0.0063697956789625695,0.9475641025641026,0.016326660070566445,0.5325,0.012154149001478416,0.05243589743589738,0.01632666007056647,0.46749999999999997,0.012154149001478367,81.79999999999993,710.6
banking77,0.75,trainable_k1,Trainable K=1,5,2320,760,0.6865343253584565,0.027084540089959898,0.5992579910432573,0.016250708879638066,0.8039473684210527,0.04580761890928742,0.8241379310344827,0.004054932698755806,0.19605263157894734,0.0458076189092874,0.1758620689655172,0.0040549326987557735,148.99999999999994,407.9999999999999
banking77,0.75,single_centroid,Frozen K=1,5,2320,760,0.5366071713978288,0.04167218970527396,0.5551958001124092,0.027925485617999197,0.52,0.05451720864810637,0.8641379310344828,0.005211775517307507,0.48,0.054517208648106344,0.13586206896551722,0.005211775517307512,364.8,315.19999999999993
banking77,0.75,fixed_k2,Frozen K=2,5,2320,760,0.5931096142882415,0.025728699487870394,0.553536513241088,0.014794095744809718,0.6392105263157895,0.04020592767862239,0.8313793103448276,0.0037502477127855584,0.3607894736842105,0.04020592767862238,0.16862068965517235,0.003750247712785572,274.2,391.19999999999993
banking77,0.75,random_partition,Random K=2,5,2320,760,0.5337882516266328,0.04240542158941039,0.5649239892286533,0.02664323552790214,0.506842105263158,0.05563315986400826,0.8727586206896552,0.005121879578452769,0.49315789473684213,0.05563315986400822,0.1272413793103448,0.005121879578452737,374.8,295.2
banking77,0.75,mogb_minilm,MOGB MiniLM,5,2320,760,0.4763444315858617,0.004103773735430727,0.3133950399203348,0.0035621303984882816,0.9923684210526315,0.003767847648230635,0.28767241379310343,0.012201397797159081,0.00763157894736838,0.003767847648230626,0.7123275862068965,0.012201397797159091,5.799999999999969,1652.6
banking77,0.75,mogb_partition_ours_boundary,MOGB partition + ours,5,2320,760,0.5313316683894658,0.005918725520325329,0.3674927271956665,0.007020207468936947,0.9594736842105263,0.019302232443044454,0.45862068965517244,0.024356308956183875,0.040526315789473646,0.019302232443044447,0.5413793103448276,0.024356308956183896,30.799999999999965,1256.0
banking77,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,5,2320,760,0.5507101160126237,0.0047867738393309505,0.39322124234869493,0.003286434614223794,0.9186842105263159,0.01163562682601802,0.535603448275862,0.005566856652056204,0.08131578947368416,0.011635626826018,0.4643965517241379,0.005566856652056209,61.79999999999997,1077.4
stackoverflow,0.25,trainable_k1,Trainable K=1,5,1500,4500,0.9547969095009252,0.012101466328903058,0.948315885952273,0.0029551812508471606,0.961511111111111,0.021391356279039223,0.8429333333333332,0.005899152481501039,0.038488888888888836,0.0213913562790392,0.15706666666666663,0.005899152481501039,173.1999999999998,235.59999999999997
stackoverflow,0.25,single_centroid,Frozen K=1,5,1500,4500,0.8948207530022316,0.03765597807194649,0.9466867418803744,0.0048407716194831425,0.8504444444444446,0.06764613810115107,0.8561333333333334,0.018241588624775935,0.14955555555555552,0.06764613810115103,0.14386666666666664,0.018241588624775963,672.9999999999998,215.7999999999999
stackoverflow,0.25,fixed_k2,Frozen K=2,5,1500,4500,0.8666146611474034,0.04798142689533388,0.942305530492917,0.0017230306957691606,0.8052888888888889,0.08309958327657692,0.8521333333333333,0.01548045362527998,0.19471111111111106,0.0830995832765769,0.14786666666666665,0.01548045362527999,876.1999999999998,221.8
stackoverflow,0.25,random_partition,Random K=2,5,1500,4500,0.8911014170392451,0.04117036715235755,0.94797622482068,0.004873558321706051,0.8431555555555554,0.07328641596798209,0.8609333333333333,0.018918538820720563,0.1568444444444444,0.07328641596798209,0.13906666666666664,0.018918538820720546,705.7999999999998,208.59999999999997
stackoverflow,0.25,mogb_minilm,MOGB MiniLM,5,1500,4500,0.8944000569448456,0.005949655171098951,0.8152886198276486,0.010605285540136403,0.9906222222222223,0.005384935548750562,0.3261333333333333,0.04848688253309115,0.00937777777777774,0.005384935548750563,0.6738666666666667,0.04848688253309115,42.19999999999983,1010.8
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + ours,5,1500,4500,0.9259960799998362,0.005335538584498718,0.8780774890339655,0.012348158854060575,0.9796888888888888,0.012352437656162531,0.5910666666666666,0.050757812753856484,0.020311111111111037,0.012352437656162561,0.4089333333333333,0.05075781275385648,91.3999999999997,613.4
stackoverflow,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,5,1500,4500,0.9063585472441907,0.01508885828276153,0.862042842552538,0.00795570640033035,0.9556444444444445,0.025441581595374022,0.5414666666666668,0.022639199043546856,0.04435555555555554,0.02544158159537403,0.4585333333333333,0.022639199043546884,199.59999999999997,687.8
stackoverflow,0.5,trainable_k1,Trainable K=1,5,3000,3000,0.8767066651336372,0.01657004865929603,0.8490778511752038,0.0032367887568854575,0.9065999999999999,0.032611688429491366,0.8389333333333333,0.003569936196130745,0.09339999999999998,0.03261168842949139,0.16106666666666664,0.003569936196130745,280.19999999999993,483.19999999999993
stackoverflow,0.5,single_centroid,Frozen K=1,5,3000,3000,0.7654959559609912,0.05344876974549661,0.8447974312128117,0.011793234667534007,0.7029333333333334,0.08404773775790884,0.8714666666666668,0.011824174859630249,0.2970666666666667,0.0840477377579089,0.1285333333333333,0.011824174859630186,891.2,385.5999999999999
stackoverflow,0.5,fixed_k2,Frozen K=2,5,3000,3000,0.6352945072329975,0.043018765630415005,0.8009103490839704,0.0057274056431920895,0.5283333333333333,0.05844940832321005,0.8688666666666667,0.012801041624284595,0.4716666666666667,0.05844940832321006,0.13113333333333332,0.01280104162428458,1415.0,393.4
stackoverflow,0.5,random_partition,Random K=2,5,3000,3000,0.7587996754762377,0.05491341442416416,0.847569899137332,0.012587622999135347,0.6902000000000001,0.08558024174876917,0.8764,0.01346270568810164,0.30979999999999996,0.08558024174876921,0.12359999999999996,0.013462705688101675,929.4,370.7999999999999
stackoverflow,0.5,mogb_minilm,MOGB MiniLM,5,3000,3000,0.729199427573284,0.006249432392941418,0.5764888048642725,0.007758201299712317,0.9920666666666665,0.0025755258362775775,0.27093333333333336,0.02369880447054945,0.007933333333333282,0.002575525836277584,0.7290666666666666,0.023698804470549402,23.79999999999984,2187.2
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + ours,5,3000,3000,0.7924706249591658,0.014867493644347068,0.6647856058483093,0.020953972134943922,0.9814,0.007013479085937932,0.5038666666666667,0.04907737654855737,0.01859999999999998,0.0070134790859379655,0.4961333333333333,0.049077376548557365,55.79999999999994,1488.4
stackoverflow,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,5,3000,3000,0.7335218198140271,0.01301217579614062,0.649386931046671,0.003967543724747023,0.8430666666666667,0.02952814100330585,0.5449333333333334,0.011736457917295351,0.1569333333333333,0.029528141003305832,0.45506666666666673,0.011736457917295348,470.7999999999999,1365.2
stackoverflow,0.75,trainable_k1,Trainable K=1,5,4500,1500,0.7630378449085173,0.029114150514437897,0.6564711434616148,0.014237016173457826,0.9119999999999999,0.05970855140690579,0.8411555555555555,0.0067263990696690345,0.08799999999999997,0.059708551406905785,0.1588444444444444,0.006726399069669068,131.99999999999994,714.8
stackoverflow,0.75,single_centroid,Frozen K=1,5,4500,1500,0.6560530143222347,0.05338730220621314,0.6429100025687722,0.03309815409990583,0.6717333333333334,0.08026566998273776,0.8762222222222222,0.011677772491805509,0.3282666666666666,0.08026566998273782,0.12377777777777774,0.011677772491805587,492.4,556.9999999999998
stackoverflow,0.75,fixed_k2,Frozen K=2,5,4500,1500,0.43634697678645706,0.07858109845039464,0.5110134219518112,0.05372744291160135,0.3833333333333333,0.09370521152351495,0.8802222222222221,0.008217716483155831,0.6166666666666667,0.0937052115235149,0.11977777777777773,0.008217716483155845,925.0,538.9999999999998
stackoverflow,0.75,random_partition,Random K=2,5,4500,1500,0.6500992335498492,0.05461173977739191,0.6476187668144074,0.034273605418535046,0.6544000000000001,0.07930615781051725,0.8819555555555555,0.010707560499565325,0.34559999999999996,0.07930615781051724,0.1180444444444444,0.010707560499565347,518.4,531.1999999999997
stackoverflow,0.75,mogb_minilm,MOGB MiniLM,5,4500,1500,0.4558840331344416,0.004201451885150507,0.2958358561114851,0.0035829735307632052,0.9933333333333334,0.004784233364802436,0.21173333333333333,0.014546986451317478,0.006666666666666619,0.004784233364802465,0.7882666666666667,0.01454698645131751,9.99999999999993,3547.2
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + ours,5,4500,1500,0.5156718868278516,0.009972097867131942,0.3497252261593047,0.009788449862392697,0.982,0.010488088481701512,0.3906666666666666,0.029805956816186814,0.01799999999999996,0.010488088481701538,0.6093333333333334,0.029805956816186852,26.999999999999936,2742.0
stackoverflow,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,5,4500,1500,0.4847941610402537,0.01261507430021938,0.3545679349667692,0.009611662225620678,0.7662666666666667,0.019491308604378307,0.5349777777777778,0.010328672784122923,0.2337333333333333,0.019491308604378286,0.4650222222222222,0.010328672784122897,350.59999999999997,2092.6
