method,method_label,n_cells,oos_f1_mean,oos_f1_std_across_cells,f1_all_mean,f1_all_std_across_cells,f1_k_mean,f1_k_std_across_cells,known_recall_mean,known_recall_std_across_cells,false_accept_rate_mean,false_accept_rate_std_across_cells,false_reject_rate_mean,false_reject_rate_std_across_cells,accuracy_mean,accuracy_std_across_cells,auroc_mean,auroc_std_across_cells,aupr_oos_mean,aupr_oos_std_across_cells,rank1_oos_f1_cells,mean_rank_oos_f1,rank1_f1_all_cells,mean_rank_f1_all,rank1_known_recall_cells,mean_rank_known_recall,rank1_false_accept_rate_cells,mean_rank_false_accept_rate,rank1_false_reject_rate_cells,mean_rank_false_reject_rate
trainable_k1,Trainable K=1,9,0.8575316407416053,0.08934105917818468,0.8335576828281869,0.03294955380841433,0.8313965537136773,0.03398415852028595,0.802181908794976,0.04464456065224414,0.08734668638090604,0.058306971985305496,0.19781809120502397,0.04464456065224416,0.8624081415660364,0.04423409053947233,0.9312344276972926,0.024687613874181356,0.8969528422596801,0.09990120781633956,8,1.1111111111111112,9,1.0,0,4.0,0,3.6666666666666665,0,4.0
single_centroid,Frozen K=1,9,0.7864391103354774,0.13015359672358162,0.7829886053473837,0.04033417464789395,0.7816580104126224,0.042899371148176955,0.8349758473450549,0.03851077589095948,0.23014032528644954,0.14266386788257338,0.16502415265494508,0.03851077589095946,0.799495306447938,0.06195935197018695,0.893707118697113,0.039962353705011125,0.8431463957608156,0.14785502989678706,0,4.0,0,3.111111111111111,0,2.111111111111111,0,5.666666666666667,0,2.111111111111111
random_partition,Random K=2,9,0.7839111114561033,0.13206002947666357,0.7850581696124227,0.040725861668681584,0.7839400795006666,0.04338795941550809,0.8425193324947107,0.03749612654367221,0.23856241382232854,0.14845121151516388,0.15748066750528933,0.03749612654367221,0.7991329333434596,0.06240871290598288,0.8953058642536652,0.03936626132694003,0.8455046736107609,0.14696588881376874,0,4.444444444444445,0,2.7777777777777777,9,1.0,0,6.666666666666667,9,1.0
mogb_partition_ours_boundary,MOGB partition + S2C boundary,9,0.7774018496867828,0.16141127460315316,0.6392305404502208,0.07382871531015936,0.6303830425708754,0.06669437143957707,0.522108262834609,0.07377361863785377,0.026539184209064967,0.00939523553363307,0.4778917371653912,0.07377361863785377,0.7485160350370877,0.131710432729051,0.8734746432721899,0.04692396218184944,0.8032079240924006,0.1916736609443197,1,3.5555555555555554,0,5.111111111111111,0,5.444444444444445,0,2.3333333333333335,0,5.444444444444445
ours_partition_mogb_boundary,S2C partition + MOGB boundary,9,0.7589741106284742,0.15835446724496974,0.6230119708353835,0.046991398515310784,0.6148388031443913,0.04150978806694842,0.4997739095503765,0.057545795160865054,0.07348126062924447,0.07483581441791623,0.5002260904496234,0.05754579516086504,0.7317036125667705,0.11144030998110557,0.8297853650284345,0.07401738640642894,0.7686348151973326,0.20032592643495875,0,4.444444444444445,0,5.555555555555555,0,5.555555555555555,0,3.0,0,5.555555555555555
fixed_k2,Frozen K=2,9,0.7550580577086117,0.16713290972888556,0.7678808165561731,0.03543861785684731,0.7679451632843066,0.03583775428747665,0.8144441645300993,0.05163579120089406,0.25806188475712655,0.19651108491803468,0.18555583546990076,0.05163579120089407,0.7814432951064529,0.07862638180197044,0.8735847295434728,0.05377957943723561,0.8139160223011094,0.17836176147106048,0,4.444444444444445,0,3.4444444444444446,0,2.888888888888889,0,5.666666666666667,0,2.888888888888889
mogb_minilm,MOGB-MiniLM,9,0.7339003783533197,0.17542294749818174,0.4625803032971014,0.07188741993271446,0.44566633336867995,0.06465671160697456,0.3121153837659281,0.055474264976221786,0.009046646282496677,0.0026111499272848545,0.6878846162340717,0.05547426497622176,0.6662816865395813,0.16552432332865055,0.8519326513245786,0.03499456047372552,0.776949912897721,0.18430909116423913,0,6.0,0,7.0,0,7.0,9,1.0,0,7.0
