dataset,seed,split,strategy,center_count,radius_lambda,acceptance_mode,threshold,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,false_accept_count,known_false_reject_count,auroc,aupr_oos,epoch,phase,mode,loss,trainable_parameters,device
clinc150,13,val,last2_temp10,75,2.0,nearest_sphere,0.95,0.8652526512788522,0.843334083693223,0.8516129032258064,0.854,0.133125,213,219,0.9162904166666668,0.8953811782892908,1,warmup,last2_minilm_plus_projection,0.18910977244377136,198016,cuda
clinc150,13,val,last2_temp10,75,1.5,nearest_sphere,1.0,0.893460239484188,0.8769645261909058,0.8838709677419355,0.8653333333333333,0.090625,145,202,0.94597,0.9479475448769045,2,finetune,last2_minilm_plus_projection,0.13518081131880566,3746944,cuda
clinc150,13,val,last2_temp10,75,3.0,nearest_sphere,0.85,0.8958462492250465,0.8790692264218695,0.886774193548387,0.8793333333333333,0.096875,155,181,0.9485574999999999,0.9507789723449858,3,finetune,last2_minilm_plus_projection,0.10089283458635968,3746944,cuda
clinc150,13,val,last2_temp10,75,3.0,nearest_sphere,0.85,0.8972772277227723,0.8825305638300843,0.8890322580645161,0.8786666666666667,0.09375,150,182,0.94996875,0.9506970463563842,4,finetune,last2_minilm_plus_projection,0.07521384035758043,3746944,cuda
clinc150,13,val,last2_temp10,75,2.5,nearest_sphere,0.9,0.8985596077229543,0.8811399800137012,0.89,0.8686666666666667,0.08375,134,197,0.9491850000000001,0.9488475953780399,5,finetune,last2_minilm_plus_projection,0.05929306605672938,3746944,cuda
clinc150,13,val,last2_temp10,75,2.0,nearest_sphere,0.95,0.8978478326765686,0.878220989574912,0.8890322580645161,0.8546666666666667,0.074375,119,218,0.9497037500000001,0.9479413730304392,6,finetune,last2_minilm_plus_projection,0.04966895392764423,3746944,cuda
clinc150,13,val,last2_temp10,75,1.25,nearest_sphere,1.15,0.8985687616677038,0.889301169278116,0.892258064516129,0.8866666666666667,0.0975,156,170,0.9500841666666667,0.9495257126268851,7,finetune,last2_minilm_plus_projection,0.03849486782515453,3746944,cuda
clinc150,13,val,last2_temp10,75,1.5,nearest_sphere,1.1,0.8979969183359013,0.8852279305913571,0.8909677419354839,0.8746666666666667,0.089375,143,188,0.9516566666666667,0.9510880330638241,8,finetune,last2_minilm_plus_projection,0.033799828756284914,3746944,cuda
clinc150,13,val,last2_temp10,75,1.0,nearest_sphere,1.2,0.8989929813854135,0.8835214044446486,0.8912903225806451,0.864,0.079375,127,204,0.9499504166666666,0.9490660619269198,9,finetune,last2_minilm_plus_projection,0.029597093224904295,3746944,cuda
